DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Viruses_genome_counts
Sanxia_picorna-like_virus_10_species_1923367	1
Sanxia_picorna-like_virus_11_species_1923368	1
Sanxia_picorna-like_virus_12_species_1923369	1
Sanxia_picorna-like_virus_13_species_1923370	1
Sanxia_tombus-like_virus_6_species_1923390	1
Streptococcus_phage_IPP10_species_1916151	1
Streptococcus_phage_IPP11_species_1916152	1
Streptococcus_phage_IPP12_species_1916153	1
Streptococcus_phage_IPP15_species_1916155	1
Streptococcus_phage_IPP16_species_1916156	1
Streptococcus_phage_IPP17_species_1916157	1
Streptococcus_phage_IPP18_species_1916158	1
Streptococcus_phage_IPP19_species_1916159	1
Streptococcus_phage_IPP21_species_1916161	1
Vibrio_phage_J14_species_1916097	1
Escherichia_phage_Utah_species_1916098	1
Brevibacillus_phage_MRSA107_species_1916103	1
Vibrio_phage_JSF4_species_1916110	1
Vibrio_phage_JSF3_species_1916111	1
Mycobacterium_phage_Abdiel_species_1916112	1
Mycobacterium_phage_Achebe_species_1916113	1
Streptococcus_phage_IPP20_species_1916160	1
Streptococcus_phage_IPP42_species_1916181	1
Streptococcus_phage_IPP43_species_1916182	1
Streptococcus_phage_IPP44_species_1916183	1
Streptococcus_phage_IPP45_species_1916184	1
Streptococcus_phage_IPP46_species_1916185	1
Streptococcus_phage_IPP5_species_1916187	1
Streptococcus_phage_IPP50_species_1916188	1
Streptococcus_phage_IPP51_species_1916189	1
Streptococcus_phage_IPP53_species_1916191	1
Streptococcus_phage_IPP57_species_1916194	1
Streptococcus_phage_IPP58_species_1916195	1
Streptococcus_phage_IPP60_species_1916196	1
Streptococcus_phage_IPP61_species_1916197	1
Streptococcus_phage_IPP62_species_1916198	1
Streptococcus_phage_IPP38_species_1916177	1
Streptococcus_phage_IPP23_species_1916163	1
Streptococcus_phage_IPP24_species_1916164	1
Streptococcus_phage_IPP25_species_1916165	1
Streptococcus_phage_IPP26_species_1916166	1
Streptococcus_phage_IPP27_species_1916167	1
Streptococcus_phage_IPP28_species_1916168	1
Streptococcus_phage_IPP29_species_1916169	1
Streptococcus_phage_IPP30_species_1916170	1
Streptococcus_phage_IPP31_species_1916171	1
Streptococcus_phage_IPP32_species_1916172	1
Streptococcus_phage_IPP34_species_1916173	1
Streptococcus_phage_IPP35_species_1916174	1
Streptococcus_phage_IPP36_species_1916175	1
Streptococcus_phage_IPP37_species_1916176	1
Streptococcus_phage_IPP22_species_1916162	1
Streptococcus_phage_IPP41_species_1916180	1
Mapvirus_muddy_species_1920752	1
Mycobacterium_phage_Hammy_species_1920298	1
Brucella_phage_Iz_species_1920338	1
Psavirus_LP302_species_1921435	1
Psavirus_PSA_species_1921436	1
Pseudomonas_phage_phiC725A_species_1921524	1
Tuaanevirus_ime13_species_1921529	1
Tulanevirus_aes12_species_1921530	1
Tulanevirus_aes508_species_1921531	1
Septimatrevirus_Ab26_species_1921547	1
Kilunavirus_KL1_species_1921548	1
Seuratvirus_seurat_species_1921555	1
Fernvirus_diva_species_1921559	1
Homburgvirus_P70_species_1921130	1
Pagevirus_palmer_species_1921186	1
Pagevirus_pascal_species_1921187	1
Pagevirus_pony_species_1921188	1
Pagevirus_pookie_species_1921189	1
Pakpunavirus_PAKP1_species_1921411	1
Pakpunavirus_PAKP4_species_1921412	1
Pakpunavirus_PaP1_species_1921413	1
Panicum_papanivirus_1_species_1921432	1
Seuratvirus_cajan_species_1921554	1
Sextaecvirus_sextaec_species_1922246	1
Sextaecvirus_SEP9_species_1922247	1
Wphvirus_WPh_species_1922328	1
Enhodamvirus_VC8_species_1922330	1
Mardecavirus_MAR10_species_1921698	1
Tegunavirus_r1rt_species_1921705	1
Tegunavirus_yenmtg1_species_1921706	1
Slashvirus_slash_species_1921710	1
Slashvirus_stahl_species_1921711	1
Slashvirus_staley_species_1921712	1
Slashvirus_stills_species_1921713	1
Treisdeltapapillomavirus_1_species_1921773	1
Saccharomyces_kudriavzevii_virus_L-A1_species_1921825	1
Treiszetapapillomavirus_1_species_1922208	1
Vhmlvirus_mar_species_1922211	1
Vhmlvirus_VHML_species_1922212	1
Vhmlvirus_VP585_species_1922213	1
Fernvirus_sitara_species_1921561	1
Fernvirus_Hb10c2_species_1921563	1
Treisetapapillomavirus_1_species_1921824	1
Rogunavirus_AKS96_species_1920995	1
Rogunavirus_E41c_species_1920996	1
Rogunavirus_Jk06_species_1920998	1
Rogunavirus_KP26_species_1920999	1
Gamaleyavirus_G7C_species_1920754	1
Gamaleyavirus_APEC7_species_1920755	1
Gamaleyavirus_APEC5_species_1920756	1
Gamaleyavirus_ECBP1_species_1920758	1
Gamaleyavirus_IME11_species_1920759	1
Gamaleyavirus_EC1UPM_species_1920760	1
Gamaleyavirus_Sb1_species_1920761	1
Gentian_ovary_ringspot_virus_species_1920772	1
Drulisvirus_KP34_species_1920777	1
Drulisvirus_SU503_species_1920778	1
Drulisvirus_F19_species_1920780	1
Drulisvirus_K244_species_1920781	1
Euscelidius_variegatus_virus_1_species_1920698	1
Antheraea_yamamai_nucleopolyhedrovirus_species_1920699	1
Samia_ricini_nucleopolyhedrovirus_species_1920700	1
Drulisvirus_SU552A_species_1920779	1
Nonanavirus_SP069_species_1921124	1
Rogunavirus_rogue1_species_1921000	1
Tunavirus_ADB2_species_1921004	1
Tunavirus_PSf2_species_1921005	1
Arachis_pintoi_virus_species_1921009	1
Nitunavirus_grass_species_1921017	1
Nitunavirus_NIT1_species_1921018	1
Nitunavirus_SPG24_species_1921019	1
Rogunavirus_AHP42_species_1920993	1
Nonagvirus_nv9g_species_1921118	1
Nonagvirus_JenK1_species_1921119	1
Nonagvirus_JenP1_species_1921120	1
Nonagvirus_JenP2_species_1921121	1
Nonanavirus_nv9NA_species_1921123	1
Webervirus_KP36_species_1920861	1
Webervirus_wv1513_species_1920862	1
Diabrotica_virgifera_virgifera_virus_2_species_1920988	1
Diabrotica_virgifera_virgifera_virus_3_species_1920989	1
Diabrotica_virgifera_virgifera_virus_1_species_1920991	1
Acinetobacter_phage_AJO1_species_1917452	1
Bastillevirus_bastille_species_1918011	1
Botrytis_porri_botybirnavirus_1_species_1918014	1
Helsingorvirus_Cba171_species_1918194	1
Bequatrovirus_bigbertha_species_1918006	1
Maize_aumaivirus_1_species_1917980	1
Streptococcus_phage_IPP63_species_1916199	1
Streptococcus_phage_IPP64_species_1916200	1
Streptococcus_phage_IPP68_species_1916204	1
Streptococcus_phage_IPP69_species_1916205	1
Streptococcus_phage_IPP8_species_1916206	1
Streptococcus_phage_IPP9_species_1916207	1
Streptococcus_phage_IPP40_species_1916179	1
Streptococcus_phage_IPP67_species_1916203	1
Iflavirus_sp._species_1916690	1
Sodiomyces_alkalinus_fusarivirus_1_species_1917080	1
Simian_picobirnavirus_species_1917082	1
Only_Syngen_Nebraska_virus_5_species_1917232	1
Siminovitchvirus_shanette_species_1918724	1
Jilinvirus_CVM10_species_1918726	1
Jilinvirus_ep3_species_1918727	1
Dyochipapillomavirus_1_species_1918729	1
Dyoomegapapillomavirus_1_species_1918731	1
Siminovitchvirus_JL_species_1918723	1
Siminovitchvirus_CP51_species_1918722	1
Sugarcane_chlorotic_streak_virus_species_1919062	1
Xenohaliotis_phage_pCXc-HR2015_species_1933104	1
Escherichia_phage_G_AB-2017_species_1933113	1
Escherichia_phage_L_AB-2017_species_1933114	1
Escherichia_phage_P_AB-2017_species_1933115	1
Proteus_phage_vB_PvuS_Pm34_species_1933093	1
Xenohaliotis_phage_pCXc-HC2016_species_1933103	1
Bimiti_orthobunyavirus_species_1933263	1
Streptococcus_phage_Str03_species_1933693	1
Streptococcus_phage_Str01_species_1933695	1
Mycobacterium_phage_SimranZ1_species_1933771	1
Mycobacterium_phage_CREW_species_1932363	1
Alternaria_alternata_partitivirus_1_species_1932863	1
Pacmanvirus_A23_species_1932881	1
Enterococcus_phage_EF-P29_species_1932891	1
Aeromonas_phage_3_species_1932897	1
Aeromonas_phage_31.2_species_1932898	1
Aeromonas_phage_32_species_1932899	1
Aeromonas_phage_59.1_species_1932903	1
Aeromonas_phage_Asp37_species_1932904	1
Aeromonas_phage_L9-6_species_1932905	1
Aeromonas_phage_Riv-10_species_1932906	1
Dyotaupapillomavirus_1_species_1932910	1
Dyoupsilonpapillomavirus_1_species_1932912	1
Streptococcus_phage_SFi18_species_74382	1
Tranosema_rostrale_ichnovirus_species_74492	1
Aeromonas_phage_SW69-9_species_1932907	1
Petunia_chlorotic_mottle_virus_species_1935922	1
Sphaeropsis_sapinea_RNA_virus_1_species_73497	1
Sphaeropsis_sapinea_RNA_virus_2_species_73498	1
Apscaviroid_fossulamali_species_73494	1
Lederbergvirus_BTP1_species_1934252	1
Trichoderma_atroviride_mycovirus_species_1934322	1
Bivalve_RNA_virus_G1_species_1926967	1
Bivalve_RNA_virus_G5_species_1926968	1
Bivalve_RNA_virus_G3_species_1926969	1
Bivalve_RNA_virus_G2_species_1926996	1
Bivalve_RNA_virus_G4_species_1926997	1
Bivalve_hepelivirus_G_species_1926998	1
Pasteurella_phage_PMP-GADVASU-IND_species_1927015	1
Clostridium_phage_Clo-PEP-1_species_1927016	1
Mycobacterium_phage_Petruchio_species_1927018	1
Mycobacterium_phage_Blue_species_1927019	1
Corynebacterium_phage_phi16_species_1927022	1
Mycobacterium_phage_Kratark_species_1927029	1
Wheat_yellow_mosaic_virus_species_75746	1
Betacoronavirus_sp._species_1928434	1
Grapevine_geminivirus_A_defective_DNA_species_1928761	1
Sclerotinia_sclerotiorum_reovirus_1_species_1927831	1
Desmodus_rotundus_parvovirus_species_1926498	1
Poophage_MBI-2016a_species_1926504	1
Livupivirus_A_species_1926511	1
Vernonia_crinkle_virus_species_1925153	1
Begomovirus_abutilonis_species_1926117	1
Chicken_stool-associated_circular_virus_species_1930302	1
Chicken_picobirnavirus_species_1930304	1
Husavirus_sp._species_1930509	1
Tai_Forest_alphavirus_species_1930825	1
Adelphocoris_suturalis_virus_species_1930920	1
Nesidiocoris_tenuis_virus_species_1930921	1
Pea_leaf_distortion_virus_species_1931111	1
Pea_leaf_distortion_betasatellite_species_1931113	1
Biomphalaria_virus_1_species_1931369	1
Biomphalaria_virus_2_species_1931370	1
Biomphalaria_virus_3_species_1931371	1
Staphylococcus_phage_HOB_14.1.R1_species_1929941	1
Salmonella_phage_LPSE1_species_1929963	1
Rotavirus_J_species_1929964	1
Magnaporthe_oryzae_partitivirus_1_species_1929006	1
Swagivirus_HG_species_1929030	1
Enterovirus_AN12_species_1929150	1
Foveavirus_latensarmeniacae_species_75387	1
Jatropha_mosaic_virus_species_75574	1
Mycoplasma_phage_MAV1_species_75590	1
Lactobacillus_phage_P2_species_1928330	1
Mycobacterium_phage_Zephyr_species_1930080	1
Bermuda_grass_latent_virus_species_1930269	1
Fusarium_graminearum_dsRNA_mycovirus_5_species_1929313	1
Alternaria_alternata_fusarivirus_1_species_1935440	1
Ash_gourd_yellow_vein_mosaic_alphasatellite_species_1945850	1
Alphamesonivirus_hanaense_species_1945563	1
Guelphvirus_ACGM12_species_1945565	1
Tequintavirus_shivani_species_1945575	1
Alphatrevirus_WA45_species_1945582	1
Alphatrevirus_NC35_species_1945583	1
Alphatrevirus_ID21_species_1945584	1
Norovirus_sp._species_1938392	1
Jingmen_tombus-like_virus_2_species_1938656	1
Helicoverpa_armigera_iflavirus_species_1936269	1
Black_currant_leaf_chlorosis_associated_virus_species_1937789	1
Spinach_cryptic_virus_1_species_1937817	1
Oat_sterile_dwarf_virus_species_73147	1
Thrips-associated_genomovirus_2_species_1941234	1
Duck_parvovirus_NM100_species_1941434	1
Alphatrevirus_NC28_species_1945585	1
Alphatrevirus_NC29_species_1945586	1
Alphatrevirus_ID32_species_1945587	1
Alphatrevirus_ID62_species_1945588	1
Alphamesonivirus_karangense_species_1945560	1
Papaya_yellow_leaf_curl_virus_species_1939619	1
Beet_pseudoyellows_virus_species_72750	1
Vanilla_latent_virus_species_2016426	1
Vanilla_virus_X_species_2016427	1
Aimelvirus_2_species_2016448	1
Aimelvirus_3_species_2016449	1
Aimelvirus_4_species_2016450	1
Aimelvirus_5_species_2016451	1
Aimelvirus_6_species_2016452	1
Giant_panda_circovirus_2_species_2016457	1
Giant_panda_circovirus_3_species_2016458	1
Giant_panda_circovirus_4_species_2016459	1
Giant_panda_associated_partiti-like_virus_species_2016462	1
Pansavirus_1_species_2016467	1
Giant_panda_circovirus_1_species_2016456	1
Human_fecal_virus_Tarto_species_2017080	1
Human_fecal_virus_Jorvi2_species_2017081	1
Human_fecal_virus_Jorvi3_species_2017082	1
Human_fecal_virus_Jorvi4_species_2017083	1
Pansavirus_2_species_2016468	1
Walleye_epidermal_hyperplasia_virus_2_species_64461	1
Walleye_epidermal_hyperplasia_virus_1_species_64462	1
Arthrobacter_phage_Caterpillar_species_2015855	1
Arthrobacter_phage_Elkhorn_species_2015858	1
Arthrobacter_phage_KylieMac_species_2015859	1
Arthrobacter_phage_Lore_species_2015862	1
Grapevine_virus_K_species_2016034	1
Rhodococcus_phage_Jester_species_2015812	1
Salicola_phage_SCTP-2_species_2015814	1
Mycobacterium_phage_Cain_species_2015818	1
Salmonella_phage_SHP1_species_2015808	1
Grapevine_virus_T_species_2016035	1
Arthrobacter_phage_Nightmare_species_2015864	1
Arthrobacter_phage_Shrooms_species_2015868	1
Arthrobacter_phage_Swenson_species_2015869	1
Arthrobacter_phage_Taj14_species_2015870	1
Arthrobacter_phage_Teacup_species_2015871	1
Mycobacterium_phage_Chancellor_species_2015876	1
Mycobacterium_phage_Changeling_species_2015877	1
Mycobacterium_phage_Clautastrophe_species_2015878	1
Mycobacterium_phage_DismalFunk_species_2015880	1
Mycobacterium_phage_Et2Brutus_species_2015881	1
Mycobacterium_phage_Jeckyll_species_2015883	1
Mycobacterium_phage_Peanam_species_2015848	1
Mycobacterium_phage_Nicholas_species_2015887	1
Mycobacterium_phage_Nicholasp3_species_2015888	1
Mycobacterium_phage_Slimphazie_species_2015889	1
Mycobacterium_phage_Tachez_species_2015890	1
Mycobacterium_phage_Lokk_species_2015821	1
Mycobacterium_phage_PhelpsODU_species_2015822	1
Mycobacterium_phage_Phrank_species_2015823	1
Rhodococcus_phage_Alatin_species_2015826	1
Rhodococcus_phage_Naiad_species_2015830	1
Rhodococcus_phage_RexFury_species_2015831	1
Rhodococcus_phage_StCroix_species_2015832	1
Mycobacterium_phage_Appletree2_species_2015841	1
Mycobacterium_phage_BobSwaget_species_2015842	1
Mycobacterium_phage_Guillsminger_species_2015845	1
Mycobacterium_phage_Miley16_species_2015847	1
Mycobacterium_phage_Kingsolomon_species_2015884	1
Solenopsis_invicta_virus_4_species_2018500	1
Lasius_neglectus_virus_1_species_2018501	1
Myrmica_scabrinodis_virus_1_species_2018502	1
Lupine_bocavirus_species_2017714	1
Porcine_stool-associated_circular_virus/BEL/15V010_species_2017724	1
Lasius_niger_virus_1_species_2018503	1
Wheat_leaf_yellowing-associated_virus_species_2019445	1
Armigeres_iflavirus_species_2018471	1
Moineauvirus_Sfi21_species_64186	1
Spondweni_virus_species_64318	1
Tinamou_hepatitis_B_virus_species_2018685	1
Lupine_feces-associated_gemycircularvirus_1_species_2017711	1
Euonymus_yellow_vein_virus_species_2013968	1
Tomato_chlorotic_leaf_curl_virus_species_2015441	1
Bat_mastadenovirus_D_species_2015372	1
Bat_mastadenovirus_E_species_2015374	1
Bat_mastadenovirus_G_species_2015376	1
Arthrobacter_phage_Niktson_species_2014347	1
Arthrobacter_phage_ElephantMan_species_2014348	1
Mycobacterium_phage_Lucky2013_species_2014349	1
Mycobacterium_phage_Bogie_species_2014350	1
Escherichia_phage_D6_species_2014434	1
Shallot_yellow_stripe_virus_species_62059	1
Alphaentomopoxvirus_acuprea_species_62099	1
Olivavirus_actinidiae_species_2024724	1
Felis_catus_papillomavirus_type_5_species_2025339	1
Narcissus_virus_1_species_2025020	1
Torchivirus_A_species_2025079	1
Mycobacterium_phage_MissWhite_species_2024297	1
Mycobacterium_phage_TreyKay_species_2024298	1
Salmonella_phage_St161_species_2024311	1
Salmonella_phage_St162_species_2024312	1
Cyanophage_BHS3_species_2024348	1
Pseudoalteromonas_phage_KB12-38_species_2024350	1
Vibrio_phage_vB_ValP_IME271_species_2024229	1
Bacillus_phage_AaronPhadgers_species_2024230	1
Bacillus_phage_Bubs_species_2024231	1
Bacillus_phage_Janet_species_2024232	1
Bacillus_phage_OTooleKemple52_species_2024233	1
Bacillus_phage_Zainny_species_2024235	1
Staphylococcus_phage_JA1_species_2024236	1
Rhodococcus_phage_Bonanza_species_2024254	1
Streptomyces_phage_Dattran_species_2024289	1
Staphylococcus_phage_vB_SauM-fRuSau02_species_2024543	1
Arthrobacter_phage_Elsa_species_2024276	1
Arthrobacter_phage_Nason_species_2024278	1
Rhodococcus_phage_Yoncess_species_2024280	1
Arthrobacter_phage_Jordan_species_2024281	1
Australian_Anopheles_totivirus_species_2026601	1
Mucambo_virus_species_60875	1
Pixuna_virus_species_60876	1
Tonate_virus_species_60877	1
Cabassou_virus_species_60879	1
Sweet_potato_leaf_curl_Sichuan_virus_1_species_2026196	1
Salmonella_phage_ST3_species_2025820	1
Staphylococcus_phage_SA3_species_2025821	1
Salmonella_phage_ST1_species_2025822	1
NY_014_poxvirus_species_2025360	1
Bastrovirus_BAS-2_species_2025397	1
Abisko_virus_species_2025595	1
Rosellinia_necatrix_partitivirus_8_species_2025333	1
Sus_scrofa_papillomavirus_2_species_2025338	1
Sweet_potato_leaf_curl_Sichuan_virus_2_species_2026195	1
Nocardia_phage_NTR1_species_2026083	1
Enterococcus_phage_EF5_species_2025817	1
Staphylococcus_phage_UPMK_1_species_2025806	1
Salmonella_phage_SG2_species_2025811	1
Clostridium_phage_CP3_species_2025812	1
Enterococcus_phage_EF1_species_2025813	1
Vibrio_phage_vB_VspS_VS-ABTNL-3_species_2026084	1
Macroptilium_golden_yellow_mosaic_virus_species_2021666	1
Tomato_leaf_curl_purple_vein_virus_species_2021667	1
Caledonia_beadlet_anemone_Nora_virus-like_virus_1_species_2021957	1
Ralstonia_phage_DU_RP_II_species_2022331	1
Hypsugo_bat_coronavirus_HKU25_species_2020423	1
Ocimum_basilicum_RNA_virus_1_species_2020286	1
Ocimum_basilicum_RNA_virus_2_species_2020287	1
Rice_virus_A_species_2021212	1
Tick_phlebovirus_species_2020880	1
Emilia_yellow_vein_Thailand_virus_species_2560412	1
Cedratvirus_lausannensis_species_2023205	1
Skunavirus_bIL170_species_63118	1
Salmonella_phage_vB_SenS_PVP-SE2_species_2024214	1
Mycobacterium_phage_LemonSlice_species_2023958	1
Salmonella_phage_ST11_species_2023990	1
Pseudoalteromonas_phage_SL25_species_2023999	1
Escherichia_phage_DN1_species_2024003	1
Mycobacterium_phage_GenevaB15_species_2024010	1
Orpheovirus_IHUMI-LCC2_species_2023057	1
Kuravirus_kv1721_species_1987938	1
Kuravirus_NJ01_species_1987940	1
Kuttervirus_PhaxI_species_1987987	1
Kuttervirus_SH19_species_1987989	1
Kuttervirus_ViI_species_1987993	1
Agtrevirus_AG3_species_1987994	1
Carrot_red_leaf_virus_species_66200	1
Kuttervirus_STML131_species_1987154	1
Kuttervirus_SJ3_species_1987155	1
Kuttervirus_maynard_species_1987156	1
Mycobacterium_virus_Wee_species_1993860	1
Fromanvirus_violet_species_1993861	1
Fromanvirus_U2_species_1993862	1
Mycobacterium_virus_Tweety_species_1993864	1
Fromanvirus_trixie_species_1993867	1
Mycobacterium_virus_TM4_species_1993872	1
Timshelvirus_timshel_species_1993873	1
Benedictvirus_tiger_species_1993876	1
Omegavirus_thibault_species_1993879	1
Mycobacterium_virus_Taj_species_1993880	1
Fromanvirus_SWU1_species_1993882	1
Fromanvirus_switzer_species_1993883	1
Mycobacterium_virus_Spartacus_species_1993884	1
Betaentomopoxvirus_ahonmai_species_1993630	1
Choristoneura_rosaceana_entomopoxvirus_species_1993631	1
Yam_chlorotic_mosaic_virus_species_1993639	1
Malvastrum_leaf_curl_deltasatellite_species_1993643	1
Sida_golden_yellow_vein_deltasatellite_1_species_1993644	1
Sida_golden_yellow_vein_deltasatellite_2_species_1993645	1
Sida_golden_yellow_vein_deltasatellite_3_species_1993646	1
Sweet_potato_leaf_curl_deltasatellite_1_species_1993647	1
Sweet_potato_leaf_curl_deltasatellite_2_species_1993648	1
Sweet_potato_leaf_curl_deltasatellite_3_species_1993649	1
Tomato_leaf_curl_deltasatellite_species_1993650	1
Tomato_yellow_leaf_distortion_deltasatellite_1_species_1993651	1
Mimivirus_AB-566-O17_species_1988039	1
Daphnis_nerii_cypovirus_species_1986950	1
Nebovirus_sp._species_1986951	1
Ampivirus_apilisi_species_1986960	1
Tibrovirus_sweetwater_species_1987013	1
Kuttervirus_SJ2_species_1987158	1
Kuttervirus_CBA120_species_1987159	1
Pepper_yellow_dwarf_virus_-_Mexico_species_1987360	1
Broad-leafed_dock_virus_A_species_1987403	1
Tibrovirus_congo_species_1987017	1
Tibrovirus_alphaekpoma_species_1987018	1
Protoparvovirus_sp._species_1987106	1
Hepatovirus_B_species_1987123	1
Hepatovirus_C_species_1987124	1
Hepatovirus_E_species_1987126	1
Hepatovirus_F_species_1987127	1
Hepatovirus_I_species_1987130	1
Schmidvirus_sv1961P_species_1987148	1
Schmidvirus_KHP30_species_1987149	1
Schmidvirus_KHP40_species_1987150	1
Kuttervirus_ECML4_species_1987152	1
Kuttervirus_marshall_species_1987153	1
Tibrovirus_betaekpoma_species_1987019	1
Penguin_siadenovirus_A_species_2005055	1
Milolii_virus_species_2005322	1
Ustilaginoidea_virens_RNA_virus_6_species_2005330	1
Mycobacterium_virus_Shilan_species_1993888	1
Lizard_atadenovirus_A_species_2003672	1
Jerseyvirus_SETP7_species_2005692	1
Jerseyvirus_SP101_species_2005693	1
Cherry_green_ring_mottle_virus_species_65467	1
Longan_witches_broom-associated_virus_species_1993907	1
Maize_associated_rhabdovirus_species_2003308	1
Chlamydiamicrovirus_Chp1_species_2003327	1
Chlamydiamicrovirus_CPG1_species_2003329	1
Lagenaria_siceraria_alphaendornavirus_species_2003680	1
Harkavirus_A_species_2003391	1
Fromanvirus_solon_species_1993885	1
Fromanvirus_skipole_species_1993886	1
Kostyavirus_sirduracell_species_1993887	1
Dhakavirus_ql01_species_2004415	1
Bean_leaf_crumple_virus_species_2004460	1
Cosavirus_B_species_2003649	1
Cosavirus_E_species_2003651	1
Cosavirus_F_species_2003652	1
Mischivirus_B_species_2003498	1
Mischivirus_C_species_2003499	1
Fromanvirus_ridgecb_species_2003503	1
Fromanvirus_redrock_species_2003504	1
Charlievirus_Charlie_species_2003506	1
Fur_seal_picorna-like_virus_species_2013564	1
Olivier's_shrew_virus_2_species_2012620	1
Rice_latent_virus_2_species_2012857	1
Synechococcus_phage_S-LBS1_species_2008320	1
Shinobi_tetravirus_species_2006394	1
Peach_associated_luteovirus_species_2006498	1
Lactobacillus_phage_phiEF-1.1_species_2006921	1
Mycobacterium_phage_Porcelain_species_2006923	1
Ruegeria_phage_DSS3-P22_species_2006924	1
Escherichia_phage_ST2_species_2006925	1
Bixzunavirus_dandelion_species_2006135	1
Bixzunavirus_nappy_species_2006138	1
Bixzunavirus_sebata_species_2006139	1
Betapolyomavirus_octipanos_species_2006158	1
Pbunavirus_DL60_species_2006169	1
Pseudomonas_virus_DL68_species_2006170	1
Pseudomonas_virus_JG024_species_2006171	1
Bacillus_virus_vB_BthM-Goe5_species_2008614	1
Mycobacterium_phage_ZenTime222_species_2006926	1
Erysipelothrix_phage_phi1605_species_2006938	1
Jerseyvirus_SETP13_species_2005694	1
Pbunavirus_KPP12_species_2006172	1
Jerseyvirus_LSPA1_species_2005698	1
Jerseyvirus_SE2_species_2005699	1
Jerseyvirus_SETP3_species_2005700	1
Jerseyvirus_SS3e_species_2005701	1
Jerseyvirus_wksl3_species_2005702	1
Aphis_glycines_virus_3_species_2005444	1
Jerseyvirus_L13_species_2005697	1
Pbunavirus_LBL3_species_2006177	1
Sinorhizobium_phage_phiM5_species_2005789	1
Subteminivirus_SMA7_species_2011079	1
Staminivirus_SMA9_species_2011080	1
Parhipatevirus_PE226_species_2011083	1
Psecadovirus_PSH1_species_2011088	1
Vicialiavirus_VCY_species_2011073	1
Suturavirus_SVTS2_species_2011074	1
Wilkie_qin-like_virus_species_2010285	1
Chili_leaf_curl_Jaunpur_betasatellite_species_2010314	1
Chili_leaf_curl_Sri_Lanka_betasatellite_species_2010315	1
Ageratum_yellow_vein_India_betasatellite_species_2010316	1
Ageratum_yellow_vein_Sri_Lanka_betasatellite_species_2010317	1
Eupatorium_yellow_vein_mosaic_betasatellite_species_2010319	1
French_bean_leaf_curl_betasatellite_species_2010320	1
Piper_chlorosis_virus_species_2010222	1
Capistrivirus_KSF1_species_2011077	1
Aedes_alboannulatus_toti-like_virus_1_species_2010265	1
Aedes_camptorhynchus_toti-like_virus_1_species_2010266	1
Aedes_alboannulatus_orthomyxo-like_virus_species_2010267	1
Aedes_camptorhynchus_negev-like_virus_species_2010268	1
Aedes_camptorhynchus_reo-like_virus_species_2010269	1
Culex_luteo-like_virus_species_2010270	1
Scuticavirus_SMA6_species_2011078	1
Parietaria_mottle_virus_species_64958	1
Mungbean_yellow_mosaic_betasatellite_species_2010322	1
Wilkie_narna-like_virus_2_species_2010281	1
Papaya_leaf_curl_India_betasatellite_species_2010324	1
Rhynchosia_yellow_mosaic_betasatellite_species_2010325	1
Tobacco_leaf_curl_Japan_betasatellite_species_2010326	1
Tobacco_leaf_curl_Patna_betasatellite_species_2010327	1
Tomato_leaf_curl_Bangalore_betasatellite_species_2010331	1
Tomato_leaf_curl_Laguna_betasatellite_species_2010332	1
Tomato_leaf_curl_Laos_betasatellite_species_2010333	1
Culex_mononega-like_virus_1_species_2010271	1
Leshenault_partiti-like_virus_species_2010278	1
Okra_leaf_curl_Oman_betasatellite_species_2010323	1
Sulfolobus_ellipsoid_virus_1_species_2056194	1
Pseudomonas_phage_HU1_species_2056127	1
Potyvirus_melongenae_species_2056161	1
Chequa_iflavirus_species_2054920	1
Rodent_Torque_teno_virus_5_species_2054612	1
Rodent_Torque_teno_virus_6_species_2054613	1
Torque_teno_desmodus_rotundus_virus_species_2054618	1
Pseudomonas_phage_GP100_species_2055238	1
Torque_teno_mini_virus_SHB_species_2057932	1
Torque_teno_mini_virus_SHC_species_2057933	1
Arracacha_latent_virus_E_associated_RNA_species_2057940	1
Pleurochrysis_carterae_circular_virus_species_2057942	1
Pleurochrysis_sp._endemic_virus_1a_species_2057944	1
Maize-associated_totivirus_3_species_2057198	1
Pleurochrysis_sp._endemic_virus_1b_species_2057945	1
Pleurochrysis_sp._endemic_virus_2_species_2057946	1
Pleurochrysis_sp._endemic_virus_unk_species_2057947	1
Red_clover_torradovirus_1_species_2058090	1
Red_clover_carlavirus_A_species_2058091	1
Rosellinia_necatrix_megatotivirus_1_species_2056546	1
Cacao_swollen_shoot_Ghana_J_virus_species_2056880	1
Cacao_swollen_shoot_Ghana_K_virus_species_2056881	1
Cacao_swollen_shoot_Ghana_L_virus_species_2056882	1
Jamaica_yellow_mosaic_virus_species_2056567	1
Escherichia_phage_YDC107_1_species_2056767	1
Escherichia_phage_YDC107_2_species_2056768	1
Cow_vetch_latent_virus_species_2056780	1
Erysiphe_necator_mitovirus_1_species_2052561	1
Erysiphe_necator_mitovirus_2_species_2052562	1
Erysiphe_necator_mitovirus_3_species_2052563	1
Grapevine_virus_I_species_2052157	1
Faba_bean_necrotic_yellows_virus_associated_alphasatellite_2_species_2052607	1
Isavirus_salaris_species_55987	1
Tomato_leaf_curl_New_Delhi_virus_4_species_2049944	1
Capraria_yellow_spot_virus_species_2049955	1
Rodent_papillomavirus_species_2050020	1
