DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Viruses_genome_counts
Mekintivirus_lutihabitans_species_2845580	1
Merhavirus_merida_species_2845583	1
Gordonia_phage_Francois_species_2926101	1
Kenoshavirus_kenosha_species_2844669	1
Microbacterium_phage_Fransoyer_species_2926102	1
Montyvirus_john316_species_2844668	1
Montyvirus_jellybones_species_2844667	1
Gredihovirus_agradaptatum_species_2844689	1
Mycobacterium_phage_DuncansLeg_species_2926096	1
Teubervirus_Q1_species_2845481	1
Cat_Tien_Odontotermes_delta-like_virus_species_2952747	1
Cat_Tien_Hospitalitermes_polycipi-like_virus_species_2952744	1
Lahcomavirus_asienecus_species_2845482	1
Laimuvirus_asiocola_species_2845483	1
Cat_Tien_Hospitalitermes_Lispi-like_virus_species_2952743	1
Loslovirus_caenicola_species_2845538	1
Lazuovirus_agrenecus_species_2845484	1
Lehptavirus_agrihabitans_species_2845485	1
Lehptavirus_agrivicinum_species_2845486	1
Lehptavirus_agrivivens_species_2845487	1
Lehptavirus_choradaptatum_species_2845488	1
Lehptavirus_chorenecus_species_2845489	1
Lehptavirus_chorocola_species_2845490	1
Hepacivirus_Q_species_2952659	1
Lehptevirus_asiohabitans_species_2845491	1
Seongbukvirus_MH1_species_2845508	1
Limdunavirus_P965_species_2845509	1
Gredihovirus_agrihabitans_species_2844692	1
Lihvevirus_borborenecus_species_2845510	1
Emaravirus_syringae_species_2845511	1
Gredihovirus_agricola_species_2844691	1
Gordonia_phage_Chop_species_2926093	1
Audreyjarvisvirus_L47_species_2845480	1
Limaivirus_borborocola_species_2845512	1
Limaivirus_borborohabitans_species_2845513	1
Limnipivirus_D_species_2845514	1
Gredihovirus_agrenecus_species_2844690	1
Microbacterium_phage_Clayda5_species_2926094	1
Microbacterium_phage_DoTi_species_2926095	1
Ceduovirus_bIBBL12_species_2845469	1
Formivirus_gorytis_species_2844681	1
Streptomyces_phage_Eastland_species_2926097	1
Gorodievirus_telluradaptatum_species_2844680	1
Ceduovirus_bIBBp64_species_2845470	1
Ceduovirus_blBB94p4_species_2845471	1
Skunavirus_fd13_species_2845472	1
Skunavirus_jm2_species_2845474	1
Lehptevirus_asiovicinum_species_2845492	1
Lehptevirus_asiovivens_species_2845493	1
Klebsiella_phage_vB_KpnS-MUC-5.2_species_2923098	1
Lehptevirus_borboradaptatum_species_2845494	1
Lehptevirus_chorohabitans_species_2845495	1
Audreyjarvisvirus_WRP3_species_2845462	1
Ceduovirus_bIBBAm4_species_2845466	1
Ceduovirus_bIBBE1_species_2845467	1
Luthavirus_edaphovivens_species_2845550	1
Arthrobacter_phage_Berrie_species_2926087	1
Luthavirus_pedadaptatum_species_2845551	1
Lygehevirus_pedocola_species_2845552	1
Lincruvirus_europense_species_2845515	1
Mycobacterium_phage_Charles1_species_2926092	1
Lincruvirus_sinense_species_2845516	1
Lincruvirus_wenlingense_species_2845517	1
Microbacterium_phage_Burgy_species_2926089	1
Klebsiella_phage_KP12_species_2923374	1
Lirnavirus_borborovicinum_species_2845519	1
Jelitavirus_B025_species_2845520	1
Slepowronvirus_LP101_species_2845521	1
Sigmavirus_lousefly_species_2845539	1
Luloavirus_caenihabitans_species_2845544	1
Luloavirus_edaphadaptatum_species_2845545	1
Gohshovirus_asiadaptatum_species_2844657	1
Luloavirus_edaphenecus_species_2845546	1
Luloavirus_edaphocola_species_2845547	1
Luthavirus_edaphovicinum_species_2845549	1
Mycobacterium_phage_Barkley26_species_2926086	1
Lohmavirus_borborovivens_species_2845531	1
Pseudomonas_phage_vB_Paer_PsCh_species_2924906	1
Microbacterium_phage_CaptainRex_species_2926090	1
Veravirus_septentrionalis_species_2845498	1
Lentimonavirus_lentinulae_species_2845499	1
Saintgironsvirus_LE1_species_2845501	1
Microbacterium_phage_Cassita_species_2926091	1
Nylescharonvirus_LE3_species_2845502	1
Slepowronvirus_LPHM00113468_species_2845522	1
Gredihovirus_arvadaptatum_species_2844695	1
Gredihovirus_agrivivens_species_2844694	1
Gredihovirus_agrivicinum_species_2844693	1
Betapolyomavirus_leporis_species_2845504	1
Limdunavirus_LDG_species_2845506	1
Pseudomonas_phage_vB_Paer_Ps25_species_2924905	1
Unaquatrovirus_Ln7_species_2845507	1
Nylescharonvirus_LE4_species_2845503	1
Livvievirus_viph1249a_species_2845523	1
Trichosanthes_mottle_mosaic_virus_species_2952566	1
Lizard_atadenovirus_B_species_2845524	1
Gmuhndevirus_pelovivens_species_2844656	1
Lobdovirus_arvadaptatum_species_2845525	1
Ohlsrhavirus_lobeira_species_2845530	1
Gredihovirus_arvenecus_species_2844696	1
Pseudomonas_phage_vB_Paer_PsIn_species_2924907	1
Lobdovirus_arvicola_species_2845527	1
Lobdovirus_chorovicinum_species_2845528	1
Lobdovirus_chorovivens_species_2845529	1
Lobdovirus_arvenecus_species_2845526	1
Lostrhavirus_hyalomma_species_2844987	1
Hyjrovirus_geohabitans_species_2844988	1
Hylipavirus_geovicinum_species_2844989	1
Hysdruvirus_geovivens_species_2844994	1
Hysdruvirus_telluradaptatum_species_2844995	1
Hysdruvirus_tellurenecus_species_2844996	1
Hysdruvirus_telluricola_species_2844997	1
Hysdruvirus_tellurihabitans_species_2844998	1
Hysdruvirus_tellurivicinum_species_2844999	1
Icerudivirus_SIRV2_species_2845001	1
Icerudivirus_SIRV3_species_2845002	1
Ichonovirus_limivicinum_species_2845003	1
Hubramonavirus_terrae_species_2844964	1
Huchismacovirus_chicas1_species_2844965	1
Gredihovirus_neoagricola_species_2844733	1
Intasivirus_terrenecus_species_2845016	1
Chlorella_virus_XW01_species_2922419	1
Intasivirus_terricola_species_2845017	1
Huylevirus_limihabitans_species_2844986	1
Ipivevirus_pelenecus_species_2845018	1
Iruqauvirus_pelocola_species_2845019	1
Ishugivirus_pelohabitans_species_2845020	1
Huleruivirus_geocola_species_2844983	1
Huohcivirus_geoenecus_species_2844985	1
Hukuchivirus_P2377_species_2844982	1
Hohrdovirus_solicola_species_2844852	1
Hohrdovirus_solihabitans_species_2844853	1
Honeysuckle_yellow_vein_mosaic_Ibaraki_betasatellite_species_2844854	1
Honeysuckle_yellow_vein_mosaic_Nara_betasatellite_species_2844855	1
Hoswirudivirus_ARV2_species_2844856	1
Hoswirudivirus_ARV3_species_2844857	1
Huchismacovirus_chicas2_species_2844966	1
Hoswirudivirus_MRV1_species_2844858	1
Hoswirudivirus_SSRV1_species_2844859	1
Alphadrosrhavirus_hubei_species_2844861	1
Alphapaprhavirus_hubei_species_2844862	1
Huhbevirus_chthonadaptatum_species_2844970	1
Huhbevirus_chthonenecus_species_2844971	1
Huhbevirus_chthonocola_species_2844972	1
Huhbevirus_chthonohabitans_species_2844973	1
Huhbevirus_chthonovicinum_species_2844974	1
Klebsiella_phage_PSKP16_species_2922985	1
Staphylococcus_phage_vB_SpsX-DS7_species_2924926	1
Little_bittern_circovirus_species_2922909	1
Hukuchivirus_IN93_species_2844981	1
European_bee-eater_circovirus_species_2922908	1
Huhbevirus_chthonovivens_species_2844975	1
Pseudomonas_phage_vB_PputP_LNA9_species_2924913	1
Huhbevirus_geoadaptatum_species_2844976	1
Huhbevirus_solivicinum_species_2844977	1
Huhbevirus_solivivens_species_2844978	1
Huhmpluvirus_limenecus_species_2844979	1
Hukohnovirus_limicola_species_2844980	1
Keghovirus_borborovivens_species_2845044	1
Keghovirus_caenadaptatum_species_2845045	1
Kehmevirus_caenenecus_species_2845046	1
Gredihovirus_neoagrivicinum_species_2844735	1
Kehruavirus_agradaptatum_species_2845047	1
Kehruavirus_agricola_species_2845048	1
Kehruavirus_humadaptatum_species_2845049	1
Kehruavirus_humenecus_species_2845050	1
Kehruavirus_humicola_species_2845051	1
Kehruavirus_humihabitans_species_2845052	1
Kehruavirus_humivicinum_species_2845053	1
Kehruavirus_humivivens_species_2845054	1
Isoihlovirus_terrihabitans_species_2845021	1
Itarudivirus_ARV1_species_2845023	1
Ivolevirus_faecicola_species_2845024	1
Iwahcevirus_pelovicinum_species_2845025	1
Nyavirus_sanjacintoense_species_2845026	1
British_Columbia_amdoparvovirus_species_2954191	1
Kihsiravirus_limivicinum_species_2845066	1
Kimihcavirus_limivivens_species_2845069	1
Gredihovirus_neoagrivivens_species_2844736	1
Kirnavirus_lutenecus_species_2845071	1
Kiwsmaevirus_defluviicola_species_2845073	1
Webervirus_wv13_species_2845074	1
Kahshuvirus_borborenecus_species_2845039	1
Kecijavirus_borborocola_species_2845040	1
Kecuhnavirus_borborohabitans_species_2845041	1
Kecuhnavirus_borborovicinum_species_2845042	1
Kecuhnavirus_terrivicinum_species_2845043	1
Kinglevirus_lutadaptatum_species_2845070	1
Lake_sturgeon_herpesvirus_species_2922427	1
Kahnayevirus_asiovivens_species_2845037	1
Euphorbia_severe_leaf_golden_mosaic_virus_species_2925392	1
Kahraivirus_borboradaptatum_species_2845038	1
Icumivirus_limivivens_species_2845004	1
Ideskevirus_lutadaptatum_species_2845005	1
Imeberivirus_lutenecus_species_2845006	1
Ineyimevirus_lutihabitans_species_2845008	1
Ineyimevirus_lutivicinum_species_2845009	1
Inpeasmacovirus_humas1_species_2845010	1
Insbruvirus_lutivivens_species_2845012	1
Intasivirus_peladaptatum_species_2845013	1
Intasivirus_tellurivivens_species_2845014	1
Intasivirus_terradaptatum_species_2845015	1
Imeberivirus_luticola_species_2845007	1
Japarudivirus_SBRV1_species_2845027	1
Jargovirus_pelovivens_species_2845028	1
Jiesduavirus_defluviicola_species_2845030	1
Jiforsuvirus_asiadaptatum_species_2845031	1
Johnovirus_asienecus_species_2845032	1
Emaravirus_ziziphi_species_2845033	1
Jupbevirus_asiocola_species_2845034	1
Gredihovirus_neoagrihabitans_species_2844734	1
Staphylococcus_phage_vB_SpsX-DS8_species_2924927	1
Jupbevirus_asiohabitans_species_2845035	1
Kahfsdivirus_asiovicinum_species_2845036	1
Gulmivirus_arvihabitans_species_2844793	1
Staphylococcus_phage_vB_SpsX-DS11_species_2924920	1
Gulmivirus_arvivicinum_species_2844794	1
Gredihovirus_pedadaptatum_species_2844761	1
Gredihovirus_pedenecus_species_2844762	1
Staphylococcus_phage_vB_SpsX-DS12_species_2924921	1
Gredihovirus_pedohabitans_species_2844764	1
Gredihovirus_pedovicinum_species_2844765	1
Gredihovirus_pedovivens_species_2844766	1
Gredihovirus_soladaptatum_species_2844767	1
Gredihovirus_solenecus_species_2844768	1
Gredihovirus_solicola_species_2844769	1
Gredihovirus_solihabitans_species_2844770	1
Gredihovirus_pedocola_species_2844763	1
Gyrovirus_hydho1_species_2844806	1
Gyrovirus_myferr1_species_2844807	1
Hagavirus_psychrophilum_species_2844808	1
Hahdsevirus_borborenecus_species_2844809	1
Hahkesevirus_borborocola_species_2844810	1
Halcalevirus_arvivivens_species_2844811	1
Gredihovirus_tellurivicinum_species_2844777	1
Gredihovirus_tellurivivens_species_2844778	1
Gredihovirus_terradaptatum_species_2844779	1
Gulmivirus_arvicola_species_2844792	1
Gredihovirus_terrenecus_species_2844780	1
Gredihovirus_terricola_species_2844781	1
Gredihovirus_terrihabitans_species_2844782	1
Gredihovirus_terrivicinum_species_2844783	1
Gredihovirus_terrivivens_species_2844784	1
Grendvuvirus_asiocola_species_2844785	1
Grusopivirus_C_species_2844787	1
Guinea_pig_mastadenovirus_A_species_2844789	1
Gulmivirus_arvadaptatum_species_2844790	1
Staphylococcus_phage_vB_SpsX-DS1_species_2924919	1
Gulmivirus_arvenecus_species_2844791	1
Gredihovirus_neotellurivicinum_species_2844752	1
Gredihovirus_humihabitans_species_2844729	1
Staphylococcus_phage_vB_SpsX-DS4_species_2924923	1
Gredihovirus_neotellurivivens_species_2844753	1
Gredihovirus_neoterradaptatum_species_2844754	1
Gredihovirus_neoterrenecus_species_2844755	1
Gredihovirus_neoterricola_species_2844756	1
Staphylococcus_phage_vB_SpsX-DS5_species_2924924	1
Gredihovirus_neoterrihabitans_species_2844757	1
Gredihovirus_neoterrivicinum_species_2844758	1
Gredihovirus_neoterrivivens_species_2844759	1
Staphylococcus_phage_vB_SpsX-DS6_species_2924925	1
Gredihovirus_paludicola_species_2844760	1
Gredihovirus_solivicinum_species_2844771	1
Gredihovirus_solivivens_species_2844772	1
Gredihovirus_telluradaptatum_species_2844773	1
Gredihovirus_tellurenecus_species_2844774	1
Gredihovirus_telluricola_species_2844775	1
Gredihovirus_tellurihabitans_species_2844776	1
Gredihovirus_neohumicola_species_2844745	1
Staphylococcus_phage_vB_SpsX-DS3_species_2924922	1
Gredihovirus_neohumihabitans_species_2844746	1
Gredihovirus_neohumivicinum_species_2844747	1
Gredihovirus_neohumivivens_species_2844748	1
Gredihovirus_neotellurenecus_species_2844749	1
Gredihovirus_neotelluricola_species_2844750	1
Gredihovirus_neotellurihabitans_species_2844751	1
Gredihovirus_humivicinum_species_2844730	1
Hohglivirus_simiicola_species_2844836	1
Hohltdevirus_edaphenecus_species_2844837	1
Hohltdevirus_edaphocola_species_2844838	1
Hohrdovirus_caenivivens_species_2844839	1
Hohrdovirus_edaphohabitans_species_2844840	1
Hohrdovirus_edaphovicinum_species_2844841	1
Hohrdovirus_edaphovivens_species_2844842	1
Hohrdovirus_limadaptatum_species_2844843	1
Hohrdovirus_pedadaptatum_species_2844844	1
Hohrdovirus_pedenecus_species_2844845	1
Hohrdovirus_pedocola_species_2844846	1
Klebsiella_phage_vB_KpnS-MUC-5_species_2923097	1
Hohrdovirus_pedohabitans_species_2844847	1
Gredihovirus_neoagrenecus_species_2844732	1
Staphylococcus_phage_vB_SpsM-DH2_species_2924916	1
Hubramonavirus_hubeiense_species_2844963	1
Carcinus_maenas_reovirus_species_2922802	1
Sigmavirus_hubei_species_2844962	1
Hirvovirus_caenivicinum_species_2844835	1
Gulmivirus_asiohabitans_species_2844795	1
Gulmivirus_asiovicinum_species_2844796	1
Gulmivirus_asiovivens_species_2844797	1
Gunawavirus_borboradaptatum_species_2844798	1
Gyrovirus_fulgla1_species_2844799	1
Gyrovirus_galga2_species_2844801	1
Hohrdovirus_pedovicinum_species_2844848	1
Gyrovirus_homsa2_species_2844803	1
Gyrovirus_homsa3_species_2844804	1
Gyrovirus_homsa4_species_2844805	1
Gredihovirus_humivivens_species_2844731	1
Staphylococcus_phage_vB_SpsS-DH5_species_2924918	1
Hohrdovirus_pedovivens_species_2844849	1
Hohrdovirus_soladaptatum_species_2844850	1
Hohrdovirus_solenecus_species_2844851	1
Haloferacalesvirus_HF2_species_2844816	1
Escherichia_phage_UTI-CM001_species_2923096	1
Ephemerovirus_hayes_species_2844818	1
Hehrovirus_borborohabitans_species_2844819	1
Hehspivirus_edaphadaptatum_species_2844820	1
Helacdivirus_borborovicinum_species_2844822	1
Henifovirus_borborovivens_species_2844825	1
Staphylococcus_phage_vB_SpsM-DS10_species_2924917	1
Heterobasidion_orthocurvulavirus_species_2844827	1
Betahymrhavirus_heterodontonyx_species_2844828	1
Hihdivirus_caenenecus_species_2844830	1
Hihdivirus_caenicola_species_2844831	1
Hinehbovirus_caenihabitans_species_2844832	1
Sigmavirus_hippoboscid_species_2844833	1
Alphahymrhavirus_hirtum_species_2844834	1
Henifovirus_caenadaptatum_species_2844826	1
Enterococcus_phage_vB_OCPT_CCS4_species_2922329	1
Gredihovirus_edaphovicinum_species_2844718	1
Kihryuvirus_limihabitans_species_2845065	1
Staphylococcus_phage_vB_SpsX-DSP2_species_2924929	1
Gredihovirus_edaphohabitans_species_2844717	1
Enterococcus_phage_vB_OCPT_Toy_species_2922328	1
Skunavirus_sv96403_species_2845186	1
Skunavirus_sv96603_species_2845187	1
Ceduovirus_cv62606_species_2845177	1
Skunavirus_sv63302_species_2845178	1
Skunavirus_sv66901_species_2845179	1
Skunavirus_sv79201_species_2845180	1
Gredihovirus_geohabitans_species_2844723	1
Gredihovirus_geoenecus_species_2844722	1
Skunavirus_sv88605_species_2845181	1
Enterococcus_phage_vB_OCPT_PG2_species_2922330	1
Gredihovirus_geoadaptatum_species_2844720	1
Skunavirus_sv936_species_2845183	1
Audreyjarvisvirus_av949_species_2845184	1
Skunavirus_sv96401_species_2845185	1
Gredihovirus_edaphovivens_species_2844719	1
Gredihovirus_geocola_species_2844721	1
Skunavirus_sv340_species_2845158	1
Skunavirus_sv37201_species_2845159	1
Enterococcus_phage_vB_OCPT_Carl_species_2922320	1
Gredihovirus_edaphenecus_species_2844715	1
Gredihovirus_edaphadaptatum_species_2844714	1
Enterococcus_phage_vB_OCPT_Car_species_2922319	1
Enterococcus_phage_vB_OCPT_Bob_species_2922318	1
Skunavirus_sv38503_species_2845161	1
Skunavirus_sv38507_species_2845162	1
Gredihovirus_edaphocola_species_2844716	1
Enterococcus_phage_vB_OCPT_CCS3_species_2922327	1
Enterococcus_phage_vB_OCPT_CCS2_species_2922326	1
Enterococcus_phage_vB_OCPT_SDS2_species_2922325	1
Enterococcus_phage_vB_OCPT_Bop_species_2922321	1
Enterococcus_phage_vB_OCPT_SDS1_species_2922324	1
Enterococcus_phage_vB_OCPT_CCS1_species_2922323	1
Skunavirus_sv30804_species_2845157	1
Enterococcus_phage_vB_OCPT_Bill_species_2922322	1
Ceduovirus_CHPC1182_species_2845390	1
Ceduovirus_CHPC1183_species_2845391	1
Ceduovirus_CHPC122_species_2845392	1
Gredihovirus_geovicinum_species_2844724	1
Burkholderia_phage_Menos_species_2924900	1
Domestic_dog_hepadnavirus_species_2922271	1
Stenotrophomonas_phage_vB_SmeS_BUCT705_species_2924899	1
Burkholderia_phage_Milagro_species_2924901	1
Ceduovirus_CHPC1020_species_2845387	1
Ceduovirus_CHPC116_species_2845388	1
Ceduovirus_CHPC1170_species_2845389	1
Skunavirus_CHPC52_species_2845397	1
Ceduovirus_cv62403_species_2845173	1
Gredihovirus_humadaptatum_species_2844726	1
Vedamuthuvirus_vv62503_species_2845174	1
Stenotrophomonas_phage_vB_SmeS_BUCT703_species_2924897	1
Skunavirus_sv62601_species_2845175	1
Escherichia_phage_ZH5_species_2924930	1
Skunavirus_sv62605_species_2845176	1
Gredihovirus_geovivens_species_2844725	1
Stenotrophomonas_phage_vB_SmeS_BUCT704_species_2924898	1
Ceduovirus_CHPC1242_species_2845393	1
Skunavirus_CHPC129_species_2845394	1
Eptesicus_bat_coronavirus_species_2925879	1
Skunavirus_CHPC361_species_2845395	1
Skunavirus_CHPC362_species_2845396	1
Konkivirus_lutihabitans_species_2845113	1
Konmavirus_lutivicinum_species_2845114	1
Konmavirus_lutivivens_species_2845115	1
Konmavirus_peladaptatum_species_2845116	1
Kowinovirus_pelenecus_species_2845117	1
Gredihovirus_neochorohabitans_species_2844740	1
Kudohovirus_pelocola_species_2845118	1
Kuhshuvirus_pelovicinum_species_2845120	1
Webervirus_KL_species_2845085	1
Mydovirus_KNP2_species_2845086	1
Webervirus_KP1801_species_2845087	1
Kaypoctavirus_KP8_species_2845088	1
Pylasvirus_KpCHEMY26_species_2845089	1
Enterococcus_phage_vB_OCPT_Ump_species_2922334	1
Taipeivirus_magnus_species_2845091	1
Kuhfotivirus_pelohabitans_species_2845119	1
Colunavirus_CL1_species_2845130	1
Colunavirus_CL2_species_2845131	1
Junavirus_J1_species_2845132	1
Lafunavirus_LF1_species_2845133	1
Junavirus_LJ_species_2845134	1
Lacnuvirus_LcNu_species_2845135	1
Hopescreekvirus_LfeInf_species_2845136	1
Webervirus_shelby_species_2845105	1
Webervirus_sin4_species_2845106	1
Webervirus_skenny_species_2845107	1
Yonseivirus_soft_species_2845108	1
Lastavirus_sopranogao_species_2845109	1
Webervirus_sweeny_species_2845110	1
Eggplant_leaf_curl_Chhattisgarh_virus_species_2954110	1
Taipeivirus_UPM2146_species_2845111	1
Kohmavirus_luticola_species_2845112	1
Elpedvirus_LpeD_species_2845137	1
Gredihovirus_neochoradaptatum_species_2844737	1
Webervirus_FZ10_species_2845080	1
Webervirus_JY917_species_2845082	1
Mydovirus_KB57_species_2845083	1
Marfavirus_marfa_species_2845092	1
Kemicevirus_caenicola_species_2845056	1
Kemicevirus_caenihabitans_species_2845057	1
Kemiovirus_caenivicinum_species_2845058	1
Kempsvovirus_caenivivens_species_2845059	1
Kenamavirus_limadaptatum_species_2845060	1
Ephemerovirus_kent_species_2845061	1
Kerishovirus_limenecus_species_2845062	1
Kihrivirus_limicola_species_2845064	1
Kehruavirus_terrivivens_species_2845055	1
Webervirus_KpNIH2_species_2845094	1
Pylasvirus_pylas_species_2845095	1
Vimunumvirus_ST147VIM1phi71_species_2845097	1
Gredihovirus_neochorocola_species_2844739	1
Reipivirus_ST16OXA48phi54_species_2845099	1
Felsduovirus_ST437OXA245phi42_species_2845101	1
Setosphaeria_turcica_polymycovirus_1_species_2925283	1
Yonseivirus_seifer_species_2845104	1
Enterococcus_phage_vB_OCPT_PG13_species_2922333	1
Gredihovirus_neochorenecus_species_2844738	1
Webervirus_call_species_2845077	1
Webervirus_domnhall_species_2845078	1
Enterococcus_phage_vB_OCPT_PG11_species_2922332	1
Enterococcus_phage_vB_OCPT_PG9_species_2922331	1
Mydovirus_BIS47_species_2845076	1
Italian_wall_lizard_associated_cyclovirus_1_species_2922274	1
Ceduovirus_cv62402_species_2845172	1
Larmunavirus_Lrm1_species_2845138	1
Junavirus_PL1_species_2845139	1
Pleeduovirus_PLE2_species_2845140	1
Pleetrevirus_PLE3_species_2845141	1
Tybeckvirus_SAC12B_species_2845142	1
Sukhumvitvirus_T25_species_2845143	1
Staphylococcus_phage_vB_SpsX-DSP1_species_2924928	1
Gredihovirus_chthonovivens_species_2844713	1
Gredihovirus_neohumenecus_species_2844744	1
Ceduovirus_cv50504_species_2845165	1
Skunavirus_sv51701_species_2845167	1
Ceduovirus_cv5171F_species_2845168	1
Skunavirus_sv56003_species_2845169	1
Skunavirus_sv56301_species_2845170	1
Skunavirus_sv57001_species_2845171	1
Vedamuthuvirus_vv50902_species_2845166	1
Whiteheadvirus_wv1358_species_2845151	1
Skunavirus_sv16802_species_2845153	1
Fremauxvirus_fv1706_species_2845155	1
Kyanivirus_asiadaptatum_species_2845122	1
Kyanivirus_pelovivens_species_2845123	1
Lactarius_rufus_orthocurvulavirus_1_species_2845124	1
Lactarius_tabidus_orthocurvulavirus_1_species_2845125	1
Watanabevirus_wv3521_species_2845126	1
Gredihovirus_neochorovivens_species_2844742	1
Gredihovirus_neochorovicinum_species_2844741	1
Tybeckvirus_tv521B_species_2845127	1
Ashduovirus_A2_species_2845128	1
Behunavirus_BH1_species_2845129	1
Gredihovirus_neohumadaptatum_species_2844743	1
Iaduovirus_iA2_species_2845144	1
Colunavirus_iLp1308_species_2845145	1
Pleetrevirus_iLp84_species_2845146	1
Streptococcus_phage_phiAp1.1-Spec_species_2924973	1
Fattrevirus_AT3_species_2845147	1
Skunavirus_sv05601_species_2845148	1
Ceduovirus_cv05802_species_2845149	1
Epseptimavirus_ev23_species_2846085	1
Chivirus_cv35_species_2846087	1
Chivirus_cv37_species_2846088	1
Salmonella_virus_BP12C_species_2846089	1
Plant_associated_closterovirus_2_species_2950798	1
Chivirus_KFSSE1_species_2846092	1
Tequintavirus_L6jm_species_2846093	1
Kuttervirus_mutine_species_2846094	1
Plant_associated_closterovirus_1_species_2950797	1
Mihkrovirus_pelocola_species_2845603	1
Mycobacterium_phage_Rita_species_2950795	1
Agtrevirus_P46FS4_species_2846096	1
Kuttervirus_S118_species_2846097	1
Rhizomonavirus_mali_species_2846059	1
Sleepyheadvirus_sleepyhead_species_2846061	1
Mycobacterium_phage_Langerak_species_2950794	1
Epseptimavirus_OSYSTA_species_2846095	1
Shigella_phage_ESh21_species_2950767	1
Tomato_planta_macho_viroid_species_12888	1
Coconut_tinangaja_viroid_species_12889	1
Potato_spindle_tuber_viroid_species_12892	1
Shigella_phage_ESh20_species_2950766	1
Shigella_phage_ESh2_species_2950765	1
Peach_latent_mosaic_viroid_species_12894	1
Kuttervirus_SE14_species_2846101	1
Tequatrovirus_snuabm_species_2846105	1
Salinovirus_utanense_species_2846079	1
Shigella_phage_ESh18_species_2950763	1
Shigella_phage_ESh17_species_2950762	1
Shigella_phage_ESh16_species_2950761	1
Epseptimavirus_100268sal2_species_2846083	1
Chivirus_cv118970sal1_species_2846084	1
Shigella_phage_ESh19_species_2950764	1
Alphachrysovirus_saladoense_species_2846078	1
Shigella_phage_ESh33_species_2950780	1
Shigella_phage_ESh32_species_2950779	1
Shigella_phage_ESh31_species_2950778	1
Shigella_phage_ESh30_species_2950777	1
Plant_associated_deltapartitivirus_5_species_2950823	1
Plant_associated_deltapartitivirus_4_species_2950822	1
Mycobacterium_phage_IgnatiusPatJac_species_2950793	1
Cimandefvirus_eline_species_2846042	1
Plant_associated_deltapartitivirus_2_species_2950820	1
Plant_associated_deltapartitivirus_1_species_2950819	1
Gervaisevirus_GP4_species_2846044	1
Novo_Mesto_dicistrovirus_2_species_2950811	1
Cimandefvirus_gamede_species_2846045	1
Plant_associated_deltapartitivirus_3_species_2950821	1
Shigella_phage_ESh9_species_2950787	1
Epsilontectivirus_toil_species_2846063	1
Shigella_phage_ESh8_species_2950786	1
Shigella_phage_ESh7_species_2950785	1
Whackvirus_whack_species_2846064	1
Rhohmbavirus_terrivicinum_species_2846065	1
Rodtovirus_pelovivens_species_2846066	1
Shigella_phage_ESh34_species_2950781	1
Pheasant-associated_gyrovirus_species_2926920	1
Rohsdrivirus_humadaptatum_species_2846067	1
Rohsdrivirus_terrivivens_species_2846068	1
Aoqinvirus_RD1410W101_species_2846069	1
Rubivirus_ruteetense_species_2846072	1
Shigella_phage_ESh4_species_2950783	1
Pomeroyivirus_V13_species_2846075	1
Rusvolovirus_asiadaptatum_species_2846076	1
Shigella_phage_ESh36_species_2950782	1
Rusvolovirus_asienecus_species_2846077	1
Shigella_phage_ESh6_species_2950784	1
Rosemountvirus_birk_species_2846128	1
Epseptimavirus_faergetype_species_2846131	1
Gemykibivirus_haeme5_species_2844579	1
Shigella_phage_ESh27_species_2950773	1
Kuttervirus_heyday_species_2846133	1
Shigella_phage_ESh26_species_2950772	1
Shigella_phage_ESh25_species_2950771	1
Kuttervirus_maane_species_2846134	1
Kuttervirus_moki_species_2846135	1
Tequintavirus_oldekolle_species_2846136	1
Epseptimavirus_oselot_species_2846137	1
Kuttervirus_pertopsoe_species_2846138	1
Sclerotimonavirus_alternariae_species_2846154	1
Sclerotimonavirus_betaplasmoparae_species_2846156	1
Shigella_phage_ESh3_species_2950776	1
Shigella_phage_ESh29_species_2950775	1
Gemykibivirus_humas5_species_2844585	1
Gemykibivirus_humas4_species_2844584	1
Gemykibivirus_hipla1_species_2844580	1
Sclerotimonavirus_penicillii_species_2846160	1
Sclerotimonavirus_terrae_species_2846162	1
Sclerotinia_botoulivirus_3_species_2846163	1
Shigella_phage_ESh28_species_2950774	1
Sclerotium_hydrophilum_orthocurvulavirus_1_species_2846165	1
Scloravirus_humicola_species_2846166	1
Scuadavirus_asiohabitans_species_2846168	1
Sclerotimonavirus_illinoisense_species_2846159	1
Epseptimavirus_atrejo_species_2846124	1
Arthrobacter_phage_Janeemi_species_2927240	1
Kuttervirus_barely_species_2846125	1
Streptomyces_phage_JimJam_species_2927241	1
Epseptimavirus_bastian_species_2846126	1
Kuttervirus_bering_species_2846127	1
Epseptimavirus_SB13_species_2846098	1
Lyssavirus_mokola_species_12538	1
Nudaurelia_capensis_omega_virus_species_12541	1
Sesbania_mosaic_virus_species_12558	1
Shigella_phage_ESh23_species_2950769	1
Shigella_phage_ESh22_species_2950768	1
Pear_blister_canker_viroid_species_12783	1
Kuttervirus_rabagast_species_2846139	1
Epseptimavirus_rokbiter_species_2846140	1
Hanrivervirus_slyngel_species_2846141	1
Samuneavirus_asiocola_species_2846144	1
Betaricinrhavirus_scapularis_species_2846146	1
Scarabeuvirus_blattae_species_2846147	1
Scarabeuvirus_dentati_species_2846148	1
