family,census_otu_count,census_size_count,otu_percentage,size_percentage,gtdb_genome_count,gtdb_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status,coverage_percentage
JACQVA1,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
LV9,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PHET01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAKUMP01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA6927,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA6680,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
NORP312,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J119,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACKDQ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SZUA-242,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DSUN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Omnitrophaceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAILVY01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DUZI01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WRBX01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WJLG01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Burarchaeaceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANQEN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
QMSL01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VGCX01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHEJN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPUW01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CG2-30-43-20,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA1444,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B69-G16,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SW-7-71-33,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHFHC01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DAOVJZ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALTDM01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAJXQU01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGLPS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQWFD01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPHY01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
FEN-1343,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAIOPI01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACRMK01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Salinarchaeaceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFADI01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGXH01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DYFX01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JCM-10596,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIXSY01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SHVV01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHJFT01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA10107,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DSYL01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CTSoil-080,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPKYR01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
RBG-16-42-10,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJDTR01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2719675,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJFHR01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKAPS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
RGZZ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DG-27,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADLDD01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPKC01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANXAF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
TCS60,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PWVN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADZBD01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HRBIN11,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
XYA2-FULL-43-10,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACKKN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SZUA-38,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABWBV01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-002723415,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UMGS1388,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACRAC01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2746155,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQUTK01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADGDT01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DRVO01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SM1-40,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-002770795,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA3943,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAJVYJ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGOUK01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTNV01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKLHX01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAMBQF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B119-G9,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAABRJ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUYGZ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA3505,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UMGS1260,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Calditerricolaceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABCYS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALSRD01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SXIK01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIQOK01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-020343715,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
4484-107,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA2196,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAEUJM01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SZ-28-30,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA10146,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACMKV01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-002773005,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPFF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
BM523,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UM-FILTER-39-15,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
QMVU01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Ch115,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACROU01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SM23-31,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DSM-25080,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALINM01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHJEM01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIYCZ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-002772825,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALGFH01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PWKZ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SLMC01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SIG350,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VGKH01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAJWER01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPGU01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
0-14-0-20-30-16,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DUSS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2717565,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIJKY01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAMAQI01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DRBW01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGVZF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Moduliflexaceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Magnetospiraceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACOZG01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SHYT01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-01-FULL-52-15,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Desulfitibacteraceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DAHUYW01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2746255,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGNNV01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PGYV01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUCGF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA5342,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGMCI01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2402025,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CCMP332,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGGXC01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WLWN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UM-FILTER-41-14,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJFMA01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA1449,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTDR01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DRYS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPZF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
YA12-FULL-48-11,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACIXR01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAIBCM01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Odinarchaeaceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACNGX01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA5301,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DUPL01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJDOJ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PWPR01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GWA2-47-8,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Aerophobaceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JASKKU01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SKKY01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUWMJ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA10210,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-016699535,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SBBD01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SBBF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
MEBIC09517,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WVXP01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
S146-80,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTLA01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABMRN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGLXL01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DYRK01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANLFV01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAADFP01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-02-FULL-58-16,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
QNYZ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA3071,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B70-G9,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHJKD01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DULZ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGLY01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGDMS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Ch109,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
ASO4-4,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAMDBA01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALHDB01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J050,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABMQH01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DYNR01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B39-G2,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
21-14-all-47-15,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CADCWN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SIG427,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
ZCTH02-B2,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKPRU01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPUIC01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA3575,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B33-G15,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJZTN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHFTW01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHRWD01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B9-G17,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Paceibacteraceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAEZPW01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACJYZ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAIRWN01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
N074bin48,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CSSED10-310,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SYMT01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABLXB01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
MFKM01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGGXF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA119,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
E26-bin7,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B129-G9,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SCGC-AAA003-L08,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
G020351185,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J048,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Wukongarchaeaceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B15-G2,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Gloeocapsaceae,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B3-WOES,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJRXK01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
S146-22,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DSYF01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA8471,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
EX4484-217-1,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAYKD01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B8-G13,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALLMV01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIRNS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGUD01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA10200,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WAMD01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B40-G2,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAJWTS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADQBR01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
QQUJ01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SLPX01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
RFNS01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WJKA01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJRXT01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CADBOM01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
21-14-0-20-44-7,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAVYR01,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
