DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Archaea_genome_counts
Methanobacterium_sp._UBA357_species_1915448	1
Methanobacterium_sp._UBA295_species_1915429	1
Methanobacterium_sp._UBA297_species_1915430	1
Methanobacterium_sp._UBA299_species_1915431	1
Archaeoglobus_sp._UBA234_species_1915567	1
Archaeoglobus_sp._UBA236_species_1915568	1
Caldivirga_sp._UBA161_species_1915569	1
Geoglobus_sp._UBA232_species_1915570	1
Geoglobus_sp._UBA235_species_1915571	1
Metallosphaera_sp._UBA165_species_1915572	1
Methanosarcina_sp._UBA135_species_1915573	1
Methanosarcina_sp._UBA289_species_1915574	1
Methanosarcina_sp._UBA293_species_1915575	1
Methanosarcina_sp._UBA301_species_1915576	1
Methanoregula_sp._UBA247_species_1915545	1
Methanoregula_sp._UBA274_species_1915546	1
Methanoregula_sp._UBA276_species_1915547	1
Methanoregula_sp._UBA278_species_1915548	1
Methanobacterium_sp._UBA42_species_1915464	1
Methanoregula_sp._UBA450_species_1915550	1
Methanoregula_sp._UBA452_species_1915551	1
Methanoregula_sp._UBA469_species_1915552	1
Methanoregula_sp._UBA471_species_1915553	1
Methanoregula_sp._UBA64_species_1915554	1
Methanosaeta_sp._UBA114_species_1915555	1
Methanosaeta_sp._UBA204_species_1915556	1
Methanosaeta_sp._UBA243_species_1915557	1
Methanosaeta_sp._UBA332_species_1915558	1
Methanosaeta_sp._UBA356_species_1915559	1
Methanosaeta_sp._UBA372_species_1915560	1
Methanomassiliicoccus_sp._UBA238_species_1915529	1
Methanomassiliicoccus_sp._UBA292_species_1915530	1
Methanomassiliicoccus_sp._UBA315_species_1915531	1
Methanoregula_sp._UBA434_species_1915549	1
Nitrososphaera_sp._UBA217_species_1915601	1
Nitrososphaera_sp._UBA239_species_1915602	1
Nitrososphaera_sp._UBA240_species_1915603	1
Sulfolobus_sp._UBA167_species_1915604	1
Thermocladium_sp._UBA166_species_1915605	1
Thermoproteus_sp._UBA157_species_1915606	1
Vulcanisaeta_sp._UBA163_species_1915607	1
Candidatus_Methanomethylophilus_sp._UBA78_species_1915608	1
Methanosarcina_sp._UBA304_species_1915577	1
Methanosarcina_sp._UBA323_species_1915578	1
Methanosarcina_sp._UBA338_species_1915579	1
Methanosarcina_sp._UBA342_species_1915580	1
Methanosarcina_sp._UBA361_species_1915581	1
Methanosarcina_sp._UBA363_species_1915582	1
Archaeoglobus_sp._UBA231_species_1915566	1
Methanosarcina_sp._UBA376_species_1915584	1
Methanosarcina_sp._UBA383_species_1915585	1
Methanosarcina_sp._UBA392_species_1915586	1
Methanosarcina_sp._UBA398_species_1915587	1
Methanosarcina_sp._UBA402_species_1915588	1
Methanosarcina_sp._UBA411_species_1915589	1
Methanosarcina_sp._UBA423_species_1915590	1
Methanosarcina_sp._UBA43_species_1915591	1
Methanosarcina_sp._UBA47_species_1915592	1
Methanosaeta_sp._UBA458_species_1915561	1
Methanosaeta_sp._UBA533_species_1915562	1
Methanosaeta_sp._UBA70_species_1915563	1
Methanosaeta_sp._UBA80_species_1915564	1
Archaeoglobus_sp._UBA230_species_1915565	1
Methanosarcina_sp._UBA369_species_1915583	1
Methanoculleus_sp._UBA320_species_1915500	1
Methanoculleus_sp._UBA326_species_1915501	1
Methanoculleus_sp._UBA331_species_1915502	1
Methanoculleus_sp._UBA334_species_1915503	1
Methanoculleus_sp._UBA340_species_1915504	1
Methanoculleus_sp._UBA374_species_1915505	1
Methanoculleus_sp._UBA377_species_1915506	1
Methanoculleus_sp._UBA389_species_1915507	1
Methanoculleus_sp._UBA406_species_1915508	1
Methanoculleus_sp._UBA413_species_1915509	1
Methanoculleus_sp._UBA416_species_1915510	1
Methanoculleus_sp._UBA430_species_1915511	1
Methanoculleus_sp._UBA45_species_1915512	1
Methanobrevibacter_sp._UBA352_species_1915481	1
Methanomassiliicoccus_sp._UBA321_species_1915532	1
Methanobrevibacter_sp._UBA395_species_1915483	1
Methanobrevibacter_sp._UBA401_species_1915484	1
Methanobrevibacter_sp._UBA403_species_1915485	1
Methanobrevibacter_sp._UBA412_species_1915486	1
Methanobrevibacter_sp._UBA417_species_1915487	1
Methanobrevibacter_sp._UBA46_species_1915488	1
Methanobrevibacter_sp._UBA586_species_1915489	1
Methanobrevibacter_sp._UBA594_species_1915490	1
Methanocorpusculum_sp._UBA362_species_1915491	1
Methanocorpusculum_sp._UBA424_species_1915492	1
Methanocorpusculum_sp._UBA592_species_1915493	1
Methanoculleus_sp._UBA208_species_1915494	1
Methanoculleus_sp._UBA291_species_1915495	1
Methanoculleus_sp._UBA300_species_1915496	1
Methanobrevibacter_sp._UBA365_species_1915482	1
Methanomassiliicoccus_sp._UBA335_species_1915533	1
Methanomassiliicoccus_sp._UBA345_species_1915534	1
Methanomassiliicoccus_sp._UBA360_species_1915535	1
Methanomassiliicoccus_sp._UBA364_species_1915536	1
Methanomassiliicoccus_sp._UBA382_species_1915537	1
Methanomassiliicoccus_sp._UBA386_species_1915538	1
Methanomassiliicoccus_sp._UBA393_species_1915539	1
Methanomassiliicoccus_sp._UBA429_species_1915540	1
Methanomassiliicoccus_sp._UBA6_species_1915541	1
Methanoregula_sp._UBA143_species_1915542	1
Methanoregula_sp._UBA154_species_1915543	1
Methanoregula_sp._UBA244_species_1915544	1
Methanoculleus_sp._UBA77_species_1915513	1
Methanofollis_sp._UBA420_species_1915514	1
Methanoculleus_sp._UBA312_species_1915499	1
Methanolinea_sp._UBA145_species_1915516	1
Methanolinea_sp._UBA155_species_1915517	1
Methanolinea_sp._UBA245_species_1915518	1
Methanolinea_sp._UBA275_species_1915519	1
Methanolinea_sp._UBA277_species_1915520	1
Methanolinea_sp._UBA286_species_1915521	1
Methanolinea_sp._UBA437_species_1915522	1
Methanolinea_sp._UBA451_species_1915523	1
Methanolinea_sp._UBA473_species_1915524	1
Methanolinea_sp._UBA477_species_1915525	1
Methanolobus_sp._UBA118_species_1915526	1
Methanolobus_sp._UBA32_species_1915527	1
Methanolobus_sp._UBA474_species_1915528	1
Methanoculleus_sp._UBA303_species_1915497	1
Methanoculleus_sp._UBA307_species_1915498	1
Methanolinea_sp._UBA144_species_1915515	1
Methanobacterium_sp._MZ-A1_species_1911685	1
Candidatus_Micrarchaeum_sp._ARMAN-1_species_1912863	1
Methanosarcinales_archaeon_Met12_species_1914862	1
Methanobacteriales_archaeon_Met13_species_1914863	1
Halosimplex_sp._species_1882270	1
Methanocaldococcus_fervens_species_83171	1
Methanosarcina_sp._Ant1_species_1882735	1
Candidatus_Altiarchaeales_archaeon_IMC4_species_1878999	1
Marine_Group_III_euryarchaeote_CG-Epi6_species_1889000	1
Marine_Group_III_euryarchaeote_CG-Bathy1_species_1889001	1
Marine_Group_III_euryarchaeote_CG-Bathy2_species_1889002	1
Marine_Group_III_euryarchaeote_CG-Epi5_species_1888999	1
Marine_Group_III_euryarchaeote_CG-Epi1_species_1888995	1
Marine_Group_III_euryarchaeote_CG-Epi2_species_1888996	1
Marine_Group_III_euryarchaeote_CG-Epi3_species_1888997	1
Marine_Group_III_euryarchaeote_CG-Epi4_species_1888998	1
Methanohalophilus_sp._2-GBenrich_species_1884871	1
Saccharolobus_sp._A20_species_1891280	1
Euryarchaeota_archaeon_RBG_13_31_8_species_1797976	1
Euryarchaeota_archaeon_RBG_13_57_23_species_1797977	1
Euryarchaeota_archaeon_RBG_13_61_15_species_1797978	1
Euryarchaeota_archaeon_RBG_16_62_10_species_1797979	1
Euryarchaeota_archaeon_RBG_16_67_27_species_1797980	1
Euryarchaeota_archaeon_RBG_16_68_12_species_1797981	1
Euryarchaeota_archaeon_RBG_16_68_13_species_1797982	1
Euryarchaeota_archaeon_RBG_19FT_COMBO_56_21_species_1797983	1
Euryarchaeota_archaeon_RBG_19FT_COMBO_69_17_species_1797984	1
Candidatus_Micrarchaeota_archaeon_RBG_16_36_9_species_1801632	1
Candidatus_Micrarchaeota_archaeon_RBG_16_49_10_species_1801633	1
Candidatus_Bathyarchaeota_archaeon_B23_species_1779367	1
Candidatus_Bathyarchaeota_archaeon_B24_species_1779368	1
Candidatus_Hecatellales_archaeon_B24_species_1779369	1
Candidatus_Bathyarchaeota_archaeon_B26-1_species_1779370	1
Candidatus_Bathyarchaeota_archaeon_B26-2_species_1779371	1
Candidatus_Bathyarchaeota_archaeon_B63_species_1779372	1
Halobium_palmae_species_1776492	1
Hadesarchaea_archaeon_YNP_N21_species_1776333	1
Methanogenium_sp._S4BF_species_1789226	1
Methanovulcanius_yangii_species_1789227	1
Methanosphaera_sp._BMS_species_1789762	1
Methanohalophilus_sp._T328-1_species_1794907	1
Methanolobus_sp._T82-4_species_1794908	1
Thermococcus_waiotapuensis_species_90909	1
Halocatena_pleomorpha_species_1785090	1
Candidatus_Bathyarchaeota_archaeon_TCS64_species_1781242	1
Candidatus_Methanomethylophilus_sp._1R26_species_1769296	1
Halorhabdus_rudnickae_species_1775544	1
Candidatus_Hadarchaeum_yellowstonense_species_1776334	1
Nitrosopumilus_sp._Nsub_species_1776294	1
Hadesarchaea_archaeon_DG-33_species_1775754	1
Hadesarchaea_archaeon_DG-33-1_species_1775755	1
Candidatus_Bathyarchaeota_archaeon_RBG_13_38_9_species_1797377	1
Candidatus_Bathyarchaeota_archaeon_RBG_13_46_16b_species_1797378	1
Candidatus_Bathyarchaeota_archaeon_RBG_13_52_12_species_1797379	1
Candidatus_Bathyarchaeota_archaeon_RBG_13_60_20_species_1797380	1
Candidatus_Bathyarchaeota_archaeon_RBG_16_48_13_species_1797381	1
Candidatus_Bathyarchaeota_archaeon_RBG_16_57_9_species_1797382	1
archaeon_RBG_16_50_20_species_1797286	1
Euryarchaeota_archaeon_13_1_20CM_2_64_92_species_1805135	1
Euryarchaeota_archaeon_13_1_20CM_4_64_14_species_1805139	1
Candidatus_Nitrososphaera_sp._13_1_40CM_48_12_species_1805054	1
archaeon_13_1_40CM_2_52_4_species_1805014	1
archaeon_13_1_40CM_4_53_4_species_1805017	1
archaeon_13_2_20CM_2_52_21_species_1805019	1
archaeon_13_2_20CM_2_53_6_species_1805020	1
Crenarchaeota_archaeon_13_1_40CM_2_52_14_species_1805092	1
Crenarchaeota_archaeon_13_1_20CM_2_51_8_species_1805093	1
Crenarchaeota_archaeon_13_1_20CM_2_53_14_species_1805094	1
Crenarchaeota_archaeon_13_1_40CM_3_52_17_species_1805096	1
Crenarchaeota_archaeon_13_1_40CM_3_52_4_species_1805097	1
Crenarchaeota_archaeon_13_1_40CM_3_53_5_species_1805098	1
Crenarchaeota_archaeon_13_1_40CM_3_52_10_species_1805095	1
Thaumarchaeota_archaeon_13_1_20CM_2_38_5_species_1805380	1
Thaumarchaeota_archaeon_13_1_20CM_2_39_11_species_1805382	1
Thaumarchaeota_archaeon_13_1_20CM_2_39_20_species_1805383	1
Thaumarchaeota_archaeon_13_1_40CM_2_39_13_1_species_1805385	1
Thaumarchaeota_archaeon_13_1_40CM_2_39_13_2_species_1805386	1
Thaumarchaeota_archaeon_13_1_40CM_2_39_4_species_1805387	1
Candidatus_Micrarchaeota_archaeon_CG1_02_47_40_species_1805247	1
Candidatus_Micrarchaeota_archaeon_CG1_02_49_24_species_1805248	1
Candidatus_Micrarchaeota_archaeon_CG1_02_51_15_species_1805249	1
Candidatus_Micrarchaeota_archaeon_CG1_02_55_22_species_1805250	1
Candidatus_Micrarchaeota_archaeon_CG1_02_55_41_species_1805251	1
Candidatus_Micrarchaeota_archaeon_CG1_02_60_51_species_1805252	1
Candidatus_Pacearchaeota_archaeon_CG1_02_30_18_species_1805293	1
Candidatus_Pacearchaeota_archaeon_CG1_02_31_27_species_1805294	1
Candidatus_Pacearchaeota_archaeon_CG1_02_32_132_species_1805295	1
Candidatus_Pacearchaeota_archaeon_CG1_02_32_21_species_1805296	1
Candidatus_Pacearchaeota_archaeon_CG1_02_35_32_species_1805297	1
Candidatus_Pacearchaeota_archaeon_CG1_02_39_14_species_1805298	1
Theionarchaea_archaeon_DG-70_species_1803813	1
Theionarchaea_archaeon_DG-70-1_species_1803814	1
Thermoplasmatales_archaeon_SM1-50_species_1803815	1
Thermoplasmatales_archaeon_SG8-52-2_species_1803817	1
Thermoplasmatales_archaeon_SG8-52-3_species_1803818	1
Thermoplasmatales_archaeon_SG8-52-4_species_1803819	1
Euryarchaeota_archaeon_SM23-78_species_1803821	1
Candidatus_Proteinoplasmatales_archaeon_SG8-5_species_1803822	1
Thermoplasmatales_archaeon_SG8-52-1_species_1803816	1
archaeon_13_1_20CM_2_51_12_species_1805007	1
archaeon_13_1_20CM_2_54_9_species_1805008	1
archaeon_13_1_20CM_52_20_species_1805012	1
archaeon_13_1_40CM_2_52_13_species_1805013	1
Candidatus_Aenigmarchaeota_archaeon_CG1_02_38_14_species_1803500	1
Candidatus_Altarchaeum_sp._CG2_30_32_3053_species_1803514	1
Methanobacterium_sp._PtaB.Bin024_species_1811674	1
Methanobacterium_sp._PtaU1.Bin097_species_1811675	1
Methanobacterium_sp._PtaU1.Bin242_species_1811676	1
Methanomethylovorans_sp._PtaU1.Bin073_species_1811678	1
Methanomethylovorans_sp._PtaU1.Bin093_species_1811679	1
Methanoregula_sp._PtaB.Bin085_species_1811680	1
Methanoregula_sp._PtaU1.Bin006_species_1811681	1
Methanoregula_sp._PtaU1.Bin051_species_1811682	1
Methanosaeta_sp._PtaB.Bin005_species_1811683	1
Methanosaeta_sp._PtaB.Bin018_species_1811684	1
Methanosaeta_sp._PtaB.Bin039_species_1811685	1
Methanosaeta_sp._PtaU1.Bin016_species_1811686	1
Methanosaeta_sp._PtaU1.Bin028_species_1811687	1
Methanosaeta_sp._PtaU1.Bin060_species_1811688	1
Marine_group_II_euryarchaeote_REDSEA-S30_B12_species_1811655	1
Marine_group_II_euryarchaeote_REDSEA-S37_B2N9_species_1811656	1
Marine_group_II_euryarchaeote_REDSEA-S40_B11N13_species_1811657	1
Methanocella_sp._PtaU1.Bin125_species_1811677	1
Methanoregulaceae_archaeon_PtaB.Bin009_species_1811720	1
Methanoregulaceae_archaeon_PtaB.Bin056_species_1811721	1
Methanoregulaceae_archaeon_PtaB.Bin108_species_1811722	1
Methanoregulaceae_archaeon_PtaB.Bin152_species_1811723	1
Methanoregulaceae_archaeon_PtaU1.Bin059_species_1811724	1
Methanoregulaceae_archaeon_PtaU1.Bin066_species_1811725	1
Methanoregulaceae_archaeon_PtaU1.Bin222_species_1811726	1
Methanosaeta_sp._PtaU1.Bin112_species_1811689	1
Methanosaeta_sp._PtaB.Bin087_species_1811690	1
Methanosaeta_sp._PtaU1.Bin055_species_1811691	1
Marine_group_II_euryarchaeote_REDSEA-S41_B6_species_1811658	1
Marine_group_II_euryarchaeote_REDSEA-S42_B7_species_1811659	1
Marine_group_II_euryarchaeote_REDSEA-S43_B8_species_1811660	1
Marine_group_II_euryarchaeote_REDSEA-S03_B6_species_1811649	1
Marine_group_II_euryarchaeote_REDSEA-S10_B2_species_1811650	1
Marine_group_II_euryarchaeote_REDSEA-S11_B3N4_species_1811651	1
Marine_group_II_euryarchaeote_REDSEA-S19_B7N8_species_1811652	1
Marine_group_II_euryarchaeote_REDSEA-S25_B4N5_species_1811653	1
Marine_group_II_euryarchaeote_REDSEA-S29_B8N9_species_1811654	1
Haloplanus_rallus_species_1816183	1
Methanomassiliicoccales_archaeon_PtaB.Bin134_species_1811727	1
Methanomassiliicoccales_archaeon_PtaB.Bin215_species_1811728	1
Methanomassiliicoccales_archaeon_PtaU1.Bin030_species_1811729	1
Methanomassiliicoccales_archaeon_PtaU1.Bin124_species_1811730	1
Nitrosopelagicus_sp._REDSEA-S08_B1_species_1811582	1
Candidatus_Woesearchaeota_archaeon_CG1_02_33_12_species_1805422	1
Candidatus_Woesearchaeota_archaeon_CG1_02_47_18_species_1805423	1
Candidatus_Woesearchaeota_archaeon_CG1_02_57_44_species_1805424	1
Thaumarchaeota_archaeon_13_1_40CM_2_39_7_species_1805388	1
Thaumarchaeota_archaeon_13_1_40CM_3_38_6_species_1805390	1
Thaumarchaeota_archaeon_13_1_40CM_3_50_5_species_1805392	1
Thaumarchaeota_archaeon_13_1_40CM_38_12_species_1805393	1
Thaumarchaeota_archaeon_13_1_40CM_4_48_7_species_1805396	1
archaeon_CG2_30_31_98_species_1805398	1
Thaumarchaeota_archaeon_13_1_40CM_4_38_7_species_1805394	1
Nitrosopelagicus_sp._REDSEA-S19_B12N3_species_1811583	1
Nitrosopelagicus_sp._REDSEA-S25_B3_species_1811584	1
Nitrosopelagicus_sp._REDSEA-S27_B13N2_species_1811585	1
Nitrosopelagicus_sp._REDSEA-S31_B2_species_1811586	1
Nitrosopelagicus_sp._REDSEA-S32_B2_species_1811587	1
Nitrosopelagicus_sp._REDSEA-S37_B6_species_1811588	1
Nitrosopelagicus_sp._REDSEA-S43_B1_species_1811589	1
Candidatus_Pacearchaeota_archaeon_RBG_13_33_26_species_1801880	1
Candidatus_Pacearchaeota_archaeon_RBG_13_36_9_species_1801881	1
Candidatus_Pacearchaeota_archaeon_RBG_16_35_8_species_1801882	1
Candidatus_Pacearchaeota_archaeon_RBG_19FT_COMBO_34_9_species_1801883	1
Candidatus_Woesearchaeota_archaeon_RBG_13_36_6_species_1802470	1
Thaumarchaeota_archaeon_RBG_16_49_8_species_1802371	1
Halarchaeum_salinum_species_489912	1
Halarchaeum_nitratireducens_species_489913	1
Methanofollis_ethanolicus_species_488124	1
Methanolobus_profundi_species_487685	1
Methanomicrobium_antiquum_species_487686	1
Methanosphaerula_palustris_species_475088	1
Halorubrum_kocurii_species_478441	1
Haloterrigena_salina_species_504937	1
Methanolobus_chelungpuianus_species_502115	1
Halorubrum_tibetense_species_175631	1
Methanoculleus_sp._10_species_430615	1
Halomicrobium_katesii_species_437163	1
Natrinema_gari_species_419186	1
Natronococcus_jeotgali_species_413812	1
Natronomonas_moolapensis_species_416273	1
Halorubrum_californiense_species_416585	1
Thermococcus_gammatolerans_species_187878	1
Thermococcus_radiotolerans_species_187880	1
Pyrococcus_abyssi_virus_1_species_425386	1
Methanolobus_psychrophilus_species_420950	1
Pyrobaculum_calidifontis_species_181486	1
Haladaptatus_cibarius_species_453847	1
Haloarcula_quadrata_species_182779	1
Nanoarchaeum_equitans_species_160232	1
Ignicoccus_hospitalis_species_160233	1
Halorussus_rarus_species_660515	1
Halobellus_clavatus_species_660517	1
Halogranum_gelatinilyticum_species_660521	1
Halogranum_amylolyticum_species_660520	1
Natronorubrum_sediminis_species_640943	1
Halorubrum_sp._PV6_species_634157	1
Natrialba_taiwanensis_species_160846	1
Methanocaldococcus_sp._FS406-22_species_644281	1
Methanocalculus_chunghsingensis_species_156457	1
Methanobacterium_ferruginis_species_710191	1
Aciduliprofundum_sp._MAR08-339_species_673860	1
Halomarina_oriensis_species_671145	1
Methanocella_paludicola_species_570267	1
Halosimplex_carlsbadense_species_171164	1
Methanolinea_mesophila_species_547055	1
Methanosarcina_lacustris_species_170861	1
Haloplanus_vescus_species_555874	1
Halogeometricum_limi_species_555875	1
Natronoarchaeum_philippinense_species_558529	1
Haladaptatus_litoreus_species_553468	1
Halogeometricum_rufum_species_553469	1
Halostagnicola_kamekurae_species_619731	1
Thermococcus_sp._9N3_species_163002	1
Thermococcus_cleftensis_species_163003	1
Thermococcus_sp._CX2_species_163006	1
uncultured_ANME-1_euryarchaeote_species_588818	1
Halorubrum_cibi_species_413815	1
Natrinema_saccharevitans_species_301967	1
Methanofollis_formosanus_species_299308	1
Halococcus_qingdaonensis_species_224402	1
Acidianus_manzaensis_species_282676	1
Methanobrevibacter_sp._AbM4_species_224719	1
Acidianus_sulfidivorans_species_312539	1
Natronorubrum_thiooxidans_species_308853	1
Natronolimnohabitans_innermongolicus_species_253107	1
Acidilobus_saccharovorans_species_242703	1
Thermococcus_sp._AM4_species_246969	1
Haloarcula_californiae_species_244363	1
Thermococcus_celericrescens_species_227598	1
Halonotius_pteroides_species_268735	1
Methanolacinia_paynteri_species_230356	1
Ferroplasma_sp._Type_II_species_261388	1
Thermoplasmatales_archaeon_Gpl_species_261391	1
uncultured_Methanofollis_sp._species_262500	1
Halorubrum_alkaliphilum_species_261290	1
Halorubrum_xinjiangense_species_261291	1
Methanolinea_tarda_species_263906	1
Natronorubrum_sulfidifaciens_species_388259	1
Halovivax_ruber_species_387341	1
Halopiger_xanaduensis_species_387343	1
Methanobrevibacter_sp._87.7_species_387957	1
Methanobacterium_arcticum_species_386456	1
Caldisphaera_lagunensis_species_200415	1
Natrinema_limicola_species_370323	1
Halorubrum_aidingense_species_368623	1
Haloplanus_natans_species_376171	1
Natrinema_ejinorense_species_373386	1
Haloferax_mucosum_species_403181	1
Haloferax_elongans_species_403191	1
Natrinema_sp._J7-2_species_406552	1
uncultured_Halorubrum_sp._species_399555	1
Halogeometricum_pallidum_species_411361	1
Methanobacterium_alcaliphilum_species_392018	1
Haloarcula_amylolytica_species_396317	1
Methanoculleus_receptaculi_species_394967	1
Halococcus_thailandensis_species_335952	1
Halovivax_asiaticus_species_332953	1
Nitrosopumilus_maritimus_species_338192	1
Halobacterium_jilantaiense_species_355548	1
uncultured_Candidatus_Cenarchaeum_sp._species_355926	1
Methanoregula_boonei_species_358766	1
uncultured_Methanospirillaceae_archaeon_species_346907	1
Thermococcus_onnurineus_species_342948	1
Pyrococcus_sp._NA2_species_342949	1
Methanoculleus_submarinus_species_204050	1
Halostagnicola_larsenii_species_353800	1
Methanogenium_marinum_species_348610	1
Natronorubrum_aibiense_species_348826	1
Halorubrum_tebenquichense_species_119434	1
Methanoculleus_sp._CAG_1088_species_1262903	1
Methanobacterium_congolense_species_118062	1
Halococcus_sediminicola_species_1264579	1
Methanocalculus_natronophilus_species_1262400	1
Sulfolobales_archaeon_Acd1_species_1294123	1
Vulcanisaeta_sp._JCM_16161_species_1295372	1
Thermococcus_sp._JCM_11816_species_1295125	1
Vulcanisaeta_sp._JCM_14467_species_1295370	1
Vulcanisaeta_sp._JCM_16159_species_1295371	1
Acidiplasma_sp._MBA-1_species_1293648	1
Halopiger_djelfimassiliensis_species_1293047	1
Halopiger_goleimassiliensis_species_1293048	1
Halopenitus_malekzadehii_species_1267564	1
Methanococcoides_sp._NM1_species_1201013	1
Thaumarchaeota_archaeon_SCGC_AB-539-E09_species_1198115	1
Methanocalculus_sp._AMF5_species_1198257	1
Haloarchaeobius_salinus_species_1198298	1
Thermoplasmatales_archaeon_SCGC_AB-539-N05_species_1198116	1
Thermogladius_calderae_species_1200300	1
Methanococcoides_sp._AM1_species_1201011	1
Salinirussus_salinus_species_1198300	1
Halosimplex_litoreum_species_1198301	1
Halopelagius_fulvigenes_species_1198324	1
Natrialba_hulunbeirensis_species_123783	1
Pyrococcus_sp._ST04_species_1183377	1
Methanofollis_aquaemaris_species_126734	1
Halarchaeum_grantii_species_1193105	1
Halorubrum_sp._T3_species_1194088	1
Natrinema_salaciae_species_1186196	1
Haloquadratum_sp._J07HQX50_species_1238426	1
Halonotius_sp._J07HN6_species_1238427	1
Halorubrum_sp._J07HR59_species_1238428	1
Thermoplasmatales_archaeon_SCGC_AB-539-C06_species_1242690	1
Thermoplasmatales_archaeon_SCGC_AB-540-F20_species_1242866	1
Methanobrevibacter_acididurans_species_120963	1
Thermococcus_sp._P6_species_122420	1
Methanobacterium_sp._Maddingley_MBC34_species_1220534	1
Candidatus_Nitrosopumilus_sediminis_species_1229909	1
Halococcus_agarilyticus_species_1232219	1
Haloferax_sp._ATCC_BAA-644_species_1227462	1
Haloferax_sp._ATCC_BAA-645_species_1227463	1
Haloferax_sp._ATCC_BAA-646_species_1227464	1
Halorubrum_hochstenium_species_1227480	1
Pyrobaculum_sp._WP30_species_1227555	1
Thaumarchaeota_archaeon_JGI_OTU-2_species_1395101	1
uncultured_Acidilobus_sp._CIS_species_1410574	1
uncultured_Acidilobus_sp._OSP8_species_1410575	1
uncultured_Acidilobus_sp._JCHS_species_1410576	1
uncultured_archaeon_A07HR67_species_1412871	1
uncultured_archaeon_A07HB70_species_1412872	1
uncultured_archaeon_A07HN63_species_1412873	1
Nanohaloarchaea_archaeon_AB578-D14_species_1406378	1
uncultured_Acidilobus_sp._MG_species_1410573	1
Halolamina_rubra_species_1380430	1
Halorhabdus_sp._CBA1104_species_1380432	1
Halocalculus_aciditolerans_species_1383812	1
Halorubrum_sp._Ea8_species_1383841	1
Halorubrum_sp._C191_species_1383842	1
Halorubrum_sp._Eb13_species_1383843	1
Halorubrum_persicum_species_1383844	1
Halorubrum_sp._Ib24_species_1383850	1
Halorubrum_halodurans_species_1383851	1
Methanobacterium_sp._MB1_species_1379702	1
Thaumarchaeota_archaeon_JGI_OTU-4_species_1379389	1
Nanoarchaeota_archaeon_JGI_OTU-1_species_1379390	1
Nanoarchaeota_archaeon_JGI_OTU-2_species_1379391	1
Halovivax_limisalsi_species_1453760	1
Methanosphaera_sp._ISO3-F5_species_1452353	1
methanogenic_archaeon_mixed_culture_ISO4-G1_species_1452364	1
Thermococcus_aggregans_species_110163	1
Thermococcus_guaymasensis_species_110164	1
Halobellus_rufus_species_1448860	1
Natribaculum_breve_species_1419050	1
Natribaculum_longum_species_1419051	1
uncultured_archaeon_A07HR60_species_1412874	1
Natrinema_mahii_species_1416969	1
crenarchaeote_JGI-OTU-1_species_1415632	1
Candidatus_Halobonum_tyrrellensis_species_1431545	1
Methanosarcina_sp._Kolksee_species_1434099	1
Methanosarcina_sp._MTP4_species_1434100	1
Methanosarcina_sp._WH1_species_1434102	1
Methanosarcina_sp._WWM596_species_1434103	1
Los_Azufres_archaeal_virus_1_species_1425358	1
Methanohalophilus_levihalophilus_species_1431282	1
Archaeoglobus_sulfaticallidus_species_1316941	1
halophilic_archaeon_J07HX5_species_1325472	1
Euryarchaeota_archaeum_SCGC_AAA287-N16_species_1298894	1
Methanocaldococcus_bathoardescens_species_1301915	1
Euryarchaeota_archaeum_SCGC_AAA287-E17_species_1298895	1
Haloferax_sp._BAB-2207_species_1296625	1
Euryarchaeota_archaeon_SCGC_AAA286-E23_species_1298898	1
Euryarchaeota_archaeum_SCGC_AAA287-I03_species_1298899	1
Nanoarchaeota_archaeon_SCGC_AAA011-J2_species_1302614	1
Candidatus_Nitrosocosmicus_oleophilus_species_1353260	1
Candidatus_Calditenuaceae_archaeon_JGI_OTU-1_species_1378080	1
Candidatus_Calditenuaceae_archaeon_JGI_OTU-3_species_1379386	1
Halorussus_salinus_species_1364935	1
Salinigranum_salinum_species_1364937	1
Salinarchaeum_sp._Harcht-Bsk1_species_1333523	1
Geoglobus_ahangari_species_113653	1
Ignicoccus_pacificus_species_114376	1
Halobacterium_rubrum_species_1341552	1
Halorhabdus_utahensis_species_146826	1
Candidatus_Nanosalina_sp._J07AB43_species_889948	1
Candidatus_Nanosalinarum_sp._J07AB56_species_889962	1
Halovenus_aranensis_species_890420	1
Thaumarchaeota_archaeon_SCGC_AAA007-O23_species_913333	1
Marine_Group_III_euryarchaeote_SCGC_AAA007-O11_species_913335	1
Marine_Group_III_euryarchaeote_SCGC_AAA288-E19_species_913336	1
Thermococcus_sp._PK_species_913025	1
Euryarchaeota_archaeon_SCGC_AAA252-I15_species_913322	1
Metallosphaera_cuprina_species_1006005	1
uncultured_Methanocella_sp._species_999902	1
Halobaculum_magnesiiphilum_species_1017351	1
Thermococcus_alcaliphilus_species_139207	1
Nitrosopumilus_sp._AR_species_1027373	1
Nitrosopumilus_sp._SJ_species_1027374	1
Halalkalicoccus_paucihalophilus_species_1008153	1
Pyrococcus_yayanosii_species_1008460	1
Palaeococcus_pacificus_species_971279	1
Halobacterium_sp._DL1_species_751944	1
Natrarchaeobaculum_aegyptiacum_species_745377	1
Nanoarchaeota_archaeon_SCGC_AAA011-D5_species_743729	1
Diapherotrites_archaeon_SCGC_AAA011-N19_species_743731	1
