DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Archaea_genome_counts
Candidatus_Methanomethylicales_archaeon_species_2758716	2
Natronoarchaeum_rubrum_species_755311	2
Halobellus_litoreus_species_755310	2
Halorubellus_litoreus_species_755308	2
Haloarchaeobius_litoreus_species_755306	2
Halococcoides_sp._species_2907509	2
Methanosalsum_natronophilum_species_768733	2
Methanocaldococcus_lauensis_species_2546128	2
Halolamina_litorea_species_1515593	2
Candidatus_Pelearchaeum_sp._species_3079267	2
Halovenus_salina_species_1510225	2
Halorubrum_yunnanense_species_1526162	2
Thermoplasma_acidophilum_species_2303	2
Methanopyrus_kandleri_species_2320	2
Halolamina_sediminis_species_1480675	2
Haloferax_massiliensis_species_1476858	2
Candidatus_Freyarchaeota_archaeon_species_2830916	2
Methanonatronarchaeia_archaeon_species_2099682	2
Natronorubrum_bangense_species_61858	2
Thermocladium_modestius_species_62609	2
Nitrosotalea_sinensis_species_1499975	2
Haloterrigena_turkmenica_species_62320	2
Methanohalobium_sp._species_2837493	2
Halovivax_cerinus_species_1487865	2
Natronorubrum_tibetense_species_63128	2
Metallosphaera_turreted_icosahedral_virus_species_2023155	2
Natribaculum_luteum_species_1586232	2
Candidatus_Calditenuis_sp._species_3071573	2
Candidatus_Bilamarchaeum_sp._species_3070761	2
Thermococcus_barophilus_species_55802	2
Halobacterium_litoreum_species_2039234	2
Methanobacterium_aggregans_species_1615586	2
Aeropyrum_pernix_species_56636	2
Natrarchaeobaculum_sulfurireducens_species_2044521	2
Candidatus_Hodarchaeales_archaeon_species_3069329	2
Natrialba_magadii_species_13769	2
Halanaeroarchaeum_sulfurireducens_species_1604004	2
Candidatus_Nitrosotenuis_cloacae_species_1603555	2
Infirmifilum_uzonense_species_1550241	2
Thermococcus_peptonophilus_species_53952	2
Pyrococcus_horikoshii_species_53953	2
Haloarcula_vallismortis_species_28442	2
Halomarina_rubra_species_2071873	2
Halorubrum_miltondacostae_species_3076378	2
Haloplanus_rubicundus_species_1547898	2
Methanolacinia_petrolearia_species_54120	2
Thermococcus_chitonophagus_species_54262	2
Candidatus_Aramenus_sulfurataquae_species_1326980	2
Candidatus_Hadarchaeaceae_archaeon_species_3107116	2
Halalkalicoccus_salilacus_species_3117459	2
Halobellus_sp._species_1979212	2
Halopenitus_sp._species_1979403	2
Haloglomus_sp._species_2806254	2
Methanospirillum_stamsii_species_1277351	2
Methanothermococcus_thermolithotrophicus_species_2186	2
Haloarcula_marismortui_species_2238	2
Candidatus_Nanosalina_sp._species_3101438	2
Haloarcula_limicola_species_1429915	2
Haloarcula_salina_species_1429914	2
Halorubrum_saccharovorum_species_2248	2
Methanocaldococcus_jannaschii_species_2190	2
Halorubrum_sp._SD626R_species_1419722	2
Staphylothermus_sp._species_2820299	2
Haloarcula_pellucida_species_1427151	2
Candidatus_Nitrosotenuis_uzonensis_species_1407055	2
Sulfodiicoccus_acidiphilus_species_1670455	2
Halapricum_salinum_species_1457250	2
Natrarchaeobius_chitinivorans_species_1679083	2
Thermococcus_celer_species_2264	2
Desulfurococcus_mucosus_species_2275	2
Acidianus_ambivalens_species_2283	2
Halorubrum_laminariae_species_1433523	2
Candidatus_Sysuiplasma_superficiale_species_2823368	2
Thermococcus_sp._2319x1_species_1674923	2
Candidatus_Nitrosotenuis_chungbukensis_species_1353246	2
Methanococcoides_vulcani_species_1353158	2
Methanomassiliicoccales_archaeon_RumEn_M1_species_1713724	2
Cuniculiplasma_sp._species_2003557	2
Thermofilum_adornatum_species_1365176	2
Halorientalis_persicus_species_1367881	2
Halorubrum_rutilum_species_1364933	2
Marine_Group_II_euryarchaeote_MED-G33_species_2007294	2
Halobaculum_roseum_species_2175149	2
Natronorubrum_halophilum_species_1702106	2
Halorubrum_lipolyticum_species_368624	2
Natrinema_longum_species_370324	2
Thermococcus_nautili_species_195522	2
Haloferax_prahovense_species_381852	2
Halorubrum_aquaticum_species_387340	2
Sulfolobus_tengchongensis_species_207809	2
Haloplanus_salinarum_species_1912324	2
Metallosphaera_hakonensis_species_79601	2
Halorientalis_salina_species_2932266	2
Halosolutus_amylolyticus_species_2932267	2
Halorhabdus_tiamatea_species_430914	2
Halobellus_captivus_species_2592614	2
Halomarina_salina_species_1872699	2
Halodesulfurarchaeum_formicicum_species_1873524	2
Candidatus_Methanoxibalbensis_ujae_species_2977099	2
Methanocorpusculum_labreanum_species_83984	2
Thermoproteus_uzoniensis_species_184117	2
uncultured_Methanosaeta_sp._species_183756	2
Methanobrevibacter_wolinii_species_190977	2
Halorubrum_halophilum_species_413816	2
Thermogymnomonas_acidicola_species_399579	2
Methanopyri_archaeon_species_2599940	2
Methanosarcina_horonobensis_species_418008	2
Candidatus_Mnemosynella_biddleae_species_1935139	2
Candidatus_Hecatella_orcuttiae_species_1935119	2
Halovivax_sp._species_1935978	2
Aeropyrum_camini_species_229980	2
Natronolimnobius_baerhuensis_species_253108	2
Natronobacterium_lacisalsi_species_229731	2
Haloferax_sulfurifontis_species_255616	2
Natrinema_soli_species_1930624	2
Methanotorris_formicicus_species_213185	2
Haloarcula_marina_species_2961574	2
Methanococcoides_alaskense_species_325778	2
Acidiplasma_cupricumulans_species_312540	2
Euryarchaeota_archaeon_UBA443_species_1915890	2
Ignisphaera_aggregans_species_334771	2
Halococcus_hamelinensis_species_332168	2
Methanobrevibacter_sp._UBA188_species_1915473	2
Haloterrigena_salifodinae_species_2675099	2
archaeon_UBA55_species_1917433	2
Halostella_pelagica_species_2583824	2
Halalkalicoccus_tibetensis_species_175632	2
Candidatus_Culexmicrobium_thermophilum_species_2928967	2
Methanolobus_zinderi_species_536044	2
Halarchaeum_rubridurum_species_489911	2
Halarchaeum_acidiphilum_species_489138	2
Candidatus_Nanohalococcus_occultus_species_2978047	2
Candidatus_Terraquivivens_ruidianensis_species_2978056	2
Candidatus_Wolframiiraptor_allenii_species_2978064	2
Candidatus_Nitrosocaldus_tengchongensis_species_2927317	2
Candidatus_Korarchaeum_cryptofilum_species_498846	2
Candidatus_Nitrososphaera_gargensis_species_497727	2
Halococcus_dombrowskii_species_179637	2
Halapricum_hydrolyticum_species_2979991	2
Natronoglomus_mannanivorans_species_2979990	2
Thermococcus_sibiricus_species_172049	2
Methanococcus_aeolicus_species_42879	2
Infirmifilum_sp._species_2856575	1
Halorubrum_hochsteinianum_species_2949307	1
Candidatus_Jordarchaeum_madagascariense_species_2846770	1
Candidatus_Methanogranum_gryphiswaldense_species_2848114	1
Methanobrevibacter_sp._TMH8_species_2848611	1
Candidatus_Borrarchaeum_weybense_species_2848170	1
Haloplanus_pelagicus_species_2949995	1
Haloplanus_salilacus_species_2949994	1
Haloplanus_halophilus_species_2949993	1
Salinarchaeum_sp._IM2453_species_2862870	1
Haloarcula_sp._1CSR25-25_species_2862545	1
Thermoplasmatales_archaeon_AK_species_2861969	1
Halosegnis_sp._species_2864959	1
Candidatus_Saliniplasma_halalkaliphilum_species_2945049	1
Candidatus_Haladaptatiplasma_halalkaliphilum_species_2945048	1
Asgard_archaea_virus_VerdaV3_species_2944669	1
Asgard_archaea_virus_SkuldV2_species_2944666	1
Candidatus_Halarchaeoplasma_halalkaliphilum_species_2945044	1
Picrophilus_sp._species_2953051	1
Natronosalvus_vescus_species_2953881	1
Natronosalvus_rutilus_species_2953753	1
Halorussus_salilacus_species_2953750	1
Natronosalvus_caseinilyticus_species_2953747	1
Natronosalvus_halobius_species_2953746	1
Halorussus_vallis_species_2953749	1
Infirmifilum_sp._NZ_species_2926850	1
Haloarcula_sp._S1AR25-4_species_2950538	1
Halogeometricum_luteum_species_2950537	1
Halogeometricum_salsisoli_species_2950536	1
Haloferax_sp._S2CR25_species_2950535	1
Haloarcula_saliterrae_species_2950534	1
Haloarcula_onubensis_species_2950539	1
Natrinema_salsiterrestre_species_2950540	1
Haloarcula_terrestris_species_2950533	1
Natronococcus_zhouii_species_2951804	1
Candidatus_Lokiarchaeum_ossiferum_species_2951803	1
Natrinema_sp._1APR25-10V2_species_2951081	1
Haloferax_sp._S2CR25-2_species_2951080	1
Candidatus_Nanopusillus_massiliensis_species_2897163	1
Methanonatronarchaeum_sp._AMET6-2_species_2933293	1
Halobacterium_wangiae_species_2902623	1
Halobacterium_zhouii_species_2902624	1
Halobacterium_sp._TGN-42-S1_species_2902625	1
Stygiolobus_sp._species_2893820	1
Haladaptatus_sp._AB643_species_2934174	1
Haladaptatus_sp._AB618_species_2934173	1
Haloferax_sp._AB510_species_2934172	1
Halobacterium_sp._KA-4_species_2896367	1
Halobacterium_sp._KA-6_species_2896368	1
Haloplanus_halobius_species_2934938	1
Halocatena_salina_species_2934340	1
Halobacteriales_archaeon_YIM_A00010_species_2907628	1
Halobacteriales_archaeon_YIM_A00012_species_2907629	1
Halobacteriales_archaeon_YIM_A00013_species_2907630	1
Halobacteriales_archaeon_YIM_A00014_species_2907631	1
Halobacteriales_archaeon_YIM_A00011_species_2907845	1
Methanobrevibacter_sp._OttesenSCG-928-I08_species_2930980	1
Halorientalis_marina_species_2931976	1
Halosolutus_gelatinilyticus_species_2931975	1
Halorientalis_litorea_species_2931977	1
Nitrosopumilus_sp._ex_Thoosa_mismalolli_species_2904602	1
Methanobrevibacter_sp._OttesenSCG-928-K11_species_2930984	1
Halobaculum_sp._CBA1158_species_2904243	1
Candidatus_Nanohalarchaeota_archaeon_QJJ-9_species_2930225	1
Candidatus_Nanohalarchaeota_archaeon_QJJ-5_species_2930223	1
Candidatus_Nanohalarchaeota_archaeon_QJJ-7_species_2930224	1
uncultured_Natranaeroarchaeum_sp._species_2917710	1
Halobaculum_rubrum_species_2872158	1
Nanohaloarchaea_archaeon_H12_species_2873232	1
Nanohaloarchaea_archaeon_H01_species_2873233	1
Halorussus_limi_species_2938695	1
Candidatus_Heimdallarchaeum_endolithica_species_2876572	1
Candidatus_Heimdallarchaeum_aukensis_species_2876573	1
Haloprofundus_salilacus_species_2876190	1
Haloprofundus_salinisoli_species_2876193	1
Haloprofundus_halobius_species_2876194	1
Candidatus_Culexarchaeum_nevadense_species_2928966	1
Halorussus_gelatinilyticus_species_2937524	1
Cenarchaeum_symbiont_of_Oopsacas_minuta_species_2874626	1
Methanobacterium_spitsbergense_species_2874285	1
Candidatus_Methanoliparum_sp._LAM-1_species_2874846	1
Natronocalculus_amylovorans_species_2917812	1
Halalkaliarchaeum_sp._AArc-CO_species_2866381	1
Halanaeroarchaeum_sp._HSR-CO_species_2866382	1
Thermococcus_argininiproducens_species_2866384	1
Methanobrevibacter_sp._TLL-48-HuF1_species_2870563	1
Natrinema_sp._SYSU_A_869_species_2871694	1
Natranaeroarchaeum_aerophilus_species_2917711	1
Candidatus_Burarchaeum_australiense_species_2885751	1
Candidatus_Tiddalikarchaeum_anstoanum_species_2885756	1
Candidatus_Gugararchaeum_adminiculabundum_species_2885741	1
Candidatus_Anstonella_stagnisolia_species_2885744	1
Candidatus_Norongarragalina_meridionalis_species_2885747	1
Methanimicrococcus_sp._OttesenSCG-928-J09_species_2885185	1
Haladaptatus_halobius_species_2884875	1
Haladaptatus_salinisoli_species_2884876	1
Candidatus_Culexmicrobium_profundum_species_2928969	1
Candidatus_Methylarchaceae_archaeon_HK01M_species_2913639	1
Candidatus_Culexmicrobium_cathedralense_species_2928968	1
Methanothermobacter_sp._K4_species_2913262	1
Acidianus_sp._HS-5_species_2886040	1
Haladaptatus_sp._DYF46_species_2886041	1
Candidatus_Bilamarchaeum_dharawalense_species_2885759	1
Candidatus_Methylarchaceae_archaeon_HK02M2_species_2913642	1
Candidatus_Methylarchaceae_archaeon_HK02M1_species_2913641	1
Candidatus_Methylarchaceae_archaeon_HK01B_species_2913640	1
Natrinema_salinisoli_species_2878535	1
Natrinema_amylolyticum_species_2878679	1
Natrinema_sp._DC36_species_2878680	1
Methanoculleus_sp._7T_species_2937282	1
Candidatus_Forterrea_sp._species_2879109	1
Methanococcoides_sp._SA1_species_2735871	1
Candidatus_Bathyarchaeota_archaeon_A05DMB-5_species_2735512	1
Candidatus_Bathyarchaeota_archaeon_A05DMB-4_species_2735513	1
Candidatus_Bathyarchaeota_archaeon_A05DMB-3_species_2735514	1
Methanoculleus_nereidis_species_2735141	1
Halorubrum_salinarum_species_2739057	1
Methanobacterium_alkalithermotolerans_species_2731220	1
Halonotius_sp._F2-221B_species_2731620	1
Halococcus_salifodinae_species_36738	1
Candidatus_Naiadarchaeales_archaeon_SRR2090153.bin1042_species_2756137	1
Candidatus_Naiadarchaeales_archaeon_SRR2090153.bin461_species_2756138	1
Candidatus_Naiadarchaeum_limnaeum_species_2756139	1
Candidatus_Undinarchaeum_marinum_species_2756141	1
Candidatus_Undinarchaeales_archaeon_SRR5007147.bin71_species_2756142	1
Candidatus_Undinarchaeales_archaeon_ERR594346_U_76725_species_2756143	1
Candidatus_Naiadarchaeales_archaeon_SRR2090159.bin1288_species_2756140	1
Halobellus_ruber_species_2761102	1
Haloferacaceae_archaeon_YAN_species_2742718	1
Halorarum_halophilum_species_2743090	1
Halorarum_salinum_species_2743089	1
Halorubrum_sodomense_species_35743	1
Haloferax_denitrificans_species_35745	1
Natronomonas_sp._LN261_species_2750669	1
Halorhabdus_salina_species_2750670	1
Natronomonas_halophila_species_2747817	1
Methanolobus_bombayensis_species_38023	1
Haloarcula_sp._R1-2_species_2715750	1
Halobacterium_sp._R2-5_species_2715751	1
Halolamina_sp._R1-12_species_2715752	1
Halorubellus_sp._JP-L1_species_2715753	1
Haloarcula_sp._JP-Z28_species_2716715	1
Halostella_sp._JP-L12_species_2716716	1
Haloarcula_sp._JP-L23_species_2716717	1
Halorussus_sp._JP-T4_species_2716718	1
Nitrososphaerales_archaeon_TH5893_species_2721601	1
Nitrososphaerales_archaeon_TH5895_species_2721602	1
Nitrososphaerales_archaeon_TH526_species_2721603	1
Nitrososphaerales_archaeon_TH1917_species_2721604	1
Nitrososphaerales_archaeon_TH4187_species_2721606	1
Nitrososphaerales_archaeon_TH5888_species_2721607	1
Nitrososphaerales_archaeon_TH5896_species_2721605	1
Nitrososphaerales_archaeon_TH1920_species_2721608	1
Nitrososphaerales_archaeon_TH703_species_2721609	1
Nitrososphaerales_archaeon_TH5894_species_2721610	1
Nitrososphaerales_archaeon_TH1177_species_2721611	1
Nitrososphaerales_archaeon_TH1173_species_2721612	1
Candidatus_Bathyarchaeota_archaeon_A05DMB-2_species_2709783	1
Halorubrum_glutamatedens_species_2707018	1
Candidatus_Methanodesulfokora_sp._species_2819534	1
Palaeococcus_sp._in__euryarchaeotes_species_2820298	1
Stygiolobus_caldivivus_species_2824673	1
Methanococcoides_seepicolus_species_2828780	1
Methanococcoides_orientis_species_2822137	1
Desulfurococcaceae_archaeon_MEX13E-LK6-19_species_2822207	1
Candidatus_Jordarchaeum_sp._species_2823881	1
Candidatus_Jordarchaeum_sp._JNZ_1113_species_2823883	1
Candidatus_Jordarchaeum_sp._LHC_1308_species_2823884	1
Candidatus_Jordarchaeum_sp._ERP4_species_2823886	1
Sulfolobales_archaeon_HS-7_species_2823152	1
Actinarchaeum_halophilum_species_2814576	1
archaeon_AH-315-M20_species_2814545	1
Candidatus_Aramenus_sp._species_2811097	1
Halobacterium_sp._BOL4-2_species_2810537	1
Methanospirillaceae_archaeon_species_2813030	1
Halobacterium_sp._GSL-19_species_2812551	1
Methanomicrobium_sp._W14_species_2817839	1
Methanofollis_sp._W23_species_2817849	1
Haloterrigena_alkaliphila_species_2816475	1
Methanobacterium_sp._YSL_species_2841655	1
Natronomonas_aquatica_species_2841590	1
Candidatus_Aenigmarchaeota_archaeon_LH_S58_species_2833556	1
Candidatus_Aenigmarchaeota_archaeon_LH_S59_species_2833557	1
Candidatus_Aenigmarchaeota_archaeon_LH_S60_species_2833558	1
Euryarchaeota_archaeon_LH_S61_species_2833563	1
Methanomicrobia_archaeon_LH_S39_species_2833537	1
Methanomicrobia_archaeon_LH_S41_species_2833539	1
Methanomicrobia_archaeon_LH_S42_species_2833540	1
Methanomicrobia_archaeon_LH_S43_species_2833541	1
Methanomicrobia_archaeon_LH_S44_species_2833542	1
Methanomicrobia_archaeon_LH_S45_species_2833543	1
Methanomicrobia_archaeon_LH_S46_species_2833544	1
Methanomicrobia_archaeon_LH_S47_species_2833545	1
Methanomicrobia_archaeon_LH_S48_species_2833546	1
Methanomicrobia_archaeon_LH_S49_species_2833547	1
Methanomicrobia_archaeon_LH_S40_species_2833538	1
Candidatus_Aenigmarchaeota_archaeon_LH_S57_species_2833555	1
Methanomicrobia_archaeon_LH_S50_species_2833548	1
Candidatus_Diapherotrites_archaeon_LH_S51_species_2833549	1
Candidatus_Aenigmarchaeota_archaeon_LH_S52_species_2833550	1
Candidatus_Aenigmarchaeota_archaeon_LH_S53_species_2833551	1
Candidatus_Aenigmarchaeota_archaeon_LH_S54_species_2833552	1
Candidatus_Aenigmarchaeota_archaeon_LH_S55_species_2833553	1
Candidatus_Aenigmarchaeota_archaeon_LH_S56_species_2833554	1
Candidatus_Aenigmarchaeota_archaeon_LH_S4_species_2833500	1
Candidatus_Aenigmarchaeota_archaeon_LH_S5_species_2833501	1
Candidatus_Aenigmarchaeota_archaeon_LH_S6_species_2833502	1
Candidatus_Aenigmarchaeota_archaeon_LH_S7_species_2833503	1
Candidatus_Diapherotrites_archaeon_LH_S9_species_2833505	1
Methanomicrobia_archaeon_LH_S10_species_2833508	1
Methanomicrobia_archaeon_LH_S11_species_2833509	1
Methanomicrobia_archaeon_LH_S12_species_2833510	1
Methanomicrobia_archaeon_LH_S13_species_2833511	1
Methanomicrobia_archaeon_LH_S14_species_2833512	1
Candidatus_Aenigmarchaeota_archaeon_LH_S8_species_2833504	1
Candidatus_Altarchaeum_sp._HURL_250_species_2831058	1
Methanothermococcus_sp._SCGC_AD-155-E23_species_2838162	1
Methanothermococcus_sp._SCGC_AD-155-C09_species_2838163	1
Halococcus_sp._species_29286	1
Natronococcus_occultus_species_29288	1
Methanococcoides_burtonii_species_29291	1
Pyrococcus_abyssi_species_29292	1
halophilic_archaeon_species_29295	1
Methanothermococcus_sp._SCGC_AD-155-N22_species_2838159	1
Methanothermococcus_sp._SCGC_AD-155-M21_species_2838160	1
Methanothermococcus_sp._SCGC_AD-155-K20_species_2838161	1
Halorubrum_sp._2020YC2_species_2836432	1
Infirmifilum_lucidum_species_2776706	1
Metallosphaera_javensis_ex_Sakai_et_al._2022_species_2775498	1
Halomicrobium_sp._IBSBa_species_2778916	1
Aquificae_Conch_Spring_virus_species_2770615	1
Aquificae_Joseph's_Coat_Spring_virus_species_2770616	1
Thermocrinis_Great_Boiling_Spring_virus_species_2770617	1
Candidatus_Wukongarchaeum_yapensis_species_2798936	1
Candidatus_Hodarchaeum_mangrovi_species_2798938	1
Candidatus_Borrarchaeum_yapensis_species_2798939	1
Candidatus_Baldrarchaeum_yapensis_species_2798940	1
Candidatus_Hermodarchaeum_yapensis_species_2798941	1
Candidatus_Kariarchaeota_archaeon_species_2799010	1
Halorubrum_sp._LN27_species_2801032	1
Methanoplanus_endosymbiosus_species_33865	1
Pyrococcus_sp._species_33866	1
Halomicrobium_sp._ZPS1_species_2790029	1
Candidatus_Bathyarchaeota_archaeon_Bin_SS_9_species_2790999	1
Natranaeroarchaeum_sulfidigenes_species_2784880	1
Archaeoglobus_neptunius_species_2798580	1
Methermicoccus_sp._species_2798723	1
Candidatus_Sifarchaeum_marinoarchaea_species_2792797	1
Candidatus_Sifarchaeum_subterraneum_species_2792798	1
Candidatus_Sifarchaeum_sp._species_2792799	1
Candidatus_Fermentimicrarchaeum_limneticum_species_2795018	1
Nitrosopumilus_sp._K4_species_2795383	1
Candidatus_Bathycorpusculum_acidaminoxidans_species_3139624	1
Candidatus_Bathycorpusculum_acetigenes_species_3139625	1
Candidatus_Bathycorpusculum_fermentans_species_3139626	1
Candidatus_Bathycorpusculum_grumuli_species_3139627	1
Candidatus_Bathycorpusculum_soli_species_3139629	1
Candidatus_Bathycorpusculum_terrae_species_3139630	1
Candidatus_Bathycorpusculum_termitum_species_3139631	1
Candidatus_Bathycorpusculum_hydrogenotrophicum_species_3139628	1
Candidatus_Tiamatella_incendiivivens_species_3144224	1
Candidatus_Calypsonella_navitae_species_3144226	1
Candidatus_Thermodiscus_eudorianus_species_3144227	1
Candidatus_Hestiella_sp._species_3150760	1
Haloterrigena_salinisoli_species_3132747	1
Sulfolobaceae_archaeon_RB850M_species_3133138	1
Stygiolobus_sp._CP850M_species_3133134	1
Stygiolobus_sp._CP859M_species_3133135	1
Stygiolobus_sp._CP8521M_species_3133136	1
Stygiolobus_sp._RP850M_species_3133137	1
Salinibaculum_marinum_species_3131993	1
Salinibaculum_salinum_species_3131996	1
Salinirubellus_litoreus_species_3131999	1
Candidatus_Chewarchaeum_aethiopicum_species_3138745	1
Candidatus_Asbonarchaeum_danakilense_species_3138746	1
Candidatus_Afararchaeum_irisae_species_3138747	1
Methanolobus_sp._ZRKC5_species_3136295	1
Methanococcoides_cohabitans_species_3136559	1
Candidatus_Methanorbis_basalitermitum_species_3136061	1
Candidatus_Methanofilum_arcanum_species_3136066	1
Candidatus_Methanofrustulum_fimipullorum_species_3136078	1
Candidatus_Methanimicrococcus_labiotermitis_species_3136096	1
Candidatus_Methanimicrococcus_odontotermitis_species_3136097	1
Candidatus_Methanoplasma_cognatum_species_3136098	1
Candidatus_Methanoplasma_glyptotermitis_species_3136099	1
Candidatus_Methanoplasma_porotermitis_species_3136100	1
Candidatus_Methanoplasma_reticulitermitis_species_3136101	1
Candidatus_Methanomicula_labiotermitis_species_3136104	1
Methanothermococcus_sp._Ax23_species_3156486	1
Candidatus_Methanoglobus_sp._species_3101521	1
Methanolobus_tindarius_species_2221	1
Methanothrix_thermoacetophila_species_2224	1
Halococcus_morrhuae_species_2250	1
Natronomonas_pharaonis_species_2257	1
Methanotorris_igneus_species_2189	1
Methanogenium_cariaci_species_2197	1
Methanobacterium_bryantii_species_2161	1
Methanohalophilus_mahii_species_2176	1
Methanothermus_fervidus_species_2180	1
Methanococcus_vannielii_species_2187	1
Methanogenium_organophilum_species_2199	1
Halorubrum_virus_V_ICIS4_species_3093958	1
Pyrodictium_occultum_species_2309	1
Methanoplanus_limicola_species_2315	1
Methanohalobium_evestigatum_species_2322	1
Thermofilum_pendens_species_2269	1
Thermoproteus_tenax_species_2271	1
Pyrobaculum_islandicum_species_2277	1
Staphylothermus_marinus_species_2280	1
Natrialba_sp._PRR66_species_3098146	1
Halostella_sp._PRR32_species_3098147	1
Halorubellus_sp._PRR65_species_3098148	1
Natronorarus_salvus_species_3117733	1
Halalkalicoccus_ordinarius_species_3116651	1
Promethearchaeati_archaeon_SRVP18_Atabeyarchaeia-1_species_3126527	1
Candidatus_Freyarchaeota_archaeon_SRVP19_Freyarchaeia-1_species_3126528	1
Halovenus_sp._HT40_species_3126691	1
Haloplanus_sp._GX21_species_3127120	1
Methanolobus_sp._ZRKC2_species_3125783	1
Methanolobus_sp._WCC4_species_3125784	1
Methanolobus_sp._ZRKC3_species_3125786	1
Methanolobus_sp._ZRKC4_species_3125787	1
Methanolobus_sp._WCC5_species_3125785	1
Candidatus_Atabeyarchaeum_deiterrae_species_3126526	1
Haladaptatus_sp._CMSO5_species_3120514	1
Haladaptatus_sp._ZSTT2_species_3120515	1
Haladaptatus_sp._DJG-WS-42_species_3120516	1
Methanolobus_sp._ZRKC1_species_3125781	1
Methanolobus_sp._WCC1_species_3125782	1
Candidatus_Sysuiplasmataceae_archaeon_species_3107247	1
Candidatus_Altarchaeaceae_archaeon_species_3107023	1
Candidatus_Altiarchaeia_archaeon_species_3107025	1
Salarchaeum_sp._III_species_3107927	1
Halobacterium_yunchengense_species_3108497	1
Natronomonas_amylolytica_species_3108498	1
Halorientalis_halophila_species_3108499	1
Halobellus_salinisoli_species_3108500	1
Haloarculaceae_archaeon_H-GB2-1_species_3110269	1
Haloarculaceae_archaeon_H-GB11_species_3110270	1
Haloarcula_sp._GH36_species_3111776	1
Haloarcula_sediminis_species_3111777	1
Thermococcus_sp._SY098_species_3111325	1
Haloarcula_brevis_species_3111453	1
Haloarcula_sp._CGMCC_1.2071_species_3111454	1
Haloarcula_sp._CGMCC_1.6347_species_3111455	1
Candidatus_Methanoflexus_mossambicus_species_3110950	1
Candidatus_Methanorudis_spinitermitis_species_3110951	1
Candidatus_Methanovirga_aequatorialis_species_3110952	1
Candidatus_Methanovirga_australis_species_3110953	1
Candidatus_Methanovirga_basalitermitum_species_3110954	1
Candidatus_Methanovirga_meridionalis_species_3110955	1
Candidatus_Methanovirga_procula_species_3110956	1
Methanobacterium_sp._MZD130B_species_3394378	1
Halosimplex_sp._TS25_species_3396619	1
Candidatus_Nitrosocosmicus_sp._FF01_species_3397670	1
Candidatus_Nitrososphaera_sp._FF02_species_3398226	1
Haloarcula_sp._AONF1_species_3410267	1
Halorubrum_sp._DTA46_species_3402162	1
Halorubrum_sp._DTA98_species_3402163	1
Haloarcula_sp._KBTZ06_species_3402682	1
Thermosphaera_chiliense_species_3402707	1
Candidatus_Nitrosomirales_archaeon_species_3402837	1
Haloferax_sp._S1W_species_3377110	1
Haladaptatus_sp._CMAA_1909_species_3368986	1
Haladaptatus_sp._CMAA_1911_species_3368987	1
Candidatus_Methanogasteraceae_archaeon_species_3386293	1
Candidatus_Methanovorans_sp._species_3386298	1
Haloferacaceae_archaeon_50_species_3384156	1
Natrinema_sp._74_species_3384159	1
Natrialbaceae_archaeon_A-chndr2_species_3386286	1
Haloferax_sp._DFSO52_species_3388505	1
Natrialbaceae_archaeon_A-arb3/5_species_3386282	1
Natrialbaceae_archaeon_A-CW3_species_3386283	1
Natrialbaceae_archaeon_A-CW2_species_3386284	1
Natrialbaceae_archaeon_A-CW1-1_species_3386285	1
Haloferax_sp._YSSS75_species_3388564	1
Candidatus_Nanosalina_sp._VS9-1_species_3388566	1
Haloferax_sp._DFSO60_species_3388652	1
Haloferax_sp._YSMS24_species_3388425	1
Candidatus_Nitrosopumilus_brisbanensis_species_3381708	1
Metallosphaera_sp._D4-4_species_3379815	1
Natrarchaeobius_sp._A-rgal3_species_3240101	1
Candidatus_Aramenus_sp._CH1_species_3242752	1
Halopenitus_sp._H-Gu1_species_3242697	1
Natronorubrum_sp._A-ect3_species_3242698	1
Natrinema_sp._H-ect4_species_3242699	1
Natrinema_sp._H-ect1_species_3242700	1
Natrinema_sp._HArc-T2_species_3242701	1
Halorutilales_archaeon_Cl-col2-1_species_3242703	1
Methanobrevibacter_sp._DSM_116169_species_3242727	1
Halomicrobium_sp._HM_KBTZ05_species_3242663	1
Methanothermobacter_sp._KEPCO_2_species_3240977	1
Methanobacterium_sp._ACI-7_species_3240853	1
Candidatus_Methanoprimaticola_sp._MG2_species_3228838	1
Candidatus_Asgardarchaeum_abyssi_species_3163616	1
Halobacterium_sp._NMX12-1_species_3166650	1
Candidatus_Lutacidiplasma_silvani_species_3345208	1
Candidatus_Gagatemarchaeum_stordalenia_species_3345212	1
Candidatus_Gagatemarchaeaceae_archaeon_species_3345218	1
Halomicroarcula_sp._GCM10025710_species_3252670	1
Halomicroarcula_sp._GCM10025743_species_3252671	1
Halomicroarcula_sp._GCM10025817_species_3252672	1
Halomicroarcula_sp._GCM10025894_species_3252673	1
Halonotius_sp._GCM10025705_species_3252678	1
Haloplanus_sp._GCM10025708_species_3252679	1
Halorussus_sp._GCM10023401_species_3252680	1
Halostagnicola_sp._GCM10023243_species_3252682	1
Halostagnicola_sp._GCM10023398_species_3252683	1
Natronoarchaeum_sp._GCM10025321_species_3252684	1
Haladaptatus_sp._GCM10025707_species_3252658	1
Haladaptatus_sp._GCM10025893_species_3252659	1
Haladaptatus_sp._GCM10026878_species_3252660	1
Halomicroarcula_sp._GCM10025709_species_3252669	1
