DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Eukaryota_genome_counts
Aotus_azarai_species_30591	1
Cheracebus_torquatus_species_30592	1
Cacajao_calvus_species_30596	1
Propithecus_tattersalli_species_30601	1
Galago_moholi_species_30609	1
Otolemur_garnettii_species_30611	1
Dipsas_brevifacies_species_2837952	1
Fusarium_sp._'flavolapis'_species_2776169	1
Colletotrichum_sp._HC278_species_2776170	1
Colletotrichum_sp._HC292_species_2776171	1
Atelopus_laetissimus_species_2776728	1
Aurantiochytrium_sp._L3W_species_2776135	1
Sporothrix_cf._nigrograna_species_2776139	1
Sandelia_bainsii_species_2777736	1
Myanophis_thanlyinensis_species_2777982	1
Caenorhabditis_auriculariae_species_2777116	1
Polistes_dorsalis_species_34729	1
Antheraea_mylitta_species_34739	1
Eueides_lybia_species_34741	1
Dryadula_phaetusa_species_34742	1
Podotricha_telesiphe_species_34744	1
Collybiopsis_luxurians_species_2773346	1
Sinodicranocentrus_sp._ZH6_species_2773370	1
Aureobasidium_mustum_species_2773714	1
Aureobasidium_vineae_species_2773715	1
Aureobasidium_uvarum_species_2773716	1
Trachymyrmex_septentrionalis_species_34720	1
Fusarium_sp._DS_682_species_2773459	1
Olivierus_martensii_species_34649	1
Acyrthosiphon_kondoi_species_34664	1
Anopheles_melas_species_34690	1
Anopheles_quadriannulatus_species_34691	1
Mycetosoritis_hartmanni_species_34710	1
Katharina_tunicata_species_34587	1
Ornithodoros_turicata_species_34597	1
Amblyomma_maculatum_species_34609	1
Rhipicephalus_annulatus_species_34611	1
Ixodes_hexagonus_species_34612	1
Dermacentor_variabilis_species_34621	1
Rhipicephalus_appendiculatus_species_34631	1
Galendromus_occidentalis_species_34638	1
Dermanyssus_gallinae_species_34641	1
Gallinago_jamesoni_species_2774350	1
Cadophora_sp._M221_species_2774352	1
Rhipicephalus_sanguineus_species_34632	1
Wickerhamomyces_sp._UFMG-CM-Y6624_species_2781958	1
Boreoides_tasmaniensis_species_2782358	1
Steinernema_khuongi_species_2781566	1
Nephromyces_sp._MM_2019_species_2781574	1
Neodothiora_populina_species_2781224	1
Eucalyptus_curtisii_species_34319	1
Eucalyptus_cloeziana_species_34320	1
Corymbia_calophylla_species_34324	1
Corymbia_citriodora_species_34329	1
Taphrina_populina_species_34352	1
Trigonopsis_variabilis_species_34364	1
Trichophyton_schoenleinii_species_34386	1
Aphelidium_insulamus_species_2782525	1
Claviceps_occidentalis_species_2778778	1
Claviceps_quebecensis_species_2778779	1
Cyanoramphus_saisseti_species_2778878	1
Mrakiaceae_sp._VS_III_B_KN_2_species_2778097	1
Acremonium_sp._FKII-L8-BK-P5_species_2778101	1
Pleurotus_djamor_species_34470	1
Basidiobolus_ranarum_species_34480	1
Conidiobolus_coronatus_species_34488	1
Steinernema_carpocapsae_species_34508	1
Heterodera_avenae_species_34510	1
Fusarium_cf._aywerte_species_2778371	1
Cyphobasidiales_sp._Tagirdzhanova-0007_species_2778381	1
Tremellales_sp._Tagirdzhanova-0007_species_2778382	1
Microsporum_audouinii_species_34393	1
Colletotrichum_kahawae_species_34407	1
Ceratocystiopsis_sp._VPRI43766_species_2779953	1
Andreaea_hookeri_species_2779764	1
Tritonia_tetraquetra_species_2780533	1
Haplosporangium_gracile_species_2779863	1
Graphium_sp._VPRI43844_species_2779951	1
Hylomyscus_alleni_species_34858	1
Sciurus_niger_species_34861	1
Capricornis_sumatraensis_species_34865	1
Rupicapra_rupicapra_species_34869	1
Oreamnos_americanus_species_34873	1
Saiga_tatarica_species_34875	1
Nyctereutes_procyonoides_species_34880	1
Callorhinus_ursinus_species_34884	1
Planigale_ingrami_species_34895	1
Trachemys_scripta_species_34903	1
Fusarium_sp._190-020-2_species_2765005	1
Pseudotriccus_pelzelni_species_2765847	1
Imbricaverruca_yamaguchii_species_2766000	1
Pica_pica_species_34924	1
Dasyprocta_punctata_species_34846	1
Chelictinia_riocourii_species_2763549	1
Neocallimastix_lanati_nom._inval._species_2767002	1
Exophiala_sp._BO6_species_2762518	1
Pestalotiopsis_sp._DP-2020a_species_2762561	1
Paracamarosporium_sp._OC-R06-R3_species_2762668	1
Anopheles_funestus-like_sensu_Spillings_et_al._2009_species_2763070	1
Costus_plowmanii_species_2763185	1
Costus_sinningiiflorus_species_2763186	1
Kurtzmaniella_quercitrusa_species_2763128	1
Austroboletus_cf._mucosus_species_2763130	1
Amblyornis_subalaris_species_34926	1
Vireo_gilvus_species_34945	1
Vireo_griseus_species_34948	1
Vireo_philadelphicus_species_34949	1
Vireo_solitarius_species_34950	1
Vireo_vicinior_species_34953	1
Vireo_bellii_species_34954	1
Vireo_altiloquus_species_34956	1
Hydrophis_melanocephalus_species_34990	1
Emydocephalus_ijimae_species_34996	1
Thamnophis_saurita_species_35017	1
Crotalus_horridus_species_35024	1
Sclerophrys_maculata_species_35046	1
Macrocybe_sp._IBSDJ1_species_2771931	1
Xerocomellus_amylosporus_species_2768407	1
Trachythela_sp._YZ-2020_species_2770514	1
Yarrowia_sp._E02_species_2768841	1
Trichoderma_carraovejensis_nom._inval._species_2768925	1
Diaporthe_sp._DP-2020a_species_2769066	1
Yarrowia_sp._B02_species_2768839	1
Yarrowia_sp._C11_species_2768840	1
Hafferia_zeledoni_species_2767836	1
Erythroxylum_echinodendron_species_2768046	1
Erythroxylum_flavicans_species_2768047	1
Erythroxylum_kunthianum_species_2768048	1
Erythroxylum_longipes_species_2768049	1
Erythroxylum_suave_species_2768050	1
Lepidocyrtus_cf._nigrosetosus_NNG-2020_species_2768093	1
Lepidocyrtus_cf._sotoi_NNG-2020_species_2768094	1
Callyntrura_sp._NNG-2020_species_2768096	1
Troglopedetes_dispersus_species_2768102	1
Acrocyrtus_sp._NNG-2020_species_2768105	1
Coryphaena_hippurus_species_34814	1
Propithecus_verreauxi_species_34825	1
Eulemur_rubriventer_species_34829	1
Chinchilla_lanigera_species_34839	1
Capromys_pilorides_species_34842	1
Myrmophylax_atrothorax_species_2767950	1
Poliocrania_exsul_species_2767975	1
Erythroxylum_baracoense_species_2768045	1
Fundulus_catenatus_species_34776	1
Fundulus_olivaceus_species_34782	1
Callionymus_lyra_species_34785	1
Kwoniella_sp._CBS_9459_species_2770022	1
Cryptococcus_sp._DSM_104548_species_2770023	1
Kwoniella_sp._DSM_27419_species_2770024	1
Cryptococcus_sp._DSM_104549_species_2770025	1
Phoxinus_dragarum_species_2770079	1
Kwoniella_sp._CBS_6097_species_2770021	1
Lepisosteus_osseus_species_34771	1
Podaxis_sp._C-F-92630_species_2802320	1
Stagonosporopsis_rhizophila_species_2802321	1
Hozukius_guyotensis_species_2802376	1
Pseudopyricularia_javanii_species_2801446	1
Phyllotis_vaccarum_species_2804059	1
Podaxis_sp._C-F-101400_species_2802319	1
Westerdykella_sp._P71_species_2803914	1
Leishmania_sp._Namibia_species_2802991	1
Discina_spinosospora_species_2803007	1
Alternaria_sp._KAS5506_species_2803123	1
Alternaria_sp._KAS5486_species_2803124	1
Alternaria_sp._KAS5477_species_2803125	1
Alternaria_sp._KAS5474_species_2803126	1
Alternaria_sp._KAS5470_species_2803127	1
Gallinago_solitaria_species_2802618	1
Podaxis_sp._AQ795752_species_2802314	1
Podaxis_sp._C-F-101401_species_2802315	1
Podaxis_sp._MADm22_species_2802316	1
Podaxis_sp._AQ799166_species_2802318	1
Alternaria_sp._KAS5449_species_2803128	1
Alternaria_sp._KAS5446_species_2803129	1
Alternaria_sp._DET2107_species_2803133	1
Alternaria_sp._DET2106_species_2803134	1
Alternaria_sp._DET2105_species_2803135	1
Alternaria_sp._DET2104_species_2803136	1
Alternaria_sp._DET2103_species_2803137	1
Alternaria_sp._DET2072_species_2803138	1
Leishmania_sp._Ghana_2012_LV757_species_2803181	1
Alternaria_sp._DET2042_species_2803140	1
Neurobasis_kaupi_species_2799615	1
Phrynoglossus_myanhessei_species_2798809	1
Neofusicoccum_caryigenum_species_2799457	1
Aspergillus_sp._MEXU_27854_species_2801328	1
Veloboletus_limbatus_species_2800115	1
Gymnogyps_californianus_species_33616	1
Asterionellopsis_glacialis_species_33640	1
Meriones_psammophilus_species_2800508	1
Neophron_percnopterus_species_33608	1
Fusarium_sp._FSAMSC_23_species_2806465	1
Sinobaijiania_yunnanensis_species_2806871	1
Heliconius_leucadia_species_33445	1
Eueides_aliphera_species_33449	1
Dione_juno_species_33461	1
Philaethria_dido_species_33463	1
Kurtzmaniella_quercitrusa_var._filamentosus_nom._nud._species_2806627	1
Kurtzmaniella_quercitrusa_var._comoensis_nom._nud._species_2806626	1
Trichoderma_sp._MLT1J1_species_2809032	1
Gonatopus_flavifemur_species_2808949	1
Pseudomonodictys_pantanalensis_species_2804201	1
Semnopithecus_schistaceus_species_2804203	1
Lentinula_guzmanii_species_2804957	1
Kluyveromyces_sp._PCH397_species_2804499	1
Boletus_bicoloroides_species_2805069	1
Ilyodon_furcidens_species_33524	1
Balaenoptera_bonaerensis_species_33556	1
Scopus_umbretta_species_33581	1
Balaeniceps_rex_species_33584	1
Mycteria_ibis_species_33586	1
Mycteria_americana_species_33587	1
Phaenicophaeus_curvirostris_species_33595	1
Crotophaga_sulcirostris_species_33598	1
Piaya_cayana_species_33601	1
Lentinula_aff._lateritia_species_2804960	1
Coemansia_sp._RSA_2440_species_2789349	1
Coemansia_sp._RSA_1935_species_2789350	1
Coemansia_sp._RSA_485_species_2789351	1
Coemansia_sp._RSA_1200_species_2789352	1
Coemansia_sp._RSA_2522_species_2789356	1
Coemansia_sp._RSA_1085_species_2789357	1
Dispira_simplex_species_2789359	1
Coemansia_sp._RSA_1250_species_2789360	1
Coemansia_sp._RSA_521_species_2789320	1
Coemansia_sp._RSA_986_species_2789322	1
Coemansia_sp._RSA_922_species_2789323	1
Coemansia_sp._RSA_520_species_2789324	1
Coemansia_sp._RSA_1287_species_2789329	1
Coemansia_sp._RSA_2050_species_2789361	1
Closterium_sp._NIES-67_species_2790670	1
Drosophila_carrolli_species_2789720	1
Drosophila_aff._chauvacae_BK-2020_species_2789722	1
Cryptococcus_sp._T15_22C_species_2789580	1
Coemansia_sp._RSA_2052_species_2789218	1
Coemansia_sp._RSA_2607_species_2789223	1
Coemansia_sp._RSA_353_species_2789331	1
Coemansia_sp._RSA_522_species_2789225	1
Coemansia_sp._BCRC_34962_species_2789224	1
Coemansia_sp._RSA_1797_species_2789340	1
Coemansia_sp._S610_species_2789341	1
Coemansia_sp._RSA_2706_species_2789344	1
Coemansia_sp._RSA_2705_species_2789345	1
Coemansia_sp._RSA_2704_species_2789346	1
Coemansia_sp._RSA_2702_species_2789347	1
Coemansia_sp._RSA_2131_species_2789348	1
Coemansia_sp._RSA_1199_species_2789312	1
Coemansia_sp._RSA_564_species_2789314	1
Coemansia_sp._RSA_720_species_2789315	1
Coemansia_sp._RSA_1813_species_2789316	1
Coemansia_sp._RSA_355_species_2789317	1
Rhizophagus_sp._LPA8_1_AMF_species_2792439	1
Rhizophagus_sp._LPA8_3_AMF_species_2792440	1
Rhizophagus_sp._LPA8_4_AMF_species_2792441	1
Pleurozium_schreberi_species_34163	1
Diphasiastrum_complanatum_species_34168	1
Coemansia_sp._RSA_678_species_2790277	1
Coemansia_sp._RSA_1878_species_2790278	1
Conraua_beccarii_species_2790342	1
Myrmaecium_sp._VS_I_D_KN_1_species_2791105	1
Lydus_trimaculatus_species_2785641	1
Xylaria_sp._218_066_species_2784450	1
Chytridiales_sp._JEL_0842_species_2786947	1
Tetracladium_sp._T11_2_10C_species_2785798	1
Anomotaenia_brevis_species_2783799	1
Phaffia_australis_species_2783875	1
Rhizoclosmatium_sp._JEL0117_species_2784343	1
Globomyces_sp._JEL0801_species_2786946	1
Gossypium_davidsonii_species_34287	1
Gossypium_laxum_species_34288	1
Gossypium_lobatum_species_34289	1
Termitomyces_sp._'cryptogamus'_species_2788930	1
Gossypium_aridum_species_34290	1
Gossypium_schwendimanii_species_34291	1
Datisca_glomerata_species_34297	1
Angophora_floribunda_species_34308	1
Eucalyptus_erythrocorys_species_34314	1
Eucalyptus_microcorys_species_34315	1
Gossypium_armourianum_species_34283	1
Gossypium_harknessii_species_34285	1
Gossypium_klotzschianum_species_34286	1
Watsoniomyces_obsoletus_species_2796175	1
Drosophila_sp._st01m_species_2796246	1
Formica_aquilonia_x_Formica_polyctena_species_2796348	1
Telegonus_anausis_species_2795500	1
Heliamphora_ciliata_species_2798557	1
Phaeosaccion_multiseriatum_species_2797544	1
Boletus_loyita_species_2798787	1
Anodorhynchus_glaucus_species_2797188	1
Forpus_spengeli_species_2797237	1
Myiopsitta_luchsi_species_2797240	1
[Phialemoniopsis]_sp._UDSM-2020_species_2796495	1
Cyclotella_kingstonii_species_2794061	1
Chlorophytum_comosum_species_34182	1
Mentha_x_piperita_species_34256	1
Gossypium_thurberi_species_34273	1
Gossypium_darwinii_species_34276	1
Gossypium_sturtianum_species_34278	1
Gossypium_trilobum_species_34281	1
Gossypium_gossypioides_species_34282	1
Strombidium_cf._sulcatum_species_2793073	1
Seira_sanloemensis_species_2795047	1
Cryptocoryne_crispatula_species_3141963	1
Talaromyces_sp._DC2_species_3142527	1
Lasaia_peninsularis_species_3142089	1
Parotis_chlorochroalis_species_3139894	1
Anomalocardia_flexuosa_species_3139943	1
Macrophomina_sp._BRIP_63780_species_3141447	1
Toumeyella_liriodendri_species_3140520	1
Deshayesiella_sirenkoi_species_3154051	1
Aurantiochytrium_sp._10LW_species_3154089	1
Aurantiochytrium_sp._10W_species_3154090	1
Aurantiochytrium_sp._9LR_species_3154091	1
Aurantiochytrium_sp._8W_species_3154092	1
Fowlea_asperrima_species_3148108	1
Geophis_sartorii_species_3148144	1
Urosaurus_nigricauda_species_3148767	1
Minois_aurata_species_3143474	1
Annulohypoxylon_sp._FPYF3050.1_species_3143927	1
Diaporthe_sp._P23_species_3151753	1
Diaporthe_sp._P46_species_3151754	1
Diaporthe_sp._X43_species_3151755	1
Metarhizium_hybridum_species_3151832	1
Astur_atricapillus_species_3149181	1
Asio_madagascariensis_species_3149442	1
Calidris_falcinellus_species_3149495	1
Curruca_nisoria_species_3149722	1
Curruca_sarda_species_3149723	1
Bofa_erlangeri_species_3148990	1
Ceratomyxa_sp._57-BR2022_species_3149004	1
Ceratomyxa_sp._58-BR2022_species_3149005	1
Myxosporea_sp._108-BR2022_species_3149006	1
Ellipsomyxa_sp._115-BR2022_species_3149007	1
Ellipsomyxa_sp._70-BR2022_species_3149008	1
Deleornis_axillaris_species_3149759	1
Bradysia_desolata_species_3151524	1
Lanius_phoenicuroides_species_3150054	1
Leptoptilos_crumenifer_species_3150064	1
Tockus_alboterminatus_species_3150082	1
Lophoceros_bradfieldi_species_3150083	1
Tockus_fasciatus_species_3150084	1
Spatula_puna_species_3150535	1
Helopsaltes_ochotensis_species_3150915	1
Horizocerus_hartlaubi_species_3150927	1
Loriotus_luctuosus_species_3150946	1
Pardipicus_nivosus_species_3150999	1
Fusarium_sp._M6JPR69_species_3132711	1
Euphonia_sclateri_species_3133247	1
Mesorhabditis_sp._LJ9110_species_3133268	1
Boletaceae_sp._TRTC168347_species_3134579	1
Boletaceae_sp._TRTC168532_species_3134580	1
Boletaceae_sp._TRTC168571_species_3134581	1
Boletaceae_sp._TRTC168574_species_3134582	1
Boletaceae_sp._UT-M0000358_species_3134583	1
Boletellus_sp._TRTC168476_species_3134585	1
Boletellus_sp._UT-M0000026_species_3134586	1
Boletus_sp._MULU70_species_3134587	1
Boletus_sp._UT-M0002076_species_3134588	1
Butyriboletus_sp._TRTC157195_species_3134589	1
Aureoboletus_sp._UT-M0000056_species_3134558	1
Baorangia_sp._TRTC168334_species_3134559	1
Boletaceae_sp._DLT08-010_species_3134564	1
Boletaceae_sp._KM206666_species_3134566	1
Boletaceae_sp._KM206700_species_3134567	1
Boletaceae_sp._KM206711_species_3134568	1
Boletaceae_sp._KM206713_species_3134569	1
Boletaceae_sp._KM206733_species_3134570	1
Boletaceae_sp._KM206735_species_3134571	1
Boletaceae_sp._KM206737_species_3134572	1
Chiropotes_sagulatus_species_3134011	1
Rubroboletus_sp._TRTC157201_species_3134614	1
Strobilomyces_sp._TRTC157183_species_3134615	1
Sutorius_sp._TRTC168204_species_3134616	1
Tubosaeta_sp._UT-M0002040_species_3134617	1
Tylopilus_sp._KM206722_species_3134618	1
Tylopilus_sp._TRTC175187_species_3134620	1
Tylopilus_sp._UT-M0000018_species_3134621	1
Tylopilus_sp._UT-M0000054_species_3134622	1
Tylopilus_sp._UT-M0000335_species_3134623	1
Butyriboletus_sp._TRTC157199_species_3134590	1
Caloboletus_sp._UT-M0002021_species_3134591	1
Chalciporus_sp._G4409_species_3134592	1
Crocinoboletus_sp._TRTC168568_species_3134593	1
Heimioporus_sp._TRTC157243_species_3134594	1
Boletaceae_sp._TRTC163558_species_3134578	1
Lanmaoa_sp._TRTC157169_species_3134597	1
Leccinum_sp._TRTC168399_species_3134598	1
Phylloporus_sp._KM206838_species_3134599	1
Phylloporus_sp._TRTC163509_species_3134600	1
Phylloporus_sp._TRTC168436_species_3134601	1
Phylloporus_sp._TRTC168454_species_3134602	1
Phylloporus_sp._TRTC168483_species_3134603	1
Phylloporus_sp._TRTC168546_species_3134604	1
Phylloporus_sp._UT-M0000405_species_3134605	1
Phylloporus_sp._UT-M0000442_species_3134606	1
Boletaceae_sp._KM206743_species_3134573	1
Boletaceae_sp._TRTC157208_species_3134574	1
Boletaceae_sp._TRTC157229_species_3134575	1
Boletaceae_sp._TRTC157249_species_3134576	1
Boletaceae_sp._TRTC157251_species_3134577	1
Hemileccinum_sp._TRTC168327_species_3134595	1
Campoplex_nolae_species_3133883	1
Blastocystis_sp._Blastoise_species_3128533	1
Blastocystis_sp._BT1_species_3128534	1
Blastocystis_sp._DL_species_3128535	1
Distoechodon_macrophthalmus_species_3128908	1
Blastocystis_sp._JDR_species_3128536	1
Blastocystis_sp._NMH_species_3128537	1
Torulaspora_sp._2017_38-3_species_3128546	1
Torulaspora_sp._2017_36-1_species_3128547	1
Epichloe_sp._1_LKC-2024_species_3129750	1
Saccharomyces_sp._FC-2024a_species_3129044	1
Epichloe_sp._2_LKC-2024_species_3129751	1
Pulveroboletus_sp._TRTC175156_species_3134613	1
Leprocaulales_sp._species_3137033	1
Tylopilus_sp._UT-M0000375_species_3134624	1
Tylopilus_sp._UT-M0002033_species_3134625	1
Xanthoconium_sp._NY2686029_species_3134626	1
Xerocomus_sp._UT-M0000078_species_3134627	1
Xerocomus_sp._UT-M0000266_species_3134628	1
Xerocomus_sp._UT-M0000400_species_3134629	1
aff._Porphyrellus_sp._UT-M0000367_species_3134631	1
cf._Tylopilus_sp._TRTC175157_species_3134632	1
Porphyrellus_sp._'aff._excedens'_UT-M0000382_species_3134607	1
Porphyrellus_sp._KM206675_species_3134608	1
Porphyrellus_sp._TRTC161176_species_3134609	1
Pseudoaustroboletus_sp._TRTC168467_species_3134610	1
Pulveroboletus_sp._KM172995_species_3134611	1
Pulveroboletus_sp._KM173101_species_3134612	1
aff._Porphyrellus_sp._UT-M0000030_species_3134630	1
Pichia_sp._VM-2024a_species_3134887	1
Penicillium_psychrofluorescens_species_3158075	1
Wickerhamomyces_sp._AT-2023_species_3158089	1
Zygosaccharomyces_sp._MG101_species_3158174	1
Zygosaccharomyces_sp._NBRC1877_species_3158175	1
Metschnikowia_ahupensis_species_3158233	1
Panaspis_annettesabinae_species_3102984	1
Parachlorella_sp._MACC-38_species_3101712	1
Cardamine_chenopodiifolia_species_3101730	1
Trichomonas_sp._genotype_1c_species_3101554	1
Trichomonas_sp._genotype_2a_species_3101555	1
Druceiella_hillmani_species_3102772	1
Kassina_somalica_species_3102983	1
Hypsolebias_gongobira_species_3103405	1
Auricularia_sp._M12_species_3103959	1
Auricularia_sp._M13_species_3103960	1
Fusarium_sp._FV32968_species_3104224	1
Fusarium_sp._FV-FL-02_species_3104225	1
Kazachstania_sp._PG8210_species_3092730	1
Penicillium_sp._B98-03_species_3092686	1
Aspergillus_sp._DX121-18F_species_3092690	1
Starmerella_sp._DX6506_species_3092693	1
Aspergillus_sp._DX7217_species_3092694	1
Wickerhamomyces_sp._DX7706-1_species_3092695	1
Wickerhamiella_sp._F6312_species_3092696	1
Kazachstania_sp._F8220_species_3092698	1
Kazachstania_sp._F8402_species_3092699	1
Pascua_sp._M117-10A_species_3092701	1
Pseudozyma_sp._M118-08B_species_3092702	1
Penicillium_sp._M121-12C_species_3092703	1
Umbelopsis_sp._M5902_species_3092704	1
Irpex_sp._M6601_species_3092705	1
Sordariomycetes_sp._M70-01Q_species_3092707	1
Diutina_sp._M7407A_species_3092708	1
Kazachstania_sp._M6911_species_3092706	1
Wickerhamomyces_sp._PG92-11_species_3092731	1
Irpex_sp._PG99-01B2_species_3092732	1
Aspergillus_sp._R109-04A_species_3092733	1
Schizothecium_sp._R5324_species_3092736	1
Furcasterigmium_sp._R96-07A1_species_3092739	1
Penicillium_sp._S103-07_species_3092740	1
Wickerhamiella_sp._S6620_species_3092742	1
Sordariomycetes_sp._S80-01Y_species_3092743	1
Irpex_sp._Y119-03_species_3092744	1
Aureobasidium_sp._Y128-05A_species_3092745	1
Candida_sp._Y128-05C_species_3092746	1
Candida_sp._Y128-05E_species_3092747	1
Diutina_sp._Y7414_species_3092748	1
Wickerhamomyces_sp._Y91-04_species_3092749	1
Mucor_sp._PG5414_species_3092728	1
Mucor_sp._M7501_species_3092709	1
Basipetospora_sp._M8501_species_3092710	1
Cutaneotrichosporon_sp._M94-02A_species_3092712	1
Aureobasidium_sp._M94-06E_species_3092713	1
Irpex_sp._P115-07_species_3092715	1
Talaromyces_sp._P118-02_species_3092716	1
Aspergillus_sp._P7301S-1_species_3092718	1
Spathaspora_sp._P7602_species_3092719	1
Kazachstania_sp._P8426_species_3092722	1
Wickerhamiella_sp._P97-06A_species_3092723	1
Penicillium_sp._PG106-07D_species_3092724	1
Penicillium_sp._PG113-03A_species_3092725	1
Penicillium_sp._PG115-01_species_3092726	1
Aspergillus_sp._PG119-06_species_3092727	1
Myotis_findleyi_species_3085897	1
Bathyporeia_elegans_species_3087353	1
Leiobunum_subalpinum_species_3086104	1
Calonectria_sp._134-2022_species_3085211	1
Cyanophora_paradoxa_species_2762	1
Chondrus_crispus_species_2769	1
Gracilaria_gracilis_species_2777	1
Gracilariopsis_lemaneiformis_species_2782	1
Apareiodon_sp._CBSF_female_01_species_3092293	1
Aspergillus_sp._B102-05B_species_3092684	1
Trichomonascaceae_sp._B5901_species_3092685	1
Dactylobotrys_graminicola_species_3092085	1
Umbelopsis_sp._WA50703_species_3097288	1
Chrysina_gloriosa_species_3098083	1
Boletus_piedmontensis_species_3095461	1
Aspergillus_sp._AS01_species_3095026	1
Spondylurus_nitidus_species_3095121	1
Zhengitettix_transpicula_species_3094285	1
Chlamydomonas_urium_species_3094832	1
Xerocomus_subpalustris_species_3095529	1
Chiua_aff._virens_species_3095530	1
Boletus_aff._phaeocephalus_species_3095531	1
Pulveroboletus_aff._carminiporus_species_3095533	1
Spongiforma_cf._squarepantsii_species_3095534	1
Pulveroboletus_aff._ridleyi_species_3095535	1
Tylopilus_aff._callainus_species_3095536	1
Phylloporus_cf._gajari_species_3095537	1
Tylopilus_cf._pallidocervicolor_species_3095538	1
Boletus_aff._mottiae_species_3095539	1
Neoboletus_cf._brunneissimus_species_3095540	1
Boletus_patriciae_species_3095460	1
Tylopilus_cf._pernanus_species_3095542	1
Pulveroboletus_cf._viridisquamosus_species_3095543	1
Boletus_aff._vermiculosoides_species_3095544	1
Crocinoboletus_aff._laetissimus_species_3095545	1
Leccinum_subatratum_species_3095512	1
Leccinum_subfulvum_species_3095513	1
Leccinum_subgranulosum_species_3095514	1
Leccinum_sublutescens_species_3095515	1
Leccinum_subrobustum_species_3095517	1
Leccinum_subspadiceum_species_3095518	1
Leccinum_truebloodii_species_3095520	1
Leccinum_variabile_species_3095521	1
Rossbeevera_mucosa_species_3095523	1
Tylopilus_subfusipes_species_3095525	1
Xerocomus_brunneocitrinus_species_3095526	1
Boletus_aff._violaceofuscus_species_3095541	1
Boletellus_aff._obscurococcineus_species_3095546	1
Pulveroboletus_cf._rosaemariae_species_3095547	1
Chalciporus_aff._trinitensis_species_3095548	1
Pulveroboletus_aff._viridisquamosus_species_3095549	1
Tylopilus_cf._leucomycelinus_species_3095550	1
Boletales_sp._KT-2023a_species_3095616	1
Boletales_sp._KT-2023b_species_3095617	1
Wakefieldia_striispora_species_3095618	1
Leccinum_huronense_species_3095494	1
Boletus_pseudo-olivaceus_species_3095462	1
Boletus_pseudopeckii_species_3095463	1
Boletus_pseudoseparans_species_3095464	1
Boletus_roseobadius_species_3095465	1
Boletus_rubescentipes_species_3095466	1
Boletus_rubropictus_species_3095468	1
Boletus_sphaerocystis_species_3095469	1
Boletus_subdepauperatus_species_3095470	1
Boletus_subgraveolens_species_3095471	1
Boletus_subparvulus_species_3095472	1
Boletus_tomentosulus_species_3095473	1
Boletus_vinaceobasis_species_3095474	1
Chalciporus_chontae_species_3095475	1
Xerocomus_minutiporus_species_3095527	1
Gyrodon_tennesseensis_species_3095477	1
Afroboletus_lepidellus_species_3095450	1
Boletus_calvinii_species_3095451	1
Boletus_coffeatus_species_3095452	1
Boletus_eberwhitei_species_3095453	1
Boletus_flavorubellus_species_3095454	1
Boletus_holoroseus_species_3095455	1
Boletus_hoseneyae_species_3095456	1
Boletus_insuetus_species_3095457	1
Boletus_mariae_species_3095458	1
Boletus_nancyae_species_3095459	1
Chalciporus_rubritubifer_species_3095476	1
Xerocomus_subilludens_species_3095528	1
Leccinum_idahoense_species_3095495	1
Leccinum_imitatum_species_3095496	1
Leccinum_incarnatum_species_3095497	1
Leccinum_laetum_species_3095498	1
Leccinum_obscurum_species_3095499	1
Leccinum_ochraceum_species_3095500	1
Leccinum_olivaceoglutinosum_species_3095501	1
Leccinum_olivaceopallidum_species_3095502	1
Leccinum_pallidistipes_species_3095503	1
Leccinum_pellstonianum_species_3095504	1
Leccinum_ponderosum_species_3095505	1
Leccinum_proliferum_species_3095506	1
Leccinum_proximum_species_3095507	1
Leccinum_fuscescens_species_3095493	1
Leccinum_rimulosum_species_3095509	1
Leccinum_solheimii_species_3095511	1
Heimioporus_punctisporus_species_3095478	1
Leccinum_ambiguum_species_3095479	1
Leccinum_angustisporum_species_3095480	1
Leccinum_arenicola_species_3095481	1
Leccinum_barrowsii_species_3095483	1
Leccinum_boreale_species_3095484	1
Leccinum_broughii_species_3095485	1
Leccinum_brunneo-olivaceum_species_3095486	1
Leccinum_clavatum_species_3095488	1
Leccinum_colubrinum_species_3095489	1
Leccinum_disarticulatum_species_3095490	1
Leccinum_discolor_species_3095491	1
Leccinum_fallax_species_3095492	1
Leccinum_pseudoinsigne_species_3095508	1
Atlantirivulus_jurubatibensis_species_3118896	1
Cnesterodon_brevirostratus_species_3118897	1
Hypsolebias_lulai_species_3118898	1
Kinnapotiguara_troglobia_species_3118900	1
Listrura_boticario_species_3118901	1
Melanorivulus_parnaibensis_species_3118902	1
Microcambeva_watu_species_3118903	1
Phalloceros_maldonadoi_species_3118904	1
Phalloptychus_iheringii_species_3118905	1
Rowlandius_potiguar_species_3118908	1
Potiberaba_porakuara_species_3118907	1
Splendidofilaria_pectoralis_species_3118922	1
Diaporthe_sp._P3_1W_species_3118639	1
Madrepora_sp._SY280-shi_species_3117734	1
Taxipathes_sp._SY275-mao_species_3117735	1
Paracalyptrophora_sp._SY255-jin_species_3117736	1
Bubalus_kerabau_species_3119969	1
Gyromitra_sp._13_AD-2024_species_3120042	1
Psilocybe_maluti_species_3120211	1
Gyromitra_sp._'persicula'_species_3120226	1
Magnusiomyces_sp._LA-1_species_3119571	1
Lecanicillium_sp._G3_species_3119160	1
Chaunax_sp._Z400_species_3119788	1
