DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Eukaryota_genome_counts
Phytophthora_lilii_species_2077276	2
Lamellibrachia_barhami_species_53613	2
Lamellibrachia_columna_species_53616	2
Escarpia_spicata_species_53617	2
Starmera_amethionina_species_53643	2
Starmera_quercuum_species_53646	2
Ogataea_methylovora_species_53649	2
Oeneis_ivallda_species_100748	2
Yarrowia_porcina_species_1540335	2
Oryctes_borbonicus_species_1629725	2
Macrosiphum_euphorbiae_species_13131	2
Micromys_minutus_species_13151	2
Pichia_pseudocactophila_species_53658	2
Hanseniaspora_valbyensis_species_53685	2
Andrena_marginata_species_1542598	2
Caerostris_darwini_species_1538125	2
Eptesicus_fuscus_species_29078	2
Ursus_maritimus_species_29073	2
Potos_flavus_species_29067	2
Phlebotomus_papatasi_species_29031	2
Polyporus_tsugae_species_2075311	2
Pristionchus_fissidentatus_species_1538716	2
Nakazawaea_wickerhamii_species_1538186	2
Samolus_valerandi_species_59985	2
Coccinonectria_pachysandricola_species_1634537	2
Bactrocera_tryoni_species_59916	2
Ficedula_albicollis_species_59894	2
Hydractinia_symbiolongicarpus_species_13093	2
Dermacentor_albipictus_species_60249	2
Cronartium_quercuum_species_60197	2
Lithobius_variegatus_species_60158	2
Penicillium_viridicatum_species_60134	2
Diaporthe_caulivora_species_60444	2
Apodemus_speciosus_species_105296	2
Taphrorychus_bicolor_species_105251	2
Brachionus_calyciflorus_species_104777	2
Lamellibrachia_satsuma_species_104711	2
Yarrowia_yakushimensis_species_1527289	2
Cryptococcus_amylolentus_species_104669	2
Leptasterias_polaris_species_59564	2
Dittrichia_graveolens_species_1532790	2
Stephanocyclus_meneghinianus_species_29205	2
Cyclotella_cryptica_species_29204	2
Triparma_laevis_species_1534972	2
Pantholops_hodgsonii_species_59538	2
Papilio_aristodemus_species_1527559	2
Coregonus_clupeaformis_species_59861	2
Turritis_glabra_species_63678	2
Coniosporium_apollinis_species_61459	2
Oryza_minuta_species_63629	2
Saturnispora_silvae_species_52249	2
Kurtzmaniella_fragi_species_52254	2
Saccharomycopsis_sp._FM-2023a_species_3086987	2
Pichia_ethanolica_species_52256	2
Metopia_argyrocephala_species_2021473	2
Penicillium_chermesinum_species_63820	2
Botryosphaeria_kuwatsukai_species_2021124	2
Epicoccum_latusicollum_species_2021037	2
Malassezia_vespertilionis_species_2020962	2
Gliophorus_irrigatus_species_1471999	2
Osteoglossum_bicirrhosum_species_109271	2
Alnus_cordata_species_109058	2
Arthaldeus_pascuellus_species_1655869	2
Alviniconcha_strummeri_species_1472349	2
Gerris_lacustris_species_108914	2
Sanghuangporus_baumii_species_108892	2
Mastigamoeba_balamuthi_species_108607	2
Diadema_setosum_species_31175	2
Sambucus_nigra_species_4202	2
Cymbalaria_muralis_species_4166	2
Erythranthe_laciniata_species_4156	2
Helicoverpa_assulta_species_52344	2
Citrus_x_limon_species_2708	2
Citrus_cavaleriei_species_2709	2
Tylopilus_felleus_species_98230	2
Oryzias_melastigma_species_30732	2
Rhizopogon_hawkerae_species_98233	2
Actinemys_pallida_species_1485138	2
Sphaerium_corneum_species_98288	2
Sinonovacula_constricta_species_98310	2
Cyanidium_caldarium_species_2771	2
Physaria_fendleri_species_63442	2
Fusarium_secorum_species_1477011	2
Trichophyton_benhamiae_species_63400	2
Hemibates_koningsi_species_2126561	2
Hyposmocoma_kahamanoa_species_1477025	2
Duncanopsammia_axifuga_species_1479653	2
Blepharisma_stoltei_species_1481888	2
Synanthedon_vespiformis_species_1660703	2
Platyedra_subcinerea_species_1660718	2
Eudonia_pallida_species_1660724	2
Culex_laticinctus_species_1464561	2
Actias_luna_species_63976	2
Agriphila_geniculea_species_1660579	2
Bryophila_domestica_species_1660595	2
Epinotia_tenerana_species_1660628	2
Erebia_eriphyle_species_1660629	2
Eristalinus_aeneus_species_2017640	2
Hippocampus_zosterae_species_109293	2
Gomalia_elma_species_1469290	2
Vitis_riparia_x_Vitis_cinerea_species_2018007	2
Aethes_tesserana_species_1660574	2
Stenoptilia_bipunctidactyla_species_1660692	2
Steinernema_feltiae_species_52066	2
Desmognathus_fuscus_species_52100	2
Erebia_melampus_species_1660630	2
Ethmia_dodecea_species_1660634	2
Globia_sparganii_species_1660644	2
Malacosoma_alpicolum_species_1660657	2
Gigantidas_platifrons_species_2830794	2
Pyrausta_nigrata_species_1660681	2
Setina_aurita_species_1660689	2
Littorina_obtusata_species_31218	2
Littorina_littorea_species_31216	2
Acanthosepion_esculentum_species_31210	2
Mactromeris_polynyma_species_31204	2
Spisula_subtruncata_species_31202	2
Anthochaera_phrygia_species_2020318	2
Sanghuangporus_weigelae_species_1659846	2
Neoschrammeniella_bowerbankii_species_3089545	2
Channa_striata_species_64152	2
Samia_ricini_species_63990	2
Morpho_helenor_species_64456	2
Linanthus_parryae_species_64432	2
Mesoplodon_mirus_species_52113	2
Spisula_solida_species_31201	2
Aspidoscelis_tigris_species_52180	2
Pseudochaenichthys_georgianus_species_52239	2
Saccharomyces_cerevisiae_x_Saccharomyces_eubayanus_x_Saccharomyces_uvarum_species_1470621	2
Mycena_citricolor_species_2018698	2
Schistosoma_mattheei_species_31246	2
Champsocephalus_gunnari_species_52237	2
Frangula_alnus_species_106677	2
Themeda_triandra_species_106636	2
Xanthoceras_sorbifolium_species_99658	2
Mecyna_flavalis_species_1502335	2
Hetaerina_titia_species_62019	2
Pleurotus_citrinopileatus_species_98342	2
Azelia_nebulosa_species_1643962	2
Aphidecta_obliterata_species_1501862	2
Eudasyphora_cyanicolor_species_1643974	2
Plecotus_auritus_species_61862	2
Fagopyrum_tataricum_species_62330	2
Spathodus_marlieri_species_52957	2
Amphilophus_citrinellus_species_61819	2
Thysanoteuthis_rhombus_species_61751	2
Hetaerina_americana_species_62018	2
Lymnocryptes_minimus_species_107379	2
Noccaea_caerulescens_species_107243	2
Bucephala_clangula_species_107022	2
Paraphysoderma_sedebokerense_species_1500003	2
Sorex_fumeus_species_62283	2
Dilophus_febrilis_species_52734	2
Timema_podura_species_61482	2
Didymella_exigua_species_100019	2
Malus_coronaria_species_106550	2
Malus_asiatica_species_106548	2
Pterostichus_niger_species_106386	2
Chalinochromis_cyanophleps_species_1506565	2
Lamium_amplexicaule_species_53160	2
Atherix_ibis_species_2025112	2
Skeletonema_costatum_species_2843	2
Tipula_lateralis_species_2025111	2
Aspergillus_pseudonomiae_species_1506151	2
Taurulus_bubalis_species_61643	2
Metschnikowia_drakensbergensis_species_1506548	2
Lamium_purpureum_species_53164	2
Scutellaria_galericulata_species_53169	2
Teucrium_scorodonia_species_53178	2
Brachymystax_lenok_species_62067	2
Leptogorgia_sarmentosa_species_1502934	2
Nineta_flava_species_1504853	2
Spathodus_erythrodon_species_52956	2
Bombus_opulentus_species_2024865	2
Rhinopithecus_bieti_species_61621	2
Galaxias_maculatus_species_61620	2
Eretmodus_cyanostictus_species_52954	2
Lachancea_quebecensis_species_1654605	2
Litoditis_marina_species_1654675	2
Cadophora_malorum_species_108018	2
Nigrospora_osmanthi_species_2022760	2
Drechmeria_coniospora_species_98403	2
Rhodomyrtus_tomentosa_species_98583	2
Trichoderma_lixii_species_1491472	2
Jacobaea_vulgaris_species_98722	2
Gloeostereum_incarnatum_species_98760	2
Hermanssonia_centrifuga_species_98765	2
Hyperoplus_immaculatus_species_1484357	2
Craspedostauros_australis_species_1486917	2
Drosophila_subpulchrella_species_1486046	2
Ophiostoma_quercus_species_108461	2
Sterna_hirundo_species_108405	2
Lepus_townsendii_species_63225	2
Hypoxylon_fragiforme_species_63214	2
Archocentrus_centrarchus_species_63155	2
Claviceps_pazoutovae_species_1649127	2
Claviceps_capensis_species_1649128	2
Claviceps_monticola_species_1649129	2
Cardinalis_cardinalis_species_98964	2
Manis_crassicaudata_species_1496684	2
Anopheles_maculipalpis_species_1496333	2
Hammondia_hammondi_species_99158	2
Eudonia_angustea_species_1498833	2
Myotis_daubentonii_species_98922	2
Ptychodera_flava_species_63121	2
Argyresthia_albistria_species_1492915	2
Neolamprologus_timidus_species_1492750	2
Bruchidius_siliquastri_species_1649775	2
Masticophis_lateralis_species_1651146	2
Himalopsyche_tibetana_species_2835795	2
Liopterus_haemorrhoidalis_species_107794	2
Buxus_sempervirens_species_4002	2
Euphorbia_esula_species_3993	2
Ricinus_communis_species_3988	2
Tachinus_rufipes_species_1588496	2
Oxystoma_pomonae_species_1588336	2
Malthinus_seriepunctatus_species_1588223	2
Limonius_poneli_species_1588201	2
Andrena_bucephala_species_1542580	2
Pseudotelphusa_scalella_species_1588108	2
Filipendula_ulmaria_species_57917	2
Gymnocephalus_cernua_species_57865	2
Larix_kaempferi_species_54800	2
Rhynchopelta_concentrica_species_55023	2
Xylographa_carneopallida_species_1590122	2
Viscum_album_species_3972	2
Eledone_cirrhosa_species_102876	2
Saxifraga_aizoides_species_102714	2
Temnothorax_nylanderi_species_102681	2
Abax_parallelepipedus_species_102642	2
Misopates_orontium_species_102599	2
Neogyromitra_parma_species_3063983	2
Discina_mcknightii_species_3063982	2
Maublancomyces_geogenius_species_3063980	2
Gyromitra_sp._9_AD-2023_species_3063976	2
Cryptocephalus_primarius_species_1587206	2
Chrysomela_saliceti_species_1587176	2
Chrysolina_oricalcia_species_1587174	2
Cartodere_bifasciata_species_1587142	2
Agrilus_cyanescens_species_1586972	2
Anisus_vorticulus_species_3071549	2
Pseudeuparius_sepicola_species_1586585	2
Phyllospadix_torreyi_species_55486	2
Dioscorea_alata_species_55571	2
Ophiocomina_nigra_species_55617	2
Astropecten_irregularis_species_55651	2
Aureobasidium_zeae_species_1592451	2
Triglochin_maritima_species_55501	2
Bromus_sterilis_species_55777	2
Celypha_lacunana_species_1594247	2
Cataclysta_lemnata_species_1594245	2
Macaca_nigra_species_54600	2
Agriphila_tristella_species_1594226	2
Agonopterix_arenella_species_1594222	2
Panagrolaimus_sp._PS1159_species_55785	2
Cyclocybe_cylindracea_species_1593264	2
Paratalanta_hyalinalis_species_1594322	2
Parapoynx_stratiotata_species_1594321	2
Orthotaenia_undulana_species_1594318	2
Nymphula_nitidulata_species_1594316	2
Notocelia_uddmanniana_species_1594315	2
Hedya_pruniana_species_1594309	2
Anania_hortulata_species_1594229	2
Macaca_silenus_species_54601	2
Macaca_thibetana_species_54602	2
Chlorociboria_aeruginosa_species_54693	2
Acanthis_flammea_species_54769	2
Pristiophorus_japonicus_species_55135	2
Sciurus_vulgaris_species_55149	2
Hiodon_alosoides_species_54904	2
Lythrum_hyssopifolia_species_22511	2
Castanea_sativa_species_21020	2
Astragalus_alpinus_species_20403	2
Posidonia_oceanica_species_55489	2
Thalassia_testudinum_species_55497	2
Polypterus_senegalus_species_55291	2
Tuber_indicum_species_55307	2
Agrius_convolvuli_species_55055	2
Mamestra_brassicae_species_55057	2
Guillardia_theta_species_55529	2
Apalone_spinifera_species_55534	2
Aponogeton_distachyos_species_55311	2
Erebia_embla_species_2057223	2
Erebia_stirius_species_2057229	2
Pyricularia_pennisetigena_species_1578925	2
Vitis_amurensis_species_103351	2
Phytophthora_x_cambivora_species_2056922	2
Leishmania_martiniquensis_species_1580590	2
Leucaspius_delineatus_species_58323	2
Anopheles_oryzalimnetes_species_58237	2
Castanea_crenata_species_103480	2
Decapterus_maruadsi_species_58220	2
Daldinia_loculata_species_103429	2
Anomoia_purmunda_species_103414	2
Acromyrmex_echinatior_species_103372	2
Leuciscus_leuciscus_species_58325	2
Tumenectria_laetidisca_species_1576472	2
Ascoidea_rubescens_species_54195	2
Alloascoidea_hylecoeti_species_54196	2
Caryopteris_x_clandonensis_species_54236	2
Priceomyces_melissophilus_species_27298	2
Debaryomyces_maramus_species_27297	2
Debaryomyces_castellii_species_27295	2
Erebia_christi_species_2057221	2
Cetorhinus_maximus_species_57982	2
Cryptomeria_japonica_species_3369	2
Comarum_palustre_species_57932	2
Argentina_anserina_species_57926	2
Umbellularia_californica_species_3438	2
Aquilegia_vulgaris_species_3451	2
Vitis_davidii_species_103354	2
Myxozyma_melibiosi_species_54550	2
Helminthosporium_solani_species_58128	2
Caenorhabditis_dolens_species_2035512	2
Nicotiana_glauca_species_4090	2
Solanum_peruvianum_species_4082	2
Hedera_helix_species_4052	2
Apium_graveolens_species_4045	2
Acer_saccharum_species_4024	2
Acer_negundo_species_4023	2
Spongia_lamella_species_3062688	2
Cottoperca_gobio_species_56716	2
Lipophrys_pholis_species_56720	2
Pholis_gunnellus_species_56726	2
Neolamprologus_meeli_species_56727	2
Crambe_crambe_species_3722	2
Trichomonas_gallinae_species_56777	2
Eudonia_murana_species_1594301	2
Cyamopsis_tetragonoloba_species_3832	2
Lathyrus_aphaca_species_3854	2
Hexaprotodon_liberiensis_species_56798	2
Alnus_incana_species_3516	2
Casuarina_glauca_species_3522	2
Incurvaria_masculella_species_101737	2
Phaseolus_coccineus_species_3886	2
Musella_lasiocarpa_species_101617	2
Lupinus_albus_species_3870	2
Inula_salicina_species_56531	2
Pulicaria_dysenterica_species_56535	2
Tarachidia_candefacta_species_56578	2
Fusarium_cerealis_species_56641	2
Chenopodium_album_species_3559	2
Dianthus_caryophyllus_species_3570	2
Fusarium_kyushuense_species_56665	2
Fusarium_buxicola_species_57154	2
Neonectria_coccinea_species_57153	2
Lucilia_sericata_species_13632	2
Luffa_acutangula_species_56866	2
Romanomermis_culicivorax_species_13658	2
Lipomyces_japonicus_species_56871	2
Lipomyces_spencermartinsiae_species_56873	2
Lipomyces_mesembrius_species_56874	2
Lunularia_cruciata_species_56931	2
Ceratitis_rosa_species_56958	2
Scomber_japonicus_species_13676	2
Syncephalastrum_racemosum_species_13706	2
Tagetes_erecta_species_13708	2
Sebastes_nudus_species_1617787	2
Fusarium_dimerum_species_57145	2
Corylus_colurna_species_101193	2
Thamnidium_elegans_species_101142	2
Juglans_nigra_species_16719	2
Carex_hirta_species_15193	2
Alisma_plantago-aquatica_species_15000	2
Vaccinium_macrocarpon_species_13750	2
Uria_aalge_species_13746	2
Pelodiscus_sinensis_species_13735	2
Fusarium_decemcellulare_species_57161	2
Neoboletus_brunneissimus_species_1603057	2
Brettanomyces_nanus_species_13502	2
Quercus_alba_species_3513	2
Istiophorus_platypterus_species_13575	2
Ligustrum_vulgare_species_13597	2
Rhizosphaera_kalkhoffii_species_57485	2
Sula_dactylatra_species_56068	2
Melanophora_roralis_species_1606788	2
Stomorhina_lunata_species_1606781	2
Lepiota_subincarnata_species_56170	2
Coprinus_comatus_species_56187	2
Sula_leucogaster_species_57661	2
Epinotia_ramella_species_1594296	2
Epinotia_demarniana_species_1594294	2
Epinotia_bilunana_species_1594293	2
Eana_incanana_species_1594282	2
Diurnea_lipsiella_species_1594279	2
Chrysoteuchia_culmella_species_1594250	2
Tinea_trinotella_species_1594354	2
Teleiodes_vulgella_species_1594352	2
Scoparia_pyralella_species_1594343	2
Scoparia_ambigualis_species_1594341	2
Pyrausta_aurata_species_1594338	2
Marasmarcha_lunaedactyla_species_1594453	2
Euspilapteryx_auroguttella_species_1594449	2
Aspilapteryx_tringipennella_species_1594445	2
Mompha_subbistrigella_species_1594371	2
Nemophora_metallica_species_1594367	2
Lathronympha_strigana_species_1594361	2
Zelleria_hepariella_species_1594360	2
Yponomeuta_plumbellus_species_1594356	2
Casuarina_equisetifolia_species_3523	2
Bougainvillea_glabra_species_3541	2
Tetmemena_sp._SeJ-2015_species_1609942	2
Gordius_albopunctatus_species_57293	2
Starmera_stellimalicola_species_56415	2
Artocarpus_heterophyllus_species_3489	2
Morus_alba_species_3498	2
Glarea_lozoyensis_species_101852	2
Sagittarius_serpentarius_species_56258	2
Pandion_haliaetus_species_56262	2
Curvularia_dactylocteniicola_species_2051580	2
Prunus_mume_species_102107	2
Plantago_coronopus_species_101996	2
Agrotis_ipsilon_species_56364	2
Hanseniaspora_lindneri_species_56411	2
Sinocyclocheilus_anshuiensis_species_1608454	2
Fusarium_algeriense_species_2050978	2
Caenorhabditis_sinica_species_1550068	2
Crucihimalaya_himalaica_species_59289	2
Fundulus_diaphanus_species_54267	2
Priceomyces_carsonii_species_28549	2
Ogataea_ramenticola_species_104402	2
Staphylinus_erythropterus_species_1553746	2
Rhagonycha_lutea_species_1553715	2
Podabrus_alpinus_species_1553677	2
Gamsiella_multidivaricata_species_101098	2
Hylocomiadelphus_triquetrus_species_28469	2
Luzula_sylvatica_species_59018	2
Sardinops_sagax_species_28381	2
Anolis_carolinensis_species_28377	2
Bretschneidera_sinensis_species_28529	2
Choanephora_cucurbitarum_species_101091	2
Pogostemon_cablin_species_28511	2
Gilbertella_persicaria_species_101096	2
Entomortierella_chlamydospora_species_101097	2
Grypus_equiseti_species_1553333	2
Gnatocerus_cornutus_species_1553328	2
Dalopius_marginatus_species_1553258	2
Cynaeus_angustus_species_1553252	2
Cryptophagus_acutangulus_species_1553241	2
Cantharis_nigra_species_1553174	2
Sylvicola_cinctus_species_1552766	2
Caulochytrium_protostelioides_species_1555241	2
Agonum_fuliginosum_species_1553040	2
Solea_senegalensis_species_28829	2
Elephantulus_edwardii_species_28737	2
Cyanocitta_cristata_species_28727	2
Troilus_luridus_species_1545368	2
Gonocerus_acuteangulatus_species_1545138	2
Pteronotus_parnellii_species_59476	2
Chrysops_caecutiens_species_1547359	2
Petrochromis_orthognathus_species_28818	2
Megachile_ligniseca_species_1542540	2
Megachile_leachella_species_1542539	2
Drosophila_eugracilis_species_29029	2
Cercospora_nicotianae_species_29003	2
Pichia_nakasei_species_53656	2
Pichia_cactophila_species_53657	2
Millerozyma_acaciae_species_28986	2
Limnanthes_douglasii_species_28973	2
Scolopax_rusticola_species_100826	2
Tetrao_urogallus_species_100830	2
Ceratocystis_uchidae_species_2029751	2
Microtus_californicus_species_100895	2
Dissostichus_eleginoides_species_100907	2
Colletotrichum_gigasporum_species_1543685	2
Symbiochloris_sp._species_3076140	2
Serripes_groenlandicus_species_1548725	2
Trichoglossus_moluccanus_species_1549204	2
Lipomyces_chichibuensis_species_1546026	2
Ecliptopera_silaceata_species_104457	2
Idaea_straminata_species_104449	2
Idaea_biselata_species_104448	2
Idaea_aversata_species_104447	2
Drepana_falcataria_species_104428	2
Camponotus_pennsylvanicus_species_104422	2
Camponotus_floridanus_species_104421	2
Nyctalus_leisleri_species_59465	2
Solicoccozyma_terricola_species_104414	2
Myotis_lucifugus_species_59463	2
Pseudognaphalium_luteoalbum_species_59425	2
Drepana_curvatula_species_104427	2
Verticillium_albo-atrum_species_27335	2
Anopheles_pauliani_species_1620269	2
Geotrichum_galactomycetum_species_27317	2
Dipodascus_albidus_species_27315	2
Encephalitozoon_intestinalis_species_58839	2
Geotrichum_citri-aurantii_species_58640	2
Ganoderma_leucocontextum_species_1566825	2
Pisolithus_croceorrhizus_species_2060934	2
Hoplias_malabaricus_species_27720	2
Saturnispora_saitoi_species_58634	2
Petrogale_coenensis_species_54081	2
Erpetoichthys_calabaricus_species_27687	2
Petrogale_lateralis_species_54085	2
Yueomyces_sinensis_species_58632	2
Petrogale_sharmani_species_54089	2
Sporopachydermia_quercuum_species_54094	2
Artibeus_lituratus_species_27634	2
Lagenorhynchus_albirostris_species_27610	2
Eubalaena_glacialis_species_27606	2
Phorcus_lineatus_species_1620919	2
Choristoneura_rosaceana_species_27543	2
Procambarus_virginalis_species_2065263	2
Calliphora_vomitoria_species_27454	2
Daphnia_galeata_species_27404	2
Brachyptera_putata_species_2065413	2
Petrogale_brachyotis_species_54079	2
Puccinia_coronata_species_27344	2
Harpagoxenus_sublaevis_species_27500	2
Ptychoptera_contaminata_species_1572538	2
Eristalis_pertinax_species_1572519	2
Coniella_vitis_species_2033813	2
Aegilops_sharonensis_species_58530	2
Colletotrichum_incanum_species_1573173	2
Convolvulus_arvensis_species_4123	2
Ipomoea_batatas_species_4120	2
Solanum_nigrum_species_4112	2
Petunia_x_hybrida_species_4102	2
Nicotiana_benthamiana_species_4100	2
Sousa_chinensis_species_103600	2
Nicotiana_tomentosiformis_species_4098	2
Nicotiana_sylvestris_species_4096	2
Tylopilus_aff._beelii_species_2842284	2
Quercus_variabilis_species_103481	2
Oscheius_sp._TEL-2014_species_1573569	2
[Candida]_silvatica_species_54193	2
Mythimna_unipuncta_species_103831	2
Drosophila_bocki_species_103765	2
Nothopassalora_personata_species_2060155	2
Fusarium_nepalense_species_1571107	2
Amborella_trichopoda_species_13333	2
Armadillidium_vulgare_species_13347	2
Calluna_vulgaris_species_13385	2
Mergus_octosetaceus_species_1570318	2
Cichorium_intybus_species_13427	2
Mixophyes_fleayi_species_3061075	2
Fusarium_louisianense_species_1571108	2
Penicillium_verhagenii_species_1562060	2
uncultured_Malasseziomycetes_species_2068111	2
Aulonocranus_dewindti_species_27731	2
Strigomonas_culicis_species_28005	2
Cottus_gobio_species_100952	2
Sycon_ciliatum_species_27933	2
Vipera_ursinii_species_103942	2
Bombus_monticola_species_103936	2
Bombus_flavifrons_species_103934	2
Phoebastria_albatrus_species_54023	2
Physcomitrium_patens_species_3218	2
Ceratodon_purpureus_species_3225	2
Sisyra_terminalis_species_1560625	2
Penicillium_longicatenatum_species_1561947	2
Picea_abies_species_3329	2
Natator_depressus_species_27790	2
Lepidochelys_olivacea_species_27788	2
Cunningtonia_longiventralis_species_27739	2
Callochromis_pleurospilus_species_27735	2
Bathybates_ferox_species_27733	2
Eretmochelys_imbricata_species_27787	2
Cyphotilapia_frontosa_species_27783	2
Limanda_limanda_species_27771	2
Xenotilapia_ochrogenys_species_27765	2
Tanganicodus_irsacae_species_27763	2
Paracyprichromis_brieni_species_27757	2
Ophthalmotilapia_ventralis_species_27755	2
Xenotilapia_tenuidentata_species_27753	2
Limnochromis_auritus_species_27749	2
Lestradea_perspicax_species_27747	2
Ectodus_descampsii_species_27743	2
Jaera_ischiosetosa_species_2067965	2
Cyathopharynx_furcifer_species_27741	2
Simplicillium_lamellicola_species_93593	2
Claviceps_spartinae_species_1294630	2
Leishmania_orientalis_species_2249476	2
Corchorus_olitorius_species_93759	2
Fremontodendron_californicum_species_93767	2
Camelina_neglecta_species_2864041	2
Globisporangium_mamillatum_species_115418	2
Globisporangium_iwayamae_species_115417	2
Plasmodium_cynomolgi_species_5827	2
Juglans_microcarpa_x_Juglans_regia_species_2249226	2
Plasmodium_brasilianum_species_5824	2
Talaromyces_thailandensis_species_1297587	2
Venturia_effusa_species_50376	2
Diabrotica_undecimpunctata_species_50387	2
Diabrotica_virgifera_species_50389	2
Crassadoma_gigantea_species_50415	2
Mimachlamys_varia_species_50417	2
Boechera_divaricarpa_species_115915	2
Stelis_phaeoptera_species_2249760	2
Talaromyces_liani_species_1295094	2
Heliconius_heurippa_species_33423	2
Heliconius_telesiphe_species_33421	2
Heliconius_besckei_species_33420	2
Muscicapa_striata_species_1293958	2
Leptothorax_acervorum_species_33409	2
Geminigera_sp._species_2864123	2
Zarea_fungicola_species_93591	2
Eremothecium_gossypii_species_33169	2
Kluyveromyces_aestuarii_species_33165	2
Coccidula_rufa_species_115345	2
Adalia_decempunctata_species_115343	2
Parietaria_judaica_species_33127	2
Capsicum_baccatum_species_33114	2
Buteo_rufinus_species_115134	2
Flavoplaca_marina_species_1301332	2
Akanthomyces_muscarius_species_2231603	2
Leishmania_aethiopica_species_5667	2
Leishmania_mexicana_species_5665	2
Angustalius_malacellus_species_2231905	2
Leishmania_enriettii_species_5663	2
Trametes_cinnabarina_species_5643	2
Dictyostelium_purpureum_species_5786	2
Vermamoeba_vermiformis_species_5778	2
Catocala_promissa_species_1734906	2
Acanthamoeba_polyphaga_species_5757	2
Montipora_palawanensis_species_3109268	2
Trypanosoma_rangeli_species_5698	2
Trypanosoma_evansi_species_5697	2
Leptomonas_seymouri_species_5684	2
Leishmania_peruviana_species_5681	2
Leishmania_naiffi_species_5678	2
Tiana_niger_species_2233769	2
Brachypalpus_laphriformis_species_2234001	2
Leptoglossus_phyllopus_species_1284684	2
Cladosporium_endophyticum_species_2259870	2
Heterodermia_speciosa_species_116794	2
Tricholomella_constricta_species_117010	2
Penicillium_angulare_species_116970	2
Physcia_stellaris_species_116821	2
Laburnum_anagyroides_species_49828	2
Phytophthora_tubulina_species_1985166	2
Sophora_flavescens_species_49840	2
Ajuga_chamaepitys_species_49984	2
Nothris_verbascella_species_1280467	2
Bryotropha_terrella_species_1280429	2
Retiboletus_ornatipes_species_1282276	2
Caloboletus_firmus_species_1282272	2
Pyrausta_despicata_species_1281420	2
Oculina_arbuscula_species_1282862	2
Heliconius_atthis_species_33430	2
Heliconius_wallacei_species_33429	2
Heliconius_pachinus_species_33428	2
Heliconius_ismenius_species_33427	2
Heliconius_hewitsoni_species_33426	2
Aquilegia_eximia_species_1291435	2
Euwallacea_similis_species_1736056	2
Epithemia_pelagica_species_2809013	2
Schmidtea_polychroa_species_50054	2
Heliconius_erato_species_33431	2
Tortricodes_alternella_species_116138	2
Hypaurotis_quercus_species_116135	2
Eupsilia_transversa_species_116130	2
Cosmia_trapezina_species_116126	2
Carcina_quercana_species_116121	2
Heliconius_eleuchia_species_33432	2
Ampelomyces_quisqualis_species_50730	2
Metschnikowia_cubensis_species_1323754	2
Sungouiella_thailandica_species_1323753	2
Clarireedia_paspali_species_2860823	2
Artibeus_intermedius_species_51014	2
Colletotrichum_musae_species_5464	2
Necator_americanus_species_51031	2
Meandrina_meandrites_species_51056	2
Cystofilobasidium_bisporidii_species_5411	2
Suillus_spraguei_species_5383	2
[Candida]_golubevii_species_1323752	2
Thermomyces_lanuginosus_species_5541	2
Curvularia_lunata_species_5503	2
Dioctria_linearis_species_1717392	2
Machimus_rusticus_species_1717430	2
Candida_viswanathii_species_5486	2
Cladonia_diversa_species_50926	2
Diutina_rugosa_species_5481	2
Candida_maltosa_species_5479	2
Rhizophagus_clarus_species_94130	2
Cryptoprocta_ferox_species_94188	2
Pristionchus_mayeri_species_1317129	2
Porites_lutea_species_51062	2
Cadophora_gregata_species_51156	2
Drosophila_lutescens_species_51159	2
Butyriboletus_loyo_species_2203075	2
Macrophomina_euphorbiicola_species_2203076	2
Phylloporus_rhodoxanthus_species_5374	2
Fusarium_keratoplasticum_species_1328300	2
Mesocentrotus_franciscanus_species_1328066	2
Narthecium_ossifragum_species_114204	2
Lentinus_tigrinus_species_5365	2
Acropora_intermedia_species_114500	2
Bathymodiolus_heckerae_species_114453	2
Coprinopsis_cinerea_species_5346	2
Harrya_chromipes_species_1325514	2
Trametes_hirsuta_species_5327	2
Butyriboletus_roseoflavus_species_1325616	2
Tortispora_sangerardonensis_species_1326890	2
Tortispora_starmeri_species_1326888	2
Tortispora_ganteri_species_1326887	2
Vitis_yunnanensis_species_1306156	2
Geotrichum_ghanense_species_2862414	2
Panorpa_germanica_species_50603	2
Colletotrichum_tanaceti_species_1306861	2
Callogorgia_gracilis_species_1309697	2
Arachnomyces_peruvianus_species_2219007	2
Hibiscus_tridactylites_species_2862204	2
Odonestis_pruni_species_1310355	2
Scheffersomyces_xylosifermentans_species_1304137	2
Rhodotorula_sp._JG-1b_species_1305733	2
Cardamine_amara_species_50461	2
Turbatrix_aceti_species_114909	2
Rhabditophanes_sp._KR3021_species_114890	2
Pollenia_griseotomentosa_species_1720740	2
Pinctada_fucata_species_50426	2
Caesio_teres_species_1311420	2
Mansonella_sp._'DEUX'_species_1719275	2
Xylaria_longipes_species_114818	2
Babesia_divergens_species_32595	2
Hypotaenidia_okinawae_species_2861861	2
Penicillium_subrubescens_species_1316194	2
Coturnix_japonica_species_93934	2
Metellina_segmentata_species_94026	2
Linyphia_triangularis_species_94031	2
Cryptococcus_wingfieldii_species_5619	2
Pontinus_rathbuni_species_1311485	2
Wickerhamiella_nectarea_species_1720237	2
Saitoella_complicata_species_5606	2
Fomitopsis_palustris_species_2870670	2
Netelia_fuscicornis_species_2803881	2
Odiellus_spinosus_species_2803876	2
Nanomia_septata_species_3117660	2
