Name_to_use,taxid,otu_count,size_count,lineage,lineage_ranks,lineage_taxids
Evaginogenida,163659,9,17,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Suctoria;Evaginogenida,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order,131567;2759;2698737;33630;5878;431838;37471;39462;163659
Ventrifissuridae,1938506,9,9,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Ventricleftida;Ventrifissuridae,cellular root;domain;clade;clade;phylum;class;order;family,131567;2759;2698737;543769;136419;1004930;1938500;1938506
Bacillariophyceae_XX,33849,8,29,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae;Bacillariophyceae_XX,cellular root;domain;clade;clade;clade;phylum;class;original_name,131567;2759;2698737;33634;2696291;2836;33849;33849
Balamuthiidae,555408,8,12,cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Balamuthiidae,cellular root;domain;clade;phylum;order;clade;family,131567;2759;554915;555280;1485168;555407;555408
LKM74-lineage,NA,8,10,LKM74-lineage,original_name,NA
Thaumatomonadidae,45098,8,9,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Thaumatomastigidae,cellular root;domain;clade;clade;phylum;class;clade;order;family,131567;2759;2698737;543769;136419;1736114;556185;188944;45098
Bicoecea_XX,33651,7,9,cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Opalozoa;Bicosoecida;Bicoecea_XX,cellular root;domain;clade;clade;class;clade;order;original_name,131567;2759;2698737;33634;2683628;2683629;33651;33651
Tubulinea_XXXX,555369,7,15,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Tubulinea_XXXX,cellular root;domain;clade;phylum;original_name,131567;2759;554915;555369;555369
ARMOP1,NA,6,9,ARMOP1,original_name,NA
Eimeriida.U.family,NA,6,20,Eimeriida.U.family,original_name,NA
Ichthyophonida_XX,198625,6,11,cellular organisms;Eukaryota;Opisthokonta;Ichthyosporea;Ichthyophonida;Ichthyophonida_XX,cellular root;domain;clade;class;order;original_name,131567;2759;33154;127916;198625;198625
Mortierellaceae_X,4854,6,6,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierellaceae_X,cellular root;domain;clade;kingdom;no rank;phylum;subphylum;class;order;family;original_name,131567;2759;33154;4751;112252;1913637;1137986;2212732;214503;4854;4854
Amphibia,8292,5,9,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum;clade;clade;clade;clade;superclass;clade;clade;class,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;8292
Choanocystidae,NA,5,6,,,
Cryomonadida.U.family,589444,5,7,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Cryomonadida.U.family,cellular root;domain;clade;clade;phylum;class;order;original_name,131567;2759;2698737;543769;136419;1004930;589444;589444
Dacrymycetes,452332,5,5,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Dacrymycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class,131567;2759;33154;4751;451864;5204;5302;452332
Leptomyxidae,66525,5,6,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Leptomyxida;Leptomyxidae,cellular root;domain;clade;phylum;class;order;family,131567;2759;554915;555369;2681632;66524;66525
Neogregarinorida.U.family,238088,5,9,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Gregarinasina;Neogregarinorida;Neogregarinorida.U.family,cellular root;domain;clade;clade;phylum;class;subclass;order;original_name,131567;2759;2698737;33630;5794;1280412;35086;238088;238088
Novel-Clade-4,NA,5,6,Novel-Clade-4,original_name,NA
Nucleohelea,NA,5,14,,,
Polychytriales_X,1134056,5,6,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Polychytriales;Polychytriales_X,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;original_name,131567;2759;33154;4751;112252;4761;2683659;451435;1134056;1134056
Saprolegniales,4763,5,126,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Saprolegniales,cellular root;domain;clade;clade;phylum;order,131567;2759;2698737;33634;4762;4763
Stramenopiles_XXXX,33634,5,8,cellular organisms;Eukaryota;Sar;Stramenopiles;Stramenopiles_XXXX,cellular root;domain;clade;clade;original_name,131567;2759;2698737;33634;33634
Trebouxiophyceae_XX,75966,5,8,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Trebouxiophyceae_XX,cellular root;domain;kingdom;phylum;clade;class;original_name,131567;2759;33090;3041;2692248;75966;75966
Allapsidae,2607627,4,6,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Glissomonadida;Allapsidae,cellular root;domain;clade;clade;phylum;order;family,131567;2759;2698737;543769;136419;1238681;2607627
CCW10-lineage,NA,4,6,CCW10-lineage,original_name,NA
Endomyxa-Ascetosporea_XX,1871466,4,8,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Ascetosporea;Endomyxa-Ascetosporea_XX,cellular root;domain;clade;clade;phylum;class;original_name,131567;2759;2698737;543769;2604748;1871466;1871466
Lepidosauria,8504,4,42,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum;clade;clade;clade;clade;superclass;clade;clade;clade;clade;clade;class,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;8457;32561;8504
Limnofilidae,1938435,4,6,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Limnofilidae,cellular root;domain;clade;clade;phylum;family,131567;2759;2698737;543769;136419;1938435
Mataza-lineage,1004929,4,5,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Thecofilosea incertae sedis;Mataza,cellular root;domain;clade;clade;phylum;class;no rank;genus,131567;2759;2698737;543769;136419;1004930;2927581;1004929
OLIGO5_X,NA,4,4,OLIGO5_X,original_name,NA
Paracercomonadidae,NA,4,4,,,
Paradinida_X,NA,4,5,Paradinida_X,original_name,NA
Rhynchomonadidae,2728145,4,14,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonadidae,cellular root;domain;clade;phylum;class;subclass;order;family,131567;2759;2611352;33682;5653;2704647;2704648;2728145
Sphaeropleales_X,35491,4,6,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Sphaeropleales_X,cellular root;domain;kingdom;phylum;clade;class;clade;order;original_name,131567;2759;33090;3041;2692248;3166;2812636;35491;35491
Streptophyta_XXXX,35493,4,23,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophyta_XXXX,cellular root;domain;kingdom;phylum;original_name,131567;2759;33090;35493;35493
Acanthopodida.U.family,NA,3,3,Acanthopodida.U.family,original_name,NA
Adeleidae,203140,3,3,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Adeleorina;Adeleidae,cellular root;domain;clade;clade;phylum;suborder;family,131567;2759;2698737;33630;5794;75740;203140
Ceratiaceae,39451,3,65,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Ceratiaceae,cellular root;domain;clade;clade;class;order;family,131567;2759;2698737;33630;2864;40984;39451
Chytridiomycota_XX,4761,3,3,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota_XX,cellular root;domain;clade;kingdom;no rank;phylum;original_name,131567;2759;33154;4751;112252;4761;4761
Filosa-Thecofilosea_XX,1004930,3,4,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Filosa-Thecofilosea_XX,cellular root;domain;clade;clade;phylum;class;original_name,131567;2759;2698737;543769;136419;1004930;1004930
Hartmannulidae,247151,3,6,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Phyllopharyngia;Dysteriida;Hartmannulidae,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family,131567;2759;2698737;33630;5878;431838;37471;238896;238898;247151
Lipomycetaceae,29827,3,6,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Lipomycetes;Lipomycetales;Lipomycetaceae,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;class;order;family,131567;2759;33154;4751;451864;4890;716545;147537;3243770;3243773;29827
MAST-3,NA,3,7,MAST-3,original_name,NA
NC12B-lineage,NA,3,11,NC12B-lineage,original_name,NA
Nibbleridae,3004210,3,11,cellular organisms;Eukaryota;Provora;Nibbleridia;Nibbleridea;Nibbleridida;Nibbleridae,cellular root;domain;clade;phylum;class;order;family,131567;2759;3004206;3004207;3004208;3004209;3004210
Rhizophydiaceae,451449,3,45,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales;Rhizophydiaceae,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;family,131567;2759;33154;4751;112252;4761;2683659;451435;451442;451449
Alphamonaceae,2605703,2,10,cellular organisms;Eukaryota;Sar;Alveolata;Colpodellida;Alphamonaceae,cellular root;domain;clade;clade;clade;family,131567;2759;2698737;33630;877183;2605703
Corallicolidae,2828056,2,2,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Corallicolida;Corallicolidae,cellular root;domain;clade;clade;phylum;class;order;family,131567;2759;2698737;33630;5794;1280412;2828055;2828056
Cryothecomonas-lineage,151025,2,3,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Cryothecomonas,cellular root;domain;clade;clade;phylum;class;order;family;genus,131567;2759;2698737;543769;136419;1004930;589444;2603934;151025
Cyanidiales_X,265318,2,21,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Cyanidiales;Cyanidiales_X,cellular root;domain;phylum;class;order;original_name,131567;2759;2763;2797;265318;265318
Endomyxa_XX,2604748,2,2,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Endomyxa_XX,cellular root;domain;clade;clade;phylum;original_name,131567;2759;2698737;543769;2604748;2604748
Glissomonadida_X,1238681,2,2,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Glissomonadida;Glissomonadida_X,cellular root;domain;clade;clade;phylum;order;original_name,131567;2759;2698737;543769;136419;1238681;1238681
Pelobiontida.U.family,2682475,2,3,cellular organisms;Eukaryota;Amoebozoa;Evosea;Archamoebae;Pelobiontida;Pelobiontida.U.family,cellular root;domain;clade;phylum;clade;order;original_name,131567;2759;554915;2605435;555406;2682475;2682475
Rhizaria.U.family,543769,2,3,cellular organisms;Eukaryota;Sar;Rhizaria;Rhizaria.U.family,cellular root;domain;clade;clade;original_name,131567;2759;2698737;543769;543769
Schizosaccharomycetes,147554,2,13,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class,131567;2759;33154;4751;451864;4890;451866;147554
Sphaerozoidae,65588,2,3,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea;Collodaria;Sphaerozoidae,cellular root;domain;clade;clade;clade;class;order;family,131567;2759;2698737;543769;2662056;65582;1426915;65588
Thaumatomonadida_X,188944,2,2,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Thaumatomonadida_X,cellular root;domain;clade;clade;phylum;class;clade;order;original_name,131567;2759;2698737;543769;136419;1736114;556185;188944;188944
Tubulinea.U.family,555369,2,2,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Tubulinea.U.family,cellular root;domain;clade;phylum;original_name,131567;2759;554915;555369;555369
Chytridiales_X,4810,1,5,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytridiales_X,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;original_name,131567;2759;33154;4751;112252;4761;2683659;451435;4810;4810
Craniata_XX,89593 Craniata,1,1,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Craniata_XX,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum Craniata;original_name,131567;2759;33154;33208;6072;33213;33511;7711;89593;89593 Craniata
Cryomonadida_X,589444,1,1,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Cryomonadida_X,cellular root;domain;clade;clade;phylum;class;order;original_name,131567;2759;2698737;543769;136419;1004930;589444;589444
Echinamoebidae,136448,1,2,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Echinamoebida;Echinamoebidae,cellular root;domain;clade;phylum;class;family,131567;2759;554915;555369;2681631;136448
Haliphthorales,NA,1,2,,,
Massiteriidae,NA,1,2,,,
Mastigamoebida.U.family,2682482,1,2,cellular organisms;Eukaryota;Amoebozoa;Evosea;Archamoebae;Mastigamoebida;Mastigamoebida.U.family,cellular root;domain;clade;phylum;clade;order;original_name,131567;2759;554915;2605435;555406;2682482;2682482
Nebulidae,3004452,1,3,cellular organisms;Eukaryota;Provora;Nebulidia;Nebulidea;Nebulidida;Nebulidae,cellular root;domain;clade;phylum;class;order;family,131567;2759;3004206;3004449;3004450;3004451;3004452
Selenastraceae,35466,1,1,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Selenastraceae,cellular root;domain;kingdom;phylum;clade;class;clade;order;family,131567;2759;33090;3041;2692248;3166;2812636;35491;35466
Skeletonemaceae,NA,1,1,,,
Zoopagomycota.U.family,1913638,1,2,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Zoopagomycota.U.family,cellular root;domain;clade;kingdom;no rank;phylum;original_name,131567;2759;33154;4751;112252;1913638;1913638
