Name_to_use,taxid,otu_count,size_count,lineage,lineage_ranks,lineage_taxids
Eukaryota.U.family,2759,9333,39360,cellular organisms;Eukaryota;Eukaryota.U.family,cellular root;domain;original_name,131567;2759;2759
Metazoa.U.family,33208,4480,25091,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Metazoa.U.family,cellular root;domain;clade;kingdom;original_name,131567;2759;33154;33208;33208
Amoebozoa.U.family,554915,4214,15143,cellular organisms;Eukaryota;Amoebozoa;Amoebozoa.U.family,cellular root;domain;clade;original_name,131567;2759;554915;554915
Insecta,50557,3087,19878,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557
Embryophyceae_XX,NA,2248,16076,Embryophyceae_XX,original_name,NA
Mastigamoebidae,174815,1609,10879,cellular organisms;Eukaryota;Amoebozoa;Evosea;Archamoebae;Mastigamoebida;Mastigamoebidae,cellular root;domain;clade;phylum;clade;order;family,131567;2759;554915;2605435;555406;2682482;174815
Euglenida.U.family,3035,1526,5350,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Euglenida.U.family,cellular root;domain;clade;phylum;class;original_name,131567;2759;2611352;33682;3035;3035
Sordariomycetes,147550,1305,9434,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550
Nematoda.U.family,6231,1163,5960,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Nematoda.U.family,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;original_name,131567;2759;33154;33208;6072;33213;33317;1206794;6231;6231
Cercozoa.U.family,136419,1152,3275,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Cercozoa.U.family,cellular root;domain;clade;clade;phylum;original_name,131567;2759;2698737;543769;136419;136419
Fungi.U.family,4751,1112,2638,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi.U.family,cellular root;domain;clade;kingdom;original_name,131567;2759;33154;4751;4751
Dinophyceae.U.family,2864,1090,4487,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Dinophyceae.U.family,cellular root;domain;clade;clade;class;original_name,131567;2759;2698737;33630;2864;2864
Stramenopiles.U.family,33634,1038,7804,cellular organisms;Eukaryota;Sar;Stramenopiles;Stramenopiles.U.family,cellular root;domain;clade;clade;original_name,131567;2759;2698737;33634;33634
Pezizomycotina.U.family,147538,987,5074,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;Pezizomycotina.U.family,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;original_name,131567;2759;33154;4751;451864;4890;716545;147538;147538
Heterolobosea.U.family,5752,896,4751,cellular organisms;Eukaryota;Discoba;Heterolobosea;Heterolobosea.U.family,cellular root;domain;clade;phylum;original_name,131567;2759;2611352;5752;5752
Dothideomycetes,147541,874,4225,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class,131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541
Platyhelminthes.U.family,6157,851,2920,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Platyhelminthes.U.family,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;original_name,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;6157
Gyrista.U.family,NA,833,3060,Gyrista.U.family,original_name,NA
Ciliophora.U.family,5878,803,4342,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Ciliophora.U.family,cellular root;domain;clade;clade;phylum;original_name,131567;2759;2698737;33630;5878;5878
Oxytrichidae,57506,800,7715,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Sporadotrichida;Oxytrichidae,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family,131567;2759;2698737;33630;5878;431838;33829;194286;693921;57506
Chromadorea_X,119089,778,4386,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Chromadorea_X,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;original_name,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;119089
Agaricomycetes,155619,759,5519,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class,131567;2759;33154;4751;451864;5204;5302;155619
Opisthokonta.U.family,33154,687,3638,cellular organisms;Eukaryota;Opisthokonta;Opisthokonta.U.family,cellular root;domain;clade;original_name,131567;2759;33154;33154
Dino-Group-II.U.family,NA,657,2568,Dino-Group-II.U.family,original_name,NA
Sandonidae,2586441,645,3733,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Glissomonadida;Sandonidae,cellular root;domain;clade;clade;phylum;order;family,131567;2759;2698737;543769;136419;1238681;2586441
Eurotiomycetes,147545,604,6441,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545
Hexamitidae,5739,573,3242,cellular organisms;Eukaryota;Metamonada;Fornicata;Diplomonadida;Hexamitidae,cellular root;domain;clade;phylum;order;family,131567;2759;2611341;207245;5738;5739
Dino-Group-II-Clade-7,NA,547,1828,Dino-Group-II-Clade-7,original_name,NA
Chytridiomycota.U.family,4761,530,1528,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota.U.family,cellular root;domain;clade;kingdom;no rank;phylum;original_name,131567;2759;33154;4751;112252;4761;4761
TSAR.U.family,NA,509,1675,TSAR.U.family,original_name,NA
Monothalamids_X.U.family,1505960,507,2233,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Monothalamids;Monothalamids_X.U.family,cellular root;domain;clade;clade;clade;phylum;clade;original_name,131567;2759;2698737;543769;2662056;29178;1505960;1505960
Chlorophyta_X.U.family,3041,499,2267,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Chlorophyta_X.U.family,cellular root;domain;kingdom;phylum;original_name,131567;2759;33090;3041;3041
Hartmannellidae,5776,472,2106,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Euamoebida;Hartmannellidae,cellular root;domain;clade;phylum;class;order;family,131567;2759;554915;555369;2681632;180229;5776
Euglenaceae,1131320,470,1572,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Euglenales;Euglenaceae,cellular root;domain;clade;phylum;class;clade;subclass;order;family,131567;2759;2611352;33682;3035;2570567;2704141;86650;1131320
Thoracosphaeraceae,1691972,468,2008,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Thoracosphaerales;Thoracosphaeraceae,cellular root;domain;clade;clade;class;order;family,131567;2759;2698737;33630;2864;33835;1691972
Kinetoplastea.U.family,5653,451,1621,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Kinetoplastea.U.family,cellular root;domain;clade;phylum;class;original_name,131567;2759;2611352;33682;5653;5653
Crustacea.U.family,6657,436,2433,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Crustacea.U.family,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;original_name,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;6657
Petalomonadida.U.family,2570648,422,1103,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Petalomonadida.U.family,cellular root;domain;clade;phylum;class;order;original_name,131567;2759;2611352;33682;3035;2570648;2570648
Dino-Group-II-Clade-10-and-11,NA,415,1595,Dino-Group-II-Clade-10-and-11,original_name,NA
Alveolata.U.family,33630,393,8253,cellular organisms;Eukaryota;Sar;Alveolata;Alveolata.U.family,cellular root;domain;clade;clade;original_name,131567;2759;2698737;33630;33630
Polycystinea.U.family,65582,391,4253,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea;Polycystinea.U.family,cellular root;domain;clade;clade;clade;class;original_name,131567;2759;2698737;543769;2662056;65582;65582
Leotiomycetes,147548,374,2629,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147548
Peronosporales,4776,373,2022,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporales,cellular root;domain;clade;clade;phylum;order,131567;2759;2698737;33634;4762;4776
Mollusca.U.family,6447,353,2354,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Mollusca.U.family,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;original_name,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6447;6447
Archaeplastida.U.family,NA,342,1480,Archaeplastida.U.family,original_name,NA
Oligohymenophorea.U.family,6020,339,1781,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Oligohymenophorea.U.family,cellular root;domain;clade;clade;phylum;subphylum;class;original_name,131567;2759;2698737;33630;5878;431838;6020;6020
Agaricomycotina.U.family,5302,328,2666,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycotina.U.family,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;original_name,131567;2759;33154;4751;451864;5204;5302;5302
Craniata_X.U.family,89593 Craniata,326,2470,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Craniata_X.U.family,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum Craniata;original_name,131567;2759;33154;33208;6072;33213;33511;7711;89593;89593 Craniata
Foraminifera.U.family,29178,322,2196,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Foraminifera.U.family,cellular root;domain;clade;clade;clade;phylum;original_name,131567;2759;2698737;543769;2662056;29178;29178
Chlorellales_X,35460,315,3348,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Chlorellales;Chlorellales_X,cellular root;domain;kingdom;phylum;clade;class;order;original_name,131567;2759;33090;3041;2692248;75966;35460;35460
Vampyrellida.U.family,1367446,315,1110,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Vampyrellida;Vampyrellida.U.family,cellular root;domain;clade;clade;phylum;order;original_name,131567;2759;2698737;543769;2604748;1367446;1367446
Thalassiosiraceae,29202,309,6048,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae,cellular root;domain;clade;clade;clade;phylum;class;subclass;order;family,131567;2759;2698737;33634;2696291;2836;33836;33846;33847;29202
Bathycoccaceae,1525212,308,6531,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2759;33090;3041;1035538;13792;1525212
Exobasidiomycetes,452283,306,11775,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class,131567;2759;33154;4751;451864;5204;452284;452283
Anthozoa,6101,297,2971,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa,cellular root;domain;clade;kingdom;clade;phylum;class,131567;2759;33154;33208;6072;6073;6101
Maxillopoda,NA,290,3923,,,
Ascomycota.U.family,4890,288,3632,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Ascomycota.U.family,cellular root;domain;clade;kingdom;subkingdom;phylum;original_name,131567;2759;33154;4751;451864;4890;4890
Dino-Group-II-Clade-6,NA,286,4127,Dino-Group-II-Clade-6,original_name,NA
Bicoecea.U.family,33651,280,1227,cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Opalozoa;Bicosoecida;Bicoecea.U.family,cellular root;domain;clade;clade;class;clade;order;original_name,131567;2759;2698737;33634;2683628;2683629;33651;33651
Radiolaria.U.family,65574 Radiolaria,272,1717,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Acantharea;Radiolaria.U.family,cellular root;domain;clade;clade;clade;class Radiolaria;original_name,131567;2759;2698737;543769;2662056;65574;65574 Radiolaria
Rozellomycota_XX,1031332,268,757,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Cryptomycota;Rozellomycota_XX,cellular root;domain;clade;kingdom;no rank;phylum;original_name,131567;2759;33154;4751;112252;1031332;1031332
Saccharomycotina.U.family,147537,259,3098,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycotina.U.family,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;original_name,131567;2759;33154;4751;451864;4890;716545;147537;147537
Mammalia,40674,257,852,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum;clade;clade;clade;clade;superclass;clade;clade;clade;class,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674
Dileptidae,1652550,253,2935,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Litostomatea;Haptoria;Haptorida;Dileptidae,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family,131567;2759;2698737;33630;5878;431838;5988;197905;5989;1652550
Scytomonadidae,2570650,240,549,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Scytomonadidae,cellular root;domain;clade;phylum;class;order;family,131567;2759;2611352;33682;3035;2570648;2570650
Glomerales,36750,236,4813,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales,cellular root;domain;clade;kingdom;no rank;phylum;subphylum;class;order,131567;2759;33154;4751;112252;1913637;214504;214506;36750
Saccharomycetales,4892,233,2434,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;class;order,131567;2759;33154;4751;451864;4890;716545;147537;4891;4892
Neobodonida.U.family,2704648,221,929,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Neobodonida.U.family,cellular root;domain;clade;phylum;class;subclass;order;original_name,131567;2759;2611352;33682;5653;2704647;2704648;2704648
Perkinsida_XX,27998,221,1396,cellular organisms;Eukaryota;Sar;Alveolata;Perkinsozoa;Perkinsea;Perkinsida;Perkinsida_XX,cellular root;domain;clade;clade;phylum;clade;order;original_name,131567;2759;2698737;33630;2497438;27997;27998;27998
Lecanoromycetes,147547,220,1048,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class,131567;2759;33154;4751;451864;4890;716545;147538;716546;147547
Opalozoa.U.family,2683629,218,1086,cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Opalozoa;Opalozoa.U.family,cellular root;domain;clade;clade;class;clade;original_name,131567;2759;2698737;33634;2683628;2683629;2683629
Chlamydomonadales_X,3042,217,1479,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadales_X,cellular root;domain;kingdom;phylum;clade;class;clade;order;original_name,131567;2759;33090;3041;2692248;3166;2812636;3042;3042
Neovahlkampfiidae,2602010,211,780,cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Neovahlkampfiidae,cellular root;domain;clade;phylum;clade;family,131567;2759;2611352;5752;2601529;2602010
Nassellaria.U.family,278980,209,918,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea;Nassellaria;Nassellaria.U.family,cellular root;domain;clade;clade;clade;class;order;original_name,131567;2759;2698737;543769;2662056;65582;278980;278980
Acantharea_3a,65574,208,1225,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Acantharea;Acantharea_3a,cellular root;domain;clade;clade;clade;class;original_name,131567;2759;2698737;543769;2662056;65574;65574
Tetramitia_I.U.family,2601529,200,796,cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Tetramitia_I.U.family,cellular root;domain;clade;phylum;clade;original_name,131567;2759;2611352;5752;2601529;2601529
Dino-Group-I.U.family,NA,197,907,Dino-Group-I.U.family,original_name,NA
Flamellidae.U.family,2605335,197,567,cellular organisms;Eukaryota;Amoebozoa;Evosea;Variosea;Flamellidae;Flamellidae.U.family,cellular root;domain;clade;phylum;class;family;original_name,131567;2759;554915;2605435;2605334;2605335;2605335
Dino-Group-I-Clade-5,NA,196,1050,Dino-Group-I-Clade-5,original_name,NA
Eupetalomonads_X,NA,192,534,Eupetalomonads_X,original_name,NA
Digenea,256429,190,955,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Ceramiales;Rhodomelaceae;Polysiphonioideae;Digenea,cellular root;domain;phylum;class;subclass;order;family;subfamily;genus,131567;2759;2763;2806;2045261;2802;2803;2008651;256429
Fungi_XXX,4751,190,809,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi_XXX,cellular root;domain;clade;kingdom;original_name,131567;2759;33154;4751;4751
Phyllopharyngea.U.family,37471,186,686,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Phyllopharyngea.U.family,cellular root;domain;clade;clade;phylum;subphylum;class;original_name,131567;2759;2698737;33630;5878;431838;37471;37471
Kinetoplastea_XX,5653,183,428,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Kinetoplastea_XX,cellular root;domain;clade;phylum;class;original_name,131567;2759;2611352;33682;5653;5653
Dino-Group-I-Clade-4,NA,182,1189,Dino-Group-I-Clade-4,original_name,NA
Sessilida,1974272,174,1759,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Peritrichia;Sessilida,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order,131567;2759;2698737;33630;5878;431838;6020;6021;1974272
WIM80-lineage,NA,173,656,WIM80-lineage,original_name,NA
Actinocephalidae,650287,172,567,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Gregarinasina;Eugregarinorida;Actinocephalidae,cellular root;domain;clade;clade;phylum;class;subclass;order;family,131567;2759;2698737;33630;5794;1280412;35086;35087;650287
Rhizophydiales_X,451442,157,593,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales;Rhizophydiales_X,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;original_name,131567;2759;33154;4751;112252;4761;2683659;451435;451442;451442
Cercomonadidae,45108,154,294,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Cercomonadida;Cercomonadidae,cellular root;domain;clade;clade;phylum;order;family,131567;2759;2698737;543769;136419;188941;45108
Turbellaria.U.family,166384,153,634,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Turbellaria;Turbellaria.U.family,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;original_name,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;166384;166384
Centroplasthelida_X.U.family,193537,151,475,cellular organisms;Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X.U.family,cellular root;domain;clade;class;original_name,131567;2759;2608109;193537;193537
Difflugina,2681634,151,397,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Arcellinida;Difflugina,cellular root;domain;clade;phylum;class;order;suborder,131567;2759;554915;555369;2681632;318493;2681634
Salpingoecidae_Group_C1,81529,148,357,cellular organisms;Eukaryota;Opisthokonta;Choanoflagellata;Craspedida;Salpingoecidae;Salpingoecidae_Group_C1,cellular root;domain;clade;class;order;family;original_name,131567;2759;33154;28009;1924738;81529;81529
Trypanosomatidae,5654,147,1188,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae,cellular root;domain;clade;phylum;class;subclass;order;family,131567;2759;2611352;33682;5653;2704647;2704949;5654
Nolandellidae,NA,142,405,,,
Arthropoda.U.family,6656,138,741,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Arthropoda.U.family,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;original_name,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;6656
Rotifera_XX,10190,135,1684,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Rotifera_XX,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;original_name,131567;2759;33154;33208;6072;33213;33317;2697495;2697496;10190;10190
Rhogostoma-lineage,981201,134,853,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Rhogostomidae;Rhogostoma,cellular root;domain;clade;clade;phylum;class;order;family;genus,131567;2759;2698737;543769;136419;1004930;589444;2004844;981201
Branchiopoda,6658,132,783,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Branchiopoda,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;6658
Arachnida,6854,130,496,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;subphylum;class,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;6843;6854
Gregarinidae,35088,130,692,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Gregarinasina;Eugregarinorida;Gregarinidae,cellular root;domain;clade;clade;phylum;class;subclass;order;family,131567;2759;2698737;33630;5794;1280412;35086;35087;35088
Tremellomycetes,155616,126,690,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class,131567;2759;33154;4751;451864;5204;5302;155616
Schizoplasmodiidae,2681886,124,320,cellular organisms;Eukaryota;Amoebozoa;Evosea;Variosea;Fractovitellida;Schizoplasmodiidae,cellular root;domain;clade;phylum;class;order;family,131567;2759;554915;2605435;2605334;2605345;2681886
Acanthamoebidae,33677,123,773,cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Acanthamoebidae,cellular root;domain;clade;phylum;order;clade;family,131567;2759;554915;555280;1485168;555407;33677
Tubulinea_X.U.family,555369,121,492,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X.U.family,cellular root;domain;clade;phylum;original_name,131567;2759;554915;555369;555369
Dino-Group-I-Clade-1,NA,116,2072,Dino-Group-I-Clade-1,original_name,NA
Psalteriomonadidae,1129782,108,544,cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Psalteriomonadidae,cellular root;domain;clade;phylum;clade;clade;family,131567;2759;2611352;5752;2601529;2601530;1129782
Plasmodiidae,1639119,103,612,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae,cellular root;domain;clade;clade;phylum;class;order;family,131567;2759;2698737;33630;5794;422676;5819;1639119
Theileriidae,27994,101,1221,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae,cellular root;domain;clade;clade;phylum;class;order;family,131567;2759;2698737;33630;5794;422676;5863;27994
Gastrotricha_XX,33313,99,612,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Gastrotricha;Gastrotricha_XX,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;original_name,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;33313;33313
Dino-Group-II-Clade-3,NA,92,284,Dino-Group-II-Clade-3,original_name,NA
Monothalamids_XX,1505960,92,231,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Monothalamids;Monothalamids_XX,cellular root;domain;clade;clade;clade;phylum;clade;original_name,131567;2759;2698737;543769;2662056;29178;1505960;1505960
Thaumatomonadida.U.family,188944,88,597,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Thaumatomonadida.U.family,cellular root;domain;clade;clade;phylum;class;clade;order;original_name,131567;2759;2698737;543769;136419;1736114;556185;188944;188944
Euamoebida.U.family,180229,86,246,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Euamoebida;Euamoebida.U.family,cellular root;domain;clade;phylum;class;order;original_name,131567;2759;554915;555369;2681632;180229;180229
Suctoria_X,39462,83,403,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Suctoria;Suctoria_X,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;original_name,131567;2759;2698737;33630;5878;431838;37471;39462;39462
Endostelium-lineage,668361,82,179,cellular organisms;Eukaryota;Amoebozoa;Discosea;Flabellinia;Endostelium,cellular root;domain;clade;phylum;class;genus,131567;2759;554915;555280;1485085;668361
Dino-Group-II-Clade-1,NA,80,328,Dino-Group-II-Clade-1,original_name,NA
