Name_to_use,taxid,otu_count,otu_percentage,size_count,size_percentage,lineage,lineage_ranks,lineage_taxids
Actinomycetales.U.family,2037,36,0.01,224,0.02,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;201174;1760;2037;2037
Bogoriellaceae,145358,36,0.01,86,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Allobogoriellales;Allobogoriellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;3467296;145358
Kordiimonadales.U.family,362534,35,0.01,205,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Kordiimonadales;Kordiimonadales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;1224;28211;362534;362534
Thermoleophilia.U.family,1497346,35,0.01,185,0.02,cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Thermoleophilia.U.family,cellular root;domain;kingdom;phylum;class;original_name,131567;2;1783272;201174;1497346;1497346
Sporolactobacillaceae,186821,35,0.01,182,0.02,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Sporolactobacillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;91061;1385;186821
Halobacteriovoraceae,1652132,35,0.01,108,0.01,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Bacteriovoracia;Bacteriovoracales;Halobacteriovoraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;3018035;3031419;2024979;1652132
Thermoanaerobacterales.U.family,68295,34,0.01,126,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;1239;186801;68295;68295
Pleomorphomonadaceae,2843308,34,0.01,117,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2843308
Kosmotogaceae,1643948,34,0.01,312,0.03,cellular organisms;Bacteria;Thermotogati;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3384194;200918;188708;1643946;1643948
Haloplasmataceae,471823,34,0.01,70,0.01,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Haloplasmatales;Haloplasmataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;544448;31969;471822;471823
Hapalosiphonaceae,1892263,34,0.01,125,0.01,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Hapalosiphonaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;1892263
Chroococcaceae,1890464,33,0.01,133,0.01,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Chroococcaceae,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family,131567;2;1783272;1798711;1117;3028117;1301283;1118;1890464
Cohaesibacteraceae,655351,33,0.01,133,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Cohaesibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;655351
Kribbellaceae,2726069,33,0.01,294,0.02,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Kribbellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85009;2726069
Prochlorotrichaceae,2303730,33,0.01,207,0.02,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Prochlorotrichales;Prochlorotrichaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;3079745;2303730
Geothermobacteraceae,3031664,32,0.01,119,0.01,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Geothermobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031651;69541;3031664
Tepidanaerobacteraceae,2770092,32,0.01,108,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermosediminibacterales;Tepidanaerobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;2770089;2770092
Desulfobacteriaceae,3023783,32,0.01,134,0.01,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3024418;213118;3023783
Brachyspirales.U.family,1643686,32,0.01,77,0.01,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Brachyspirales;Brachyspirales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;203691;203692;1643686;1643686
Halococcaceae,1963270,32,0.01,105,0.01,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Halococcaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;183963;2235;1963270
Geminocystaceae,2815910,31,0.01,81,0.01,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Geminocystaceae,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family,131567;2;1783272;1798711;1117;3028117;1301283;1118;2815910
Fastidiosibacteraceae,2056687,31,0.01,81,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Fastidiosibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;72273;2056687
Listeriaceae,186820,31,0.01,1399,0.12,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Listeriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;91061;1385;186820
Orbaceae,1240483,31,0.01,108,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Orbales;Orbaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;1240482;1240483
Ferroplasmaceae,90142,31,0.01,78,0.01,cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;2283796;183967;2301;90142
Desulfurococcales.U.family,114380,30,0.01,77,0.01,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2157;1783275;28889;183924;114380;114380
Archaea.U.family,2157,30,0.01,87,0.01,cellular organisms;Archaea;Archaea.U.family,cellular root;domain;original_name,131567;2157;2157
Methanomicrobiales.U.family,2191,30,0.01,676,0.06,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanomicrobiales.U.family,cellular root;domain;kingdom;phylum;clade;class;order;original_name,131567;2157;3366610;28890;2290931;224756;2191;2191
Heliobacteriaceae,31984,30,0.01,65,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Heliobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;186802;31984
Lactobacillales.U.family,186826,30,0.01,69,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;1239;91061;186826;186826
Vulgatibacteraceae,1524213,30,0.01,85,0.01,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Vulgatibacteraceae,cellular root;domain;kingdom;phylum;class;order;suborder;family,131567;2;3379134;2818505;32015;29;80811;1524213
Ferritrophicaceae,713635,30,0.01,103,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Ferritrophicales;Ferritrophicaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;713634;713635
Sanguibacteraceae,145360,30,0.01,133,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Sanguibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;145360
Frankiaceae,74712,30,0.01,112,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85013;74712
Oleiphilaceae,191033,29,0.01,85,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135619;191033
Ferrovaceae,1442156,29,0.01,155,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Ferrovales;Ferrovaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;1442155;1442156
Elusimicrobiaceae,641876,28,0.01,92,0.01,cellular organisms;Bacteria;Pseudomonadati;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;74152;641853;641854;641876
Nitratiruptoraceae,2795691,28,0.01,46,0.0,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Nautiliales;Nitratiruptoraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;29547;3031852;235899;2795691
Natranaerobiaceae,485255,28,0.01,106,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Natranaerobiales;Natranaerobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;485256;485255
Fervidicoccaceae,685949,27,0.01,75,0.01,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Fervidicoccales;Fervidicoccaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783275;28889;183924;685948;685949
Thermotogaceae,188709,27,0.01,281,0.02,cellular organisms;Bacteria;Thermotogati;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3384194;200918;188708;2419;188709
Dethiosulfovibrionaceae,3029088,27,0.01,93,0.01,cellular organisms;Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Dethiosulfovibrionaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3384194;508458;649775;649776;3029088
Desulfurellaceae,117942,27,0.01,103,0.01,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Desulfurellia;Desulfurellales;Desulfurellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;29547;3031853;213113;117942
Desulfurobacteriaceae,558314,27,0.01,99,0.01,cellular organisms;Bacteria;Pseudomonadati;Aquificota;Aquificia;Desulfurobacteriales;Desulfurobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200783;187857;1485951;558314
Granulosicoccaceae,449719,27,0.01,102,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Granulosicoccaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135613;449719
Limnochordales.U.family,1676649,27,0.01,47,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Limnochordia;Limnochordales;Limnochordales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;1239;1676648;1676649;1676649
Desulfatirhabdiaceae,3031625,26,0.01,244,0.02,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfatirhabdiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3024418;213118;3031625
Psychromonadaceae,267894,25,0.01,220,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135622;267894
Demequinaceae,1042322,25,0.01,192,0.02,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Demequinaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;1042322
Xenococcaceae,1890499,25,0.01,74,0.01,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Pleurocapsales;Xenococcaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;52604;1890499
Microbulbiferaceae,1706373,25,0.01,135,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;1706369;1706373
Ichthyobacteriaceae,1755828,25,0.01,43,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Ichthyobacteriaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;117743;200644;1755828
Thalassobaculaceae,2844864,25,0.01,108,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassobaculaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204441;2844864
Stellaceae,2844601,25,0.01,143,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Allostellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204441;2844601
Methanocorpusculaceae,88404,25,0.01,149,0.01,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanocorpusculaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;224756;2191;88404
Brachyspiraceae,143786,24,0.01,90,0.01,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Brachyspirales;Brachyspiraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;203691;203692;1643686;143786
Methanococcaceae,2183,24,0.01,118,0.01,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanomada group;Methanococci;Methanococcales;Methanococcaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2283794;183939;2182;2183
Salinisphaerales.U.family,742030,24,0.01,45,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Salinisphaerales;Salinisphaerales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;1224;1236;742030;742030
Jiangellaceae,1217100,24,0.01,66,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Jiangellales;Jiangellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;1217098;1217100
Natronoarchaeaceae,2976354,24,0.01,87,0.01,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natronoarchaeaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;183963;2235;2976354
Borreliaceae,1643685,23,0.01,160,0.01,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;203691;203692;136;1643685
Kangiellaceae,1920240,23,0.01,98,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Kangiellales;Kangiellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;2887327;1920240
Thermoguttaceae,2691358,23,0.01,142,0.01,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Thermoguttaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;203682;203683;2691354;2691358
Sporanaerobacteraceae,2992718,23,0.01,58,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Sporanaerobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;1737404;1737405;2992718
Flexibacteraceae,2762284,23,0.01,75,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Flexibacteraceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;2762284
Armatimonadaceae,1042314,23,0.01,511,0.04,cellular organisms;Bacteria;Bacillati;Armatimonadota;Armatimonadia;Armatimonadales;Armatimonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;67819;1042312;1042313;1042314
Chitinivibrionaceae,1505234,22,0.01,69,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Fibrobacterota;Chitinivibrionia;Chitinivibrionales;Chitinivibrionaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783270;65842;296141;1505233;1505234
Methanocalculaceae,1460864,22,0.01,73,0.01,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanocalculaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;224756;2191;1460864
Hydrogenimonaceae,40117,22,0.01,70,0.01,cellular organisms;Bacteria;Pseudomonadati;Nitrospirota;Hydrogenimonaceae,cellular root;domain;kingdom;phylum;family,131567;2;3379134;40117;NA
Gemmatimonadetes.U.family,219685,22,0.01,184,0.02,cellular organisms;Bacteria;Pseudomonadati;FCB group;Gemmatimonadota;Gemmatimonadia;Gemmatimonadetes.U.family,cellular root;domain;kingdom;clade;phylum;class;original_name,131567;2;3379134;1783270;142182;219685;219685
Ornithinimicrobiaceae,2805590,22,0.01,74,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;2805590
