Name_to_use,taxid,otu_count,otu_percentage,size_count,size_percentage,lineage,lineage_ranks,lineage_taxids
Stakelama,1124625,3,0.0,5,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Stakelama,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204457;41297;1124625
Westiellopsis,221285,3,0.0,3,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Hapalosiphonaceae;Westiellopsis,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;1161;1892263;221285
Ophiostoma_novo-ulmi_subsp._novo-ulmi.Mitochondria,170179,3,0.0,8,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Ophiostomatales;Ophiostomataceae;Ophiostoma;Ophiostoma novo-ulmi;Ophiostoma novo-ulmi subsp. novo-ulmi;Ophiostoma_novo-ulmi_subsp._novo-ulmi.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus;species;subspecies;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222544;5151;5152;5159;42373;170179;170179
Roseospira,86671,3,0.0,4,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Roseospira,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204441;41295;86671
Sphingomonadales.U.genus,204457,3,0.0,3,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadales.U.genus,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;1224;28211;204457;204457
Monotropa_hypopitys.Chloroplast,176248,3,0.0,6,0.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Ericaceae;Pyroloideae;Monotropeae;Monotropa;Monotropa hypopitys;Monotropa_hypopitys.Chloroplast,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;clade;clade;clade;order;family;subfamily;tribe;genus;species;original_name,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71274;41945;4345;217032;217039;50147;176248;176248
Dictyobacter,2024965,3,0.0,3,0.0,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Dictyobacteraceae;Dictyobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;200795;388447;388448;2571193;2024965
Trachelomonas_sp._T812.Chloroplast,1685830,3,0.0,13,0.0,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Euglenales;Euglenaceae;Trachelomonas;unclassified Trachelomonas;Trachelomonas sp. T812;Trachelomonas_sp._T812.Chloroplast,cellular root;domain;clade;phylum;class;clade;subclass;order;family;genus;no rank;species;original_name,131567;2759;2611352;33682;3035;2570567;2704141;86650;1131320;96503;2624327;1685830;1685830
Pseudacidovorax,433923,3,0.0,3,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pseudacidovorax,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;80864;433923
Amphora_sp.:plas.Chloroplast,NA,3,0.0,3,0.0,Amphora_sp.:plas.Chloroplast,original_name,NA
Ciceribacter,1648508,3,0.0,3,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ciceribacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;356;82115;1648508
Ursidibacter,1855419,3,0.0,6,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Ursidibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135625;712;1855419
Paralia_sulcata:plas.Chloroplast,216927,3,0.0,12,0.0,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Coscinodiscophycidae;Paraliales;Paraliaceae;Paralia;Paralia sulcata;Paralia_sulcata:plas.Chloroplast,cellular root;domain;clade;clade;clade;phylum;class;subclass;order;family;genus;species;original_name,131567;2759;2698737;33634;2696291;2836;33836;33840;216905;1529371;216907;216927;216927
Limnoraphis,1332112,3,0.0,4,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Sirenicapillariaceae;Limnoraphis,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family;genus,131567;2;1783272;1798711;1117;3028117;1301283;1150;2934961;1332112
Thermosynechococcaceae.U.genus,2881378,3,0.0,3,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Acaryochloridales;Thermosynechococcaceae;Thermosynechococcaceae.U.genus,cellular root;domain;kingdom;clade;phylum;class;order;family;original_name,131567;2;1783272;1798711;1117;3028117;3079744;2881378;2881378
Phacus_hordeiformis.Chloroplast,1431100,3,0.0,3,0.0,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Euglenales;Phacaceae;Phacus;Phacus hordeiformis;Phacus_hordeiformis.Chloroplast,cellular root;domain;clade;phylum;class;clade;subclass;order;family;genus;species;original_name,131567;2759;2611352;33682;3035;2570567;2704141;86650;1131319;96783;1431100;1431100
Fusarium_circinatum.Mitochondria,48490,3,0.0,20,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Nectriaceae;Fusarium;Fusarium fujikuroi species complex;Fusarium circinatum;Fusarium_circinatum.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus;species group;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222543;5125;110618;5506;171627;48490;48490
Plasmodium1_vivax:apic.Apicoplast,NA,3,0.0,4,0.0,Plasmodium1_vivax:apic.Apicoplast,original_name,NA
Penicillium_chrysogenum_KF-25.Mitochondria,1218708,3,0.0,4,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Penicillium;Penicillium chrysogenum species complex;Penicillium chrysogenum;Penicillium chrysogenum KF-25;Penicillium_chrysogenum_KF-25.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;no rank;species;strain;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5073;254878;5076;1218708;1218708
Trachelomonas_planctonica:plas.Chloroplast,304862,3,0.0,5,0.0,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Euglenales;Euglenaceae;Trachelomonas;Trachelomonas planctonica;Trachelomonas_planctonica:plas.Chloroplast,cellular root;domain;clade;phylum;class;clade;subclass;order;family;genus;species;original_name,131567;2759;2611352;33682;3035;2570567;2704141;86650;1131320;96503;304862;304862
Phacus_triqueter:plas.Chloroplast,135496,3,0.0,3,0.0,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Euglenales;Phacaceae;Phacus;Phacus triqueter;Phacus_triqueter:plas.Chloroplast,cellular root;domain;clade;phylum;class;clade;subclass;order;family;genus;species;original_name,131567;2759;2611352;33682;3035;2570567;2704141;86650;1131319;96783;135496;135496
Prymnesiaceae_X_sp.:plas.Chloroplast,NA,3,0.0,4,0.0,Prymnesiaceae_X_sp.:plas.Chloroplast,original_name,NA
Cellulomonadaceae.U.genus,85016,3,0.0,4,0.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Cellulomonadaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;1783272;201174;1760;85006;85016;85016
Bartramia_pomiformis.Mitochondria,52976,3,0.0,5,0.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Bryidae;Bryanae;Bartramiales;Bartramiaceae;Bartramia;Bartramia pomiformis;Bartramia_pomiformis.Mitochondria,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;class;subclass;superorder;order;family;genus;species;original_name,131567;2759;33090;35493;131221;3193;3208;404260;3214;114658;404297;1034061;52974;52975;52976;52976
Morus_indica:plas.Chloroplast,248361,3,0.0,3,0.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Rosales;Moraceae;Moreae;Morus;Morus indica;Morus_indica:plas.Chloroplast,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;clade;clade;clade;clade;order;family;tribe;genus;species;original_name,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3744;3487;3054905;3497;248361;248361
Oryza_rufipogon.Chloroplast,4529,3,0.0,9,0.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;BOP clade;Oryzoideae;Oryzeae;Oryzinae;Oryza;Oryza rufipogon;Oryza_rufipogon.Chloroplast,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;subclass;clade;order;family;clade;subfamily;tribe;subtribe;genus;species;original_name,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4529;4529
Prototheca_ulmea.Chloroplast,183676,3,0.0,8,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Chlorellales;Chlorellaceae;Prototheca;Prototheca moriformis;Prototheca_ulmea.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;75966;35460;35461;3110;183676;183676
Olisthodiscus_luteus:plas.Chloroplast,83000,3,0.0,12,0.0,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Olisthodiscophyceae;Olisthodiscaceae;Olisthodiscus;Olisthodiscus luteus;Olisthodiscus_luteus:plas.Chloroplast,cellular root;domain;clade;clade;clade;class;family;genus;species;original_name,131567;2759;2698737;33634;2696291;2816457;2816458;82999;83000;83000
Geminigera_cryophila.Chloroplast,46947,3,0.0,4,0.0,cellular organisms;Eukaryota;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Geminigera;Geminigera cryophila;Geminigera_cryophila.Chloroplast,cellular root;domain;class;order;family;genus;species;original_name,131567;2759;3027;589342;589343;46946;46947;46947
Bryoria_tenuis.Mitochondria,1089818,3,0.0,3,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Lecanorales;Lecanorineae;Parmeliaceae;Bryoria;Bryoria tenuis;Bryoria_tenuis.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;clade;subclass;order;suborder;family;genus;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;87254;1089818;1089818
Lobochlamys_culleus.Chloroplast,51693,3,0.0,10,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Lobochlamys;Lobochlamys culleus;Lobochlamys_culleus.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;3166;2812636;3042;3051;195536;51693;51693
Cordyceps_militaris.Mitochondria,73501,3,0.0,6,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps militaris;Cordyceps_militaris.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222543;5125;474943;45234;73501;73501
Coccocarpia_palmicola.Mitochondria,301477,3,0.0,6,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Peltigerales;Collematineae;Coccocarpiaceae;Coccocarpia;Coccocarpia palmicola;Coccocarpia_palmicola.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;clade;subclass;order;suborder;family;genus;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;388450;388451;191096;191097;301477;301477
Actinidia_chinensis.Chloroplast,3625,3,0.0,9,0.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;Ericales;Actinidiaceae;Actinidia;Actinidia chinensis;Actinidia_chinensis.Chloroplast,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;clade;clade;clade;order;family;genus;species;original_name,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71274;41945;3623;3624;3625;3625
Euglena_cf._velata_JIK-2015.Chloroplast,1685852,3,0.0,4,0.0,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Euglenales;Euglenaceae;Euglena;Euglena cf. velata JIK-2015;Euglena_cf._velata_JIK-2015.Chloroplast,cellular root;domain;clade;phylum;class;clade;subclass;order;family;genus;species;original_name,131567;2759;2611352;33682;3035;2570567;2704141;86650;1131320;3038;1685852;1685852
Penicillium_sp._KCTC16066.Mitochondria,168431,3,0.0,11,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Penicillium;unclassified Penicillium;Penicillium sp. KCTC16066;Penicillium_sp._KCTC16066.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;no rank;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5073;2593313;168431;168431
Hirsutella_thompsonii.Mitochondria,42368,3,0.0,5,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Ophiocordycipitaceae;Hirsutella;Hirsutella thompsonii;Hirsutella_thompsonii.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222543;5125;474942;42367;42368;42368
Pinguiochrysidaceae_X_sp.:plas.Chloroplast,NA,3,0.0,10,0.0,Pinguiochrysidaceae_X_sp.:plas.Chloroplast,original_name,NA
Fusarium_temperatum.Mitochondria,767483,3,0.0,6,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Nectriaceae;Fusarium;Fusarium fujikuroi species complex;Fusarium temperatum;Fusarium_temperatum.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus;species group;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222543;5125;110618;5506;171627;767483;767483
Hypogymnia_vittata.Mitochondria,315943,3,0.0,5,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Lecanorales;Lecanorineae;Parmeliaceae;Hypogymnia;Hypogymnia vittata;Hypogymnia_vittata.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;clade;subclass;order;suborder;family;genus;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;87258;315943;315943
Euglena_sanguinea:plas.Chloroplast,130315,3,0.0,160,0.01,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Euglenales;Euglenaceae;Euglena;Euglena sanguinea;Euglena_sanguinea:plas.Chloroplast,cellular root;domain;clade;phylum;class;clade;subclass;order;family;genus;species;original_name,131567;2759;2611352;33682;3035;2570567;2704141;86650;1131320;3038;130315;130315
Aspergillus_niger.Mitochondria,5061,3,0.0,4,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Circumdati;Aspergillus niger;Aspergillus_niger.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;subgenus;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5052;2720871;5061;5061
Ophiostoma_minus.Mitochondria,150568,3,0.0,3,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Ophiostomatales;Ophiostomataceae;Ophiostoma;Ophiostoma minus;Ophiostoma_minus.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222544;5151;5152;5159;150568;150568
Euglenaria_anabaena:plas.Chloroplast,38273,3,0.0,3,0.0,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Euglenales;Euglenaceae;Euglenaria;Euglenaria anabaena;Euglenaria_anabaena:plas.Chloroplast,cellular root;domain;clade;phylum;class;clade;subclass;order;family;genus;species;original_name,131567;2759;2611352;33682;3035;2570567;2704141;86650;1131320;1049758;38273;38273
Volvox_carteri:plas.Chloroplast,3067,3,0.0,3,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Volvocaceae;Volvox;Volvox carteri;Volvox_carteri:plas.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;3166;2812636;3042;3065;3066;3067;3067
Saliphagus,2039236,3,0.0,4,0.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Saliphagus,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2290931;183963;2235;1644061;2039236
Ostreobium_sp3:plas.Chloroplast,NA,3,0.0,5,0.0,Ostreobium_sp3:plas.Chloroplast,original_name,NA
Haematococcus_pluvialis:plas.Chloroplast,44745,3,0.0,3,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Haematococcaceae;Haematococcus;Haematococcus lacustris;Haematococcus_pluvialis:plas.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;3166;2812636;3042;35484;44744;44745;44745
Helianthus_annuus_(common_sunflower).Chloroplast,NA,3,0.0,4,0.0,Helianthus_annuus_(common_sunflower).Chloroplast,original_name,NA
Halimeda_micronesica.Chloroplast,170426,3,0.0,8,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Ulvophyceae;TCBD clade;Bryopsidales;Halimedineae;Halimedaceae;Halimedeae;Halimeda;Halimeda micronesica;Halimeda_micronesica.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;suborder;family;tribe;genus;species;original_name,131567;2759;33090;3041;2692248;33103;2546214;33104;2791031;379500;2791010;118221;170426;170426
Chloroidium_saccharophilum:plas.Chloroplast,3082,2,0.0,4,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Watanabeales;Watanabeaceae;Chloroidium;Chloroidium saccharophilum;Chloroidium_saccharophilum:plas.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;75966;2981622;2981775;1034479;3082;3082
Chlamydomonas_sp._UWO241.Chloroplast,1653778,2,0.0,4,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;unclassified Chlamydomonas;Chlamydomonas sp. UWO 241;Chlamydomonas_sp._UWO241.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus;no rank;species;original_name,131567;2759;33090;3041;2692248;3166;2812636;3042;3051;3052;2034146;1653778;1653778
Bracteacoccus_giganteus.Chloroplast,50039,2,0.0,9,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus giganteus;Bracteacoccus_giganteus.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;3166;2812636;35491;1284389;50036;50039;50039
Gonium_pectorale:plas.Chloroplast,33097,2,0.0,6,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Volvocaceae;Gonium;Gonium pectorale;Gonium_pectorale:plas.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;3166;2812636;3042;3065;33096;33097;33097
Nitzschia_sp._IriIs04.Chloroplast,1444690,2,0.0,4,0.0,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae;Bacillariophycidae;Bacillariales;Bacillariaceae;Nitzschia;unclassified Nitzschia (in: diatoms);Nitzschia sp. IriIs04;Nitzschia_sp._IriIs04.Chloroplast,cellular root;domain;clade;clade;clade;phylum;class;clade;order;family;genus;no rank;species;original_name,131567;2759;2698737;33634;2696291;2836;33849;33850;33851;33852;2857;908989;1444690;1444690
Golenkinia_longispicula.Chloroplast,204992,2,0.0,3,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Golenkiniaceae;Golenkinia;Golenkinia longispicula;Golenkinia_longispicula.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;3166;2812636;3042;204989;204990;204992;204992
Tetraselmis_cordiformis:plas.Chloroplast,426497,2,0.0,68,0.01,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis;Tetraselmis cordiformis;Tetraselmis_cordiformis:plas.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;1524962;35426;35429;3164;426497;426497
Candidatus Lokiarchaeum,1655637,2,0.0,8,0.0,cellular organisms;Archaea;Promethearchaeati;Promethearchaeota;Promethearchaeia;Promethearchaeales;Promethearchaeaceae;Candidatus Lokiarchaeum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2157;1935183;3366641;3366642;3366643;3366644;1655637
Prasiolales_XX_sp.:plas.Chloroplast,NA,2,0.0,9,0.0,Prasiolales_XX_sp.:plas.Chloroplast,original_name,NA
Sarcinofilum_mucosum.Chloroplast,141643,2,0.0,2,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Ulvophyceae;OUU clade;Ulotrichales;Sarcinofilaceae;Sarcinofilum;Sarcinofilum mucosum;Sarcinofilum_mucosum.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;33103;2546215;31306;2682566;2045110;141643;141643
Pleodorina_starrii:plas.Chloroplast,330485,2,0.0,6,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Volvocaceae;Pleodorina;Pleodorina starrii;Pleodorina_starrii:plas.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;3166;2812636;3042;3065;47284;330485;330485
Mycoplasmoides,2995234,2,0.0,4,0.0,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mycoplasmoidales;Mycoplasmoidaceae;Mycoplasmoides,cellular root;domain;kingdom;phylum;order;family;genus,131567;2;1783272;544448;2790996;2790998;2995234
Juncus_effusus.Mitochondria,13579,2,0.0,10,0.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Juncaceae;Juncus;Juncus effusus;Juncus_effusus.Mitochondria,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;subclass;clade;order;family;genus;species;original_name,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;14101;13578;13579;13579
