Name_to_use,taxid,otu_count,otu_percentage,size_count,size_percentage,lineage,lineage_ranks,lineage_taxids
Methyloparacoccus,1649469,24,0.01,262,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methyloparacoccus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135618;403;1649469
Oryzihumus,344063,24,0.01,352,0.03,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Oryzihumus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85021;344063
Oceanospirillum,965,24,0.01,62,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oceanospirillum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135619;135620;965
Nevskia,64001,24,0.01,140,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Nevskiales;Nevskiaceae;Nevskia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;1775403;568386;64001
Castellaniella,359336,24,0.01,41,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;506;359336
Runella,105,24,0.01,115,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Spirosomataceae;Runella,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;768503;768507;2896860;105
Metallosphaera,41980,24,0.01,128,0.01,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2157;1783275;28889;183924;2281;118883;41980
Levilinea,475965,24,0.01,105,0.01,cellular organisms;Bacteria;Bacillati;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Levilinea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;200795;292625;292629;292628;475965
Parahaliea,1857932,24,0.01,35,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Halieaceae;Parahaliea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;1706369;1706372;1857932
Tepidisphaera,1771356,24,0.01,59,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783257;203682;666505;1771349;1771355;1771356
Thioreductor,269252,24,0.01,55,0.0,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Campylobacterota incertae sedis;Thioreductoraceae;Thioreductor,cellular root;domain;kingdom;phylum;no rank;family;genus,131567;2;3379134;29547;34035;3049522;269252
Methanosarcinaceae.U.genus,2206,24,0.01,64,0.01,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcinaceae.U.genus,cellular root;domain;kingdom;phylum;clade;class;order;family;original_name,131567;2157;3366610;28890;2290931;224756;94695;2206;2206
Thalassobius,335927,24,0.01,62,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Thalassovita,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;2854170;335927
Halovenus,1377992,24,0.01,46,0.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halovenus,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2290931;183963;2235;1963268;1377992
Thiovirga,307586,23,0.01,107,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Halothiobacillaceae;Thiovirga,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;255526;307586
Chlorella_heliozoae.Mitochondria,554066,23,0.01,154,0.01,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella clade;Chlorella;Chlorella heliozoae;Chlorella_heliozoae.Mitochondria,cellular root;domain;kingdom;phylum;clade;class;order;family;clade;genus;species;original_name,131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;554066;554066
Aeropyrum,56635,23,0.01,90,0.01,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Aeropyrum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2157;1783275;28889;183924;114380;2272;56635
Anaerobacillus,704093,23,0.01,47,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Anaerobacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;704093
Raoultella,160674,23,0.01,257,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Raoultella,cellular root;domain;kingdom;phylum;class;order;family;no rank;genus,131567;2;3379134;1224;1236;91347;543;2890311;160674
Tetraselmis_sp._GSL018.Mitochondria,582737,23,0.01,69,0.01,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis;unclassified Tetraselmis;Tetraselmis sp. GSL018;Tetraselmis_sp._GSL018.Mitochondria,cellular root;domain;kingdom;phylum;clade;class;order;family;genus;no rank;species;original_name,131567;2759;33090;3041;2692248;1524962;35426;35429;3164;2081515;582737;582737
Thioalkalivibrio,106633,23,0.01,72,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;72276;106633
Pasteurella,745,23,0.01,364,0.03,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135625;712;745
Desulfatitalea,1303912,23,0.01,81,0.01,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Desulfatitalea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3024418;213118;3031624;1303912
Roseisolibacter,2093335,23,0.01,49,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;142182;219685;219686;219687;2093335
Longimicrobium,1804994,23,0.01,88,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Gemmatimonadota;Longimicrobiia;Longimicrobiales;Longimicrobiaceae;Longimicrobium,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;142182;1804991;1804992;1804993;1804994
Nonlabens,363408,23,0.01,158,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Nonlabens,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;49546;363408
Alkanindiges,222991,23,0.01,84,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Alkanindiges,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;2887326;468;222991
Ketobacter,2025617,23,0.01,85,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Ketobacteraceae;Ketobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;72274;3085096;2025617
Acidiferrobacteraceae.U.genus,1692041,23,0.01,56,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Acidiferrobacteraceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;3379134;1224;1236;1692040;1692041;1692041
Pseudoclavibacter,255204,23,0.01,245,0.02,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Pseudoclavibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85023;255204
Terrimicrobiaceae.U.genus,2762316,23,0.01,258,0.02,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Terrimicrobiia;Terrimicrobiales;Terrimicrobiaceae;Terrimicrobiaceae.U.genus,cellular root;domain;kingdom;clade;phylum;class;order;family;original_name,131567;2;3379134;1783257;74201;2762271;2762272;2762316;2762316
Agrococcus,46352,23,0.01,87,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85023;46352
Rubidimonas,1147735,23,0.01,51,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Saprospiria;Saprospirales;Saprospiraceae;Rubidimonas,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;1937959;1936988;89374;1147735
Halothiobacillaceae.U.genus,255526,23,0.01,59,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Halothiobacillaceae;Halothiobacillaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;3379134;1224;1236;135613;255526;255526
Uliginosibacterium,392735,23,0.01,88,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Uliginosibacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;206389;2008794;392735
Isoptericola,254250,23,0.01,75,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Promicromonosporaceae;Isoptericola,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85017;254250
Armatimonas,1042315,23,0.01,511,0.04,cellular organisms;Bacteria;Bacillati;Armatimonadota;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;67819;1042312;1042313;1042314;1042315
Isosphaera,127,23,0.01,58,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Isosphaera,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783257;203682;203683;2691356;1763524;127
Nitrosarchaeum,1007082,23,0.01,261,0.02,cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Nitrosarchaeum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2157;1783275;651137;1643678;31932;338190;1007082
Acidocella,50709,23,0.01,180,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acidocellaceae;Acidocella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;3120395;3385905;50709
Jannaschia,188905,23,0.01,68,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Jannaschia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;2854170;188905
Aspergillus_tubingensis.Mitochondria,5068,23,0.01,153,0.01,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Circumdati;Aspergillus tubingensis;Aspergillus_tubingensis.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;subgenus;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5052;2720871;5068;5068
Ureaplasma,2129,22,0.01,128,0.01,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mycoplasmoidales;Mycoplasmoidaceae;Ureaplasma,cellular root;domain;kingdom;phylum;order;family;genus,131567;2;1783272;544448;2790996;2790998;2129
Archaeoglobus,2233,22,0.01,132,0.01,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2157;3366610;28890;183980;2231;2232;2233
Reclinomonas_americana_ATCC_50284.Mitochondria,1295595,22,0.01,50,0.0,cellular organisms;Eukaryota;Discoba;Jakobida;Histionina;Histionidae;Reclinomonas;Reclinomonas americana;Reclinomonas americana ATCC 50284;Reclinomonas_americana_ATCC_50284.Mitochondria,cellular root;domain;clade;order;suborder;family;genus;species;strain;original_name,131567;2759;2611352;556282;2604207;556285;48482;48483;1295595;1295595
Limnothrix,132605,22,0.01,85,0.01,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Pseudanabaenales;Pseudanabaenaceae;Limnothrix,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;2881377;1890436;132605
Methanocalculus,71151,22,0.01,73,0.01,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanocalculaceae;Methanocalculus,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2290931;224756;2191;1460864;71151
Oleispira,188907,22,0.01,135,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oleispira,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135619;135620;188907
Mastocarpus_papillatus.Mitochondria,31436,22,0.01,115,0.01,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Phyllophoraceae;Mastocarpus;Mastocarpus papillatus complex;Mastocarpus papillatus;Mastocarpus_papillatus.Mitochondria,cellular root;domain;phylum;class;subclass;order;family;genus;clade;species;original_name,131567;2759;2763;2806;2045261;28017;28021;29226;415930;31436;31436
uncultured_rumen_bacterium.Mitochondria,136703,22,0.01,59,0.0,cellular organisms;Bacteria;environmental samples;uncultured rumen bacterium;uncultured_rumen_bacterium.Mitochondria,cellular root;domain;no rank;species;original_name,131567;2;48479;136703;136703
Loktanella,245186,22,0.01,107,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Loktanella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;2854170;245186
Acetoanaerobium,186831,22,0.01,80,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Filifactoraceae;Acetoanaerobium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3082720;3118655;186831
Hydrogenimonas,223785,22,0.01,70,0.01,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Hydrogenimonadaceae;Hydrogenimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;29547;3031852;213849;292630;223785
Oligoflexus,1553903,22,0.01,130,0.01,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;Oligoflexus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;3018035;1553900;1553901;1553902;1553903
Gemmatimonadetes.U.genus,142182,22,0.01,184,0.02,cellular organisms;Bacteria;Pseudomonadati;FCB group;Gemmatimonadota;Gemmatimonadetes.U.genus,cellular root;domain;kingdom;clade;phylum;original_name,131567;2;3379134;1783270;142182;142182
Sebdenia_flabellata.Mitochondria,42024,22,0.01,97,0.01,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Sebdeniales;Sebdeniaceae;Sebdenia;Sebdenia flabellata;Sebdenia_flabellata.Mitochondria,cellular root;domain;phylum;class;subclass;order;family;genus;species;original_name,131567;2759;2763;2806;2045261;369753;50885;38377;42024;42024
Salinispora,168694,22,0.01,65,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Salinispora,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85008;28056;168694
Facklamia,66831,22,0.01,47,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Facklamia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;186827;66831
Thermogutta,1676125,22,0.01,141,0.01,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Thermoguttaceae;Thermogutta,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783257;203682;203683;2691354;2691358;1676125
Halorhodospira,85108,22,0.01,64,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Halorhodospira,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;72276;85108
Propionibacterium,1743,22,0.01,258,0.02,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Propionibacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85009;31957;1743
Marinococcus,1370,22,0.01,48,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Marinococcus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;1370
Lacticaseibacillus,2759736,22,0.01,32,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;33958;2759736
Aridibacter,1562564,22,0.01,71,0.01,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Aridibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;57723;1562566;1748771;1748772;1562564
Mesotoga,1184396,22,0.01,232,0.02,cellular organisms;Bacteria;Thermotogati;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae;Mesotoga,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3384194;200918;188708;1643946;1643948;1184396
Marinimicrobium,359337,22,0.01,52,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinimicrobium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;1706369;1706371;359337
Methyloversatilis,378210,22,0.01,65,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Methyloversatilis,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;32003;2008793;378210
Parafrigoribacterium,1957020,22,0.01,70,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Parafrigoribacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85023;1957020
Dielma,1472649,22,0.01,39,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Dielma,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;526524;526525;128827;1472649
Flavitalea,1210116,22,0.01,66,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavitalea,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;1853228;1853229;563835;1210116
Luedemannella,349314,22,0.01,105,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Luedemannella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85008;28056;349314
Tangfeifania,1649501,22,0.01,57,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Tangfeifania,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;200643;1970189;1471398;1649501
Geitlerinema,63132,22,0.01,104,0.01,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Geitlerinematales;Geitlerinemataceae;Geitlerinema,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;3079751;3079752;63132
Kouleothrix,186475,22,0.01,76,0.01,cellular organisms;Bacteria;Bacillati;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexineae;Roseiflexaceae;Kouleothrix,cellular root;domain;kingdom;phylum;class;order;suborder;family;genus,131567;2;1783272;200795;32061;32064;1508595;1508635;186475
Rhodobaculum,1640884,22,0.01,42,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodobaculum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;1640884
Chloroflexus,1107,22,0.01,137,0.01,cellular organisms;Bacteria;Bacillati;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexineae;Chloroflexaceae;Chloroflexus,cellular root;domain;kingdom;phylum;class;order;suborder;family;genus,131567;2;1783272;200795;32061;32064;1508594;1106;1107
Methanocellaceae.U.genus,570265,22,0.01,93,0.01,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanocellales;Methanocellaceae;Methanocellaceae.U.genus,cellular root;domain;kingdom;phylum;clade;class;order;family;original_name,131567;2157;3366610;28890;2290931;224756;570264;570265;570265
Candidatus Nitrosocaldaceae.U.genus,1968910,22,0.01,100,0.01,cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Candidatus Nitrosocaldales;Candidatus Nitrosocaldaceae;Candidatus Nitrosocaldaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2157;1783275;651137;1643678;1968909;1968910;1968910
Phacus_platalea.Chloroplast,1430941,21,0.01,143,0.01,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Euglenales;Phacaceae;Phacus;Phacus platalea;Phacus_platalea.Chloroplast,cellular root;domain;clade;phylum;class;clade;subclass;order;family;genus;species;original_name,131567;2759;2611352;33682;3035;2570567;2704141;86650;1131319;96783;1430941;1430941
Abiotrophia,46123,21,0.01,83,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;186827;46123
Demequina,577469,21,0.01,171,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Demequinaceae;Demequina,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;1042322;577469
Frisingicoccus,1918511,21,0.01,42,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Frisingicoccus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3085636;186803;1918511
Tistlia,1321364,21,0.01,44,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodovibrionaceae;Tistlia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204441;2844403;1321364
Heterosigma_akashiwo:plas.Chloroplast,2829,21,0.01,211,0.02,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Raphidophyceae;Chattonellales;Chattonellaceae;Heterosigma;Heterosigma akashiwo;Heterosigma_akashiwo:plas.Chloroplast,cellular root;domain;clade;clade;clade;class;order;family;genus;species;original_name,131567;2759;2698737;33634;2696291;38410;658125;658124;2828;2829;2829
Planktothrix,54304,21,0.01,207,0.02,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Planktothrix,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family;genus,131567;2;1783272;1798711;1117;3028117;1301283;1150;1892252;54304
Vogesella,57739,21,0.01,107,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Vogesella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;206351;1499392;57739
Pusillimonas,305976,21,0.01,124,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pusillimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;506;305976
Saccharomonospora,1851,21,0.01,85,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85010;2070;1851
Syntrophotalea,2812025,21,0.01,64,0.01,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Syntrophotaleaceae;Syntrophotalea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031651;69541;2812024;2812025
Fictibacillus,1329200,21,0.01,95,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Fictibacillaceae;Fictibacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;3120697;1329200
Acetomicrobium,49894,21,0.01,128,0.01,cellular organisms;Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Acetomicrobiaceae;Acetomicrobium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3384194;508458;649775;649776;3029086;49894
