DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Bacteria_genome_counts
COLOR	#ff0000
Plantibacter_sp._VKM_Ac-2876_species_2783826	1
Plantibacter_sp._VKM_Ac-2880_species_2783827	1
Plantibacter_sp._VKM_Ac-2885_species_2783828	1
Pseudoclavibacter_sp._VKM_Ac-2867_species_2783829	1
Micromonospora_sp._ANENR4_species_2783662	1
Nocardioides_lacusdianchii_species_2783664	1
Anaeromicropila_herbilytica_species_2785025	1
Flavobacterium_sp._ANB_species_2783790	1
Flavobacterium_sp._CSZ_species_2783791	1
Flavobacterium_sp._HJJ_species_2783792	1
Flavobacterium_sp._JLP_species_2783793	1
Flavobacterium_sp._LC2016-12_species_2783794	1
Flavobacterium_sp._MR2016-29_species_2783795	1
Exiguobacterium_sp._PBE_species_2783796	1
Clavibacter_sp._VKM_Ac-2542_species_2783811	1
Clavibacter_sp._VKM_Ac-2872_species_2783812	1
Clavibacter_sp._VKM_Ac-2873_species_2783813	1
Nocardia_sp._BSTN01_species_2783665	1
Psychrobacter_sp._N25K4-3-2_species_2785026	1
Rhizobium_sp._007_species_2785056	1
Pseudoalteromonas_sp._PA2MD11_species_2785057	1
Fusibacter_ferrireducens_species_2785058	1
Cobetia_sp._MC34_species_2785080	1
Vibrio_sp._ED002_species_2785123	1
Vibrio_sp._ED004_species_2785124	1
Flavonifractor_sp._AGMB03687_species_2785133	1
Acinetobacter_sp._SK-43_species_2785295	1
Savagea_serpentis_species_2785297	1
Anabaenopsis_tanganyikae_species_2785302	1
Pseudoclavibacter_sp._VKM_Ac-2888_species_2783830	1
Rathayibacter_sp._VKM_Ac-2878_species_2783831	1
Rathayibacter_sp._VKM_Ac-2879_species_2783832	1
Curtobacterium_sp._VKM_Ac-2865_species_2783817	1
Simulacricoccus_sp._17bor-14_species_2783852	1
Halomonas_sp._KAO_species_2783858	1
Candidatus_Thiodictyon_intracellulare_species_2784338	1
Nocardioides_acrostichi_species_2784339	1
Actinacidiphila_acididurans_species_2784346	1
Diaphorobacter_caeni_species_2784387	1
Clostridium_vitabionis_species_2784388	1
Curtobacterium_sp._VKM_Ac-1393_species_2783814	1
Curtobacterium_sp._VKM_Ac-1395_species_2783815	1
Curtobacterium_sp._VKM_Ac-1796_species_2783816	1
Arthrobacter_sp._CAN_A1_species_2787717	1
Arthrobacter_sp._CAN_A2_species_2787718	1
Arthrobacter_sp._CAN_A212_species_2787719	1
Arthrobacter_sp._CAN_A214_species_2787720	1
Arthrobacter_sp._CAN_A6_species_2787721	1
Pedobacter_sp._CAN_A7_species_2787722	1
Cryobacterium_sp._CAN_C2_species_2787723	1
Mycetocola_sp._CAN_C7_species_2787724	1
Janthinobacterium_sp._CAN_S1_species_2787725	1
Flavobacterium_sp._CAN_S2_species_2787726	1
Clostridium_sp._1001283B150225_161107_B6_species_2787141	1
Streptococcus_sp._1001175B_160314_H6_species_2787143	1
Enterococcus_sp._1001283B150225_161107_E12_species_2787145	1
Clostridium_sp._BSD2780061688b_171218_E8_species_2787146	1
Holdemania_sp._1001095H_141210_F2_species_2787149	1
Clostridium_sp._D43t1_170807_D5_species_2787150	1
Desulfallas_sp._Bu1-1_species_2787620	1
Rahnella_sp._LAC-M12_species_2787624	1
Pseudozobellia_sp._WGM2_species_2787625	1
Chryseobacterium_sp._RR2-3-20_species_2787626	1
Thalassotalea_sp._G2M2-11_species_2787627	1
Pantoea_sp._SM3640_species_2787629	1
Lacisediminihabitans_changchengi_species_2787634	1
Paenarthrobacter_sp._Z7-10_species_2787635	1
Kaistella_gelatinilytica_species_2787636	1
Clostridium_sp._1001271B_151109_B4_species_2787148	1
Reinekea_sp._G2M2-21_species_2788942	1
Aliikangiella_sp._G2MR2-5_species_2788943	1
Faecalicatena_absiana_species_2788944	1
Actinomycetaceae_bacterium_zg-1166_species_2788945	1
Candidatus_Vampirococcus_lugosii_species_2789015	1
Bacteroides_sp._1001302B_160321_D4_species_2789205	1
Salinibacterium_sp._CAN_S4_species_2787727	1
Flavobacterium_sp._CG_9.1_species_2787728	1
Flavobacterium_sp._CG_9.10_species_2787729	1
Polaromonas_sp._CG_9.11_species_2787730	1
Polaromonas_sp._CG_9.2_species_2787731	1
Cryobacterium_sp._MP_M3_species_2787716	1
Frigoribacterium_sp._CG_9.8_species_2787733	1
Aquimarina_sp._EL_32_species_2787734	1
Aquimarina_sp._EL_35_species_2787735	1
Labrenzia_sp._EL_13_species_2787737	1
Labrenzia_sp._EL_126_species_2787738	1
Labrenzia_sp._EL_132_species_2787739	1
Labrenzia_sp._EL_142_species_2787740	1
Labrenzia_sp._EL_159_species_2787741	1
Labrenzia_sp._EL_162_species_2787742	1
Klebsiella_sp._BDA134-6_species_2787706	1
Alkalibacter_mobilis_species_2787712	1
Enterococcus_sp._BWB1-3_species_2787713	1
Enterococcus_sp._BWR-S5_species_2787714	1
Sphingobium_sp._JAI105_species_2787715	1
Polaromonas_sp._CG_9.7_species_2787732	1
Clostridiales_bacterium_1001713B170214_170313_E3_species_2787107	1
Romboutsia_sp._1001713B170131_170501_G6_species_2787108	1
Romboutsia_sp._1001285H_161024_C4_species_2787109	1
Clostridium_sp._1001275B_160808_H3_species_2787110	1
Clostridium_sp._1001271B_151109_D9_species_2787111	1
Romboutsia_sp._1001713B170207_170306_H8_species_2787112	1
Ruminococcus_sp._1001270H_150608_F2_species_2787113	1
Ruminococcus_sp._D54t1_190329_F1_species_2787114	1
Ruminococcus_sp._J1101004_170508_H5_species_2787115	1
Clostridium_sp._1001254J_160919_H10_species_2787119	1
Ruminococcus_sp._1001095IJ_161003_G2_species_2787076	1
Anaeromassilibacillus_sp._D41t1_190614_C2_species_2787078	1
Paenibacillus_sp._1001270B_150601_E10_species_2787079	1
Ruminococcus_sp._D40t1_170626_H2_species_2787081	1
Ruminococcus_sp._1001262B_160229_C12_species_2787082	1
Bacteroides_sp._1001136B_160425_E2_species_2787083	1
Eubacterium_sp._BSD2780061688b_171218_H5_species_2787085	1
Romboutsia_sp._BSD2780061687b_171204_C1_species_2787086	1
Butyricimonas_sp._BSD2780061689_150309_C8_species_2787088	1
Ruminococcus_sp._1001713B170214_170313_A12_species_2787089	1
Megasphaera_sp._D52t1_170925_H4_species_2787095	1
Eubacterium_sp._1001713B170207_170306_E7_species_2787097	1
Clostridium_sp._J1101437_171009_A5_species_2787098	1
Clostridium_sp._D33t1_170424_F3_species_2787099	1
Nucisporomicrobium_flavum_species_2785915	1
Nocardia_bovistercoris_species_2785916	1
Salinimonas_marina_species_2785918	1
Bacteroides_sp._D55t1_190419_B8_species_2787080	1
Collinsella_sp._D33t1_170424_A12_species_2787135	1
Drancourtella_sp._BSD2780061688b_171218_E11_species_2787136	1
Clostridium_sp._D46t1_190503_E9_species_2787137	1
Ruminococcus_sp._1001713B170207_170306_F5_species_2787139	1
Clostridium_sp._D43t1_170807_H7_species_2787140	1
Holdemania_sp._1001302B_160321_E10_species_2787120	1
Ruminococcus_sp._1001136B_160425_D2_species_2787121	1
Streptococcus_sp._1001283B150225_161107_H12_species_2787122	1
Fusobacterium_sp._1001295B_180824_G3_species_2787123	1
Ruminococcus_sp._1001713B170207_170306_F1_species_2787106	1
Romboutsia_sp._D33t1_170424_H2_species_2787126	1
Ruminococcus_sp._BSD2780120874_150323_B10_species_2787127	1
Alistipes_sp._D31t1_170403_E11_species_2787128	1
Clostridium_sp._1001283B150210_160208_E6_species_2787129	1
Ruminococcus_sp._D55t1_190419_H1_species_2787130	1
Ruminococcus_sp._1001275B_160808_F8_species_2787131	1
Anaeromassilibacillus_sp._1001302B_160321_C8_species_2787132	1
Ruminococcus_sp._1001175B_160314_E1_species_2787100	1
Clostridium_sp._D53t1_180928_C8_species_2787101	1
Clostridium_sp._1001270H_150608_G6_species_2787102	1
Clostridium_sp._1001270J_160509_D11_species_2787103	1
Clostridium_sp._1001271B_150615_H5_species_2787105	1
Lachnospiraceae_bacterium_1001713B170207_170306_A9_species_2787124	1
Lactobacillus_sp._A27_species_2796363	1
Comamonas_fluminis_species_2796366	1
Pseudomonas_sp._TH03_species_2796369	1
Pseudomonas_sp._TH04_species_2796370	1
Pseudomonas_sp._TH05_species_2796371	1
Pseudomonas_sp._TH06_species_2796372	1
Pseudomonas_sp._TH07_species_2796373	1
Pseudomonas_sp._TH08_species_2796374	1
Pseudomonas_sp._TH09_species_2796375	1
Pseudomonas_sp._TH10_species_2796376	1
Bacillus_sp._TH11_species_2796377	1
Bacillus_sp._TH12_species_2796378	1
Bacillus_sp._TH13_species_2796379	1
Pseudomonas_sp._TH15_species_2796381	1
Rhodobacterales_bacterium_HKCCA1058_species_2792615	1
Geobacillus_sp._YHL_species_2796117	1
Mesonia_aestuariivivens_species_2796128	1
Pseudoalteromonas_sp._BDTF-M6_species_2796132	1
Methylacidimicrobium_sp._B4_species_2796139	1
Elizabethkingia_sp._M8_species_2796140	1
Bacillus_sp._HNR-4_species_2796141	1
Acuticoccus_mangrovi_species_2796142	1
Alicyclobacillus_sp._ALC3_species_2796143	1
Paracoccus_binzhouensis_species_2796149	1
Lysinibacillus_sp._C5.1_species_2796169	1
Pseudomonas_sp._TH392020_species_2796349	1
Bacillus_sp._TH17_species_2796383	1
Bacillus_sp._TH45_species_2796409	1
Pseudomonas_sp._TH49_species_2796413	1
Bacillus_sp._TH50_species_2796414	1
Bacillus_sp._TH57_species_2796421	1
Bacillus_sp._TH59_species_2796423	1
Pseudomonas_sp._TH71_species_2796435	1
Erwinia_sp._TH79_species_2796443	1
Bacillus_sp._TH86_species_2796449	1
Micromonospora_veneta_species_2796464	1
Streptomyces_adelaidensis_species_2796465	1
Bacillaceae_bacterium_HSR45_species_2796468	1
Mycolicibacterium_xanthum_species_2796469	1
Leucobacter_chromiisoli_species_2796471	1
Bacillus_sp._TH19_species_2796385	1
Kingella_bonacorsii_species_2796361	1
Pseudomonas_sp._TH21_species_2796387	1
Bacillus_sp._TH22_species_2796388	1
Bacillus_sp._TH23_species_2796389	1
Bacillus_sp._TH25_species_2796391	1
Erwinia_sp._TH29_species_2796394	1
Bacillus_sp._TH30_species_2796395	1
Pseudomonas_sp._TH31_species_2796396	1
Pseudomonas_sp._TH32_species_2796397	1
Pseudomonas_sp._TH34_species_2796399	1
Pseudomonas_sp._TH35_species_2796400	1
Pseudomonas_sp._TH37_species_2796402	1
Pseudomonas_sp._TH38_species_2796403	1
Pseudomonas_sp._TH40_species_2796404	1
Pseudomonas_sp._TH41_species_2796405	1
Pseudomonas_sp._TH20_species_2796386	1
Pseudomonas_sp._P20_species_2795489	1
Bacillus_sp._V3_species_2795526	1
Thiohalobacter_sp._COW1_species_2795687	1
Alteromonas_sp._KC3_species_2795688	1
Ensifer_sp._SSB1_species_2795385	1
Lysobacter_arenosi_species_2795387	1
Marinomonas_transparens_species_2795388	1
Denitromonas_iodatirespirans_species_2795389	1
Paracoccus_aminophilus_species_34003	1
Aerococcaceae_bacterium_zg-1578_species_2796350	1
Niveispirillum_irakense_species_34011	1
Peteryoungia_aggregata_species_34013	1
Pararhizobium_capsulatum_species_34014	1
Blastomonas_natatoria_species_34015	1
Novipirellula_sp._species_2795430	1
Bacillus_sp._IGA-FME-2_species_2795453	1
Aphanizomenonaceae_cyanobacterium_species_2795482	1
Curtobacterium_sp._YC1_species_2795488	1
Pandoraea_sp._ASV26_species_2795130	1
Ramlibacter_algicola_species_2795217	1
Metabacillus_bambusae_species_2795218	1
Azospirillum_halopraeferens_species_34010	1
Bacillus_sp._WR12_species_2796351	1
Comamonas_sp._NyZ500_species_2795732	1
Qaidamihabitans_albus_species_2795733	1
Neochlamydia_sp._AcF95_species_2795734	1
Neochlamydia_sp._AcF65_species_2795735	1
Parachlamydia_sp._AcF125_species_2795736	1
Sanguibacter_suaedae_species_2795737	1
Sphingobacterium_sp._UDSM-2020_species_2795738	1
Olleya_sediminilitoris_species_2795739	1
Alishewanella_maricola_species_2795740	1
Aeoliella_sp._species_2795800	1
Botrimarina_sp._species_2795802	1
Stieleria_maiorica_species_2795974	1
Stieleria_sp._species_2795976	1
Pontibaca_salina_species_2795731	1
Pseudomonas_sp._ICBG1301_species_2795987	1
Alteromonas_sp._KC14_species_2795689	1
Kaistia_sp._32K_species_2795690	1
uncultured_Nitrosophilus_sp._species_2795697	1
Pseudomonas_sp._MPFS_species_2795724	1
Hymenobacter_sp._BT523_species_2795725	1
Sphingomonas_mollis_species_2795726	1
Caryophanon_latum_species_33977	1
Caryophanon_tenue_species_33978	1
Rickettsia_montanensis_species_33991	1
Neorickettsia_helminthoeca_species_33994	1
Microvirga_splendida_species_2795727	1
Pontibacter_humidus_species_2795728	1
Streptomyces_sp._N35_species_2795730	1
Aureibaculum_flavum_species_2795986	1
Campylobacter_sp._JH29_species_2798508	1
Campylobacter_sp._JH32_species_2798509	1
Campylobacter_sp._JH33_species_2798510	1
Campylobacter_sp._JH35_species_2798511	1
Campylobacter_sp._JH36_species_2798512	1
Bacillus_sp._OA1_species_2798534	1
Breznakiella_homolactica_species_2798577	1
Paenibacillus_roseus_species_2798579	1
Streptomyces_montanisoli_species_2798581	1
Pseudomonas_sp._MF7451_species_2797538	1
Pseudomonas_sp._MF7453_species_2797539	1
Bacillus_sp._TH44_species_2796408	1
Streptomyces_liliifuscus_species_2797636	1
Streptococcus_sp._121_species_2797637	1
Chryseobacterium_endalhagicum_species_2797638	1
Leucobacter_sp._L43_species_2798040	1
Viridibacillus_soli_species_2798301	1
Peribacillus_sp._TH14_species_2798481	1
Peribacillus_sp._TH16_species_2798482	1
Peribacillus_sp._TH24_species_2798483	1
Peribacillus_sp._TH27_species_2798484	1
Campylobacter_sp._JH10_species_2798503	1
Microcoleus_sp._PH2017_06_SFM_O_A_species_2798817	1
Microcoleus_sp._PH2017_07_MST_O_A_species_2798818	1
Microcoleus_sp._PH2017_08_TRC_O_A_species_2798819	1
Microcoleus_sp._PH2017_09_SFU_O_A_species_2798820	1
Microcoleus_sp._PH2017_10_PVI_O_A_species_2798821	1
Microcoleus_sp._PH2017_11_PCY_U_A_species_2798822	1
Microcoleus_sp._PH2017_12_PCY_D_A_species_2798823	1
Microcoleus_sp._PH2017_13_LAR_U_A_species_2798824	1
Microcoleus_sp._PH2017_14_LAR_D_A_species_2798825	1
Microcoleus_sp._PH2017_15_JOR_U_A_species_2798826	1
Geomonas_propionica_species_2798582	1
Geomonas_anaerohicana_species_2798583	1
Geomesophilobacter_sediminis_species_2798584	1
Mycobacterium_sp._WUMAC-067_species_2798585	1
Campylobacter_sp._JH24_species_2798507	1
Mahella_sp._species_2798721	1
Croceicoccus_sp._YJ47_species_2798724	1
Blastococcus_sp._TML/M2B_species_2798727	1
Blastococcus_sp._TML/C7B_species_2798728	1
Enterobacter_cloacae_complex_sp._AR_0002_species_2798729	1
Devosia_sediminis_species_2798801	1
Snuella_sedimenti_species_2798802	1
Sedimentitalea_arenosa_species_2798803	1
Rhodoferax_lithotrophicus_species_2798804	1
Campylobacter_sp._JH18_species_2798504	1
Campylobacter_sp._JH20_species_2798505	1
Campylobacter_sp._JH23_species_2798506	1
Mycobacterium_sp._WUMAC-025_species_2798586	1
Streptomyces_sp._HSG2_species_2797167	1
Leucobacter_edaphi_species_2796472	1
Pseudomonas_sp._TH43_species_2796407	1
Pseudomonas_sp._MF2846_species_2797524	1
Pseudomonas_sp._MF2857_species_2797525	1
Pseudomonas_sp._MF5691_species_2797526	1
Pseudomonas_sp._MF6751_species_2797528	1
Pseudomonas_sp._MF6754_species_2797529	1
Pseudomonas_sp._MF6755_species_2797530	1
Pseudomonas_sp._MF6767_species_2797531	1
Pseudomonas_sp._MF6768_species_2797532	1
Pseudomonas_sp._MF6772_species_2797533	1
Pseudomonas_sp._MF6776_species_2797534	1
Pseudomonas_sp._MF6784_species_2797535	1
Pseudomonas_sp._MF6787_species_2797536	1
Pseudomonas_sp._MF7448_species_2797537	1
Pseudomonas_sp._S4_EA_1b_species_2796960	1
[Mycoplasma]_testudinis_species_33924	1
Clostridium_aminobutyricum_species_33953	1
Gelria_sp._Kuro-4_species_2796927	1
Ensifer_sp._IC3342_species_2793802	1
Bradyrhizobium_sp._IC3123_species_2793803	1
Bradyrhizobium_sp._IC3195_species_2793804	1
Cyanobacteria_bacterium_OH_HDB_209_species_2793322	1
Cyanobacteria_bacterium_OH_HFB_136_species_2793323	1
Cyanobacteria_bacterium_OH_SDB_54_species_2793324	1
Cyanobacteria_bacterium_OH_SFB_17_species_2793325	1
Cyanobacteria_bacterium_OH_SFB_222_species_2793326	1
Desulfolithobacter_dissulfuricans_species_2795293	1
Cyanobacteria_bacterium_OH_CBrB_359_species_2793328	1
Cyanobacteria_bacterium_OH_CDB_20_species_2793329	1
Cyanobacteria_bacterium_OH_CDB_58_species_2793330	1
Cyanobacteria_bacterium_OH_CFB_184_species_2793331	1
Streptomyces_sp._JH14_species_2793630	1
Streptomyces_sp._JH34_species_2793633	1
Penaeicola_halotolerans_species_2793196	1
Cyanobacteria_bacterium_KgW148_species_2793240	1
Ochrobactrum_sp._Q0168_species_2793241	1
Candidatus_Roseilinea_mizusawaensis_species_2793259	1
Cyanobacteria_bacterium_OH_CBB_238_species_2793327	1
Pseudomonas_sp._PAGU_2196_species_2793997	1
Ensifer_sp._IC4062_species_2794006	1
Novosphingopyxis_sp._YJ-S2-01_species_2794021	1
Proteus_sp._PR00174_species_2794024	1
Proteus_sp._PR00208_species_2794025	1
Proteus_sp._PR00224_species_2794026	1
Bradyrhizobium_sp._IC4059_species_2793805	1
Bradyrhizobium_sp._IC3069_species_2793806	1
Bradyrhizobium_sp._IC4060_species_2793807	1
Bradyrhizobium_sp._IC4061_species_2793808	1
Bradyrhizobium_sp._NBAIM32_species_2793809	1
Ensifer_sp._NBAIM29_species_2793810	1
Bradyrhizobium_sp._NBAIM20_species_2793811	1
Bradyrhizobium_sp._NBAIM16_species_2793813	1
Bradyrhizobium_sp._NBAIM14_species_2793814	1
Bradyrhizobium_sp._NBAIM08_species_2793815	1
Bradyrhizobium_sp._NBAIM03_species_2793816	1
Bradyrhizobium_sp._NBAIM02_species_2793817	1
Bradyrhizobium_sp._NBAIM01_species_2793818	1
Bradyrhizobium_sp._BRP56_species_2793819	1
Bradyrhizobium_sp._BRP23_species_2793820	1
Bradyrhizobium_sp._NBAIM18_species_2793812	1
Sporosarcina_limicola_species_34101	1
Ruegeria_sp._SCSIO_43209_species_2793010	1
Erythrobacter_sp._YJ-T3-07_species_2793063	1
Hymenobacter_guriensis_species_2793065	1
Rhodobacterales_bacterium_HKCCD6035_species_2792618	1
Rhodobacterales_bacterium_HKCCE2091_species_2792619	1
Rhodobacterales_bacterium_HKCCE4037_species_2792620	1
Rhodobacterales_bacterium_HKCCE3408_species_2792621	1
Rhodobacterales_bacterium_HKCCSP123_species_2792622	1
Rhodobacterales_bacterium_LSUCC0031_species_2792623	1
Rhodobacterales_bacterium_LSUCC0374_species_2792624	1
Rhodobacterales_bacterium_LSUCC0387_species_2792625	1
Rhodobacterales_bacterium_LSUCC1028_species_2792626	1
Amycolatopsis_sp._MtRt-6_species_2792782	1
Panacibacter_microcysteis_species_2793269	1
Lysobacter_changpingensis_species_2792784	1
Candidatus_Thiodiazotropha_sp._'RUGA'_species_2792788	1
Rhodobacterales_bacterium_HKCCD4356_species_2792613	1
Rhodobacterales_bacterium_FZCC0069_species_2792614	1
Luteirhabdus_pelagi_species_2792783	1
Caenimonas_aquaedulcis_species_2793270	1
Methylobrevis_albus_species_2793297	1
Cyanobacteria_bacterium_OH_PBB_10_species_2793316	1
Cyanobacteria_bacterium_OH_PDB_112_species_2793317	1
Cyanobacteria_bacterium_OH_PDB_230_species_2793318	1
Cyanobacteria_bacterium_OH_HBrB_170_species_2793319	1
Cyanobacteria_bacterium_OH_HBrB_202_species_2793320	1
Cyanobacteria_bacterium_OH_HBrB_90_species_2793321	1
Flavobacterium_agrisoli_species_2793066	1
Pedobacter_segetis_species_2793069	1
Adhaeribacter_terrigena_species_2793070	1
Mucilaginibacter_segetis_species_2793071	1
Rhodospirillum_centenum_species_34018	1
Pseudoduganella_chitinolytica_species_34070	1
Neisseria_flava_species_34026	1
Aromatoleum_tolulyticum_species_34027	1
Leptothrix_cholodnii_species_34029	1
Desulfobacter_vibrioformis_species_34031	1
Desulfobulbus_rhabdoformis_species_34032	1
Methylobacter_marinus_species_34058	1
Paraburkholderia_haematera_species_2793077	1
Pseudomonas_sp._IAC-BECa141_species_2793103	1
Frankia_sp._AgB1.8_species_2792839	1
Massilia_soli_species_2792854	1
Bacillus_sp._PR5_species_2792860	1
Neisseria_sp._HSUH001_species_2792963	1
Novosphingobium_aureum_species_2792964	1
Candidatus_Liberibacter_sp._species_34022	1
Aquitalea_sp._ASV16_species_2795105	1
Bosea_sp._ASV33_species_2795106	1
Brevundimonas_sp._ASV9_species_2795107	1
Chitinophaga_sp._ASV3_species_2795108	1
Chromobacterium_sp._ASV5_species_2795109	1
Chromobacterium_sp._ASV23_species_2795110	1
Citrobacter_sp._ASV29_species_2795111	1
Comamonas_sp._ASV10_species_2795112	1
Delftia_sp._ASV31_species_2795113	1
Rhizobiaceae_bacterium_B02_species_2793827	1
Citrobacter_sp._AN-PRR1_species_2795025	1
Inhella_proteolytica_species_2795029	1
Inhella_gelatinilytica_species_2795030	1
Rhodococcus_sp._P-2_species_2795031	1
Ruegeria_sp._HKCCSP335_species_2794833	1
Ruegeria_sp._HKCCSA071_species_2794834	1
Schnuerera_sp._species_2794844	1
Sulfurimonas_sp._MAG313_species_2795312	1
Sulfurimonas_sp._SAG-AH-194-C20_species_2795313	1
Sulfurimonas_sp._SAG-AH-194-C21_species_2795314	1
Sulfurimonas_sp._SAG-AH-194-L11_species_2795315	1
Sulfurimonas_sp._SAG-AH-194-I05_species_2795316	1
Dyella_sp._ASV21_species_2795114	1
Dyella_sp._ASV24_species_2795115	1
Elizabethkingia_sp._ASV34_species_2795116	1
Herbaspirillum_sp._ASV7_species_2795117	1
Paraburkholderia_sp._ASV22_species_2795118	1
Pedobacter_sp._ASV2_species_2795119	1
Pedobacter_sp._ASV12_species_2795120	1
Aquitalea_sp._ASV15_species_2795104	1
Pedobacter_sp._ASV19_species_2795122	1
Pedobacter_sp._ASV28_species_2795123	1
Ralstonia_sp._ASV6_species_2795124	1
Rhizobium_sp._ASV8_species_2795125	1
Rhizobium_sp._ASV20_species_2795126	1
Serratia_sp._ASV30_species_2795127	1
Sphingomonas_sp._ASV18_species_2795128	1
Xylophilus_sp._ASV27_species_2795129	1
Achromobacter_sp._ASV4_species_2795100	1
Achromobacter_sp._ASV32_species_2795101	1
Aquitalea_sp._ASV1_species_2795102	1
Aquitalea_sp._ASV11_species_2795103	1
Pedobacter_sp._ASV17_species_2795121	1
Candidatus_Symbiopectobacterium_sp._'North_America'_species_2794574	1
Candidatus_Symbiopectobacterium_sp._PLON1_species_2794575	1
Candidatus_Symbiopectobacterium_sp._Clec_Harlan_species_2794576	1
Candidatus_Symbiopectobacterium_sp._Dall1.0_species_2794577	1
Bacillus_cereus_group_sp._N3_species_2794582	1
Bacillus_cereus_group_sp._N6_species_2794583	1
Bacillus_cereus_group_sp._N8_species_2794584	1
Bacillus_cereus_group_sp._N11_species_2794585	1
Bacillus_cereus_group_sp._N12_species_2794586	1
Terriglobus_sp._ADX1_species_2794063	1
Edaphobacter_sp._HDX4_species_2794064	1
Schaalia_sp._19OD2882_species_2794089	1
Streptomyces_sp._RB110-2_species_2794863	1
Spongiibacter_nanhainus_species_2794344	1
Arthrobacter_sp._MSA_4-2_species_2794349	1
Paenibacillus_sp._GSMTC-2017_species_2794350	1
Pseudomonas_sp._USTB-Z_species_2794351	1
Enterococcus_larvae_species_2794352	1
Vagococcus_allomyrinae_species_2794353	1
Bradyrhizobium_sp._BRP22_species_2793821	1
Bradyrhizobium_sp._BRP20_species_2793822	1
Bradyrhizobium_sp._BRP19_species_2793823	1
Bradyrhizobium_sp._BRP14_species_2793824	1
Ensifer_sp._BRP08_species_2793825	1
Bradyrhizobium_sp._BRP05_species_2793826	1
Lactobacillus_sp._CRM56-2_species_2794338	1
Streptomyces_sp._RB110-1_species_2794864	1
Rhodobacteraceae_bacterium_F11138_species_2794865	1
sulfur-oxidizing_endosymbiont_of_Gigantopelta_aegis_species_2794934	1
methane-oxidizing_endosymbiont_of_Gigantopelta_aegis_species_2794938	1
Bacillus_cereus_group_sp._N14_species_2794587	1
Bacillus_cereus_group_sp._N15_species_2794588	1
Bacillus_cereus_group_sp._N17_species_2794589	1
Bacillus_cereus_group_sp._N18_species_2794590	1
Bacillus_cereus_group_sp._N21_species_2794591	1
Bacillus_cereus_group_sp._N28_species_2794593	1
Bacillus_cereus_group_sp._N31_species_2794594	1
Bacillus_cereus_group_sp._N34_species_2794595	1
Candidatus_Symbiopectobacterium_sp._Chty_BC_species_2794626	1
Ruegeria_sp._HKCCE4150_species_2794828	1
Ruegeria_sp._HKCCE4148_species_2794829	1
Ruegeria_sp._HKCCSP346_species_2794830	1
Ruegeria_sp._HKCCE3926_species_2794831	1
Ruegeria_sp._HKCCSP351_species_2794832	1
Bacillus_cereus_group_sp._N24_species_2794592	1
Micrococcus_sp._2A_species_3142261	1
Thauera_sp._JM12B12_species_3142262	1
Aeromicrobium_sp._179-A_4D2_NHS_species_3142375	1
Brevibacillus_sp._179-C8.2_HS_species_3142377	1
Cellulomonas_sp._179-A_4D5_NHS_species_3142378	1
Cellulomonas_sp._179-A_9B4_NHS_species_3142379	1
Microbacterium_sp._179-I_3D4_NHS_species_3142381	1
Microbacterium_sp._179-I_3D3_NHS_species_3142382	1
Microbacterium_sp._179-B_1A2_NHS_species_3142383	1
Ornithinibacillus_sp._179-J_7C1_HS_species_3142384	1
Siminovitchia_sp._179-K_8D1_HS_species_3142385	1
Sporosarcina_sp._179-K_8C2_HS_species_3142387	1
Terribacillus_sp._179-K_1B1_HS_species_3142388	1
Fontimonas_sp._SYSU_GA230001_species_3142450	1
Trichocoleus_sp._FACHB-40_species_2692870	1
Streptomyces_sp._OP7_species_3142462	1
Terrisporobacter_phage_TPELB_ph1_species_3141808	1
Terrisporobacter_phage_TVCOM_ph1_species_3141809	1
Klebsiella_phage_SAKp28_species_3141812	1
Sphingosinicellaceae_bacterium_M-36_species_3141940	1
Bacteroides_sp._90-K9/2_species_3142453	1
Aerococcaceae_bacterium_50-4_species_3142726	1
Carnobacteriaceae_bacterium_52-44_species_3142729	1
Christensenellaceae_bacterium_44-20_species_3142730	1
Anaerovoracaceae_bacterium_41-7_species_3142736	1
Anaerovoracaceae_bacterium_42-11_species_3142737	1
Atopobiaceae_bacterium_24-176_species_3142738	1
Corynebacteriaceae_bacterium_6-324_species_3142740	1
Corynebacteriaceae_bacterium_7-707_species_3142741	1
Eggerthellaceae_bacterium_24-137_species_3142742	1
Eggerthellaceae_bacterium_3-80_species_3142743	1
Erysipelotrichaceae_bacterium_51-3_species_3142744	1
Erysipelotrichaceae_bacterium_66-17_species_3142745	1
Lachnospiraceae_bacterium_29-84_species_3142746	1
Mycobacterium_sp._050272_species_3142488	1
Pseudoxanthomonas_sp._CCNWLY206-2_species_3142526	1
Cellulomonas_sp._P4_species_3142533	1
Enterobacter_adelaidei_species_3142537	1
Streptomyces_sp._BRB040_species_3142634	1
Staphylococcus_sp._Mo2-7_species_3142646	1
Staphylococcus_sp._2S1_species_3142647	1
Staphylococcus_sp._Mo2-1_species_3142648	1
Staphylococcus_sp._50Mo3-1_species_3142649	1
Pseudomonas_sp._TE50-2_species_3142707	1
Lachnospiraceae_bacterium_29-91_species_3142747	1
Ruminococcus_sp._RTP21358st1_G6_RTP21358_211008_species_3141605	1
Ruminococcus_sp._RTP21359st1_H3_RTP21359_211015_species_3141606	1
