DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Bacteria_genome_counts
COLOR	#ff0000
Bifidobacterium_panos_species_2675321	1
Bifidobacterium_oedipodis_species_2675322	1
Bifidobacterium_moraviense_species_2675323	1
Bifidobacterium_olomucense_species_2675324	1
Bifidobacterium_erythrocebi_species_2675325	1
Citrobacter_sp._On2M_species_2679993	1
Mannheimia_sp._ZY171111_species_2679995	1
Arundinibacter_sp._species_2680000	1
Rhodophyticola_sp._species_2680032	1
Clostridium_sp._16K-1-R1_species_2681265	1
Oceanobacillus_salinisoli_species_2678611	1
Cyclobacterium_sp._SYSU_L10401_species_2678657	1
Streptobacillus_canis_species_2678686	1
Enterobacter_sp._HSTU-ASh6_species_2678687	1
Pseudodesulfovibrio_cashew_species_2678688	1
Pseudomonas_sp._MAG002Y_species_2678690	1
uncultured_Oceaniradius_sp._species_2679896	1
Modicisalibacter_sp._'Wilcox'_species_2679914	1
Arhodomonas_sp._KWT_species_2679915	1
Sulfitobacter_profundi_species_2679961	1
Pedobacter_planticolens_species_2679964	1
Aeromicrobium_sp._636_species_2678500	1
Facklamia_sp._252_species_2678501	1
Facklamia_sp._253_species_2678502	1
Granulicatella_sp._zg-84_species_2678503	1
Mesorhizobium_xinjiangense_species_2678685	1
Sphingobacterium_sp._18053_species_2681401	1
Rhizobium_sp._18055_species_2681403	1
Citrobacter_sp._18056_species_2681404	1
Serratia_sp._18057_species_2681405	1
Pseudomonas_sp._18058_species_2681406	1
Pantoea_sp._18059_species_2681407	1
Curtobacterium_sp._18060_species_2681408	1
Chryseobacterium_sp._18061_species_2681409	1
Microbacterium_sp._18062_species_2681410	1
Rhizobium_sp._18065_species_2681411	1
Roseomonas_sp._18066_species_2681412	1
Arthrobacter_sp._18067_species_2681413	1
Chryseobacterium_sp._18068_species_2681414	1
Pantoea_sp._18069_species_2681415	1
Novosphingobium_sp._18052_species_2681400	1
Raoultella_sp._18085_species_2681417	1
Pseudomonas_sp._TDA1_species_2681304	1
Nostoc_sp._UCD121_species_2681305	1
Nostoc_sp._UCD122_species_2681306	1
Leclercia_sp._J807_species_2681307	1
Leclercia_sp._119287_species_2681308	1
Methylococcus_geothermalis_species_2681310	1
Nostoc_sp._UCD120_species_2681312	1
Klebsiella_sp._STW0522-44_species_2681387	1
Streptomyces_otsuchiensis_species_2681388	1
Burkholderia_sp._BCC1638_species_2681391	1
Enterococcus_sp._CSURQ0835_species_2681394	1
Pseudomonas_sp._18048_species_2681396	1
Novosphingobium_sp._18050_species_2681398	1
Raoultella_sp._18051_species_2681399	1
Raoultella_sp._18084_species_2681416	1
Pseudooceanicola_pacificus_species_2676438	1
Bombella_sp._ESL0368_species_2676441	1
Bombella_sp._ESL0378_species_2676442	1
Bombella_sp._ESL0380_species_2676444	1
Commensalibacter_sp._ESL0382_species_2676445	1
Bombella_sp._ESL0385_species_2676446	1
Bombella_sp._ESL0387_species_2676447	1
Bifidobacteriaceae_bacterium_NR044_species_2676752	1
Granulicatella_sp._zg-ZJ_species_2678504	1
Burkholderia_sp._BCC0398_species_2676297	1
Burkholderia_sp._BCC0405_species_2676298	1
Burkholderia_sp._BCC1047_species_2676299	1
Caballeronia_sp._BCC1704_species_2676300	1
Burkholderia_sp._BCC1642_species_2676302	1
Lentimonas_sp._CC6_species_2676100	1
Lentimonas_sp._CC8_species_2676101	1
Galactobacter_caseinivorans_species_2676123	1
Sphingosinithalassobacter_portus_species_2676234	1
Ruminococcus_sp._zg-924_species_2678505	1
Ruminococcus_sp._zg-921_species_2678506	1
Komagataeibacter_sp._FXV2_species_2678527	1
Listeria_sp._LM90SB2_species_2678528	1
Kineobactrum_sp._species_2678531	1
Corticimicrobacter_sp._species_2678536	1
Paenibacillus_sp._SYP-B3998_species_2678564	1
Citrobacter_sp._On28M_species_2678565	1
Ornithinibacillus_caprae_species_2678566	1
Bifidobacteriaceae_bacterium_NR043_species_2676753	1
Bifidobacteriaceae_bacterium_NR002_species_2676754	1
Aquisediminimonas_sediminicola_species_2676787	1
Acidimangrovimonas_sp._species_2676791	1
Oceanobacillus_sp._HTM_045_species_2676312	1
Phnomibacter_ginsenosidimutans_species_2676868	1
Streptomyces_sp._Tu_2975_species_2676871	1
Pseudomonas_sp._St386_species_2678256	1
Pseudomonas_sp._St316_species_2678257	1
Pseudomonas_sp._Cab53_species_2678258	1
Pseudomonas_sp._Seg1_species_2678259	1
Pseudomonas_sp._Ost2_species_2678260	1
Pseudomonas_sp._Pc102_species_2678261	1
Secundilactobacillus_folii_species_2678357	1
Paraburkholderia_sp._BCC1876_species_2676303	1
Burkholderia_sp._BCC1630_species_2676304	1
Flavobacterium_sp._MC2016-06_species_2676308	1
Gordonia_sp._135_species_2676309	1
Pseudarthrobacter_sp._GA104_species_2676311	1
Pantoea_jilinensis_species_2676834	1
Salmonella_sp._S127_66822_species_2665616	1
Salmonella_sp._S128_05287_species_2665617	1
Salmonella_sp._S129_41069_species_2665618	1
Salmonella_sp._S130_52170_species_2665619	1
Salmonella_sp._S131_52575_species_2665620	1
Salmonella_sp._S132_54197_species_2665621	1
Salmonella_sp._S133_54550_species_2665622	1
Salmonella_sp._S134_54621_species_2665623	1
Salmonella_sp._S135_54728_species_2665624	1
Salmonella_sp._S136_55431_species_2665625	1
Salmonella_sp._S137_56021_species_2665626	1
Salmonella_sp._S138_56042_species_2665627	1
Salmonella_sp._S139_57379_species_2665628	1
Salmonella_sp._S140_59108_species_2665629	1
Salmonella_sp._S109-25604_species_2665599	1
Salmonella_sp._S110-31002_species_2665600	1
Salmonella_sp._S111-34428_species_2665601	1
Salmonella_sp._S112-43924_species_2665602	1
Salmonella_sp._S113-49063_species_2665603	1
Salmonella_sp._S114-49411_species_2665604	1
Salmonella_sp._S115-49642_species_2665605	1
Salmonella_sp._S116-49672_species_2665606	1
Salmonella_sp._S117-49695_species_2665607	1
Salmonella_sp._S118-65274_species_2665608	1
Salmonella_sp._S119-65308_species_2665609	1
Salmonella_sp._S121-66422_species_2665610	1
Salmonella_sp._S122-66464_species_2665611	1
Salmonella_sp._S123-66599_species_2665612	1
Salmonella_sp._S141_59878_species_2665630	1
Pedobacter_puniceum_species_2666136	1
Cyclobacterium_roseum_species_2666137	1
Paracoccus_sp._S-4012_species_2665648	1
Nonomuraea_rhizosphaerae_species_2665663	1
Scopulibacillus_cellulosilyticus_species_2665665	1
Streptomyces_xiangluensis_species_2665720	1
Spirosoma_endbachense_species_2666025	1
Ornithinimicrobium_cavernae_species_2666047	1
Candidatus_Arthromitus_sp._'Pasteur'_species_2666073	1
Candidatus_Arthromitus_sp._GSU_species_2666074	1
Paenibacillus_monticola_species_2666075	1
Duganella_aquatilis_species_2666082	1
Salmonella_sp._S126-66713_species_2665615	1
Salmonella_sp._S143_60131_species_2665632	1
Salmonella_sp._S144_61417_species_2665633	1
Salmonella_sp._S145_44703_species_2665634	1
Salmonella_sp._S146_54837_species_2665635	1
Salmonella_sp._S147_56019_species_2665636	1
Salmonella_sp._S148_59311_species_2665637	1
Salmonella_sp._S149_61125_species_2665638	1
Salmonella_sp._S150_61271_species_2665639	1
Salmonella_sp._S151_61449_species_2665640	1
Salmonella_sp._S152_61454_species_2665641	1
Allosaccharopolyspora_coralli_species_2665642	1
Paracoccus_lichenicola_species_2665644	1
Flavobacterium_sp._SLB02_species_2665645	1
Alicyclobacillus_sp._SO9_species_2665646	1
Salmonella_sp._S142_60093_species_2665631	1
Salmonella_sp._S088_02709_species_2665581	1
Salmonella_sp._S089_02710_species_2665582	1
Salmonella_sp._S046_64203_species_2665551	1
Salmonella_sp._S047_66759_species_2665552	1
Salmonella_sp._S048_01045_species_2665553	1
Salmonella_sp._S049_01139_species_2665554	1
Salmonella_sp._S050_01140_species_2665555	1
Salmonella_sp._S051_01141_species_2665556	1
Salmonella_sp._S052_01142_species_2665557	1
Salmonella_sp._S054_01145_species_2665558	1
Salmonella_sp._S055_01148_species_2665559	1
Salmonella_sp._S056_01185_species_2665560	1
Salmonella_sp._S057_01194_species_2665561	1
Salmonella_sp._S058_01195_species_2665562	1
Salmonella_sp._S124_66631_species_2665613	1
Salmonella_sp._S060_01291_species_2665564	1
Salmonella_sp._S061_01369_species_2665565	1
Salmonella_sp._S062_01370_species_2665566	1
Salmonella_sp._S030_03996_species_2665535	1
Salmonella_sp._S031_04177_species_2665536	1
Salmonella_sp._S032_08488_species_2665537	1
Salmonella_sp._S033_08534_species_2665538	1
Salmonella_sp._S034_09573_species_2665539	1
Salmonella_sp._S035_10622_species_2665540	1
Salmonella_sp._S036_13174_species_2665541	1
Salmonella_sp._S037_25249_species_2665542	1
Salmonella_sp._S038_44700_species_2665543	1
Salmonella_sp._S039_44712_species_2665544	1
Salmonella_sp._S040_44862_species_2665545	1
Salmonella_sp._S059_01198_species_2665563	1
Salmonella_sp._S125-66652_species_2665614	1
Salmonella_sp._S090_02723_species_2665583	1
Salmonella_sp._S091_02751_species_2665584	1
Salmonella_sp._S092_02753_species_2665585	1
Salmonella_sp._S093_02758_species_2665586	1
Salmonella_sp._S094_02810_species_2665587	1
Salmonella_sp._S095_02888_species_2665588	1
Salmonella_sp._S096_02912_species_2665589	1
Salmonella_sp._S098_03630_species_2665590	1
Salmonella_sp._S099_03631_species_2665591	1
Salmonella_sp._S100_03632_species_2665592	1
Salmonella_sp._S101_03634_species_2665593	1
Salmonella_sp._S102_03650_species_2665594	1
Salmonella_sp._S103_04178_species_2665595	1
Salmonella_sp._S087_02702_species_2665580	1
Salmonella_sp._S105-04183_species_2665597	1
Salmonella_sp._S108-09120_species_2665598	1
Salmonella_sp._S064_01380_species_2665567	1
Salmonella_sp._S065_01391_species_2665568	1
Salmonella_sp._S068_01480_species_2665569	1
Salmonella_sp._S069_01685_species_2665570	1
Salmonella_sp._S071_01786_species_2665571	1
Salmonella_sp._S073_01823_species_2665572	1
Salmonella_sp._S075_02071_species_2665573	1
Salmonella_sp._S076_02552_species_2665574	1
Salmonella_sp._S077_02553_species_2665575	1
Salmonella_sp._S078_02580_species_2665576	1
Salmonella_sp._S080_02588_species_2665577	1
Salmonella_sp._S083_02621_species_2665578	1
Salmonella_sp._S086_02700_species_2665579	1
Salmonella_sp._S104-04179_species_2665596	1
Pontibacter_chitinilyticus_species_2674989	1
Cohnella_candidum_species_2674991	1
Tellurirhabdus_rosea_species_2674997	1
Mucilaginibacter_endophyticus_species_2675003	1
Notoacmeibacter_ruber_species_2670375	1
Lysinibacillus_cavernae_species_2666135	1
Desulforhabdus_amnigena_species_40218	1
Glycomyces_luteolus_species_2670330	1
Lottiidibacillus_patelloidae_species_2670334	1
Nocardioides_speluncae_species_2670337	1
Corynebacterium_kalinowskii_species_2675216	1
Streptomyces_sp._S-2_species_2675217	1
Corynebacterium_comes_species_2675218	1
Corynebacterium_occultum_species_2675219	1
Sandarakinorhabdus_oryzae_species_2675220	1
Leisingera_sp._ANG59_species_2675221	1
Micromonospora_sp._WMMC415_species_2675222	1
Pantoea_sp._RSPAM1_species_2675223	1
Thiosulfativibrio_zosterae_species_2675053	1
Thiosulfatimonas_sediminis_species_2675054	1
Chryseobacterium_aquaeductus_species_2675056	1
Chryseobacterium_potabilaquae_species_2675057	1
Lysobacter_helvus_species_2675059	1
Lysobacter_xanthus_species_2675060	1
Noviluteimonas_caseinilytica_species_2675101	1
Ollibium_composti_species_2675109	1
Serratia_microhaemolytica_species_2675110	1
Providencia_sp._wls1950_species_2675147	1
Providencia_sp._wls1949_species_2675148	1
Providencia_sp._wls1948_species_2675149	1
Providencia_sp._wls1943_species_2675150	1
Providencia_sp._wls1938_species_2675151	1
Pseudomonas_sp._SDS3-8_species_2672566	1
Sandarakinorhabdus_rubra_species_2672568	1
Microlunatus_sp._Gsoil_973_species_2672569	1
Sulfurimonas_aquatica_species_2672570	1
Chryseobacterium_fistulae_species_2675058	1
Streptomyces_monticola_species_2666263	1
Spongiactinospora_gelatinilytica_species_2666298	1
Cupriavidus_lacunae_species_2666307	1
Agromyces_kandeliae_species_2666141	1
Streptomyces_desertarenae_species_2666184	1
Spiribacter_sp._2438_species_2666185	1
Oceanospirillaceae_bacterium_ASx5O_species_2666188	1
Bacillus_sp._RIT694_species_2666190	1
Raoultella_sp._RIT712_species_2666191	1
Acinetobacter_sp._RIT698_species_2666192	1
Enterobacteriaceae_bacterium_RIT711_species_2666194	1
Enterobacteriaceae_bacterium_RIT702_species_2666195	1
Enterobacteriaceae_bacterium_RIT697_species_2666196	1
Enterobacteriaceae_bacterium_RIT693_species_2666197	1
Enterobacteriaceae_bacterium_RIT692_species_2666198	1
Duganella_rivi_species_2666083	1
Duganella_guangzhouensis_species_2666084	1
Pseudoduganella_rivuli_species_2666085	1
Pseudomonas_sp._Xaverov_259_species_2666086	1
Pseudomonas_sp._Xaverov_83_species_2666087	1
Micrococcus_sp._JV4_species_2666106	1
Bacillus_sp._N3536_species_2666127	1
Desulfovibrio_sp._86_species_2666132	1
Starkeya_nomas_species_2666134	1
Enterobacteriaceae_bacterium_RIT714_species_2666193	1
Tabrizicola_thermarum_species_2670345	1
Jiangella_anatolica_species_2670374	1
Kangiella_sp._HZ709_species_2666328	1
Cyclobacterium_salsum_species_2666329	1
Flavobacterium_sp._LC2016-23_species_2666330	1
Glaciihabitans_arcticus_species_2668039	1
Mangrovibacterium_lignilyticum_species_2668052	1
Lacticaseibacillus_zhaodongensis_species_2668065	1
Marinobacterium_sp._LSUCC0821_species_2668067	1
Phycobacter_azelaicus_species_2668075	1
Enterobacteriaceae_bacterium_RIT691_species_2666199	1
Lactobacillus_sp._F027-1-2_species_2668066	1
Ruminococcus_sp._MCC718_species_2592649	1
Streptomyces_macrosporus_species_44032	1
Streptomyces_megasporus_species_44060	1
Algoriphagus_kandeliae_species_2562278	1
Pseudooceanicola_onchidii_species_2562279	1
Halomonas_binhaiensis_species_2562282	1
Pseudolabrys_sp._FHR47_species_2562284	1
Constantimarinum_furrinae_species_2562285	1
Nitratireductor_sp._XY-223_species_2561926	1
Klebsiella_sp._Z2_species_2561928	1
Oxalobacteraceae_bacterium_OM1_species_2561929	1
Zemynaea_arenosa_species_2561931	1
Duganella_callida_species_2561932	1
Rhodoligotrophos_defluvii_species_2561934	1
Massilia_horti_species_2562153	1
Sinimarinibacterium_sp._CAU_1509_species_2562283	1
Citrobacter_tructae_species_2562449	1
Neolewinella_litorea_species_2562452	1
Methylorubrum_sp._Q1_species_2562453	1
Soehngenia_longivitae_species_2562294	1
Rhizobium_sp._FKL33_species_2562307	1
Mesorhizobium_sp._GR13_species_2562308	1
Rhizobium_sp._FY34_species_2562309	1
Rhizobium_sp._FKY42_species_2562310	1
Roseomonas_sp._AR75_species_2562311	1
Devosia_sp._FKR38_species_2562312	1
Roseomonas_sp._HF4_species_2562313	1
Mycolicibacterium_sp._CR10_species_2562314	1
Paenibacillus_sp._SY21-1_species_2562315	1
Massilia_sp._HP4_species_2562316	1
Rhodobacter_sp._SY28-1_species_2562317	1
Neptunomonas_sp._XY-337_species_2561897	1
Corynebacterium_segmentosum_species_43990	1
Caldicellulosiruptor_saccharolyticus_species_44001	1
Streptomyces_sp._IB201691-2A2_species_2561920	1
Lysinibacillus_sp._S2017_species_2561923	1
Brevundimonas_sp._MF30-B_species_2561924	1
Brevundimonas_sp._S30B_species_2561925	1
Collinsella_sp._BA40_species_2560852	1
Vitreimonas_flagellata_species_2560861	1
Enterococcus_songbeiensis_species_2559927	1
Microbacterium_sp._dk485_species_2560021	1
Streptomyces_sp._MNU103_species_2560024	1
Streptomyces_sp._MNU89_species_2560025	1
Streptomyces_sp._MNU76_species_2560026	1
Aeromonas_sp._1805_species_2560028	1
Arthrobacter_sp._CAU_1506_species_2560052	1
Lactiplantibacillus_pingfangensis_species_2559915	1
Paucilactobacillus_kaifaensis_species_2559921	1
Enterococcus_pingfangensis_species_2559924	1
Enterococcus_nangangensis_species_2559926	1
Blastococcus_sp._CT_GayMR20_species_2559609	1
Geodermatophilus_sp._DF01-2_species_2559610	1
Mycobacterium_sp._PS03-16_species_2559611	1
Blastococcus_sp._TF02A-35_species_2559612	1
Rhodococcus_sp._1R11_species_2559614	1
Desulfosporosinus_sp._Sb-LF_species_2560027	1
Terasakiella_sp._SH-1_species_2560057	1
Brevundimonas_sp._Bb-A_species_2560058	1
Streptomyces_sp._T1317-0309_species_2560059	1
Streptomyces_sp._MZ04_species_2559236	1
Gammaproteobacteria_bacterium_LSUCC0057_species_2559237	1
Streptococcus_satellite_phage_Javan86_species_2558865	1
Streptococcus_satellite_phage_Javan89_species_2558866	1
Streptococcus_satellite_phage_Javan9_species_2558867	1
Streptococcus_satellite_phage_Javan96_species_2558868	1
Streptococcus_satellite_phage_Javan97_species_2558869	1
Streptococcus_satellite_phage_Javan98_species_2558870	1
Streptococcus_satellite_phage_Javan99_species_2558871	1
Pseudomonas_sp._NCIMB_10586_species_2558872	1
Herbaspirillum_sp._3C11_species_2559615	1
Rhodocaloribacter_litoris_species_2558931	1
Pseudomonas_sp._S150_species_2559074	1
Pseudomonas_sp._RIT623_species_2559075	1
Streptococcus_satellite_phage_Javan754_species_2558849	1
Streptococcus_satellite_phage_Javan755_species_2558850	1
Streptococcus_satellite_phage_Javan756_species_2558851	1
Streptococcus_satellite_phage_Javan757_species_2558852	1
Streptococcus_satellite_phage_Javan758_species_2558853	1
Streptococcus_satellite_phage_Javan759_species_2558854	1
Streptococcus_satellite_phage_Javan76_species_2558855	1
Streptococcus_satellite_phage_Javan760_species_2558856	1
Nocardioides_cynanchi_species_2558918	1
Herbaspirillum_sp._3R-11_species_2559616	1
Herbaspirillum_sp._3R11_species_2559617	1
Paenibacillus_sp._28ISP30-2_species_2559618	1
Clostridium_sp._BSD2780061688st1_E8_species_2559704	1
Clostridium_sp._BSD2780061688st1_H5_species_2559705	1
Pseudoflavonifractor_sp._BSD2780061688st1_E11_species_2559706	1
Enterococcus_sp._BSD2780061688st2_D3_species_2559707	1
Clostridium_sp._1001271st1_H5_species_2559708	1
Clostridium_sp._1001175st1_A10_species_2559709	1
Candidatus_Accumulibacter_delftensis_species_2559234	1
Cellulomonas_sp._HD19AZ1_species_2559593	1
Candidatus_Nitrotoga_sp._AM1P_species_2559597	1
Sphingobacterium_lumbrici_species_2559600	1
Cognatiluteimonas_lumbrici_species_2559601	1
Thiopseudomonas_sp._4R-3cl_species_2559604	1
Streptomyces_sp._4R-3d_species_2559605	1
Bacillus_sp._AZ43_species_2559606	1
Blastococcus_sp._CT_GayMR16_species_2559607	1
Blastococcus_sp._CT_GayMR19_species_2559608	1
Flavivirga_rizhaonensis_species_2559571	1
Borrelia_persica_species_44448	1
Mycobacterium_tilburgii_species_44467	1
Caldanaerobius_polysaccharolyticus_species_44256	1
Pleurocapsa_sp._species_44475	1
Pseudomonas_sp._BN414_species_2567888	1
Enterobacter_sp._18A13_species_2565914	1
Flavobacterium_supellecticarium_species_2565924	1
Cohnella_fermenti_species_2565925	1
Paenibacillus_algicola_species_2565926	1
Vibrio_sp._H11_species_2565928	1
Pseudothauera_nasutitermitis_species_2565930	1
Pseudothauera_rhizosphaerae_species_2565932	1
Naasia_lichenicola_species_2565933	1
Citrobacter_sp._CF971_species_2566012	1
Sinomonas_gamaensis_species_2565624	1
Isachenkonia_alkalipeptolytica_species_2565777	1
Aureimonas_fodinaquatilis_species_2565783	1
Pleionea_sediminis_species_2569479	1
Bifidobacteriaceae_bacterium_MCC01971_species_2569485	1
Bifidobacteriaceae_bacterium_MCC01946_species_2569486	1
Bifidobacteriaceae_bacterium_MCC01972_species_2569487	1
Bifidobacteriaceae_bacterium_MCC01943_species_2569488	1
Pseudomonas_sp._BN415_species_2567889	1
Pseudomonas_sp._BN417_species_2567890	1
Pseudomonas_sp._BN505_species_2567891	1
Pseudomonas_sp._BN515_species_2567892	1
Pseudomonas_sp._BN605_species_2567893	1
Pseudomonas_sp._BN606_species_2567894	1
Pseudomonas_sp._BN607_species_2567895	1
Microbacterium_sp._4R-513_species_2567934	1
Pseudomonas_sp._BN411_species_2567887	1
Pedobacter_sp._BS3_species_2567937	1
Kitasatospora_acidiphila_species_2567942	1
Bacillus_sp._seq1_species_2567943	1
Paucihalobacter_ruber_species_2567861	1
Citricoccus_sp._SGAir0253_species_2567881	1
Rhodococcus_sp._SGAir0479_species_2567884	1
Pseudomonas_sp._BN102_species_2567886	1
Herbaspirillum_sp._ST_5-3_species_2567936	1
Mesorhizobium_sp._M8A.F.Ca.ET.173.01.1.1_species_2563962	1
Mesorhizobium_sp._M8A.F.Ca.ET.181.01.1.1_species_2563963	1
Mesorhizobium_sp._M8A.F.Ca.ET.182.01.1.1_species_2563964	1
Mesorhizobium_sp._M8A.F.Ca.ET.197.01.1.1_species_2563965	1
Mesorhizobium_sp._M8A.F.Ca.ET.198.01.1.1_species_2563966	1
Mesorhizobium_sp._M8A.F.Ca.ET.202.01.1.1_species_2563967	1
Mesorhizobium_sp._M8A.F.Ca.ET.207.01.1.1_species_2563968	1
Syntrophus_buswellii_species_43774	1
Syntrophus_gentianae_species_43775	1
Mesorhizobium_sp._M8A.F.Ca.ET.208.01.1.1_species_2563969	1
Mesorhizobium_sp._M8A.F.Ca.ET.213.01.1.1_species_2563970	1
Mesorhizobium_sp._M2D.F.Ca.ET.233.01.1.1_species_2563943	1
Mesorhizobium_sp._M3A.F.Ca.ET.175.01.1.1_species_2563945	1
Mesorhizobium_sp._M3A.F.Ca.ET.201.01.1.1_species_2563946	1
Mesorhizobium_sp._M4B.F.Ca.ET.143.01.1.1_species_2563947	1
Mesorhizobium_sp._M4B.F.Ca.ET.150.01.1.1_species_2563948	1
Mesorhizobium_sp._M4B.F.Ca.ET.169.01.1.1_species_2563949	1
Mesorhizobium_sp._M4B.F.Ca.ET.172.01.1.1_species_2563950	1
Mesorhizobium_sp._M4B.F.Ca.ET.190.01.1.1_species_2563951	1
Mesorhizobium_sp._M4B.F.Ca.ET.200.01.1.1_species_2563952	1
Mesorhizobium_sp._M4B.F.Ca.ET.203.01.1.1_species_2563953	1
Mesorhizobium_sp._M4B.F.Ca.ET.211.01.1.1_species_2563954	1
Mesorhizobium_sp._M4B.F.Ca.ET.214.01.1.1_species_2563955	1
Mesorhizobium_sp._M4B.F.Ca.ET.215.01.1.1_species_2563956	1
Mesorhizobium_sp._M5C.F.Ca.ET.164.01.1.1_species_2563957	1
Mesorhizobium_sp._M8A.F.Ca.ET.142.01.1.1_species_2563958	1
Mesorhizobium_sp._M3A.F.Ca.ET.174.01.1.1_species_2563944	1
Psychrobacter_raelei_species_2565531	1
Alteromonas_portus_species_2565549	1
Sphingobium_sp._PAMC28499_species_2565554	1
Sphingomonas_sp._PAMC26645_species_2565555	1
Sphingopyxis_sp._PAMC25046_species_2565556	1
Psychrobacter_sp._PAMC27889_species_2565557	1
Hydrogenophaga_sp._PAMC20947_species_2565558	1
Stenotrophomonas_sp._PAMC25021_species_2565559	1
Rhodococcus_sp._PAMC28707_species_2565560	1
Rhodococcus_sp._PAMC28705_species_2565561	1
Providencia_sp._MGF014_species_2565573	1
Mesorhizobium_sp._M8A.F.Ca.ET.218.01.1.1_species_2563971	1
Leptospira_tipperaryensis_species_2564040	1
Mesorhizobium_sp._M8A.F.Ca.ET.167.01.1.1_species_2563961	1
Asticcacaulis_tiandongensis_species_2565365	1
Arthrobacter_sp._PAMC25564_species_2565366	1
Pontimicrobium_aquaticum_species_2565367	1
Mesorhizobium_sp._M8A.F.Ca.ET.161.01.1.1_species_2563959	1
Mesorhizobium_sp._M8A.F.Ca.ET.165.01.1.1_species_2563960	1
Cohnella_pontilimi_species_2564100	1
Streptomyces_albicerus_species_2569859	1
Zoogloea_sp._1C4_species_2570190	1
Thauera_sp._2A1_species_2570191	1
Dechloromonas_sp._Dech2017_species_2570192	1
Dechloromonas_sp._H13_species_2570193	1
Geomonas_edaphica_species_2570226	1
Geomonas_ferrireducens_species_2570227	1
Brevibacillus_antibioticus_species_2570228	1
Phreatobacter_aquaticus_species_2570229	1
Pseudoalteromonas_denitrificans_species_43656	1
Blastococcus_sp._KM273128_species_2570314	1
Blastococcus_sp._KM273129_species_2570315	1
Blastococcus_sp._MG754426_species_2570317	1
Desulfosediminicola_ganghwensis_species_2569540	1
Desulfosediminicola_flagellatus_species_2569541	1
Desulfopila_sp._IMCC35006_species_2569542	1
Desulforhopalus_sp._IMCC35007_species_2569543	1
Nocardioides_sp._GY_10113_species_2569761	1
Nocardioides_sp._GY_10127_species_2569762	1
Acetobacteraceae_bacterium_H6797_species_2571211	1
Labilibacter_sediminis_species_2570926	1
Glycomyces_buryatensis_species_2570927	1
Streptomyces_sp._BPSDS2_species_2571021	1
Brachybacterium_sp._SGAir0954_species_2571029	1
Pontibacter_sp._SGAir0037_species_2571030	1
Pseudoalteromonas_sp._MEBiC_03485_species_2571103	1
Streptomyces_piniterrae_species_2571125	1
Clostridium_sp._HBUAS56010_species_2571127	1
Clostridium_sp._HBUAS56017_species_2571128	1
Blastococcus_sp._MG754427_species_2570318	1
Nonomuraea_sp._MG754425_species_2570319	1
Methylibium_rhizosphaerae_species_2570323	1
Marivita_sp._LZ-15-2_species_2570353	1
Maricaulis_alexandrii_species_2570354	1
Maritimibacter_alexandrii_species_2570355	1
Methylophaga_sp._SB9B_species_2570356	1
Halomonas_sp._15WGF_species_2570357	1
Spiroplasma_sp._SV19_species_2570468	1
Psychroserpens_sp._NJDZ02_species_2570561	1
Thermosipho_ferrireducens_species_2571116	1
Bifidobacteriaceae_bacterium_MCC02034_species_2569516	1
Bifidobacteriaceae_bacterium_MCC02035_species_2569517	1
Bifidobacteriaceae_bacterium_MCC01979_species_2569518	1
Bifidobacteriaceae_bacterium_MCC01996_species_2569519	1
Bifidobacteriaceae_bacterium_MCC01967_species_2569520	1
Bifidobacteriaceae_bacterium_MCC01947_species_2569489	1
Bifidobacteriaceae_bacterium_MCC01975_species_2569490	1
Bifidobacteriaceae_bacterium_MCC01941_species_2569491	1
Bifidobacteriaceae_bacterium_MCC01992_species_2569492	1
Bifidobacteriaceae_bacterium_MCC01950_species_2569493	1
Bifidobacteriaceae_bacterium_MCC01951_species_2569494	1
Bifidobacteriaceae_bacterium_MCC01994_species_2569495	1
Bifidobacteriaceae_bacterium_MCC01993_species_2569496	1
Bifidobacteriaceae_bacterium_MCC02030_species_2569497	1
Niastella_caeni_species_2569763	1
Bifidobacteriaceae_bacterium_MCC01976_species_2569499	1
Bifidobacteriaceae_bacterium_MCC01953_species_2569500	1
Bifidobacteriaceae_bacterium_MCC01957_species_2569501	1
Bifidobacteriaceae_bacterium_MCC01977_species_2569502	1
Bifidobacteriaceae_bacterium_MCC01958_species_2569503	1
Bifidobacteriaceae_bacterium_MCC01959_species_2569504	1
Candidatus_Cyrtobacter_sp._ex_Euplotes_eurystomus_species_2567971	1
Candidatus_Anadelfobacter_sociabilis_species_2567972	1
Deinococcus_sp._Arct2-2_species_2568653	1
Deinococcus_sp._KSM4-11_species_2568654	1
Nocardioides_vastitatis_species_2568655	1
Bacillus_sp._HUB-I-004_species_2568878	1
Bifidobacteriaceae_bacterium_MCC01954_species_2569498	1
Streptomyces_taklimakanensis_species_2569853	1
Streptomyces_blattellae_species_2569855	1
Streptomyces_tailanensis_species_2569858	1
Bifidobacteriaceae_bacterium_MCC02036_species_2569521	1
Bifidobacteriaceae_bacterium_MCC02037_species_2569522	1
Bifidobacteriaceae_bacterium_MCC02038_species_2569523	1
Bifidobacteriaceae_bacterium_MCC01986_species_2569524	1
Bifidobacteriaceae_bacterium_MCC01988_species_2569525	1
Bifidobacteriaceae_bacterium_MCC02039_species_2569526	1
Bifidobacteriaceae_bacterium_MCC01984_species_2569527	1
Bifidobacteriaceae_bacterium_MCC01998_species_2569528	1
