DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Bacteria_species_per_genus
COLOR	#4a90e2
LEGEND_TITLE	Species Count
LEGEND_SHAPES	1
LEGEND_COLORS	#4a90e2
LEGEND_LABELS	Number of species
DATA
Gaoshiqia_genus_3045890	1
Haliovirga_genus_3072462	1
Pseudokordiimonas_genus_3072046	1
Parathalassolituus_genus_3048542	1
Chondrinema_genus_3051458	1
Thalassomonas_genus_137583	6
Hoministercoradaptatus_genus_2981635	2
Huintestinicola_genus_2981636	2
Muricoprocola_genus_2981638	1
Muriventricola_genus_2981639	1
Bovifimicola_genus_2981641	1
Brotomerdimonas_genus_2981642	1
Brotonthovivens_genus_2981632	1
Fontisubflavum_genus_3118803	1
Fervidibacillus_genus_3033930	2
Homoserinibacter_genus_1649457	3
Thiovibrio_genus_2991701	1
Candidatus Kirkpatrickella_genus_3097638	1
Fluctibacter_genus_3127489	2
Candidatus Bathyanammoxibius_genus_2983802	2
Cyclonatronum_genus_2489367	2
Ningiella_genus_2751156	2
Candidatus Symbiobacter_genus_1436289	2
Holtiella_genus_3061270	1
Rhizonema_genus_1441869	3
Candidatus Obscuribacterium_genus_3022679	1
Candidatus Liberimonas_genus_3022677	1
Falsirhodobacter_genus_1434002	7
Candidatus Nitronereus_genus_3077620	1
Candidatus Magnetocorallium_genus_3051538	1
Georhizobium_genus_2661800	2
Gimibacter_genus_3058346	1
Polluticaenibacter_genus_3383261	1
Thermodesulfomicrobium_genus_2905949	1
Neofamilia (nom. nud.)_genus_1933048	2
Vulcanimicrobium_genus_3016049	1
Mycovorax_genus_3389990	1
Chitinolyticbacter_genus_1055692	3
Futiania_genus_3016348	1
Candidatus Nitricoxidireducens_genus_3094922	1
Candidatus Nitricoxidivorans_genus_3071076	1
Fontisphaera_genus_3050007	1
Mechercharimyces_genus_482144	1
Govania_genus_3031928	1
Marinilongibacter_genus_2975149	2
Candidatus Rariloculus ( ex Nguyen 2022)_genus_2978114	1
Pigmentibacter_genus_2838409	2
Rhodalgimonas_genus_3086183	1
Ectorhizobium_genus_3070954	1
Neptunitalea_genus_1749071	2
Gabonibacter_genus_1911312	3
Gloeomargarita_genus_1188227	26
Gynuella_genus_1445504	2
Candidatus Doriopsillibacter_genus_3402125	1
Atrimonas_genus_3149264	1
Yanghanlia_genus_3156471	1
Keguizhuia_genus_3137428	1
Planctellipticum_genus_3132181	1
Candidatus Subterrananammoxibius_genus_3063416	1
Anaeroselena_genus_3396986	1
Limnofasciculus_genus_3064905	1
Helicovermis_genus_3136917	1
Candidatus Chromulinivorax_genus_2953757	2
Peiella_genus_3141695	1
Candidatus Lumbricidophila_genus_2164137	2
Sanyastnella_genus_3228946	1
Calidithermus_genus_2747271	5
Rhodoligotrophos_genus_987053	3
Anaerobranca_genus_42447	4
Thermocoleostomius_genus_3065395	1
Pseudoseohaeicola_genus_1748244	1
Coralliovum_genus_3228940	1
Candidatus Lariskella_genus_1175554	2
Candidatus Walczuchella_genus_1940138	2
Desulfoferula_genus_3093638	1
Shiella_genus_3098097	1
Candidatus Contubernalis_genus_338648	2
Candidatus Oleimmundimicrobium_genus_2900670	2
Anaerolentibacter_genus_3144344	1
Candidatus Amphrikana_genus_3076869	1
Candidatus Sacchlamyda_genus_3076871	1
Candidatus Acheromyda_genus_3076873	1
Candidatus Endowatersipora_genus_376743	1
Candidatus Apopatocola_genus_3082800	1
Raineyella_genus_1911549	6
Candidatus Liminaster_genus_3082839	1
Candidatus Merdinaster_genus_3082821	1
Candidatus Minthenecus_genus_3082811	1
Candidatus Minthocola_genus_3082822	1
Candidatus Minthomonas_genus_3082838	1
Candidatus Minthosoma_genus_3082807	2
Candidatus Minthousia_genus_3082808	1
Candidatus Onthonaster_genus_3082816	1
Candidatus Physcocola_genus_3082812	1
Candidatus Physcosoma_genus_3082801	1
Candidatus Physcousia_genus_3082813	1
Candidatus Equicola_genus_3082804	2
Candidatus Equihabitans_genus_3082819	1
Candidatus Equimonas_genus_3082805	2
Candidatus Equinaster_genus_3082798	1
Candidatus Faecinaster_genus_3082806	1
Candidatus Fiminaster_genus_3082831	1
Candidatus Hennigella_genus_3082823	1
Candidatus Hennigimonas_genus_3082837	1
Candidatus Neoflavobacterium_genus_3082815	1
Candidatus Scatonaster_genus_3082830	1
Candidatus Colivivens_genus_3082803	2
Candidatus Colousia_genus_3082810	1
Candidatus Copronaster_genus_3082796	1
Candidatus Crickella_genus_3082826	3
Candidatus Apopatousia_genus_3082827	1
Candidatus Caballimonas_genus_3082795	1
Candidatus Cacconaster_genus_3082835	6
Candidatus Hippenecus_genus_3082820	1
Candidatus Colenecus_genus_3082802	1
Candidatus Colicola_genus_3082809	4
Candidatus Colimonas_genus_3082825	1
Altericista_genus_2855430	1
Candidatus Hippobium_genus_3082833	1
Candidatus Limimonas_genus_3082799	2
Candidatus Darwinimomas_genus_3082818	1
Candidatus Equadaptatus_genus_3082824	1
Candidatus Equibacterium_genus_3082836	1
Candidatus Equicaccousia_genus_3082797	1
Candidatus Colinaster_genus_3082817	2
Candidatus Coliplasma_genus_3082829	2
Candidatus Colisoma_genus_3082832	1
Candidatus Colivicinus_genus_3082814	1
Rubellicoccus_genus_3138622	1
Halanaerobacter_genus_42418	2
Aestuariicoccus_genus_2054427	1
Candidatus Thiocaldithrix_genus_3080820	1
Desulfohalobium_genus_45662	2
Ruixingdingia_genus_3144354	1
Bengtsoniella_genus_3389389	1
Selenobaculum_genus_3074372	2
Utexia_genus_3373510	1
Paludihabitans_genus_2038676	2
Sporanaerobium_genus_3072173	1
Alterisphingorhabdus_genus_3382518	1
Autumnicola_genus_3160927	6
Candidatus Tariuqbacter_genus_3075768	1
Facivitalis_genus_3383316	1
Microcosmobacter_genus_3160925	1
Spectribacter_genus_3160928	2
Banduia_genus_3160923	1
Aulosira_genus_212347	7
Asprobacillus_genus_3160926	1
Candidatus Zeuxoniibacter_genus_3373014	1
Candidatus Hebobacterum_genus_3075208	1
Candidatus Zipacnadum_genus_3075209	1
Candidatus Aadella_genus_3041121	1
Candidatus Aceula_genus_3041122	2
Candidatus Gygaella_genus_3041124	1
Candidatus Kaelpia_genus_3041125	2
Candidatus Kappaea_genus_3041126	1
Candidatus Saelkia_genus_3041128	1
Candidatus Susulua_genus_3041129	1
Candidatus Tantalella_genus_3041130	1
Candidatus Gorgyraea_genus_3041123	1
Thalassobacterium_genus_3410851	2
Candidatus Zapsychrus_genus_3041131	1
Candidatus Hatepunaea_genus_3039635	1
Candidatus Hinthialibacter_genus_3039656	1
Candidatus Ancaeobacter_genus_3039676	1
Thermatribacter_genus_3240450	1
Candidatus Erginobacter_genus_3039687	1
Candidatus Theseobacter_genus_3039697	1
Candidatus Tritonobacter_genus_3039764	1
Candidatus Tenebribacter_genus_3039900	3
Candidatus Zophobacter_genus_3039901	1
Candidatus Alcyoniella_genus_3039327	1
Candidatus Lernaella_genus_3039328	1
Metallumcola_genus_3234175	1
Candidatus Southlakia_genus_3350975	1
Trichothermofontia_genus_3045815	1
Fusibacillus_genus_3119089	1
Anaerobaca_genus_3159553	1
Petroclostridium_genus_2304687	3
Peloplasma_genus_3156476	1
Lepagella_genus_3032807	1
Muricaecibacterium_genus_3032808	1
Petralouisia_genus_3032809	1
Candidatus Improbicoccus_genus_3075491	2
Pollutibacter_genus_3132307	1
Candidatus Haliotispira_genus_3115661	1
Candidatus Paraimprobicoccus_genus_3075492	1
Terripilifer_genus_3404883	1
Polluticoccus_genus_3132308	1
Candidatus Ozemobacter_genus_2419833	2
Aminithiophilus_genus_3029078	1
Petrocella_genus_2603323	2
Neopoerus_genus_3056359	1
Roseisolibacter_genus_2093335	3
Marinimicrococcus_genus_3117352	1
Parachitinimonas_genus_3118797	1
Paralimibaculum_genus_3367292	1
Aurantibacillus_genus_3088889	1
Telmatobacter_genus_1078829	2
Biformimicrobium_genus_3367293	1
Citreimonas_genus_608658	2
Xenococcus_genus_52607	2
Candidatus Indicimonas_genus_3056656	1
Candidatus Kutchimonas_genus_3056655	1
Candidatus Benthicola_genus_3056652	2
Candidatus Carthagonibacter_genus_3056651	1
Candidatus Humimonas_genus_3056653	1
Candidatus Caribbeanibacter_genus_3056654	1
Azotosporobacter_genus_3152467	1
Aciduricibacillus_genus_3158337	1
Agaribacillus_genus_3153708	1
Splendidivirga_genus_3153707	1
Candidatus Endonucleibacter_genus_1921933	2
Apirhabdus_genus_3142780	1
Danxiaibacter_genus_3079937	1
Quinella_genus_1567	5
Aliisedimentitalea_genus_1697958	2
Pseudofrankia_genus_2994363	7
Komarekiella_genus_2022127	2
Propionispora_genus_112902	3
Caenibacillus_genus_1940395	1
Lihuaxuella_genus_1522429	2
Pseudoponticoccus_genus_2854185	1
Hydrocoleum_genus_400657	1
Maliponia_genus_1817584	1
Confluentibacter_genus_1763531	5
Marinirhabdus_genus_1862153	2
Gabonia_genus_1923867	1
Nautella_genus_481445	1
Paludifilum_genus_1905726	1
Cognatilysobacter_genus_3382697	6
Thermohalobacter_genus_99593	1
Candidatus Thermoproauctor_genus_2777202	1
Candidatus Chrysopegis_genus_1855363	1
Symbioplanes_genus_3240236	1
Candidatus Nitrosoglobus_genus_1980513	1
Zophobihabitans_genus_2894762	1
Inediibacterium_genus_2004411	1
Achromatium_genus_44937	4
Leekyejoonella_genus_2750262	1
Alloactinosynnema_genus_674734	1
Paramylibacter_genus_3143987	2
Thiospirillum_genus_212111	1
Rhabdobacter_genus_1747773	1
Polycladidibacter_genus_2821833	2
Desnuesiella_genus_1924062	1
Mosigvirus_genus_1913652	1
Felixounavirus_genus_1198140	5
Metallococcus_genus_2868274	1
Pseudalgibacter_genus_2861660	1
Anaerosphaera_genus_1273095	3
Pseudohalioglobus_genus_2875235	2
Candidatus Formimonas_genus_2840454	1
Candidatus Viadribacter_genus_2892997	1
Hankyongella_genus_1763827	1
Cochleicola_genus_2740719	1
Sulfoacidibacillus_genus_3025858	2
Inmirania_genus_1759371	1
Dissulfurimicrobium_genus_1769732	1
Mongoliibacter_genus_1769735	2
Arsenicibacter_genus_1914260	2
Candidatus Dichloromethanomonas_genus_1930291	1
Mangrovihabitans_genus_2005371	1
Solirubrum_genus_1951300	1
Hugonella_genus_3025073	1
Filobacillus_genus_160794	1
Allocatenococcus_genus_94139	1
Mongoliimonas_genus_2027874	1
Hapalosiphon_genus_162985	1
Thermanaerosceptrum_genus_2651578	1
Desulfitibacter_genus_293136	2
Gomphosphaeria_genus_1521557	1
Cricetibacter_genus_1648514	1
Chroococcopsis_genus_945730	1
Methylosarcina_genus_160800	1
Aureibacillus_genus_1930791	1
Halovulum_genus_1844498	3
Candidatus Chloroploca_genus_1579476	3
Chitinivibrio_genus_1505231	1
Aquimixticola_genus_1774278	1
Aliiruegeria_genus_2854181	3
Chrysosporum_genus_1650335	1
Desulfofalx_genus_2916690	1
Symplocastrum_genus_1125736	1
Rhodobaculum_genus_1640884	1
Thorsellia_genus_336803	2
Sapientia_genus_2661779	2
Aquisediminimonas_genus_2676781	2
Croceifilum_genus_1930795	1
Aureisphaera_genus_1704230	1
Balneicella_genus_1903336	1
Baia_genus_1763552	1
Temperatibacter_genus_1549129	1
Parapontixanthobacter_genus_2800683	1
Candidatus Johnevansia_genus_1495768	1
Paramesorhizobium_genus_1759400	1
Sporohalobacter_genus_973	1
Iphinoe_genus_988814	1
Methyloterricola_genus_2045060	1
Neosynechococcus_genus_1501143	1
Labilibacter_genus_1849718	2
Anaeromicrobium_genus_1929105	2
Litoribrevibacter_genus_1649464	2
Magnetofaba_genus_1472292	1
Salinithrix_genus_1649492	1
Kastovskya_genus_1481159	1
Hartmannibacter_genus_1572860	1
Hypnocyclicus_genus_1940855	1
Anaerobium_genus_1855714	1
Halotia_genus_1620790	2
Pannus_genus_1427526	1
Thioflexithrix_genus_1930932	1
Micrococcoides_genus_1975682	1
Desmospora_genus_500614	3
Marinithermofilum_genus_1659417	1
Flavimarina_genus_1606872	2
Candidatus Arcanobacter_genus_1699066	1
Eleftheria_genus_1597779	1
Plectolyngbya_genus_980548	1
Actinorugispora_genus_1833962	1
Pelagirhabdus_genus_1738642	1
Candidatus Omnitrophus_genus_1431823	4
Rhizomonospora_genus_3383256	1
Stanieria_genus_102115	2
Gordoniibacillus_genus_3151590	1
Faunimonas_genus_3020858	1
Sandaracinomonas_genus_2919363	1
Thermobacillus_genus_76632	4
Muricoccus_genus_3409995	7
Salinibius_genus_2694839	1
Propionispira_genus_84034	2
Beutenbergia_genus_84756	1
Candidatus Xenohaliotis_genus_1647409	1
Alpinimonas_genus_1132766	2
Pasteuria_genus_86004	2
Phaseolibacter_genus_1297562	1
Aggregicoccus_genus_1470623	2
Alkalispirillum_genus_85924	1
Melittangium_genus_44	1
Roseospirillum_genus_83400	1
Herbihabitans_genus_1884922	1
Manganibacter_genus_3143702	1
Desulfonispora_genus_83660	1
Hutsoniella_genus_2862143	1
Ndongobacter_genus_1930845	2
Vaginimicrobium_genus_2919589	1
Alterileibacterium_genus_1980680	2
Metaprevotella_genus_1980689	1
Khoudiadiopia_genus_2010182	1
Proteinivorax_genus_1491776	2
Ihubacter_genus_1926667	1
Ihuprevotella_genus_3151711	1
Beduinella_genus_3151708	1
Longibacter_genus_1855405	1
Borborobacter_genus_3143706	1
Limihaloglobus_genus_2690160	1
Rappaport_genus_1955421	1
Longivirga_genus_2083192	1
Candidatus Similichlamydia_genus_1348235	2
Candidatus Reconcilbacillus_genus_2767206	1
Thioflavicoccus_genus_156885	1
Desulfocucumis_genus_2026179	1
Craurococcus_genus_77583	2
Arsenicitalea_genus_1911566	2
Telmatocola_genus_1382832	2
Succinispira_genus_78119	1
Pajaroellobacter_genus_1882917	1
Shimazuella_genus_471798	3
Allostreptomyces_genus_1914443	1
Anaeroarcus_genus_151038	2
Parvibium_genus_2109346	1
Cumulibacter_genus_2027529	3
Euhalothece_genus_65097	2
Cyanosarcina_genus_431394	2
Goleter_genus_1886696	1
Solihabitans_genus_2923368	1
Epidermidibacterium_genus_2078948	1
Kriegella_genus_574892	2
Umboniibacter_genus_745153	2
Amphibiibacter_genus_3415843	1
Candidatus Hoaglandella_genus_1906659	1
Candidatus Mikella_genus_1906660	1
Candidatus Doolittlea_genus_1906657	1
Lipingzhangella_genus_1874625	2
Aureivirga_genus_1433990	2
Actinorhabdospora_genus_1849525	1
Justusliebigvirus_genus_2948775	1
Marinibaculum_genus_1903158	1
Abyssisolibacter_genus_2683336	1
Sphingoaurantiacus_genus_1738651	1
Chitinasiproducens_genus_2870408	1
Irregularibacter_genus_1918521	1
Candidatus Syntrophonatronum_genus_1795789	1
Marimonas_genus_1914026	2
Pseudothioclava_genus_2919093	2
Candidatus Phelpsiimicrobium_genus_3402409	1
Luteibaculum_genus_1649465	2
Africanella_genus_3151706	1
Populibacterium_genus_2045408	1
Corticicoccus_genus_1914457	1
Massilibacillus_genus_1973275	2
Altericroceibacterium_genus_2800679	4
Candidatus Danuiimicrobium_genus_3402098	1
Candidatus Aquivivens_genus_3401999	1
Alphatrevirus_genus_1910951	2
Anoxynatronum_genus_210622	2
Thermovorax_genus_662087	1
Derxia_genus_203697	3
Falsibacillus_genus_1270155	2
Allomesorhizobium_genus_3143699	2
Devriesea_genus_472568	1
Natronobacillus_genus_472977	1
Geofilum_genus_1236988	2
Aquisalibacillus_genus_485576	1
Estrella_genus_483422	1
Haloglycomyces_genus_651553	1
Krasilnikoviella_genus_1914244	1
Thermotalea_genus_648799	1
Fervidicola_genus_555078	1
Thermovenabulum_genus_159730	1
Saonia_genus_2029851	1
Deinobacterium_genus_758601	1
Deferribacter_genus_53572	2
Salisaeta_genus_689697	1
Sporosalibacterium_genus_1400135	2
Lacticigenium_genus_633405	1
Salsuginibacillus_genus_427077	2
Holospora_genus_44747	4
Heteroscytonema_genus_2507944	1
Pseudosporangium_genus_439698	1
Marinithermus_genus_186191	1
Candidatus Magnetoglobus_genus_418098	1
Rapidithrix_genus_413963	1
Natronocella_genus_414045	1
Stenoxybacter_genus_422440	1
Georgfuchsia_genus_690621	2
Caldanaerobius_genus_862261	2
Sporotomaculum_genus_68034	1
Candidatus Clavichlamydia_genus_469811	1
Limibacter_genus_518746	1
Biostraticola_genus_466108	1
Methylonatrum_genus_455252	1
Caldanaerovirga_genus_591374	1
Acanthopleuribacter_genus_442869	1
Persicirhabdus_genus_518754	1
Rudaeicoccus_genus_1434038	1
Fervidicella_genus_1403538	1
Fontibacter_genus_881894	1
Fibrisoma_genus_861913	2
Paraherbaspirillum_genus_1649477	1
Paraurantiacibacter_genus_2800682	1
Allocatelliglobosispora_genus_1400054	1
Murinocardiopsis_genus_1400055	1
Thermasporomyces_genus_718013	1
Candidatus Curculioniphilus_genus_690591	1
Tuwongella_genus_2051044	1
Catenisphaera_genus_1774107	1
Salinactinospora_genus_1434041	1
Caldinitratiruptor_genus_1006480	1
Candidatus Cyrtobacter_genus_796082	3
Auraticoccus_genus_1278221	4
Microaerobacter_genus_1006481	1
Aerolutibacter_genus_3382701	2
Natranaerovirga_genus_1434023	2
Natronoflexus_genus_1434024	1
Desulfurispira_genus_1007342	1
Fretibacter_genus_1649331	1
Salinihabitans_genus_1398404	1
Aliagarivorans_genus_882379	2
Paranoxybacillus_genus_3390015	2
Allofustis_genus_192987	1
Wandonia_genus_1115103	1
Candidatus Ishikawella_genus_409304	1
Natribacillus_genus_1150774	1
Edaphobacillus_genus_1881091	1
Thioalbus_genus_1511694	1
Fodinibacter (ex Wang et al. 2009)_genus_872112	1
Heliorestis_genus_79598	2
Sporolituus_genus_909931	1
Streptohalobacillus_genus_1400134	1
Indibacter_genus_647744	1
Rubidibacter_genus_582491	1
Gangjinia_genus_1400057	1
Nitritalea_genus_1187887	1
Spirirestis_genus_172309	1
Mastigocladopsis_genus_221282	1
Westiellopsis_genus_221285	1
Balnearium_genus_223787	1
Segniliparus_genus_286801	2
Woronichinia_genus_283819	1
Koinonema_genus_2023214	1
Thermosediminibacter_genus_291988	2
Mojavia_genus_287846	1
Halarsenatibacter_genus_630723	1
Chrysiogenes_genus_118004	1
Anaerovirgula_genus_561442	1
Thiospirochaeta_genus_2792240	1
Roseisalinus_genus_289239	1
Volucribacter_genus_256730	2
Woodsholea_genus_240236	1
Hydrogenivirga_genus_246263	2
Ichthyobacterium_genus_1755829	1
Nautilia_genus_191291	3
Parasphaerochaeta_genus_3062336	1
Thermosinus_genus_261684	1
Shackletoniella_genus_2784135	1
Millisia_genus_264147	1
Pilibacter_genus_337670	1
Desulfotruncus_genus_2867377	2
Terasakiispira_genus_1861843	1
Sediminitomix_genus_379074	1
Paraliomyxa_genus_2983700	1
Rhodocista_genus_34023	1
Moryella_genus_437755	1
Haloactinospora_genus_405552	1
Paramaledivibacter_genus_1884934	1
Plesiocystis_genus_191767	1
Clostridiisalibacter_genus_516086	1
Halalkalibacillus_genus_392825	2
Desulfothermus_genus_224474	1
Nubsella_genus_565005	1
Methylohalomonas_genus_398772	1
Andreprevotia_genus_397275	3
Halospina_genus_332518	3
Acidicaldus_genus_368783	1
Criblamydia_genus_340070	1
Tuberibacillus_genus_340096	2
Vulcanibacillus_genus_551771	1
Jezberella_genus_2978001	1
Kribbia_genus_331525	1
Desulfoglaeba_genus_361106	1
Costertonia_genus_343334	1
Phaeacidiphilus_genus_2995705	1
Profundibacterium_genus_1258570	1
Thioalkalicoccus_genus_156972	1
Tamaricihabitans_genus_1734465	1
Desulfolucanica_genus_2916691	1
Azomonas_genus_69961	2
Swingsia_genus_1649499	1
Geojedonia_genus_1649451	1
Nafulsella_genus_1265689	1
Candidatus Hepatobacter_genus_1274401	1
Brackiella_genus_124224	1
Thiobaca_genus_127457	1
Fulvitalea_genus_1434007	1
Hazenella_genus_1343556	1
Candidatus Gillettellia_genus_1177217	1
Desertifilum_genus_1185872	6
Hydrobacter_genus_1774131	1
Gayadomonas_genus_1234605	1
Compostibacillus_genus_1769738	1
Imhoffiella_genus_2018671	1
Calderihabitans_genus_1326739	1
Brunnivagina_genus_3344733	1
Phaeovibrio_genus_1220599	1
Pustulibacterium_genus_1649485	1
Echinimonas_genus_1649267	1
Desulforadius_genus_2916692	1
Ichthyenterobacterium_genus_1775694	1
Litoribacterium_genus_2834353	1
Rhizocola_genus_1538466	1
Candidatus Tachikawaea_genus_1682492	1
Scytolyngbya_genus_1706226	1
Halodurantibacterium_genus_1822382	1
Entomohabitans_genus_2943317	1
Desulfuribacillus_genus_1543703	2
Negadavirga_genus_1822461	1
Sediminibacter_genus_379072	1
Falsiporphyromonas_genus_1649291	1
Plastorhodobacter_genus_1663682	1
Candidatus Xenolissoclinum_genus_1442082	1
Aliigemmobacter_genus_3143990	1
Candidatus Rubidus_genus_1851152	1
Mangrovactinospora_genus_2995703	1
Dethiosulfatarculus_genus_1775574	1
Montanilutibacter_genus_3382700	1
Perspicuibacillus_genus_3034003	1
Oikeobacillus_genus_3063783	1
Kallotenue_genus_1508537	2
Anoxybacter_genus_1769008	1
Jejudonia_genus_1499144	1
Melghiribacillus_genus_1775697	1
Lacimonas_genus_1941108	1
Anaerobacterium_genus_1486725	1
Salinivirga_genus_1970191	2
Faucicola_genus_1604696	1
Desulfohalovibrio_genus_2582836	1
Kiritimatiella_genus_1921784	1
Candidatus Annandia_genus_1302410	2
Limisalsivibrio_genus_2945018	1
Caldisalinibacter_genus_1640153	1
Haloactinomyces_genus_1935172	1
Lucifera_genus_2498454	1
Allosalinactinospora_genus_1631197	1
Candidatus Hartigia_genus_1449912	1
Desulfocarbo_genus_1535192	1
Izhakiella_genus_1780190	2
Seinonella_genus_292637	1
Lutibaculum_genus_1358438	1
Lyticum_genus_204450	1
Desertibacillus_genus_2039709	1
Franzmannia_genus_3137763	2
Mobilisporobacter_genus_1780122	2
Phorcysia_genus_1079057	1
Lebetimonas_genus_267989	7
Saliterribacillus_genus_1434043	1
Tunicatimonas_genus_1077254	2
Thermohydrogenium_genus_937253	1
Longimycelium_genus_1434016	1
Aetherobacter_genus_888829	1
Eilatimonas_genus_1434000	1
Occallatibacter_genus_1742983	2
Halosaccharopolyspora_genus_2893577	1
Hormoscilla_genus_881023	6
Compostibacter_genus_2048112	1
Maricurvus_genus_1122283	1
Chitinispirillum_genus_1860139	2
Fuchsiella_genus_1242734	1
Isobaculum_genus_142587	1
Selenihalanaerobacter_genus_142841	1
Postechiella_genus_1434033	1
Cylindrospermum_genus_56106	3
Polymorphum_genus_991903	2
Humitalea_genus_1223303	1
Thermotomaculum_genus_1172428	1
Desulforegula_genus_153027	1
Oceanibacterium_genus_1314700	1
Pseudahrensia_genus_1434035	1
Oligosphaera_genus_1313210	1
Occidentia_genus_1930933	1
Chungangia_genus_1246645	1
Aureicoccus_genus_1433989	1
Thiorhodospira_genus_154346	1
Rubricoccus_genus_907202	1
Litoribacillus_genus_1264044	1
Litorilituus_genus_1407056	3
Poseidonocella_genus_1158296	3
Methyloferula_genus_1143004	1
Neogemmobacter_genus_3143991	1
Shivajiella_genus_1336690	1
Halonatronum_genus_150059	1
Siansivirga_genus_1204360	1
Amantichitinum_genus_1433987	1
Leadbettera_genus_2951107	1
Ornatilinea_genus_1434028	2
Litoribaculum_genus_1569266	1
Allonocardiopsis_genus_1647181	1
Geminisphaera_genus_1148783	2
Pseudofulvibacter_genus_1524959	1
Jongsikchunia_genus_2767345	1
Hydrogenothermus_genus_133269	2
Candidatus Branchiomonas_genus_1176416	1
Cryocola_genus_205841	1
Candidatus Nebulibacter_genus_1234547	1
Lacibacterium_genus_1500420	1
Seminibacterium_genus_1649494	1
Litorisediminicola_genus_1523153	1
Sungkyunkwania_genus_1649498	1
Catelliglobosispora_genus_1121253	1
Marininema_genus_1155934	2
Algivirga_genus_1435426	1
Scytonematopsis_genus_259009	1
Compostimonas_genus_1259734	1
Namhaeicola_genus_1664348	1
Prolinoborus_genus_206375	1
Candidatus Gullanella_genus_1906661	1
Atopobacter_genus_136491	2
Oceaniovalibus_genus_1207070	2
Ochrovirga_genus_1916646	1
Texcoconibacillus_genus_1649504	1
Fonticella_genus_1434004	1
Viridibacterium_genus_2687235	1
Candidatus Steffania_genus_1076625	1
Teetrevirus_genus_2732693	1
Lysinimonas_genus_1434018	1
Bailinhaonella_genus_2806742	1
Hydrogenispora_genus_1501224	2
Nibrella_genus_1649473	2
Oleomonas_genus_217063	1
Chachezhania_genus_2603319	2
Biomaibacter_genus_2770094	1
Halocella_genus_46466	1
Neoactinobaculum_genus_2653802	1
Vallicoccus_genus_2793122	1
Candidatus Desulfarcum_genus_3163202	1
Halostreptopolyspora_genus_3373668	1
Mesobaculum_genus_2855473	1
Gynurincola_genus_2590666	1
Histidinibacterium_genus_2590586	2
Lunatibacter_genus_2802300	1
Candidatus Syntrophocurvum_genus_2293313	1
Longirhabdus_genus_2661811	1
Pegethrix_genus_2303508	1
Timaviella_genus_2055830	1
Tildeniella_genus_2303519	2
Kaiparowitsia_genus_2303524	1
Paracidobacterium_genus_2951992	1
Acidilutibacter_genus_2992720	1
Pseudocnuella_genus_2812019	1
Candidatus Chaera_genus_2959522	1
Saltatorellus_genus_3405235	1
Poriferisphaera_genus_2803301	1
Calycomorphotria_genus_2795776	1
Pseudobythopirellula_genus_2795784	1
Posidoniimonas_genus_2795979	2
Polystyrenella_genus_2795774	1
Rohdeia_genus_3405237	1
Pirellulimonas_genus_2795783	1
Lignipirellula_genus_2795775	1
Candidatus Paraluminiphilus_genus_3040948	1
Kolteria_genus_3405236	1
Stratiformator_genus_3076095	1
Mucisphaera_genus_2913022	1
Candidatus Litorirhabdus_genus_3040949	1
Seongchinamella_genus_2919372	3
Marimicrobium_genus_1763473	1
Xanthovirga_genus_2770110	1
Zhaonella_genus_2748674	1
Puteibacter_genus_2705385	1
Candidatus Pinguicoccus_genus_2792469	1
Methylolobus_genus_3111648	1
Solirhodobacter_genus_2661806	1
Seramator_genus_2919400	1
Arthrospiribacter_genus_2709266	1
Thermoflavimicrobium_genus_292636	2
Candidatus Viridilinea_genus_2491136	2
Staphylospora_genus_2689589	1
Chroococcus_genus_70190	2
Jacksonvillea_genus_1970620	1
Propionigenium_genus_2332	1
Candidatus Magnetaquicoccus_genus_2614439	1
Sulfuricystis_genus_3050898	2
Anaerophilus_genus_2810010	1
Vitiosangium_genus_1945896	1
Candidatus Deianiraea_genus_2603321	1
Alexandriicola_genus_2927766	1
Phytohalomonas_genus_2984170	1
Maliibacterium_genus_3047433	1
Candidatus Auribacter_genus_3039694	1
Kumtagia_genus_3143705	1
Pseudoprevotella_genus_2884814	1
Amnimonas_genus_2707015	1
Solimicrobium_genus_2249306	2
Flaviflagellibacter_genus_2714869	1
Ephemeroptericola_genus_2680021	1
Hydrocarboniclastica_genus_2650549	1
Indioceanicola_genus_2478349	1
Facilibium_genus_2820788	1
Algibacillus_genus_2798470	1
Ahniella_genus_2233801	2
Desertihabitans_genus_2676837	2
Desertibaculum_genus_3239785	1
Virgifigura_genus_3420115	1
Paracnuella_genus_2678539	1
Rhabdochromatium_genus_48728	1
Deminuibacter_genus_2680022	1
Corticimicrobacter_genus_2678534	2
Albibacillus_genus_2821517	1
Camelliibacillus_genus_2174445	1
Saccharobesus_genus_2894574	1
Botryobacter_genus_2710873	1
Pelagivirga_genus_2338561	1
Sansalvadorimonas_genus_2172823	2
Profundibacter_genus_2778525	1
Oleisolibacter_genus_2678887	1
Metarhizobium_genus_3070961	1
Grimontella_genus_223385	1
Saliniradius_genus_2661818	1
Alginatibacterium_genus_2676252	1
Pleomorphovibrio_genus_2918887	1
Syntrophobotulus_genus_51196	1
Alkalicaulis_genus_2800082	1
Foetidibacter_genus_2819870	1
Candidatus Denitrolinea_genus_2819029	1
Marinihelvus_genus_3098102	1
Symploca_genus_105591	11
Calorimonas_genus_2707768	1
Salmonirosea_genus_3341730	1
