# 18S EukCensus Taxonomic Combination Analysis
# Analysis date: 2025-10-15 11:26:29
# Total original records: 70,899
# Unique taxonomic combinations: 491
# Total sequences: 401,342

taxonomic_combination,division,family,genus,row_count,total_size,avg_size_per_cluster,example_centroids
Discoba|Tetramitia_I_X|Tetramitia_I_XX,Discoba,Tetramitia_I_X,Tetramitia_I_XX,58,319,5.5,IMG_3300047499.a_Ga0495335_0027357; IMG_3300004470.a_Ga0068967_1045500; IMG_3300004469.a_Ga0068931_1008006
Discoba|Trypanosomatidae|Leptomonas,Discoba,Trypanosomatidae,Leptomonas,53,327,6.17,REF_SPR_AODS02000250.7110.9342_Eukaryota_Discoba_Discicristata_Euglenozoa_Kinetoplastea_Metakinetoplastina_Trypanosomatida_Crithidia_Crithidia_fasciculata; REF_SPR_AODS02000256.6944.9173_Eukaryota_Discoba_Discicristata_Euglenozoa_Kinetoplastea_Metakinetoplastina_Trypanosomatida_Crithidia_Crithidia_fasciculata; REF_SPR_FAUG01011082.1052.3276_Eukaryota_Discoba_Discicristata_Euglenozoa_Kinetoplastea_Metakinetoplastina_Trypanosomatida_Endotrypanum_Heliconius_hecale
Discoba|Euglenozoa.U.family|Euglenozoa.U.genus,Discoba,Euglenozoa.U.family,Euglenozoa.U.genus,50,204,4.08,IMG_3300006236.a_Ga0082396_100060; IMG_3300006232.a_Ga0082392_116254; IMG_3300004627.a_Ga0066629_1019590
Discoba|Neobodonidae|Neobodo,Discoba,Neobodonidae,Neobodo,43,74,1.72,REF_SPR_AY753600.1.2188_Eukaryota_Discoba_Discicristata_Euglenozoa_Kinetoplastea_Metakinetoplastina_Neobodonida_Neobodo_Bodonidae_sp._Dev2; REF_SPR_AF530518.1.2120_Eukaryota_Discoba_Discicristata_Euglenozoa_Kinetoplastea_Metakinetoplastina_Neobodonida_Neobodo_uncultured_bodonid; IMG_3300006424.a_Ga0075497_1045763
Discoba|Kinetoplastea_XX|Kinetoplastea_XX_MET10,Discoba,Kinetoplastea_XX,Kinetoplastea_XX_MET10,37,72,1.95,REF_BRK_c-108_conseq_Otu334_4_freshwater_Svartberget-fw_Eukaryota_Excavata_Discoba_Discoba_X_Euglenozoa_Kinetoplastida_Eubodonidae_Bodo_Bodo_saltans_Species; REF_SPR_CYKH01000566.912.3048_Eukaryota_Discoba_Discicristata_Euglenozoa_Kinetoplastea_Metakinetoplastina_Eubodonida_Bodo_Bodo_saltans; IMG_3300044611.a_Ga0453738_0144245
Discoba|Rhabdomonadales|Gyropaigne,Discoba,Rhabdomonadales,Gyropaigne,26,100,3.85,IMG_3300018034.a_Ga0187863_10002837; REF_SPR_AF247599.1.2907_U_18S_rRNA_nucleus_strain_SAG_B_233.80_Eukaryota_Excavata_Discoba_Euglenida_Aphagea_Rhabdomonadales_Menoidium_Menoidium_gibbum; IMG_3300022555.a_Ga0212088_10016201
Discoba|Kinetoplastea_XX|Kinetoplastea_XX.U.genus,Discoba,Kinetoplastea_XX,Kinetoplastea_XX.U.genus,25,45,1.8,IMG_3300043429.a_Ga0451752_0023898; IMG_3300043425.a_Ga0451744_0028721; IMG_3300045580.a_Ga0466388_0013856
Discoba|Distigmidae|Distigma,Discoba,Distigmidae,Distigma,24,188,7.83,IMG_3300011340.a_Ga0151652_10870978; IMG_3300038619.a_Ga0427940_0017250; IMG_3300014655.a_Ga0181516_10008487
Discoba|Kinetoplastea_XX|Kinetoplastea_XX_MET8,Discoba,Kinetoplastea_XX,Kinetoplastea_XX_MET8,23,67,2.91,IMG_3300037520.a_Ga0335045_0063904; IMG_3300031039.a_Ga0102760_10046228; REF_BRK_c-1692_conseq_Otu0348_22_freshwater_permafrost_Eukaryota_Excavata_Discoba_Discoba_X_Euglenozoa_Kinetoplastida_Neobodonidae_Neobodo_Neobodo_designis_Species
Discoba|Scytomonadidae|Petalomonas,Discoba,Scytomonadidae,Petalomonas,16,26,1.62,IMG_3300004595.a_Ga0008278_1003439; IMG_3300004507.a_Ga0008280_1146150; REF_BRK_c-528_conseq_Otu473_5_soil_Skogaryd-peat_Eukaryota_Excavata_Discoba_Discoba_X_Euglenozoa_Heteronematina_Heteronematina_X_Family
Discoba|Allobodonidae|Allobodo,Discoba,Allobodonidae,Allobodo,14,30,2.14,REF_BRK_c-191_conseq_Otu1168_6_freshwater_Erken-sed_Eukaryota_Excavata_Discoba_Discoba_X_Euglenozoa_Kinetoplastida_Order; REF_BRK_c-203_conseq_Otu1124_7_freshwater_Erken-sed_Eukaryota_Excavata_Discoba_Discoba_X_Euglenozoa_Kinetoplastida_Order; REF_BRK_c-223_conseq_Otu1167_6_freshwater_Erken-sed_Eukaryota_Excavata_Discoba_Discoba_X_Euglenozoa_Kinetoplastida_Order
Discoba|Bodonidae|Bodo,Discoba,Bodonidae,Bodo,10,15,1.5,REF_SPR_KF963538.1.2179_Eukaryota_Discoba_Discicristata_Euglenozoa_Kinetoplastea_Metakinetoplastina_Trypanosomatida_Paratrypanosoma_Paratrypanosoma_confusum; REF_BRK_c-1108_conseq_Otu0482_19_soil_Sweden_Eukaryota_Excavata_Discoba_Discoba_X_Euglenozoa_Kinetoplastida_Eubodonidae_Bodo_Genus; REF_BRK_c-2484_conseq_Otu0381_32_soil_Sweden_Eukaryota_Excavata_Discoba_Discoba_X_Euglenozoa_Kinetoplastida_Eubodonidae_Family
Discoba|Scytomonadidae|Notosolenus,Discoba,Scytomonadidae,Notosolenus,10,15,1.5,IMG_3300004631.a_Ga0058899_10182879; REF_BRK_c-1666_conseq_Otu0974_3_soil_Sweden_Eukaryota_Excavata_Discoba_Discoba_X_Euglenozoa_Heteronematina_Heteronematina_X_Family; REF_BRK_c-945_conseq_Otu1251_8_soil_PuertoRico_Eukaryota_Excavata_Discoba_Discoba_X_Euglenozoa_Heteronematina_Heteronematina_X_Family
Discoba|Kinetoplastea_XX|Kinetoplastea_XX_MET3,Discoba,Kinetoplastea_XX,Kinetoplastea_XX_MET3,8,14,1.75,IMG_3300048588.a_Ga0498926_0029080; IMG_3300013895.a_Ga0181325_10305763; IMG_3300017788.a_Ga0169931_10051982
Discoba|Trypanosomatidae|Strigomonas,Discoba,Trypanosomatidae,Strigomonas,6,30,5.0,REF_SPR_AF038025.1.2165_Eukaryota_Discoba_Discicristata_Euglenozoa_Kinetoplastea_Metakinetoplastina_Trypanosomatida_Strigomonas_Strigomonas_oncopelti; REF_GEN_GCA_000442495.1; REF_SPR_HM593010.1.2154_U_18S_rRNA_nucleus__Eukaryota_Excavata_Discoba_Kinetoplastea_Trypanosomatida_Trypanosomatidae_Strigomonas_Strigomonas_galati
Discoba|Rhynchomonadidae|Rhynchomonas,Discoba,Rhynchomonadidae,Rhynchomonas,4,14,3.5,IMG_3300011120.a_Ga0150983_11188972; IMG_3300006378.a_Ga0075498_1007924; IMG_3300007219.a_Ga0075025_1052405
Discoba|Trypanosomatidae|Phytomonas,Discoba,Trypanosomatidae,Phytomonas,3,7,2.33,REF_SPR_KM242075.1.2129_Eukaryota_Discoba_Discicristata_Euglenozoa_Kinetoplastea_Metakinetoplastina_Trypanosomatida_Leptomonas_Kentomonas_sorsogonicus; REF_SPR_KC206003.1.2082_Eukaryota_Discoba_Discicristata_Euglenozoa_Kinetoplastea_Metakinetoplastina_Trypanosomatida_Leptomonas_Trypanosomatidae_sp._ECU-06; IMG_3300007130.a_Ga0104042_1135469
Rhizaria|Cercozoa.U.family|Cercozoa.U.genus,Rhizaria,Cercozoa.U.family,Cercozoa.U.genus,1152,3275,2.84,IMG_3300024981.a_Ga0209934_1002102; IMG_3300024981.a_Ga0209934_1002160; IMG_3300025526.a_Ga0208492_1002470
Rhizaria|Sandonidae|Flectomonas,Rhizaria,Sandonidae,Flectomonas,639,3724,5.83,REF_SPR_AY905499.1.2379_G_18S_rRNA_nucleus__Eukaryota_Rhizaria_Cercozoa_Filosa-Sarcomonadea_Glissomonadida_Sandonidae_Sandona_Sandona_campae; IMG_3300013842.a_Ga0181309_1080279; REF_SPR_AM114805.1.2266_Eukaryota_SAR_Rhizaria_Cercozoa_Glissomonadida_Heteromita_uncultured_Cercozoa
Rhizaria|Monothalamids_X.U.family|Monothalamids_X.U.genus,Rhizaria,Monothalamids_X.U.family,Monothalamids_X.U.genus,507,2233,4.4,REF_SPR_HM213830.1.4173_U_18S_rRNA_nucleus__Eukaryota_Rhizaria_Foraminifera_Globothalamea_Rotaliida_Elphidiidae_Elphidium_Elphidium_excavatum; REF_SPR_KF042533.1.4130_U_18S_rRNA_nucleus__Eukaryota_Rhizaria_Foraminifera_Globothalamea_Rotaliida_Elphidiidae_Elphidium_Elphidium_excavatum; REF_SPR_AJ318224.1.4066_U_18S_rRNA_nucleus__Eukaryota_Rhizaria_Foraminifera_Monothalamids_Monothalamids_Clade-I_Monothalamids_Clade-I_X_Astrammina_Astrammina_triangularis
Rhizaria|Polycystinea.U.family|Polycystinea.U.genus,Rhizaria,Polycystinea.U.family,Polycystinea.U.genus,391,4253,10.88,REF_SPR_HQ651783.1.3714_Eukaryota_SAR_Rhizaria_Retaria_Polycystinea_Spumellaria_Phorticium_Phorticium_clevei; REF_BRK_c-135_conseq_Otu555_4_deep_Ms2-mes_Eukaryota_TSAR_Rhizaria_Radiolaria_Polycystinea_Spumellarida_Spumellarida-Group-I_Spumellarida-Group-I_X_Spumellarida-Group-I_X_sp_Species; REF_SPR_KP175030.1.2281_Eukaryota_SAR_Rhizaria_Retaria_Polycystinea_Spumellaria_Astrosphaera_uncultured_spumellarian
Rhizaria|Foraminifera.U.family|Foraminifera.U.genus,Rhizaria,Foraminifera.U.family,Foraminifera.U.genus,322,2196,6.82,IMG_3300010985.a_Ga0138326_10258234; REF_SPR_M20154.1.4194_U_18S_rRNA_nucleus__Eukaryota_Opisthokonta_Metazoa_Craniata_Craniata_X_Mammalia_Mus_Mus_musculus; IMG_3300030752.a_Ga0073953_11461494
Rhizaria|Vampyrellida.U.family|Vampyrellida.U.genus,Rhizaria,Vampyrellida.U.family,Vampyrellida.U.genus,315,1110,3.52,IMG_3300004627.a_Ga0066629_1021251; IMG_3300015615.a_Ga0183872_10630397_1; IMG_3300045391.a_Ga0438458_00330348
Rhizaria|Radiolaria.U.family|Radiolaria.U.genus,Rhizaria,Radiolaria.U.family,Radiolaria.U.genus,272,1717,6.31,REF_SPR_HQ651785.1.3845_Eukaryota_SAR_Rhizaria_Retaria_RAD_B_Sticholonche_sp._JB-2011; IMG_3300031800.a_Ga0310122_10008125; IMG_3300020457.a_Ga0211643_10049411
Rhizaria|Nassellaria.U.family|Nassellaria.U.genus,Rhizaria,Nassellaria.U.family,Nassellaria.U.genus,209,918,4.39,IMG_3300032278.a_Ga0310345_10012430; IMG_3300003880.a_Ga0063278_1000058; IMG_3300026202.a_Ga0207984_1003241
Rhizaria|Acantharea_3a|Acantharea_3a_X,Rhizaria,Acantharea_3a,Acantharea_3a_X,208,1225,5.89,IMG_3300007513.a_Ga0105019_1012313; REF_SPR_HQ651786.1.3636_Eukaryota_SAR_Rhizaria_Retaria_Acantharia_Arthracanthida_Acanthostaurus_Acanthostaurus_nordgaardi; IMG_3300048599.a_Ga0498940_0010485
Rhizaria|Rhogostoma-lineage|Rhogostoma-lineage_X,Rhizaria,Rhogostoma-lineage,Rhogostoma-lineage_X,134,853,6.37,IMG_3300035703.a_Ga0310140_0025413; REF_BRK_m64077_200208_195333_63440347_ccs_double-barcode_Otu1544_2_soil_PuertoRico_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Thecofilosea_Cryomonadida_Rhogostoma-lineage_Rhogostoma-lineage_X_Rhogostoma-lineage_X_sp_Species; IMG_3300037837.a_Ga0427890_002032
Rhizaria|Thaumatomonadida.U.family|Thaumatomonadida.U.genus,Rhizaria,Thaumatomonadida.U.family,Thaumatomonadida.U.genus,88,597,6.78,IMG_3300007510.a_Ga0105013_1016087; IMG_3300021964.a_Ga0222719_10028737; IMG_3300037427.a_Ga0315325_0038382
Rhizaria|Monothalamids_XX|Allogromiina,Rhizaria,Monothalamids_XX,Allogromiina,83,222,2.67,REF_SPR_EF534072.1.3015_Eukaryota_SAR_Rhizaria_Retaria_Foraminifera_Globothalamea_Rotaliida_Rotaliidae_Ammonia_Ammonia_sp._JP-2007; REF_SPR_KF042547.1.2916_U_18S_rRNA_nucleus__Eukaryota_Rhizaria_Foraminifera_Globothalamea_Rotaliida_Elphidiidae_Elphidium_Elphidium_asklundi; REF_SPR_KF042548.1.2888_U_18S_rRNA_nucleus__Eukaryota_Rhizaria_Foraminifera_Globothalamea_Rotaliida_Elphidiidae_Elphidium_Elphidium_asklundi
Rhizaria|Cercomonadidae|Neocercomonas,Rhizaria,Cercomonadidae,Neocercomonas,69,116,1.68,IMG_3300007224.a_Ga0104147_1034905; IMG_3300007224.a_Ga0104147_1085582; IMG_3300007224.a_Ga0104147_1011987
Rhizaria|Sey055-lineage|Sey055-lineage_X,Rhizaria,Sey055-lineage,Sey055-lineage_X,50,123,2.46,IMG_3300029922.a_Ga0311363_10025354; REF_SPR_KC779511.1.1812_Eukaryota_SAR_Rhizaria_Cercozoa_Vampyrellidae_uncultured_Penardia_sp._NVam1; IMG_3300042906.a_Ga0453084_0049781
Rhizaria|Cercomonadidae|Cavernomonas,Rhizaria,Cercomonadidae,Cavernomonas,50,92,1.84,IMG_3300007526.a_Ga0075022_1020208; IMG_3300006933.a_Ga0081247_1002721; IMG_3300003705.a_Ga0008094_103759
Rhizaria|NPK2-lineage|NPK2-lineage_X,Rhizaria,NPK2-lineage,NPK2-lineage_X,48,137,2.85,IMG_3300035205.a_Ga0373649_0011460; IMG_3300005528.a_Ga0068872_10051312; IMG_3300006377.a_Ga0079049_1016023
Rhizaria|Protaspa-lineage|Protaspa-lineage_X,Rhizaria,Protaspa-lineage,Protaspa-lineage_X,44,88,2.0,REF_BRK_c-152_conseq_Otu0575_3_surface_WC-sur_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Thecofilosea_Cryomonadida_Order; IMG_3300022223.a_Ga0224501_10028755; REF_BRK_c-459_conseq_Otu0576_3_surface_WC-sur_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Thecofilosea_Cryomonadida_Order
Rhizaria|Collophidiidae|Collophidium,Rhizaria,Collophidiidae,Collophidium,42,87,2.07,IMG_3300025232.a_Ga0208571_1001501; IMG_3300001392.a_Lau_10002773; IMG_3300003979.a_Ga0063037_108692
Rhizaria|Novel-Gran-6|Novel-Gran-6_X,Rhizaria,Novel-Gran-6,Novel-Gran-6_X,42,142,3.38,REF_SPR_AY305009.1.2157_Eukaryota_SAR_Rhizaria_Cercozoa_Clathrulinidae_Hedriocystis_Clathrulina_elegans; REF_SPR_AY305010.1.2094_Eukaryota_SAR_Rhizaria_Cercozoa_Clathrulinidae_Hedriocystis_Hedriocystis_reticulata; IMG_3300007516.a_Ga0105050_10050713
Rhizaria|Novel-clade-10_X|Novel-clade-10_XX,Rhizaria,Novel-clade-10_X,Novel-clade-10_XX,38,48,1.26,REF_BRK_c-37_conseq_Otu231_9_freshwater_Svartberget-fw_Eukaryota_TSAR_Rhizaria_Cercozoa_Novel-clade-10-12_Novel-clade-10_Novel-clade-10_X_Novel-clade-10_XX_Novel-clade-10_XX_sp_Species; IMG_3300032668.a_Ga0316230_1022569; IMG_3300044712.a_Ga0453684_0139596
Rhizaria|Filoretidae_X|Filoreta,Rhizaria,Filoretidae_X,Filoreta,34,52,1.53,IMG_3300032820.a_Ga0310342_100203905; REF_BRK_c-269_conseq_Otu0647_16_deep_Ms2-bat_Eukaryota_TSAR_Rhizaria_Cercozoa_Endomyxa-Ascetosporea_Endomyxa-Ascetosporea_X_Endomyxa-Ascetosporea_XX_Endomyxa-Ascetosporea_XXX_Endomyxa-Ascetosporea_XXX_sp_Species; REF_BRK_c-297_conseq_Otu0453_32_deep_Ms2-bat_Eukaryota_TSAR_Rhizaria_Cercozoa_Endomyxa-Ascetosporea_Endomyxa-Ascetosporea_X_Endomyxa-Ascetosporea_XX_Endomyxa-Ascetosporea_XXX_Endomyxa-Ascetosporea_XXX_sp_Species
Rhizaria|Filosa-Thecofilosea.U.family|Filosa-Thecofilosea.U.genus,Rhizaria,Filosa-Thecofilosea.U.family,Filosa-Thecofilosea.U.genus,33,84,2.55,REF_SPR_AB714270.1.2920_Eukaryota_SAR_Rhizaria_Cercozoa_Imbricatea_Silicofilosea_Thaumatomonadida_Peregriniidae_Esquamula_Esquamula_lacrimiformis; IMG_3300028795.a_Ga0302227_10007158_1; IMG_3300044512.a_Ga0453786_0003818
Rhizaria|Gromiidae|Gromia,Rhizaria,Gromiidae,Gromia,33,56,1.7,IMG_3300013098.a_Ga0164320_10004753; IMG_3300031627.a_Ga0302118_10078394; IMG_3300038548.a_Ga0392322_0260887
Rhizaria|Filosa-Sarcomonadea.U.family|Filosa-Sarcomonadea.U.genus,Rhizaria,Filosa-Sarcomonadea.U.family,Filosa-Sarcomonadea.U.genus,31,82,2.65,IMG_3300020123.a_Ga0210607_13584687_1; IMG_3300029910.a_Ga0311369_10083986; REF_BRK_c-1160_conseq_Otu0428_25_soil_Sweden_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Sarcomonadea_Glissomonadida_Order
Rhizaria|Paradinidae|Paradinium,Rhizaria,Paradinidae,Paradinium,27,43,1.59,IMG_3300038548.a_Ga0392322_0044776; IMG_3300024431.a_Ga0209988_10004749; REF_SPR_EU189032.1.2085_Eukaryota_SAR_Rhizaria_Cercozoa_Ascetosporea_Paradiniidae_Paradinium_Paradinium_sp._PaEu41
Rhizaria|Tholoniidae|Tholomura,Rhizaria,Tholoniidae,Tholomura,26,77,2.96,IMG_3300009103.a_Ga0117901_1013151; REF_SPR_KP175039.1.2233_Eukaryota_SAR_Rhizaria_Retaria_Polycystinea_Spumellaria_Pyloniidae_sp._KE-2014; REF_SPR_AB617584.1.1823_Eukaryota_SAR_Rhizaria_Retaria_Polycystinea_Spumellaria_Spongodiscus_Spongodiscus_sp._OS0795
Rhizaria|NC12A-lineage|NC12A-lineage_X,Rhizaria,NC12A-lineage,NC12A-lineage_X,22,45,2.05,REF_SPR_KC109664.1.2184_U_18S_rRNA_nucleus_strain_6_Eukaryota_Rhizaria_Cercozoa_Cercozoa_X_Cercozoa_XX_Cercozoa_XXX_Reticulamoeba_Reticulamoeba_gemmipara; REF_SPR_KC109661.1.2067_U_18S_rRNA_nucleus_strain_3_Eukaryota_Rhizaria_Cercozoa_Cercozoa_X_Cercozoa_XX_Cercozoa_XXX_Reticulamoeba_Reticulamoeba_minor; REF_SPR_AY180002.1.1827_Eukaryota_SAR_Rhizaria_Cercozoa_Novel_Clade_12_uncultured_eukaryote
Rhizaria|Glissomonadida.U.family|Glissomonadida.U.genus,Rhizaria,Glissomonadida.U.family,Glissomonadida.U.genus,21,102,4.86,IMG_3300008114.a_Ga0114347_1023095; IMG_3300046507.a_Ga0495606_0090143; IMG_3300022750.a_Ga0247812_10029614
Rhizaria|Cercomonadidae|Cercomonas,Rhizaria,Cercomonadidae,Cercomonas,20,57,2.85,IMG_3300044608.a_Ga0453734_0225878; REF_SPR_JQ425617.1.1304_Eukaryota_SAR_Rhizaria_Cercozoa_Imbricatea_Silicofilosea_Euglyphida_Paulinellidae_Paulinella_Paulinella_sp._HSY-2012; IMG_3300042505.a_Ga0453189_0186979
Rhizaria|Lagynidae|Nemogullmia,Rhizaria,Lagynidae,Nemogullmia,18,66,3.67,IMG_3300002042.a_LBB12012_10001907; IMG_3300017790.a_Ga0188094_10023300; IMG_3300010987.a_Ga0138324_10001164_1
Rhizaria|Paulinellidae|Paulinella,Rhizaria,Paulinellidae,Paulinella,17,24,1.41,IMG_3300047994.a_Ga0495314_0035299; REF_SPR_GU479954.1.1913_U_18S_rRNA_nucleus_clone_PR1_3E_70_Eukaryota_Rhizaria_Cercozoa_Filosa-Imbricatea_Euglyphida_Paulinellidae_Paulinella_Paulinella_sp.; REF_BRK_c-279_conseq_Otu540_3_soil_Skogaryd-peat_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Imbricatea_Euglyphida_Paulinellidae_Paulinella_Paulinella_sp_Species
Rhizaria|Cercomonadidae|Cercomonadidae_X,Rhizaria,Cercomonadidae,Cercomonadidae_X,13,26,2.0,IMG_3300031787.a_Ga0315900_10020219; IMG_3300030971.a_Ga0075375_10055714; IMG_3300004798.a_Ga0058859_10011049
Rhizaria|Cercozoa_XXX|Cercozoa_XXXX,Rhizaria,Cercozoa_XXX,Cercozoa_XXXX,12,21,1.75,IMG_3300007526.a_Ga0075022_1016176; IMG_3300000843.a_FwTDRAFT_100773; IMG_3300004614.a_Ga0068956_1386931
Rhizaria|Reophacidae|Reophax,Rhizaria,Reophacidae,Reophax,10,34,3.4,IMG_3300009139.a_Ga0114949_10003276; IMG_3300043214.a_Ga0484903_000428; IMG_3300004801.a_Ga0058860_10134010
Rhizaria|Vampyrellidae|Vampyrella,Rhizaria,Vampyrellidae,Vampyrella,10,18,1.8,IMG_3300045973.a_Ga0485830_0008596; REF_SPR_AY179971.1.1759_Eukaryota_SAR_Rhizaria_Cercozoa_Vampyrellidae_uncultured_uncultured_eukaryote; IMG_3300045974.a_Ga0485831_0117192
Rhizaria|Ventrifissuridae|Ventrifissura,Rhizaria,Ventrifissuridae,Ventrifissura,9,9,1.0,REF_BRK_c-969_conseq_Otu1114_3_deep_Ms2-bat_Eukaryota_TSAR_Rhizaria_Cercozoa_Subdivision; REF_BRK_c-1237_conseq_Otu0628_17_deep_Ms2-bat_Eukaryota_TSAR_Rhizaria_Cercozoa_Subdivision; REF_BRK_c-1276_conseq_Otu1082_4_deep_Ms2-bat_Eukaryota_TSAR_Rhizaria_Cercozoa_Subdivision
Rhizaria|Monothalamids_XX|Astrorhiza,Rhizaria,Monothalamids_XX,Astrorhiza,9,9,1.0,IMG_3300032277.a_Ga0316202_10001157; REF_SPR_JN003658.1.957_U_18S_rRNA_nucleus_clone_582-10_Eukaryota_Rhizaria_Foraminifera_Foraminifera_X_Foraminifera_XX_Foraminifera_XXX_Foraminifera_XXXX_Foraminifera_XXXX_sp.; REF_SPR_AF411217.1.950_U_18S_rRNA_nucleus__Eukaryota_Rhizaria_Foraminifera_Monothalamids_Monothalamids_X_Monothalamids_XX_Astrorhiza_Astrorhiza_limicola
Rhizaria|Thaumatomonadidae|Thaumatomonas,Rhizaria,Thaumatomonadidae,Thaumatomonas,8,9,1.12,REF_SPR_FPLL01006523.5.1250_Eukaryota_SAR_Rhizaria_Cercozoa_uncultured_metagenome; REF_BRK_c-1564_conseq_Otu1469_4_soil_PuertoRico_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Imbricatea_Class; REF_BRK_c-2341_conseq_Otu0800_5_freshwater_permafrost_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Imbricatea_Filosa-Imbricatea_X_Order
Rhizaria|Sandonidae|Sandona,Rhizaria,Sandonidae,Sandona,6,9,1.5,IMG_3300047462.a_Ga0495311_0025162_1; REF_SPR_FPLS01001675.11.1341_Eukaryota_SAR_Rhizaria_Cercozoa_Cercomonadidae_Cercomonas_metagenome; REF_BRK_c-959_conseq_Otu1215_4_freshwater_Skogaryd-fw_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Sarcomonadea_Pansomonadida_Order
Rhizaria|Novel-Clade-4|Novel-Clade-4_X,Rhizaria,Novel-Clade-4,Novel-Clade-4_X,5,6,1.2,REF_BRK_c-2002_conseq_Otu0878_13_freshwater_Erken-sed_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Thecofilosea_Class; REF_BRK_c-1229_conseq_Otu1111_11_soil_PuertoRico_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Sarcomonadea_Glissomonadida_Glissomonadida_X_Glissomonadida_XX_Glissomonadida_XX_sp_Species; REF_BRK_c-2386_conseq_Otu0925_4_soil_Sweden_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Sarcomonadea_Cercomonadida_Paracercomonadidae_Family
Rhizaria|Cryomonadida.U.family|Cryomonadida.U.genus,Rhizaria,Cryomonadida.U.family,Cryomonadida.U.genus,5,7,1.4,REF_SPR_KC488564.1.1599_Eukaryota_SAR_Rhizaria_Cercozoa_Chlorarachniophyta_Minorisa_uncultured_Rhizaria; REF_BRK_m64077_200210_022006_134284479_ccs_double-barcode_Otu0679_2_surface_WC-sur_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Thecofilosea_Cryomonadida_Protaspa-lineage_Protaspa-lineage_X_Protaspa-lineage_X_sp_Species; REF_BRK_c-3789_conseq_Otu0552_3_surface_WC-sur_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Thecofilosea_Cryomonadida_Order
Rhizaria|Mataza-lineage|Mataza-lineage_X,Rhizaria,Mataza-lineage,Mataza-lineage_X,4,5,1.25,REF_BRK_c-564_conseq_Otu0102_197_surface_WC-sur_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Thecofilosea_Filosa-Thecofilosea_X_Mataza-lineage_Mataza-lineage_X_Mataza-lineage_X_sp_Species; REF_BRK_c-2792_conseq_Otu0201_46_surface_WC-sur_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Thecofilosea_Class; REF_SPR_HM369764.1.1099_U_18S_rRNA_nucleus_clone_TS698-71_Eukaryota_Rhizaria_Cercozoa_Filosa-Thecofilosea_Filosa-Thecofilosea_X_Mataza-lineage_Mataza-lineage_X_Mataza-lineage_X_sp.
Rhizaria|Protaspa-lineage|Protaspa,Rhizaria,Protaspa-lineage,Protaspa,4,4,1.0,REF_BRK_c-196_conseq_Otu0375_8_surface_WC-sur_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Thecofilosea_Cryomonadida_Protaspa-lineage_Protaspa-lineage_X_Protaspa-lineage_X_sp_Species; REF_BRK_c-245_conseq_Otu0573_3_surface_WC-sur_Eukaryota_TSAR_Rhizaria_Cercozoa_Filosa-Thecofilosea_Cryomonadida_Protaspa-lineage_Protaspa-lineage_X_Protaspa-lineage_X_sp_Species; IMG_3300008120.a_Ga0114355_1106757
Rhizaria|Paradinida_X|Paradinida_XX,Rhizaria,Paradinida_X,Paradinida_XX,4,5,1.25,REF_BRK_c-327_conseq_Otu1014_5_deep_Ms2-bat_Eukaryota_TSAR_Rhizaria_Cercozoa_Endomyxa-Ascetosporea_Paradinida_Paradinida_X_Paradinida_XX_Paradinida_XX_sp_Species; REF_BRK_c-684_conseq_Otu1525_3_deep_Ms1-bat_Eukaryota_TSAR_Rhizaria_Cercozoa_Endomyxa-Ascetosporea_Paradinida_Order; REF_BRK_c-306_conseq_Otu1061_4_deep_Ms2-bat_Eukaryota_TSAR_Rhizaria_Cercozoa_Endomyxa-Ascetosporea_Paradinida_Paradinida_X_Paradinida_XX_Paradinida_XX_sp_Species
Rhizaria|Endomyxa-Ascetosporea_XX|Endomyxa-Ascetosporea_XXX,Rhizaria,Endomyxa-Ascetosporea_XX,Endomyxa-Ascetosporea_XXX,4,8,2.0,REF_SPR_MG878391.1.1890_Eukaryota_SAR_Rhizaria_Cercozoa_Ascetosporea_Haplosporida_Urosporidium_Urosporidium_sp.; REF_SPR_AY435093.1.1742_Eukaryota_SAR_Rhizaria_Cercozoa_Ascetosporea_Haplosporida_Urosporidium_Haplosporida_sp._HapClam-1; REF_BRK_c-551_conseq_Otu0108_411_deep_Ms2-bat_Eukaryota_TSAR_Rhizaria_Cercozoa_Endomyxa-Ascetosporea_Endomyxa-Ascetosporea_X_Endomyxa-Ascetosporea_XX_Endomyxa-Ascetosporea_XXX_Endomyxa-Ascetosporea_XXX_sp_Species
