genus,census_taxid,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,genome_pct_db,species_pct,direct_name_matches,direct_taxid_matches,hierarchical_taxid_matches,lineage_name_matches,total_matches,match_status,domain,isolate_count,isolate_percentage,novelty_factor,overrepresentation_factor
Vigna_unguiculata_subsp._unguiculata_(cowpea).Chloroplast,N/A,2,15,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Braarudosphaera_bigelowii:plas.Chloroplast,373042,2,10,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Talaromyces_phialosporus.Mitochondria,128439,2,19,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Lotharella_oceanica.Chloroplast,641309,2,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chlamydomonas_moewusii.Chloroplast,3054,2,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Flintiella_sanguinaria.Chloroplast,101926,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Marsupiomonas_sp._NIES_1824.Chloroplast,1562198,2,59,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Thalassiosira_sp.:plas.Chloroplast,N/A,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ulvophyceae_XXX_sp.:plas.Chloroplast,N/A,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Palmaria_palmata_(Dulse).Chloroplast,N/A,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chlorogonium_capillatum.Chloroplast,71743,2,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Aulacoseira_granulata:plas.Chloroplast,285082,2,19,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Salinovum,1930618,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Letharia_columbiana.Mitochondria,112416,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gracilaria_chouae.Mitochondria,1172980,2,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nitrobacteria,267929,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Leptosira_terrestris:plas.Chloroplast,34116,2,18,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Phacus_trimarginatus:plas.Chloroplast,682643,2,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Frondibacter,1655196,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Taeania,1867031,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Euglena_geniculata:plas.Chloroplast,38274,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chaetoceros_affinis.Chloroplast,426623,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ananas_comosus_(pineapple).Mitochondria,N/A,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Metabacterium,38777,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Poterioochromonas_sp._DS.Chloroplast,519425,2,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Corallomonas,1433994,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gracilaria_salicornia.Mitochondria,172968,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Eimeria1_tenella:apic.Apicoplast,N/A,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Penicillium_nordicum.Mitochondria,229535,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Persicaria_minor.Chloroplast,488003,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ochrosphaera_sp.:plas.Chloroplast,N/A,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Epidermophyton_floccosum.Mitochondria,34391,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Characiochloris_acuminata.Chloroplast,167768,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Colobanthus_quitensis.Chloroplast,552857,2,88,0.0,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Asterionella_ralfsii:plas.Chloroplast,449143,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Euglena_sanguinea.Chloroplast,130315,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Blennothrix,483695,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Parmotrema_stuppeum.Mitochondria,2041279,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Medicago_sativa:plas.Chloroplast,3879,2,49,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pavlova_lutheri:plas.Chloroplast,2081491,2,13,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Monomorphina_rudicula:plas.Chloroplast,298300,2,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pectinodesmus_pectinatus.Chloroplast,91197,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Musa_itinerans.Mitochondria,574487,2,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Lepidodinium_viride:plas.Chloroplast,66471,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Talaromyces_funiculosus.Mitochondria,28572,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Colletotrichum_tamarilloi.Mitochondria,1209934,2,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Mychonastes_jurisii.Chloroplast,797708,2,17,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pedinomonas_tuberculata:plas.Chloroplast,160064,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pilostyles_hamiltonii:plas.Chloroplast,448041,2,9,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Yucca_schidigera:plas.Chloroplast,334597,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pterocladia_musciformis.Mitochondria,2699131,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ophiostoma_carpenteri.Mitochondria,360149,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Phytophthora_pluvialis.Mitochondria,1330343,2,16,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Corynaea_crassa:plas.Chloroplast,50121,2,98,0.0,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ostreobium_sp._HV05042.Chloroplast,1979227,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Parmotrema_ultralucens.Mitochondria,2486653,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Teleaulax_sp.:plas.Chloroplast,N/A,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Vigna_unguiculata:plas.Chloroplast,3917,2,12,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Penicillium_sp._KCTC16087.Mitochondria,152763,2,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Beauveria_bassiana.Mitochondria,176275,2,13,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chroomonas_placoidea.Chloroplast,173977,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Mesopedinella_arctica:plas.Chloroplast,296676,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chlorella_pyrenoidosa.Chloroplast,3078,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cymbomonas_tetramitiformis:plas.Chloroplast,36881,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Trichophyton_mentagrophytes.Mitochondria,523103,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Trichosanthes_kirilowii.Mitochondria,3677,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Rhipidosiphon_javensis:plas.Chloroplast,575866,2,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Lotharella_vacuolata:plas.Chloroplast,74820,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Rhizochromulina_sp.:plas.Chloroplast,N/A,2,11,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Kappaphycus_alvarezii.Mitochondria,38544,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Tolypocladium_japonicum.Mitochondria,94206,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Saccharum_hybrid_cultivar.Mitochondria,128810,2,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Alectoria_fallacina.Mitochondria,1903189,2,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Sphagnum_squarrosum:plas.Chloroplast,128240,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pedinomonadaceae_X_sp.:plas.Chloroplast,N/A,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Anguilla_anguilla_(European_eel).Chloroplast,N/A,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Halimeda_minima.Chloroplast,170427,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Prototheca_wickerhamii.Mitochondria,3111,1,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chaetoceros_muellerii:plas.Chloroplast,265525,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Linum_usitatissimum_(flax).Mitochondria,N/A,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chlamydomonas_sphaeroides.Chloroplast,28458,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Eosphagnum_rigescens.Mitochondria,1846180,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Olea_woodiana:plas.Chloroplast,495748,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Storeatula_sp._CCMP1868.Chloroplast,195070,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Georgeantha_hexandra:plas.Chloroplast,99124,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Luffa_aegyptiaca_(smooth_loofah).Mitochondria,N/A,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Microglena_monadina.Chloroplast,47904,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Bangiopsis_subsimplex.Chloroplast,139980,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gracilariopsis_heteroclada.Mitochondria,172978,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Partenskyella_glossopodia.Chloroplast,552666,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cissus_rotundifolia:plas.Chloroplast,416102,1,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Araphid-pennate_X_sp.:plas.Chloroplast,N/A,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Flatbergium_novo-caledoniae.Mitochondria,1846179,1,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Tetracentron_sinense:plas.Chloroplast,13715,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Teleaulax_amphioxeia:plas.Chloroplast,77931,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Capsicum_annuum.Chloroplast,4072,1,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Frullania_dilatata:plas.Chloroplast,106129,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chlamydomonas_moewusii:plas.Chloroplast,3054,1,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Polypodium_aureum.Mitochondria,49545,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pogonatum_subfuscatum:plas.Chloroplast,1312527,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Oryza_meyeriana.Chloroplast,83307,1,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Marchantia_paleacea:mito.Mitochondria,56867,1,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Monotropastrum_sciaphilum.Chloroplast,1223319,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Tetraselmis_sp._GSL018.Chloroplast,582737,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pinus_thunbergii:plas.Chloroplast,3350,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Bangiaceae_X_sp.:plas.Chloroplast,N/A,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chrysochromulina_throndsenii:plas.Chloroplast,97488,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Rappephyceae_XXX_sp.:plas.Chloroplast,N/A,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Trachelomonas_sp._NJ2.Chloroplast,1685817,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chlorotetraedron_incus.Chloroplast,162317,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pandanus_utilis:plas.Chloroplast,101712,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Navicula_sp.:plas.Chloroplast,N/A,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Oryza_sativa_Indica_Group_(long-grained_rice).Mitochondria,N/A,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chlamydomonas_leiostraca.Chloroplast,1034604,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Trachelomonas_oblonga:plas.Chloroplast,191722,1,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Paeonia_suffruticosa_(tree_peony).Mitochondria,N/A,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Viola_uliginosa.Mitochondria,502525,1,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gerbera_hybrid_cultivar.Mitochondria,18101,1,13,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Calypogeia_suecica.Mitochondria,373805,1,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dapisostemon,1914256,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Tritomaria_quinquedentata.Mitochondria,248352,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Hariotina_sp._MMOGRB0030F.Chloroplast,1867922,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chenopodium_quinoa_(quinoa).Mitochondria,N/A,1,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Glycine_max_(soybean).Mitochondria,N/A,1,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Diplostephium_hartwegii.Mitochondria,1716017,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Castanea_mollissima_(Chinese_chestnut).Chloroplast,N/A,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Romeria,945765,1,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Juniperus_virginiana.Mitochondria,39584,1,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Colacium_vesiculosum.Chloroplast,102910,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pleurocladia_lacustris.Chloroplast,246121,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nyholmiella_gymnostoma.Mitochondria,478072,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cellulosibacter,1246649,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Astrosporangium,404932,1,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Arabidopsis_thaliana_(thale_cress).Mitochondria,N/A,1,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Glyptostrobus_pensilis:plas.Chloroplast,28978,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cuscuta_pentagona.Mitochondria,112407,1,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Epipogium_roseum.Chloroplast,556037,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pyropia_yezoensis.Mitochondria,2788,1,19,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Diplazium_pycnocarpon.Mitochondria,86699,1,11,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Azolla_pinnata.Mitochondria,99433,1,10,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gleditsia_sinensis.Mitochondria,66096,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Phegopteris_hexagonoptera.Mitochondria,93619,1,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Guettarda_scabra.Mitochondria,153753,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Azolla_filiculoides.Mitochondria,84609,1,16,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Porphyrosiphon,2049361,1,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Closteriopsis_acicularis:plas.Chloroplast,82138,1,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Racemicystis,1954229,1,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Jahnella,224461,1,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Eosphagnum_rigescens.Chloroplast,1846180,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Arenimicrobium,2048907,1,18,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Brevitalea,2048911,1,6,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Rhipilia_crassa:plas.Chloroplast,575874,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Codium_arabicum:plas.Chloroplast,221038,1,10,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Mnium_hornum:plas.Chloroplast,41835,1,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Apophlaea_sinclairii.Chloroplast,212746,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
uncultured_marine_bacterium.Chloroplast,56765,1,26,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Morus_notabilis.Mitochondria,981085,1,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Equisetum_arvense_(field_horsetail).Mitochondria,N/A,1,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Syzygium_luehmannii.Mitochondria,219890,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Parachlorella_kessleri:plas.Chloroplast,3074,1,25,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
wastewater_metagenome.Chloroplast,527639,1,16,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Caldanaerocella,265002,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
uncultured_organism.Chloroplast,155900,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pedobesia_claviformis.Chloroplast,2364088,1,7,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Annwoodia,2008781,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Polygonibacillus,1890224,1,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Palmophyllum_crassum.Chloroplast,1615899,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Angiopteris_lygodiifolia_(turnip_fern).Mitochondria,N/A,1,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Fermentibacillus,1817571,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Tonsilliphilus,214013,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cylindrocystis_brebissonii.Chloroplast,102167,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gossypium_hirsutum_(upland_cotton).Mitochondria,N/A,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Oryza_meyeriana.Mitochondria,83307,1,5,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Phlegmariurus_squarrosus.Mitochondria,73615,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Karenia_brevis.Chloroplast,156230,1,14,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
