genus,census_taxid,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,genome_pct_db,species_pct,direct_name_matches,direct_taxid_matches,hierarchical_taxid_matches,lineage_name_matches,total_matches,match_status,domain,isolate_count,isolate_percentage,novelty_factor,overrepresentation_factor
Cyanidioschyzon,45156,2,21,0.0,0.01,4,1,0.01,0.0,0,0,1,0,1,matched,Eukaryota,4,100.0,2.0,0.5
Chlorociboria,54692,56,565,0.08,0.14,4,2,0.01,0.01,0,0,2,0,2,matched,Eukaryota,4,100.0,28.0,0.036
Micractinium,126838,2,10,0.0,0.0,4,4,0.01,0.02,0,0,4,0,4,matched,Eukaryota,4,100.0,0.5,2.0
Nematostella,45350,14,36,0.02,0.01,4,1,0.01,0.0,0,0,1,0,1,matched,Eukaryota,4,100.0,14.0,0.071
Phaeosphaeria,55067,172,1177,0.24,0.29,3,3,0.01,0.01,0,0,3,0,3,matched,Eukaryota,3,100.0,57.333,0.017
Foraminifera.U.genus,29178,322,2196,0.45,0.55,3,3,0.01,0.01,0,0,3,0,3,matched,Eukaryota,2,66.67,107.333,0.009
Allomyces,28581,16,114,0.02,0.03,3,3,0.01,0.01,0,0,3,0,3,matched,Eukaryota,3,100.0,5.333,0.188
Botryococcus,38880,5,8,0.01,0.0,3,1,0.01,0.0,0,0,1,0,1,matched,Eukaryota,3,100.0,5.0,0.2
Paramoeba,200890,20,31,0.03,0.01,3,2,0.01,0.01,0,0,2,0,2,matched,Eukaryota,3,100.0,10.0,0.1
Monoraphidium,34111,1,1,0.0,0.0,3,3,0.01,0.01,0,0,3,0,3,matched,Eukaryota,2,66.67,0.333,3.0
Eurytemora,88014,21,89,0.03,0.02,3,3,0.01,0.01,0,0,3,0,3,matched,Eukaryota,3,100.0,7.0,0.143
Venturia,92443,4,4,0.01,0.0,3,1,0.01,0.0,0,0,1,0,1,matched,Eukaryota,3,100.0,4.0,0.25
Colpodellida_CHR1_X,877183,18,70,0.03,0.02,3,2,0.01,0.01,0,0,2,0,2,matched,Eukaryota,3,100.0,9.0,0.111
Panellus,5635,2,3,0.0,0.0,3,2,0.01,0.01,0,0,2,0,2,matched,Eukaryota,3,100.0,1.0,1.0
Rozellomycota_XXX,1031332,268,757,0.38,0.19,3,2,0.01,0.01,0,0,2,0,2,matched,Eukaryota,3,100.0,134.0,0.007
Coelomomyces,143959,10,29,0.01,0.01,3,1,0.01,0.0,0,0,1,0,1,matched,Eukaryota,3,100.0,10.0,0.1
Rhizoclosmatium,109967,12,82,0.02,0.02,3,3,0.01,0.01,0,0,3,0,3,matched,Eukaryota,3,100.0,4.0,0.25
Acyrthosiphon,7028,49,436,0.07,0.11,3,2,0.01,0.01,0,0,2,0,2,matched,Eukaryota,3,100.0,24.5,0.041
Balamuthia,66526,8,12,0.01,0.0,3,1,0.01,0.0,0,0,1,0,1,matched,Eukaryota,3,100.0,8.0,0.125
Salpingoecidae_Group_C1_X,81529,148,357,0.21,0.09,3,2,0.01,0.01,0,0,2,0,2,matched,Eukaryota,3,100.0,74.0,0.014
Phaeodactylum,2849,15,37,0.02,0.01,3,1,0.01,0.0,0,0,1,0,1,matched,Eukaryota,3,100.0,15.0,0.067
Leptomonas,5683,53,327,0.07,0.08,3,2,0.01,0.01,0,0,2,0,2,matched,Eukaryota,3,100.0,26.5,0.038
Vannella,95228,56,94,0.08,0.02,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,0,0.0,56.0,0.018
Monothalamids_X.U.genus,1505960,507,2233,0.72,0.56,2,2,0.0,0.01,0,0,2,0,2,matched,Eukaryota,2,100.0,253.5,0.004
Sarcocystis10,5812,76,608,0.11,0.15,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,2,100.0,76.0,0.013
Mitosporidium,1633384,9,13,0.01,0.0,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,2,100.0,9.0,0.111
Culiseta,174825,3,6,0.0,0.0,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,2,100.0,3.0,0.333
Lecidea,88631,3,9,0.0,0.0,2,2,0.0,0.01,0,0,2,0,2,matched,Eukaryota,0,0.0,1.5,0.667
Trichocladium,290625,25,579,0.04,0.14,2,2,0.0,0.01,0,0,2,0,2,matched,Eukaryota,2,100.0,12.5,0.08
Hyphodiscus,353541,1,1,0.0,0.0,2,2,0.0,0.01,0,0,2,0,2,matched,Eukaryota,2,100.0,0.5,2.0
Tubulinea_X.U.genus,555369,121,492,0.17,0.12,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,50.0,121.0,0.008
Tubulinea.U.genus,555369,2,2,0.0,0.0,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,50.0,2.0,0.5
Ustanciosporium,307709,69,166,0.1,0.04,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,2,100.0,69.0,0.014
Psora,111720,10,24,0.01,0.01,2,2,0.0,0.01,0,0,2,0,2,matched,Eukaryota,0,0.0,5.0,0.2
Mastigamoeba,81099,1609,10879,2.27,2.71,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,2,100.0,1609.0,0.001
Paulinella,39716,17,24,0.02,0.01,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,2,100.0,17.0,0.059
Limulus,6849,36,122,0.05,0.03,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,2,100.0,36.0,0.028
Acartia,121148,4,7,0.01,0.0,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,2,100.0,4.0,0.25
Ricinus,160061,13,15,0.02,0.0,2,2,0.0,0.01,0,0,2,0,2,matched,Eukaryota,2,100.0,6.5,0.154
Saprolegnia,4769,5,126,0.01,0.03,2,2,0.0,0.01,0,0,2,0,2,matched,Eukaryota,2,100.0,2.5,0.4
Philaenus,30087,5,7,0.01,0.0,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,2,100.0,5.0,0.2
Mayetiola,39757,2,11,0.0,0.0,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,2,100.0,2.0,0.5
Neobodonida.U.genus,2704648,221,929,0.31,0.23,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,2,100.0,221.0,0.005
Tubulinea_XXXXX,555369,7,15,0.01,0.0,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,50.0,7.0,0.143
Spizellomyces,4815,52,167,0.07,0.04,2,2,0.0,0.01,0,0,2,0,2,matched,Eukaryota,2,100.0,26.0,0.038
Spumella,89043,12,14,0.02,0.0,2,2,0.0,0.01,0,0,2,0,2,matched,Eukaryota,2,100.0,6.0,0.167
Stylonychia,5948,800,7715,1.13,1.92,2,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,2,100.0,800.0,0.001
Chydorus,77744,12,27,0.02,0.01,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,12.0,0.083
Isaria,72232,64,489,0.09,0.12,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,64.0,0.016
Hexamita,13567,32,113,0.05,0.03,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,32.0,0.031
Aphelidium,1498217,12,17,0.02,0.0,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,12.0,0.083
Pelobiontida.U.genus,2682475,2,3,0.0,0.0,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,2.0,0.5
Simocephalus,77650,1,2,0.0,0.0,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,1.0,1.0
Gregarinidae.U.genus,35088,27,187,0.04,0.05,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,27.0,0.037
Rehmannia,99299,160,265,0.23,0.07,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,160.0,0.006
Tuckermannopsis,404711,1,5,0.0,0.0,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,0,0.0,1.0,1.0
Raphidocelis,307506,2,2,0.0,0.0,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,2.0,0.5
Neovahlkampfia,166955,211,780,0.3,0.19,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,211.0,0.005
Paramicrosporidium,1493516,2,8,0.0,0.0,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,2.0,0.5
Bodo,5712,10,15,0.01,0.0,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,10.0,0.1
Gregarina3,35089,27,218,0.04,0.05,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,27.0,0.037
Aculops,644139,5,7,0.01,0.0,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,5.0,0.2
Neogregarinorida.U.genus,238088,5,9,0.01,0.0,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,5.0,0.2
Polychytrium,110092,5,6,0.01,0.0,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,5.0,0.2
Sabatieria,129901,16,95,0.02,0.02,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,16.0,0.062
Tilletiopsis,1500560,8,53,0.01,0.01,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,8.0,0.125
Ichthyophthirius,5931,19,444,0.03,0.11,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,19.0,0.053
Leidyana2,196592,73,258,0.1,0.06,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,73.0,0.014
Leidyana1,196592,3,29,0.0,0.01,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,3.0,0.333
Articulospora,253308,19,62,0.03,0.02,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,19.0,0.053
Pycnora,318745,46,237,0.06,0.06,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,0,0.0,46.0,0.022
Neofabraea,143937,3,6,0.0,0.0,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,3.0,0.333
Tectonidula,1629392,3,5,0.0,0.0,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,3.0,0.333
Thamnocephalis,78914,3,4,0.0,0.0,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,3.0,0.333
Coniophora,80635,2,3,0.0,0.0,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,2.0,0.5
Labyrinthula,35133,62,238,0.09,0.06,1,1,0.0,0.0,0,0,1,0,1,matched,Eukaryota,1,100.0,62.0,0.016
Embryophyceae_XX.U.genus,N/A,1535,7457,2.17,1.86,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gyrista.U.genus,N/A,833,3060,1.17,0.76,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dino-Group-II.U.genus,N/A,657,2568,0.93,0.64,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Flectomonas,1938442,639,3724,0.9,0.93,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dino-Group-II-Clade-7_X,N/A,547,1828,0.77,0.46,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
TSAR.U.genus,N/A,509,1675,0.72,0.42,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Trachelomonas,96503,470,1572,0.66,0.39,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Pentapharsodinium,66472,466,2001,0.66,0.5,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Petalomonadida.U.genus,2570648,422,1103,0.6,0.27,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dino-Group-II-Clade-10-and-11_X,N/A,415,1595,0.59,0.4,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Polycystinea.U.genus,65582,391,4253,0.55,1.06,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Archaeplastida.U.genus,N/A,342,1480,0.48,0.37,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Craniata_X.U.genus,89593 Craniata,326,2470,0.46,0.62,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Vampyrellida.U.genus,1367446,315,1110,0.44,0.28,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dino-Group-II-Clade-6_X,N/A,286,4127,0.4,1.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Saccamoeba,136463,279,1566,0.39,0.39,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Radiolaria.U.genus,65574 Radiolaria,272,1717,0.38,0.43,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dileptidae_X,1652550,253,2935,0.36,0.73,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Drosophila,2081351,217,1383,0.31,0.34,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nassellaria.U.genus,278980,209,918,0.29,0.23,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Acantharea_3a_X,65574,208,1225,0.29,0.31,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dino-Group-I.U.genus,N/A,197,907,0.28,0.23,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Flamellidae.U.genus,2605335,197,567,0.28,0.14,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dino-Group-I-Clade-5_X,N/A,196,1050,0.28,0.26,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Eupetalomonads_XX,N/A,192,534,0.27,0.13,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Phyllopharyngea.U.genus,37471,186,686,0.26,0.17,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dino-Group-I-Clade-4_X,N/A,182,1189,0.26,0.3,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
WIM80-lineage_X,N/A,173,656,0.24,0.16,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Maxillopoda.U.genus,N/A,155,2107,0.22,0.52,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Turbellaria.U.genus,166384,153,634,0.22,0.16,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Bullinularia,318543,151,397,0.21,0.1,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Centroplasthelida_X.U.genus,193537,151,475,0.21,0.12,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Scytomonadidae.U.genus,2570650,148,357,0.21,0.09,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nolandellidae_X,N/A,142,405,0.2,0.1,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Rhogostoma-lineage_X,981201,134,853,0.19,0.21,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Copromyxa,931553,133,379,0.19,0.09,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Vorticella,60849,132,1571,0.19,0.39,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Monocystis,110315,131,467,0.18,0.12,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dino-Group-I-Clade-1_X,N/A,116,2072,0.16,0.52,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Sawyeria,194529,108,544,0.15,0.14,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chaetonotus,68038,98,611,0.14,0.15,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dino-Group-II-Clade-3_X,N/A,92,284,0.13,0.07,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Bellemerea,170001,90,667,0.13,0.17,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Thaumatomonadida.U.genus,188944,88,597,0.12,0.15,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Euamoebida.U.genus,180229,86,246,0.12,0.06,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Allogromiina,N/A,83,222,0.12,0.06,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Suctoria_XX,39462,83,403,0.12,0.1,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Endostelium,668361,82,179,0.12,0.04,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dino-Group-II-Clade-1_X,N/A,80,328,0.11,0.08,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cyclotrichium,751773,79,227,0.11,0.06,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Schizoplasmodiidae.U.genus,2681886,78,222,0.11,0.06,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
AND16-lineage_X,N/A,75,194,0.11,0.05,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Arcellinida.U.genus,318493,75,271,0.11,0.07,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Neocercomonas,268487,69,116,0.1,0.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Scytomonas,1732441,66,151,0.09,0.04,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Maxillopoda_X,N/A,63,352,0.09,0.09,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Flamella,490353,62,262,0.09,0.07,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Coccidiomorphea.U.genus,N/A,61,404,0.09,0.1,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Archamoebea.U.genus,N/A,58,216,0.08,0.05,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Bicoecaceae_X,238883,57,469,0.08,0.12,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Phryganellina.U.genus,318517,54,135,0.08,0.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Rigifilida_XXXX.U.genus,1237875,54,201,0.08,0.05,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Peritrichia_2.U.genus,6021,53,322,0.07,0.08,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Picomonas,1315712,51,366,0.07,0.09,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cavernomonas,686739,50,92,0.07,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Mariager-Fjord-lineage_X,N/A,50,198,0.07,0.05,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Sey055-lineage_X,N/A,50,123,0.07,0.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
NPK2-lineage_X,N/A,48,137,0.07,0.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Trimitus,306058,47,88,0.07,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Mb5C-lineage_X,N/A,46,111,0.06,0.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Hartmannella,5777,46,155,0.06,0.04,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Hartmannellidae.U.genus,5776,46,118,0.06,0.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Peronosporomycetes_X.U.genus,N/A,44,130,0.06,0.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Protaspa-lineage_X,1938521,44,88,0.06,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Neobodo,312470,43,74,0.06,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Collophidium,1130125,42,87,0.06,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Novel-Gran-6_X,N/A,42,142,0.06,0.04,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Fusiforma,1416936,40,96,0.06,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Novel-clade-10_XX,N/A,38,48,0.05,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Urotricha,457378,38,128,0.05,0.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Acineta_1,239360,37,104,0.05,0.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Stygamoebida_XXX,1485089,37,120,0.05,0.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Suctoria.U.genus,39462,36,87,0.05,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Sessilida.U.genus,1974272,35,109,0.05,0.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Anthoptilum,86570,35,169,0.05,0.04,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Chaos,160821,35,66,0.05,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Filoreta,1407634,34,52,0.05,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Korotnevella,200888,34,50,0.05,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Mastigella,180814,34,67,0.05,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Actinocephalidae.U.genus,650287,34,87,0.05,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Filosa-Thecofilosea.U.genus,N/A,33,84,0.05,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gromia,35216,33,56,0.05,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Tokophrya,168138,33,176,0.05,0.04,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Filosa-Sarcomonadea.U.genus,N/A,31,82,0.04,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
LOS7N/I-lineage_X,N/A,31,221,0.04,0.06,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Spinibdella,768103,31,179,0.04,0.04,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Physochila,1165382,30,151,0.04,0.04,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ptolemeba,1525728,29,78,0.04,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Physcomitrella,3217,28,50,0.04,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Elardia.U.genus,2681632,28,49,0.04,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Paradinium,492102,27,43,0.04,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gyropaigne,86636,26,100,0.04,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Tholomura,2748069,26,77,0.04,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Trochilia,1170543,25,115,0.04,0.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Distigma,83913,24,188,0.03,0.05,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Spadicoides,439828,24,103,0.03,0.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
NC12A-lineage_X,N/A,22,45,0.03,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Glissomonadida.U.genus,1238681,21,102,0.03,0.03,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Unclassified_Provorticidae,12908,21,58,0.03,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Xiphocephalus,650332,20,39,0.03,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Hemimastix,2027450,20,81,0.03,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Schizoplasmodium,661159,20,36,0.03,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Coccomyxa,320428,20,87,0.03,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Ceratiomyxella,661161,20,54,0.03,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Cercomonas,45109,20,57,0.03,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Centroplasthelida_XXXXX,193537,19,25,0.03,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Diptilomiopus,1336388,19,31,0.03,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Gadixcellia,2759743,19,22,0.03,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dino-Group-II-Clade-14_X,N/A,19,51,0.03,0.01,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Nemogullmia,164077,18,66,0.03,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
Dino-Group-II-Clade-21_X,N/A,17,78,0.02,0.02,0,0,0.0,0.0,0,0,0,0,0,census_only,Unknown,0,0.0,inf,0.0
