Genus,GTDB_Domain,NCBI_Domain,Database_Presence,Match_Status,Anchor_Type,GTDB_Genome_Count,GTDB_Species_Count,NCBI_Genome_Count,NCBI_Species_Count
Anatilimnocola,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,5,3
Ancrocorticia,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,22,3
Ancylobacter,Bacteria,Bacteria,Both,Match,Direct_Name,40,1,43,29
Ancylomarina,Bacteria,Bacteria,Both,Match,Direct_Name,11,2,12,7
Anderseniella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,7,1,56,3
Anditalea,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,3,2
Andreesenia,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,2,1
Andreprevotia,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,3,3
Aneurinibacillus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,26,3,50,14
Angelakisella,Bacteria,Bacteria,Both,Match,Direct_Name,340,1,506,3
Angustibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,5,4
Anianabacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Anoxybacillus,Bacteria,Bacteria,Both,Match,Direct_Name,90,4,92,36
Anoxybacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Anoxynatronum,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,2,2
Anseongella,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,5,2
Antarcticimicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,5,3
Antarcticirhabdus,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,2,1
Antarctobacter,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,5,2
Anthocerotibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Anthropogastromicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,70,1,7,2
Antribacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Antricoccus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,3,2
Antrihabitans,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,8,6
Aphanocapsa,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,1,1,5,3
Aphanothece,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,1,1,20,8
Apibacter,Bacteria,Bacteria,Both,Match,Direct_Name,40,1,39,25
Apilactobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,105,1,210,16
Aquabacter,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,7,7
Aquabacterium,Bacteria,Bacteria,Both,Match,Direct_Name,112,2,129,20
Aquariibacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,2,2
Aquaspirillum,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,7,4
Aquaticitalea,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,12,2
Aquella,Bacteria,Bacteria,Both,Match,Direct_Name,37,1,2,2
Aquibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,9,5,9,8
Aquibium,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,7,6
Aquicella,Bacteria,Bacteria,Both,Match,Direct_Name,8,2,3,2
Aquicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,6,4
Aquidulcibacter,Bacteria,Bacteria,Both,Match,Direct_Name,17,1,13,2
Aquifex,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,9,1,17,3
Aquiflexum,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,9,6
Aquihabitans,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,18,4
Aquiluna,Bacteria,Bacteria,Both,Match,Direct_Name,61,1,153,8
Aquimarina,Bacteria,Bacteria,Both,Match,Direct_Name,145,1,162,56
Aquimixticola,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Aquimonas,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,21,3
Aquincola,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,16,6
Aquirhabdus,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,8,2
Aquirufa,Bacteria,Bacteria,Both,Match,Direct_Name,102,1,75,16
Aquisalibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Aquisalimonas,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,11,5
Aquisalinus,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,7,3
Aquisediminimonas,Bacteria,Bacteria,Both,Match,Direct_Name,42,2,2,2
Aquisphaera,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,3,3
Aquitalea,Bacteria,Bacteria,Both,Match,Direct_Name,21,1,24,16
Arabiibacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Arachidicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,9,6
Arachnia,Bacteria,Bacteria,Both,Match,Direct_Name,86,1,62,5
Arboricoccus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Arcanobacterium,Bacteria,Bacteria,Both,Match,Direct_Name,75,2,87,15
Archaeoglobus,Archaea,Archaea,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,35,4,49,30
Archangium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,21,2,74,9
Arcicella,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,28,11
Arcobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,6,3,135,49
Arcticibacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,9,6
Arcticibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,8,3
Ardenticatena,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,4,2
Arenibacter,Bacteria,Bacteria,Both,Match,Direct_Name,34,1,68,31
Arenibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,6,2,5,3
Arenibaculum,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,3,2
Arenicella,Bacteria,Bacteria,Both,Match,Direct_Name,34,1,51,5
Arenimonas,Bacteria,Bacteria,Both,Match,Direct_Name,47,1,111,16
Arenivirga,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Argonema,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,3,2
Arhodomonas,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,5,4
Aridibacter,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,41,2
Aristaeella,Bacteria,Bacteria,Both,Match,Direct_Name,84,1,4,2
Aristophania,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,2,1
Armatimonas,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,11,2
Aromatoleum,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,22,1,25,12
Arsenicibacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Arsenicicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,24,10
Arsenicitalea,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,2
Arsenophonus,Bacteria,Bacteria,Both,Match,Direct_Name,21,1,68,21
Arsukibacterium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,16,1,17,11
Arthrobacter,Bacteria,Bacteria,Both,Match,Direct_Name,556,9,717,462
Arthrospiribacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Arundinibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,2
Asaccharospora,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,1
Asaia,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,20,1,80,15
Asanoa,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,16,11
Ascidiaceihabitans,Bacteria,Bacteria,Both,Match,Direct_Name,25,1,48,3
Asticcacaulis,Bacteria,Bacteria,Both,Match,Direct_Name,30,1,54,27
Athalassotoga,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,8,2
Atlantibacter,Bacteria,Bacteria,Both,Match,Direct_Name,63,1,149,5
Atlanticothrix,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Atopobacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Atopobium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,13,1,238,32
Atopococcus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,2,1,5,3
Atopomonas,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,6,2
Atopostipes,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,25,4
Atribacter,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,12,6
Aulosira,Bacteria,Bacteria,Both,Match,Direct_Name,24,1,7,7
Aurantibacter,Bacteria,Bacteria,Both,Match,Direct_Name,6,2,7,3
Aurantimicrobium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,17,1,42,6
Aurantimonas,Bacteria,Bacteria,Both,Match,Direct_Name,19,1,49,22
Auraticoccus,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,4,4
Aureibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Aureibaculum,Bacteria,Bacteria,Both,Match,Direct_Name,20,1,10,8
Aureicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Aureimonas,Bacteria,Bacteria,Both,Match,Direct_Name,45,2,48,30
Aureisphaera,Bacteria,Bacteria,Both,Match,Direct_Name,13,1,1,1
Aureispira,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,12,1,28,5
Aureitalea,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,5,4
Aureivirga,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Aureliella,Bacteria,Bacteria,Both,Match,Direct_Name,17,1,8,2
Auritidibacter,Bacteria,Bacteria,Both,Match,Direct_Name,15,1,27,6
Austwickia,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,7,1,13,4
Avibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,66,1,136,14
Azoarcus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,11,2,58,14
Azohydromonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,7,1,15,8
Azomonas,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,2,2
Azonexus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,144,1,102,7
Azorhizobium,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,18,10
Azospira,Bacteria,Bacteria,Both,Match,Direct_Name,27,2,31,8
Azospirillum,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,110,1,272,64
Azotobacter,Bacteria,Bacteria,Both,Match,Direct_Name,23,1,40,7
Azotosporobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,1,1,1,1
Azovibrio,Bacteria,Bacteria,Both,Match,Direct_Name,31,1,10,2
Baaleninema,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Bacilliculturomica,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Bacillus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,14294,1
Bacterioplanes,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,2,1,4,2
Bacterioplanoides,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,5,3
Bacteriovorax,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,27,1,55,11
Bacteroides,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,5084,7,10675,282
Baekduia,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,23,3
Baia,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,1,1
Baileyella,Bacteria,Bacteria,Both,Match,Direct_Name,18,1,5,1
Bailinhaonella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Balnearium,Bacteria,Bacteria,Both,Match,Direct_Name,16,1,1,1
Balneatrix,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,5,2
Balneicella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Balneola,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,43,1,95,5
Bariatricus,Bacteria,Bacteria,Both,Match,Direct_Name,156,1,30,5
Barnesiella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,175,3,442,17
Barrientosiimonas,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,4,2
Bartonella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,304,3,548,275
Basfia,Bacteria,Bacteria,Both,Match,Direct_Name,43,2,4,2
Basilea,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Bauldia,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,8,1,50,3
Bavariicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,3,1
Bdellovibrio,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,25,1,155,32
Beduini,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,12,3
Beggiatoa,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,3,1,15,8
Beijerinckia,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,11,7
Belliella,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,13,9
Bellilinea,Bacteria,Bacteria,Both,Match,Direct_Name,16,1,27,3
Belnapia,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,8,6
Bergeyella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,14,2,53,6
Bermanella,Bacteria,Bacteria,Both,Match,Direct_Name,13,1,28,7
Bernardetia,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,8,6
Berryella,Bacteria,Bacteria,Both,Match,Direct_Name,24,1,5,2
Beutenbergia,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Bhargavaea,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,14,7
Bianquea,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,1,1
Bibersteinia,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,8,1
Bifidobacterium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,3584,1,7271,213
Bilifractor,Bacteria,Bacteria,Both,Match,Direct_Name,71,1,3,2
Billgrantia,Bacteria,Bacteria,Both,Match,Direct_Name,46,1,31,18
Bilophila,Bacteria,Bacteria,Both,Match,Direct_Name,206,1,371,5
Biomaibacter,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,1,1
Biostraticola,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Bisbaumannia,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,3,1
Bisgaardia,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Bittarella (ex Durand et al. 2017),Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,13,1,8,1
Bizionia,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,25,15
Blastochloris,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,5,1,12,5
Blastococcus,Bacteria,Bacteria,Both,Match,Direct_Name,46,1,77,45
Blastomonas,Bacteria,Bacteria,Both,Match,Direct_Name,53,1,55,32
Blastopirellula,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,5,1,24,7
Blattabacterium,Bacteria,Bacteria,Both,Match,Direct_Name,71,1,95,12
Blautia,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1410,2,1996,162
Bogoriella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Bombella,Bacteria,Bacteria,Both,Match,Direct_Name,44,1,23,14
Bombilactobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,45,1,26,7
Bordetella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1364,4,2387,40
Borrelia,Bacteria,Bacteria,Both,Match,Direct_Name,89,1,100,25
Borreliella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,453,1,817,23
Bosea,Bacteria,Bacteria,Both,Match,Direct_Name,131,1,148,73
Boseongicola,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,14,1,35,14
Botrimarina,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,7,4
Boudabousia,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,4,3
Bovifimicola,Bacteria,Bacteria,Both,Match,Direct_Name,475,1,1,1
Bowdeniella,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,6,2
Bowmanella,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,7,5
Brachybacterium,Bacteria,Bacteria,Both,Match,Direct_Name,94,1,150,61
Brachymonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,17,1,59,7
Brachyspira,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,302,1,374,17
Brackiella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Bradymonas,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Bradyrhizobium,Bacteria,Bacteria,Both,Match,Direct_Name,869,1,1607,778
Branchiibius,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,5,4
Brasilonema,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,12,6
Bremerella,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,14,8
Brenneria,Bacteria,Bacteria,Both,Match,Direct_Name,34,1,54,21
Breoghania,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,12,4
Brevefilum,Bacteria,Bacteria,Both,Match,Direct_Name,26,1,49,3
Brevibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,183,6,296,92
Brevibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,224,1,290,98
Brevinema,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,6,1,8,3
Brevirhabdus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,6,2
Brevundimonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,344,1,732,150
Breznakia,Bacteria,Bacteria,Both,Match,Direct_Name,15,1,17,16
Breznakibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,3,1,5,2
Breznakiella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Brochothrix,Bacteria,Bacteria,Both,Match,Direct_Name,31,1,38,3
Brockia,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,4,1
Brooklawnia,Bacteria,Bacteria,Both,Match,Direct_Name,20,1,13,4
Brotaphodocola,Bacteria,Bacteria,Both,Match,Direct_Name,565,1,2,1
Brotonthovivens,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,1,1
Brucella,Bacteria,Bacteria,Both,Match,Direct_Name,1067,1,1729,108
Brucepastera,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Brumimicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,13,1,18,7
Bryobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,8,1,20,4
Brytella,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Buchananella,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,9,2
Buchnera,Bacteria,Bacteria,Both,Match,Direct_Name,93,1,178,3
Budvicia,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,6,3
Bulleidia,Bacteria,Bacteria,Both,Match,Direct_Name,327,1,120,5
Bullifex,Bacteria,Bacteria,Both,Match,Direct_Name,43,1,11,2
Burkholderia,Bacteria,Bacteria,Both,Match,Direct_Name,4930,1,7603,361
Buttiauxella,Bacteria,Bacteria,Both,Match,Direct_Name,27,1,51,24
Butyribacter,Bacteria,Bacteria,Both,Match,Direct_Name,946,1,38,2
Butyricicoccus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,146,2,367,41
Butyricimonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,179,1,271,18
Butyrivibrio,Bacteria,Bacteria,Both,Match,Direct_Name,263,2,278,51
Byssovorax,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,13,2
Bythopirellula,Bacteria,Bacteria,Both,Match,Direct_Name,18,1,15,4
Caballeronia,Bacteria,Bacteria,Both,Match,Direct_Name,131,1,156,116
Caecibacter,Bacteria,Bacteria,Both,Match,Direct_Name,54,1,22,5
Caedibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,6,4
Caedimonas,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,3,2
Caenarcanum,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,2,2
Caenibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Caenibius,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,12,4
Caenispirillum,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,11,4
Caldalkalibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,5,2,8,5
Caldanaerobius,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Calderihabitans,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Caldibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,14,3,26,6
Caldicellulosiruptor,Bacteria,Bacteria,Both,Match,Direct_Name,36,1,35,13
Caldicoprobacter,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,7,6
Caldilinea,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,32,1,42,5
Caldimicrobium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,10,1,28,3
Caldimonas,Bacteria,Bacteria,Both,Match,Direct_Name,20,1,65,10
Caldinitratiruptor,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Caldisalinibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Caldisericum,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,13,5
Caldisphaera,Archaea,Archaea,Both,Match,Direct_Name,11,1,13,2
Calditerricola,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,4,2
Calditerrivibrio,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,6,2
Caldithrix,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,6,1,35,4
Caldivirga,Archaea,Archaea,Both,Match,Direct_Name,9,1,28,7
Caldora,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,2,2
Caldovatus,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,2,2
Calidifontibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,2,2,3,2
Calidithermus,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,5,5
Caloramator,Bacteria,Bacteria,Both,Match,Direct_Name,9,2,15,11
Caloranaerobacter,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,9,3
Calorimonas,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Calothrix,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,2,1,49,35
Calycomorphotria,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Camelimonas,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,8,3
Caminibacter,Bacteria,Bacteria,Both,Match,Direct_Name,16,1,4,2
Caminicella,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,3,1
Campylobacter,Bacteria,Bacteria,Both,Match,Direct_Name,5841,6,138348,309
Candidimonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,2,1,13,5
Canibacter,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,5,3
Canicola,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,5,1
Capillibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,2,2
Capillimicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,4,2
Capnocytophaga,Bacteria,Bacteria,Both,Match,Direct_Name,139,1,425,39
Caproicibacter,Bacteria,Bacteria,Both,Match,Direct_Name,66,1,10,3
Caproicibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,66,1,7,6
Caproiciproducens,Bacteria,Bacteria,Both,Match,Direct_Name,35,1,21,7
Capsulimonas,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,5,2
Carbonactinospora,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,4,1
Carboxydocella,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,5,4
Carboxydothermus,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,5,4
Carboxylicivirga,Bacteria,Bacteria,Both,Match,Direct_Name,18,1,18,8
Cardiobacterium,Bacteria,Bacteria,Both,Match,Direct_Name,17,1,67,6
Carideicomes,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Carnimonas,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Carnobacterium,Bacteria,Bacteria,Both,Match,Direct_Name,108,2,257,32
Caryophanon,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,4,3
Casimicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,22,1,15,2
Castellaniella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,14,1,77,16
Catalinimonas,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,4,3
Catellatospora,Bacteria,Bacteria,Both,Match,Direct_Name,16,1,27,16
Catellicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,1
Catelliglobosispora,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Catenibacillus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,18,1,8,3
Catenibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,114,1,183,14
Catenisphaera,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Catenovulum,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,7,5
Catenulispora,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,20,13
Catenuloplanes,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,15,10
Catonella,Bacteria,Bacteria,Both,Match,Direct_Name,15,1,16,4
Caulifigura,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,3,2
